table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
7404,r001,All selected industries,All selected industries,,,,1,"31–33, 42, 51, 5413, 5415, 5417","['2,350,322', '&nbsp;']","['1,868,086', '&nbsp;']","['50,600', '&nbsp;']","['122,427', '&nbsp;']","['9,628', 'r']","['4,702', '&nbsp;']","['4,244', '&nbsp;']","['276,329', '&nbsp;']","['13,349', '&nbsp;']","['956', 'r']"
7404,r002,All selected industries -> Manufacturing industries,All selected industries,Manufacturing industries,,,2,31–33,"['271,171', '&nbsp;']","['230,050', '&nbsp;']","['13,443', 'r']","['3,389', '&nbsp;']","['114', '&nbsp;']","['140', '&nbsp;']","['60', '&nbsp;']","['23,358', '&nbsp;']","['559', '&nbsp;']","['58', '&nbsp;']"
7404,r003,"All selected industries -> Manufacturing industries -> Food, beverage, and tobacco products",All selected industries,Manufacturing industries,"Food, beverage, and tobacco products",,3,311–12,"['4,038', 'r']","['3,445', 'r']","['0', '&nbsp;']","['353', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['71', 'r']","['168', 'r']","['0', '&nbsp;']"
7404,r004,"All selected industries -> Manufacturing industries -> Textile, apparel, and leather products",All selected industries,Manufacturing industries,"Textile, apparel, and leather products",,3,313–16,"['236', 'r']","['236', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7404,r005,All selected industries -> Manufacturing industries -> Wood products,All selected industries,Manufacturing industries,Wood products,,3,321,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7404,r006,All selected industries -> Manufacturing industries -> Paper,All selected industries,Manufacturing industries,Paper,,3,322,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7404,r007,All selected industries -> Manufacturing industries -> Printing and related support activities,All selected industries,Manufacturing industries,Printing and related support activities,,3,323,"['141', 'r']","['141', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7404,r008,All selected industries -> Manufacturing industries -> Petroleum and coal products,All selected industries,Manufacturing industries,Petroleum and coal products,,3,324,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7404,r009,All selected industries -> Manufacturing industries -> Chemicals,All selected industries,Manufacturing industries,Chemicals,,3,325,"['87,050', '&nbsp;']","['78,716', '&nbsp;']","['0', '&nbsp;']","['256', '&nbsp;']","['106', '&nbsp;']","['0', '&nbsp;']","['40', '&nbsp;']","['7,626', '&nbsp;']","['306', '&nbsp;']","['0', '&nbsp;']"
7404,r010,All selected industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All selected industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,4,3254,"['56,251', '&nbsp;']","['49,595', '&nbsp;']","['0', '&nbsp;']","['99', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['40', '&nbsp;']","['6,351', '&nbsp;']","['164', '&nbsp;']","['0', '&nbsp;']"
