table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_argentina,field_brazil,field_chile,field_mexico,field_other_latin_american_locations,field_australia,field_china,field_hong_kong,field_india,field_indonesia,field_japan,field_malaysia_,field_new_zealand,field_singapore,field_south_korea,field_taiwan,field_thailand,field_other_asian_or_pacific_locations,field_israel,field_other_middle_eastern_locations,field_south_africa,field_other_african_locations,field_undistributeda
9688,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['5 - 79', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 79', '  ']","['0', '  ']","['0', '  ']","['0 - 79', '  ']","['0', '  ']","['0 - 79', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['*', '  ']","['0', '  ']"
9688,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['0 - 1,129', '  ']","['0', '  ']","['0 - 187', '  ']","['0', '  ']","['0 - 24', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0 - 12', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 2', '  ']","['0', '  ']","['0 - 382', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
9688,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['0 - 109', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 24', 'i ']","['0 - 42', '  ']","['0', '  ']","['0 - 109', 'i ']","['0', '  ']","['0 - 109', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 109', '  ']","['0 - 38', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 7', 'i ']"
9688,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['4,330 - 6,357', 'i ']","['2', 'i ']","['0 - 199', 'i ']","['2', '  ']","['0 - 24', 'i ']","['0 - 42', 'i ']","['0 - 401', 'i ']","['0 - 475', 'i ']","['0 - 82', 'i ']","['0 - 1,456', 'i ']","['0 - 12', 'i ']","['0 - 657', 'i ']","['0 - 12', 'i ']","['1', 'i ']","['0 - 424', 'i ']","['0 - 194', 'i ']","['0 - 38', 'i ']","['0 - 2', 'i ']","['0 - 27', 'i ']","['0 - 382', 'i ']","['0 - 112', 'i ']","['0 - 65', 'i ']","['*', 'i ']","['0 - 7', 'i ']"
9688,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['73', '  ']","['0', '  ']","['0 - 70', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 70', '  ']","['0 - 70', '  ']","['0', '  ']","['0 - 70', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
9688,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['29,258', '  ']","['103', 'i ']","['96 - 135', '  ']","['29 - 64', '  ']","['155', '  ']","['96', '  ']","['588', '  ']","['1,626', '  ']","['149', '  ']","['4,644', '  ']","['0 - 12', '  ']","['405', '  ']","['4 - 16', '  ']","['67', '  ']","['363', '  ']","['98', '  ']","['717', '  ']","['137', 'r ']","['228', '  ']","['2,100', '  ']","['108', '  ']","['27 - 36', '  ']","['31 - 41', '  ']","['59', 'i ']"
9688,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['9,933', '  ']","['0 - 8', '  ']","['20', '  ']","['25', '  ']","['12', '  ']","['3 - 24', '  ']","['178', '  ']","['1,037', '  ']","['0 - 150', '  ']","['1,783', '  ']","['1', '  ']","['136', '  ']","['0 - 16', '  ']","['0 - 25', '  ']","['125', '  ']","['50', '  ']","['21 - 221', '  ']","['135', 'r ']","['165', '  ']","['648', '  ']","['11', '  ']","['6', '  ']","['32', '  ']","['10 - 23', 'i ']"
9688,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
9688,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['9,933', '  ']","['0 - 8', '  ']","['20', '  ']","['25', '  ']","['12', '  ']","['3 - 24', '  ']","['178', '  ']","['1,037', '  ']","['0 - 150', '  ']","['1,783', '  ']","['1', '  ']","['136', '  ']","['0 - 16', '  ']","['0 - 25', '  ']","['125', '  ']","['50', '  ']","['21 - 221', '  ']","['135', 'r ']","['165', '  ']","['648', '  ']","['11', '  ']","['6', '  ']","['32', '  ']","['10 - 23', 'i ']"
9688,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['77', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 9', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0 - 70', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0 - 49', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 9', '  ']","['0', '  ']","['0 - 50', 'i ']"
9688,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['9,881', '  ']","['96', 'i ']","['29', '  ']","['5', 'r ']","['136', '  ']","['71', '  ']","['224', '  ']","['360', '  ']","['0 - 150', '  ']","['2,385', '  ']","['0 - 12', 'i ']","['0 - 270', '  ']","['0 - 16', '  ']","['43', '  ']","['61', 'i ']","['0 - 49', '  ']","['0 - 431', '  ']","['1', '  ']","['61', '  ']","['728', '  ']","['95', '  ']","['22', '  ']","['0', '  ']","['0 - 50', '  ']"
9688,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['9,367', 'i ']","['0 - 8', '  ']","['46 - 87', '  ']","['0 - 35', '  ']","['0 - 9', '  ']","['0 - 23', '  ']","['186', '  ']","['228', '  ']","['0 - 150', '  ']","['405 - 478', '  ']","['0 - 12', '  ']","['0 - 270', '  ']","['1', '  ']","['0 - 25', '  ']","['177', '  ']","['0 - 49', '  ']","['65 - 697', '  ']","['1', '  ']","['2', '  ']","['723', '  ']","['2', '  ']","['0 - 9', '  ']","['0 - 9', '  ']","['0 - 50', 'i ']"
9688,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['2,461', '  ']","['1', '  ']","['0 - 199', '  ']","['*', '  ']","['7', '  ']","['0 - 42', '  ']","['0 - 401', 'i ']","['82', '  ']","['0 - 82', '  ']","['0 - 1,332', '  ']","['*', '  ']","['0 - 657', 'i ']","['0', '  ']","['19', '  ']","['0 - 424', '  ']","['0 - 194', '  ']","['0 - 38', '  ']","['*', '  ']","['0 - 27', '  ']","['0 - 382', '  ']","['0 - 112', '  ']","['0 - 65', '  ']","['40 - 53', '  ']","['*', 'i ']"
9688,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['103', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0 - 91', '  ']","['0 - 91', '  ']","['0', '  ']","['0 - 91', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0 - 91', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0 - 7', 'i ']"
9688,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0 - 2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9688,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['100 - 104', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0 - 91', '  ']","['0 - 91', '  ']","['0', '  ']","['0 - 91', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0 - 91', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0 - 7', 'i ']"
9688,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['18,763', 'i ']","['187', 'i ']","['164', 'i ']","['31', 'i ']","['249', '  ']","['77', 'i ']","['290', '  ']","['1,130', '  ']","['24', 'i ']","['1,443', '  ']","['2', 'i ']","['991', 'i ']","['27', 'i ']","['121', 'i ']","['303', 'i ']","['186', 'i ']","['235', '  ']","['23', 'i ']","['37', 'i ']","['550 - 664', '  ']","['41 - 153', 'i ']","['150', 'i ']","['16', 'i ']","['89', 'i ']"
9688,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['39', 'r ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']","['27', 'r ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
9688,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['4,632', '  ']","['3', '  ']","['27', '  ']","['*', '  ']","['164', '  ']","['19', '  ']","['53', '  ']","['362', '  ']","['1', '  ']","['891', '  ']","['0', '  ']","['84', '  ']","['10', '  ']","['8', '  ']","['33', '  ']","['5', '  ']","['126', '  ']","['*', '  ']","['3', '  ']","['441 - 556', '  ']","['0 - 112', '  ']","['10', '  ']","['7', '  ']","['58', 'i ']"
9688,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['13,630', 'i ']","['184', 'i ']","['130', 'i ']","['28', 'i ']","['84', 'i ']","['57', 'i ']","['231', 'i ']","['744', '  ']","['23', 'i ']","['508', 'i ']","['2', 'i ']","['904', 'i ']","['16', 'i ']","['111', 'i ']","['269', 'i ']","['178', 'i ']","['70', 'i ']","['23', 'i ']","['31', 'i ']","['107', 'i ']","['41', 'i ']","['138', 'i ']","['9', 'i ']","['29', '  ']"
9688,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['16', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['11', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9688,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['4,402', '  ']","['61', '  ']","['35', '  ']","['13', '  ']","['47', '  ']","['19', '  ']","['129', '  ']","['413', '  ']","['9', '  ']","['188', '  ']","['*', '  ']","['219', '  ']","['4', '  ']","['19', '  ']","['22', '  ']","['76', '  ']","['26', '  ']","['5', '  ']","['9', '  ']","['38', '  ']","['1', '  ']","['14', '  ']","['0', '  ']","['*', 'i ']"
9688,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['9,207', 'i ']","['123', 'i ']","['95', 'i ']","['15', 'i ']","['37', 'i ']","['38', 'i ']","['102', 'i ']","['331', 'i ']","['13', 'i ']","['320', 'i ']","['2', 'i ']","['685', 'i ']","['13', 'i ']","['92', 'i ']","['247', 'i ']","['102', 'i ']","['44', 'i ']","['17', 'i ']","['21', 'i ']","['58', 'i ']","['40', 'i ']","['122', 'i ']","['9', 'i ']","['29', '  ']"
9688,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']"
9688,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['463', '  ']","['*', '  ']","['7', '  ']","['3', '  ']","['*', '  ']","['1', '  ']","['5', '  ']","['24', '  ']","['1', '  ']","['17', '  ']","['0', '  ']","['2', 'r ']","['1', '  ']","['1', 'i ']","['1', '  ']","['3', '  ']","['39', 'i ']","['0', '  ']","['3', '  ']","['1', '  ']","['*', 'r ']","['2', '  ']","['*', '  ']","['2', 'i ']"
9688,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2 - 81', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 80', '  ']","['0 - 80', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 80', '  ']","['0 - 12', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 27', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
9688,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1 - 637', '  ']","['0', '  ']","['*', '  ']","['0 - 35', '  ']","['0 - 24', '  ']","['0 - 42', '  ']","['0 - 401', '  ']","['0 - 475', '  ']","['0 - 82', '  ']","['0 - 635', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 424', '  ']","['0 - 194', '  ']","['0', '  ']","['*', '  ']","['0 - 27', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']"
9688,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['135,412', '  ']","['456', '  ']","['1,387', '  ']","['233', '  ']","['1,505', '  ']","['1,795', '  ']","['2,566', '  ']","['11,639', '  ']","['643', '  ']","['14,314', '  ']","['41', '  ']","['5,241', '  ']","['1,094', '  ']","['356', '  ']","['3,237', '  ']","['1,998', '  ']","['2,662', '  ']","['470', '  ']","['934', '  ']","['8,232', '  ']","['525', '  ']","['345', 'i ']","['260', '  ']","['457', 'i ']"
9688,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9688,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['359', '  ']","['*', 'r ']","['0', '  ']","['0', '  ']","['*', 'r ']","['4', 'r ']","['1', '  ']","['37', '  ']","['3', '  ']","['48', 'r ']","['0', '  ']","['3', '  ']","['3', '  ']","['0', '  ']","['*', '  ']","['3', '  ']","['4', '  ']","['0', '  ']","['1', '  ']","['36', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['42', 'i ']"
9688,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['909', '  ']","['*', '  ']","['3', '  ']","['4', 'r ']","['7', '  ']","['8', '  ']","['20', '  ']","['158', '  ']","['7', '  ']","['129', '  ']","['0', '  ']","['5', '  ']","['1', '  ']","['7', 'r ']","['4', '  ']","['13', '  ']","['47', 'r ']","['121', 'r ']","['7', 'r ']","['16', '  ']","['1', '  ']","['7', '  ']","['1', '  ']","['0 - 44', 'i ']"
9688,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9688,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['866', '  ']","['*', '  ']","['2', '  ']","['3', '  ']","['4', '  ']","['9', '  ']","['18', '  ']","['76', '  ']","['*', '  ']","['112', '  ']","['*', '  ']","['4', '  ']","['7', '  ']","['*', '  ']","['18', 'i ']","['*', '  ']","['19', '  ']","['0', '  ']","['4', '  ']","['69', '  ']","['*', 'r ']","['*', '  ']","['5', '  ']","['12', 'i ']"
9688,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,382', '  ']","['6', '  ']","['2', '  ']","['4', '  ']","['12', '  ']","['25', '  ']","['16', '  ']","['163', '  ']","['29', '  ']","['211', '  ']","['*', '  ']","['32', '  ']","['2', '  ']","['3', '  ']","['40', '  ']","['13', '  ']","['77', '  ']","['2', '  ']","['24', '  ']","['95', '  ']","['2', '  ']","['1', '  ']","['1', '  ']","['0 - 52', 'i ']"
9688,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9688,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['3,660', '  ']","['8', '  ']","['5', '  ']","['2', '  ']","['59', '  ']","['12', '  ']","['51', '  ']","['343', '  ']","['27', '  ']","['621', '  ']","['*', '  ']","['47', '  ']","['9', '  ']","['42', '  ']","['63', '  ']","['179', 'i ']","['128', '  ']","['*', '  ']","['27', '  ']","['342', '  ']","['*', '  ']","['5', '  ']","['0', '  ']","['6', 'i ']"
9688,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['4,528', '  ']","['7', '  ']","['13', '  ']","['3', '  ']","['106', 'i ']","['10', '  ']","['50', '  ']","['278', '  ']","['61', '  ']","['424', '  ']","['1', '  ']","['66', '  ']","['11', '  ']","['13', '  ']","['67', '  ']","['21', '  ']","['70', '  ']","['11', '  ']","['29', '  ']","['316', '  ']","['10', '  ']","['2', '  ']","['0', '  ']","['70', 'i ']"
9688,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['20,663', '  ']","['50', '  ']","['144', '  ']","['21', 'i ']","['175', '  ']","['87', '  ']","['397', '  ']","['1,696', '  ']","['117', '  ']","['2,606', '  ']","['12', '  ']","['386', 'i ']","['59', '  ']","['20', '  ']","['557', '  ']","['138', '  ']","['278', '  ']","['94', '  ']","['548', '  ']","['988', '  ']","['10', '  ']","['19', '  ']","['38', '  ']","['144', 'i ']"
9688,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['15,571', '  ']","['4', '  ']","['66', '  ']","['3', '  ']","['137', '  ']","['1,023', 'i ']","['150', '  ']","['1,417', '  ']","['57', '  ']","['1,338', '  ']","['2', '  ']","['507', 'i ']","['341', 'i ']","['49', '  ']","['354', '  ']","['84', '  ']","['238', '  ']","['92', 'i ']","['40', '  ']","['527', '  ']","['35', '  ']","['15', '  ']","['9', '  ']","['0', '  ']"
9688,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['28,481', '  ']","['233', 'i ']","['434', '  ']","['53', '  ']","['296', '  ']","['137', '  ']","['513', '  ']","['2,416', '  ']","['51', '  ']","['3,267', 'i ']","['10', '  ']","['1,862', '  ']","['84', '  ']","['156', 'i ']","['1,048', '  ']","['569', 'i ']","['656', 'i ']","['45', '  ']","['78', '  ']","['736', 'i ']","['100', 'i ']","['163', 'i ']","['28', '  ']","['9', 'i ']"
9688,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['57,992', '  ']","['146', '  ']","['717', '  ']","['141', '  ']","['710', '  ']","['480', '  ']","['1,349', '  ']","['5,054', '  ']","['291', '  ']","['5,558', '  ']","['16', '  ']","['2,329', '  ']","['577', '  ']","['65', '  ']","['1,087', '  ']","['979', '  ']","['1,145', '  ']","['106', '  ']","['175', '  ']","['5,108', '  ']","['367', '  ']","['132', '  ']","['179', '  ']","['98 - 178', 'i ']"
