table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_full_time_students_rank,field_full_time_students_total,field_full_time_students_science,field_full_time_students_engineering,field_full_time_students_health,field_part_time_students_rank,field_part_time_students_total,field_part_time_students_science,field_part_time_students_engineering,field_part_time_students_health
6046,r306,All institutions<sup>a</sup> -> Eastern Michigan U.,All institutions<sup>a</sup>,Eastern Michigan U.,2,305,408,330,0,78,364,176,132,0,44,211,232,198,0,34
6046,r307,All institutions<sup>a</sup> -> U. Wisconsin-Platteville,All institutions<sup>a</sup>,U. Wisconsin-Platteville,2,305,408,200,208,0,659,5,2,3,0,139,403,198,205,0
6046,r308,All institutions<sup>a</sup> -> New York Institute of Technology,All institutions<sup>a</sup>,New York Institute of Technology,2,307,407,273,114,20,293,285,198,67,20,321,122,75,47,0
6046,r309,All institutions<sup>a</sup> -> Keck Graduate Institute,All institutions<sup>a</sup>,Keck Graduate Institute,2,308,405,282,123,0,240,404,281,123,0,629,1,1,0,0
6046,r310,"All institutions<sup>a</sup> -> U. Nebraska, Medical Center",All institutions<sup>a</sup>,"U. Nebraska, Medical Center",2,309,403,373,0,30,315,242,223,0,19,273,161,150,0,11
6046,r311,All institutions<sup>a</sup> -> Angelo State U.,All institutions<sup>a</sup>,Angelo State U.,2,310,398,342,0,56,373,166,157,0,9,211,232,185,0,47
6046,r312,"All institutions<sup>a</sup> -> U. Missouri, Saint Louis",All institutions<sup>a</sup>,"U. Missouri, Saint Louis",2,311,395,365,0,30,344,201,193,0,8,241,194,172,0,22
6046,r313,All institutions<sup>a</sup> -> Roosevelt U.,All institutions<sup>a</sup>,Roosevelt U.,2,312,392,386,0,6,291,288,286,0,2,341,104,100,0,4
6046,r314,"All institutions<sup>a</sup> -> Keiser U., Fort Lauderdale",All institutions<sup>a</sup>,"Keiser U., Fort Lauderdale",2,313,387,387,0,0,300,274,274,0,0,330,113,113,0,0
6046,r315,All institutions<sup>a</sup> -> Oregon Health and Science U.,All institutions<sup>a</sup>,Oregon Health and Science U.,2,314,386,242,80,64,276,320,217,67,36,404,66,25,13,28
6046,r316,"All institutions<sup>a</sup> -> U. Louisiana, Monroe",All institutions<sup>a</sup>,"U. Louisiana, Monroe",2,314,386,257,0,129,311,250,142,0,108,300,136,115,0,21
6046,r317,"All institutions<sup>a</sup> -> U. Arkansas, Little Rock",All institutions<sup>a</sup>,"U. Arkansas, Little Rock",2,316,385,355,25,5,341,204,189,15,0,255,181,166,10,5
6046,r318,All institutions<sup>a</sup> -> Lewis U.,All institutions<sup>a</sup>,Lewis U.,2,316,385,348,0,37,407,125,88,0,37,191,260,260,0,0
6046,r319,All institutions<sup>a</sup> -> Appalachian State U.,All institutions<sup>a</sup>,Appalachian State U.,2,318,382,268,0,114,275,321,210,0,111,418,61,58,0,3
6046,r320,All institutions<sup>a</sup> -> Clark U.,All institutions<sup>a</sup>,Clark U.,2,319,381,381,0,0,273,326,326,0,0,432,55,55,0,0
6046,r321,All institutions<sup>a</sup> -> U. Tulsa,All institutions<sup>a</sup>,U. Tulsa,2,320,379,215,131,33,250,376,213,130,33,612,3,2,1,0
6046,r322,All institutions<sup>a</sup> -> Benedictine U.,All institutions<sup>a</sup>,Benedictine U.,2,321,378,96,0,282,430,106,57,0,49,184,272,39,0,233
6046,r323,All institutions<sup>a</sup> -> Fordham U.,All institutions<sup>a</sup>,Fordham U.,2,322,376,376,0,0,324,228,228,0,0,286,148,148,0,0
6046,r324,All institutions<sup>a</sup> -> Central Washington U.,All institutions<sup>a</sup>,Central Washington U.,2,323,375,328,31,16,317,236,220,0,16,297,139,108,31,0
6046,r325,All institutions<sup>a</sup> -> Southern Connecticut State U.,All institutions<sup>a</sup>,Southern Connecticut State U.,2,323,375,181,10,184,327,227,85,4,138,286,148,96,6,46
6046,r326,All institutions<sup>a</sup> -> U. New Orleans,All institutions<sup>a</sup>,U. New Orleans,2,325,374,252,122,0,319,232,167,65,0,294,142,85,57,0
6046,r327,All institutions<sup>a</sup> -> Nova Southeastern U.,All institutions<sup>a</sup>,Nova Southeastern U.,2,326,369,369,0,0,321,230,230,0,0,297,139,139,0,0
6046,r328,All institutions<sup>a</sup> -> C. of William and Mary,All institutions<sup>a</sup>,C. of William and Mary,2,327,366,366,0,0,270,329,329,0,0,477,37,37,0,0
6046,r329,All institutions<sup>a</sup> -> Dakota State U.,All institutions<sup>a</sup>,Dakota State U.,2,327,366,355,0,11,321,230,224,0,6,300,136,131,0,5
6046,r330,All institutions<sup>a</sup> -> Morgan State U.,All institutions<sup>a</sup>,Morgan State U.,2,329,362,119,135,108,281,307,109,108,90,432,55,10,27,18
6046,r331,All institutions<sup>a</sup> -> Tennessee State U.,All institutions<sup>a</sup>,Tennessee State U.,2,330,361,230,58,73,318,234,162,35,37,317,127,68,23,36
6046,r332,All institutions<sup>a</sup> -> Jackson State U.,All institutions<sup>a</sup>,Jackson State U.,2,330,361,131,39,191,378,162,65,16,81,238,199,66,23,110
6046,r333,All institutions<sup>a</sup> -> Philadelphia C. of Osteopathic Medicine,All institutions<sup>a</sup>,Philadelphia C. of Osteopathic Medicine,2,332,360,360,0,0,262,339,339,0,0,524,21,21,0,0
6046,r334,All institutions<sup>a</sup> -> Eastern U.,All institutions<sup>a</sup>,Eastern U.,2,332,360,360,0,0,387,148,148,0,0,228,212,212,0,0
6046,r335,All institutions<sup>a</sup> -> Western Illinois U.,All institutions<sup>a</sup>,Western Illinois U.,2,334,357,300,0,57,302,272,220,0,52,367,85,80,0,5
6046,r336,All institutions<sup>a</sup> -> Louisiana Tech U.,All institutions<sup>a</sup>,Louisiana Tech U.,2,335,356,185,112,59,297,281,134,90,57,390,75,51,22,2
6046,r337,All institutions<sup>a</sup> -> Polytechnic U. Puerto Rico,All institutions<sup>a</sup>,Polytechnic U. Puerto Rico,2,336,355,52,303,0,368,170,35,135,0,252,185,17,168,0
6046,r338,All institutions<sup>a</sup> -> Texas A&M U.-Corpus Christi,All institutions<sup>a</sup>,Texas A&M U.-Corpus Christi,2,337,353,283,13,57,309,254,227,8,19,347,99,56,5,38
6046,r339,All institutions<sup>a</sup> -> Humboldt State U.,All institutions<sup>a</sup>,Humboldt State U.,2,338,351,318,0,33,426,109,95,0,14,205,242,223,0,19
6046,r340,All institutions<sup>a</sup> -> New York Medical C.,All institutions<sup>a</sup>,New York Medical C.,2,339,350,221,0,129,296,283,184,0,99,401,67,37,0,30
6046,r341,All institutions<sup>a</sup> -> Lawrence Technological U.,All institutions<sup>a</sup>,Lawrence Technological U.,2,339,350,83,267,0,478,74,11,63,0,179,276,72,204,0
6046,r342,All institutions<sup>a</sup> -> Eastern Washington U.,All institutions<sup>a</sup>,Eastern Washington U.,2,341,346,258,0,88,281,307,229,0,78,469,39,29,0,10
6046,r343,All institutions<sup>a</sup> -> Southern U. and A&M C.,All institutions<sup>a</sup>,Southern U. and A&M C.,2,342,342,283,24,35,344,201,150,16,35,295,141,133,8,0
6046,r344,"All institutions<sup>a</sup> -> U. Massachusetts, Medical School",All institutions<sup>a</sup>,"U. Massachusetts, Medical School",2,343,340,340,0,0,260,340,340,0,0,640,0,0,0,0
6046,r345,"All institutions<sup>a</sup> -> SUNY, Downstate Medical Center",All institutions<sup>a</sup>,"SUNY, Downstate Medical Center",2,344,337,58,9,270,340,205,55,8,142,311,132,3,1,128
6046,r346,All institutions<sup>a</sup> -> Eastern Kentucky U.,All institutions<sup>a</sup>,Eastern Kentucky U.,2,345,334,247,0,87,389,147,77,0,70,248,187,170,0,17
6046,r347,All institutions<sup>a</sup> -> Albert Einstein C. of Medicine,All institutions<sup>a</sup>,Albert Einstein C. of Medicine,2,346,333,283,0,50,267,333,283,0,50,640,0,0,0,0
6046,r348,All institutions<sup>a</sup> -> Chapman U.,All institutions<sup>a</sup>,Chapman U.,2,346,333,195,0,138,323,229,100,0,129,341,104,95,0,9
6046,r349,All institutions<sup>a</sup> -> U. North Florida,All institutions<sup>a</sup>,U. North Florida,2,348,331,184,42,105,344,201,97,24,80,314,130,87,18,25
6046,r350,All institutions<sup>a</sup> -> Lake Erie C. of Osteopathic Medicine,All institutions<sup>a</sup>,Lake Erie C. of Osteopathic Medicine,2,349,330,330,0,0,269,330,330,0,0,640,0,0,0,0
6046,r351,All institutions<sup>a</sup> -> Midwestern U.,All institutions<sup>a</sup>,Midwestern U.,2,350,329,329,0,0,286,298,298,0,0,494,31,31,0,0
6046,r352,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,351,326,274,47,5,306,259,216,43,0,401,67,58,4,5
6046,r353,All institutions<sup>a</sup> -> Governors State U.,All institutions<sup>a</sup>,Governors State U.,2,352,325,227,0,98,367,173,111,0,62,281,152,116,0,36
6046,r354,All institutions<sup>a</sup> -> U. Central Oklahoma,All institutions<sup>a</sup>,U. Central Oklahoma,2,353,322,213,17,92,376,163,111,4,48,274,159,102,13,44
6046,r355,All institutions<sup>a</sup> -> Mississippi C.,All institutions<sup>a</sup>,Mississippi C.,2,354,319,319,0,0,315,242,242,0,0,384,77,77,0,0
6046,r356,All institutions<sup>a</sup> -> Seattle U.,All institutions<sup>a</sup>,Seattle U.,2,354,319,294,25,0,372,167,154,13,0,281,152,140,12,0
6046,r357,All institutions<sup>a</sup> -> Kean U.,All institutions<sup>a</sup>,Kean U.,2,356,318,256,0,62,347,200,182,0,18,325,118,74,0,44
6046,r358,All institutions<sup>a</sup> -> Catholic U. of America,All institutions<sup>a</sup>,Catholic U. of America,2,357,317,188,129,0,353,193,104,89,0,320,124,84,40,0
6046,r359,All institutions<sup>a</sup> -> Columbus State U.,All institutions<sup>a</sup>,Columbus State U.,2,357,317,301,0,16,410,123,113,0,10,241,194,188,0,6
6046,r360,"All institutions<sup>a</sup> -> CUNY, John Jay C. of Criminal Justice",All institutions<sup>a</sup>,"CUNY, John Jay C. of Criminal Justice",2,359,316,316,0,0,400,134,134,0,0,254,182,182,0,0
6046,r361,All institutions<sup>a</sup> -> Indiana U. Pennsylvania,All institutions<sup>a</sup>,Indiana U. Pennsylvania,2,360,315,232,1,82,347,200,130,1,69,328,115,102,0,13
6046,r362,"All institutions<sup>a</sup> -> U. Tennessee, Health Science Center",All institutions<sup>a</sup>,"U. Tennessee, Health Science Center",2,361,314,182,5,127,285,302,170,5,127,561,12,12,0,0
6046,r363,All institutions<sup>a</sup> -> Florida A&M U.,All institutions<sup>a</sup>,Florida A&M U.,2,362,311,204,66,41,313,246,153,59,34,406,65,51,7,7
6046,r364,"All institutions<sup>a</sup> -> California State U., Chico",All institutions<sup>a</sup>,"California State U., Chico",2,362,311,245,0,66,331,223,159,0,64,360,88,86,0,2
6046,r365,All institutions<sup>a</sup> -> U. Hartford,All institutions<sup>a</sup>,U. Hartford,2,364,309,234,75,0,413,122,92,30,0,248,187,142,45,0
6046,r366,All institutions<sup>a</sup> -> U. Northern Iowa,All institutions<sup>a</sup>,U. Northern Iowa,2,365,308,198,0,110,365,175,70,0,105,307,133,128,0,5
6046,r367,All institutions<sup>a</sup> -> Northeastern Illinois U.,All institutions<sup>a</sup>,Northeastern Illinois U.,2,366,305,266,0,39,450,88,73,0,15,224,217,193,0,24
6046,r368,All institutions<sup>a</sup> -> U. of Saint Joseph,All institutions<sup>a</sup>,U. of Saint Joseph,2,366,305,295,0,10,465,82,80,0,2,219,223,215,0,8
6046,r369,All institutions<sup>a</sup> -> Murray State U.,All institutions<sup>a</sup>,Murray State U.,2,368,303,241,0,62,362,178,116,0,62,318,125,125,0,0
6046,r370,All institutions<sup>a</sup> -> Medical C. Wisconsin,All institutions<sup>a</sup>,Medical C. Wisconsin,2,369,302,198,34,70,309,254,198,32,24,447,48,0,2,46
6046,r371,"All institutions<sup>a</sup> -> Minnesota State U., Mankato",All institutions<sup>a</sup>,"Minnesota State U., Mankato",2,369,302,209,21,72,373,166,94,11,61,300,136,115,10,11
6046,r372,All institutions<sup>a</sup> -> Eastern Virginia Medical School,All institutions<sup>a</sup>,Eastern Virginia Medical School,2,371,300,0,0,300,330,224,0,0,224,387,76,0,0,76
6046,r373,All institutions<sup>a</sup> -> Western Washington U.,All institutions<sup>a</sup>,Western Washington U.,2,371,300,244,0,56,333,219,172,0,47,373,81,72,0,9
6046,r374,All institutions<sup>a</sup> -> Northwest Missouri State U.,All institutions<sup>a</sup>,Northwest Missouri State U.,2,371,300,300,0,0,435,103,103,0,0,240,197,197,0,0
6046,r375,"All institutions<sup>a</sup> -> U. Nebraska, Kearney",All institutions<sup>a</sup>,"U. Nebraska, Kearney",2,374,298,258,0,40,450,88,49,0,39,230,210,209,0,1
6046,r376,All institutions<sup>a</sup> -> Tennessee Technological U.,All institutions<sup>a</sup>,Tennessee Technological U.,2,375,297,116,181,0,460,86,39,47,0,229,211,77,134,0
6046,r377,All institutions<sup>a</sup> -> New Mexico Institute of Mining and Technology,All institutions<sup>a</sup>,New Mexico Institute of Mining and Technology,2,376,295,138,157,0,333,219,115,104,0,387,76,23,53,0
6046,r378,All institutions<sup>a</sup> -> Mercer U.,All institutions<sup>a</sup>,Mercer U.,2,377,294,55,61,178,320,231,47,29,155,411,63,8,32,23
6046,r379,All institutions<sup>a</sup> -> Fairleigh Dickinson U.,All institutions<sup>a</sup>,Fairleigh Dickinson U.,2,378,293,255,12,26,329,225,199,9,17,400,68,56,3,9
6046,r380,All institutions<sup>a</sup> -> Scripps Research Institute,All institutions<sup>a</sup>,Scripps Research Institute,2,379,291,291,0,0,288,291,291,0,0,640,0,0,0,0
6046,r381,All institutions<sup>a</sup> -> U. Baltimore,All institutions<sup>a</sup>,U. Baltimore,2,379,291,291,0,0,428,108,108,0,0,253,183,183,0,0
6046,r382,All institutions<sup>a</sup> -> Augusta U.,All institutions<sup>a</sup>,Augusta U.,2,381,288,189,0,99,351,198,147,0,51,355,90,42,0,48
6046,r383,All institutions<sup>a</sup> -> James Madison U.,All institutions<sup>a</sup>,James Madison U.,2,382,286,206,0,80,349,199,140,0,59,362,87,66,0,21
6046,r384,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, Metro",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, Metro",2,383,285,285,0,0,362,178,178,0,0,334,107,107,0,0
6046,r385,All institutions<sup>a</sup> -> Arkansas State U.,All institutions<sup>a</sup>,Arkansas State U.,2,384,283,202,6,75,369,169,103,0,66,329,114,99,6,9
6046,r386,All institutions<sup>a</sup> -> U. Central Arkansas,All institutions<sup>a</sup>,U. Central Arkansas,2,385,282,113,0,169,375,164,71,0,93,325,118,42,0,76
6046,r387,All institutions<sup>a</sup> -> Emporia State U.,All institutions<sup>a</sup>,Emporia State U.,2,386,279,279,0,0,447,91,91,0,0,246,188,188,0,0
6046,r388,All institutions<sup>a</sup> -> Sage Colleges,All institutions<sup>a</sup>,Sage Colleges,2,387,278,274,0,4,584,31,31,0,0,202,247,243,0,4
6046,r389,"All institutions<sup>a</sup> -> U. Tennessee, Chattanooga",All institutions<sup>a</sup>,"U. Tennessee, Chattanooga",2,388,275,189,49,37,354,191,131,29,31,371,84,58,20,6
6046,r390,All institutions<sup>a</sup> -> U. Wisconsin-La Crosse,All institutions<sup>a</sup>,U. Wisconsin-La Crosse,2,388,275,220,33,22,438,99,63,21,15,258,176,157,12,7
6046,r391,All institutions<sup>a</sup> -> Central Connecticut State U.,All institutions<sup>a</sup>,Central Connecticut State U.,2,390,274,253,21,0,454,87,81,6,0,248,187,172,15,0
6046,r392,All institutions<sup>a</sup> -> Stephen F. Austin State U.,All institutions<sup>a</sup>,Stephen F. Austin State U.,2,391,272,192,0,80,396,139,65,0,74,307,133,127,0,6
6046,r393,All institutions<sup>a</sup> -> Duquesne U.,All institutions<sup>a</sup>,Duquesne U.,2,392,271,160,0,111,324,228,134,0,94,454,43,26,0,17
6046,r394,All institutions<sup>a</sup> -> Lipscomb U.,All institutions<sup>a</sup>,Lipscomb U.,2,393,270,247,6,17,314,245,226,5,14,508,25,21,1,3
6046,r395,All institutions<sup>a</sup> -> Rockefeller U.,All institutions<sup>a</sup>,Rockefeller U.,2,394,268,268,0,0,303,268,268,0,0,640,0,0,0,0
6046,r396,All institutions<sup>a</sup> -> Rush U.,All institutions<sup>a</sup>,Rush U.,2,395,260,44,61,155,361,179,44,61,74,373,81,0,0,81
6046,r397,All institutions<sup>a</sup> -> Indiana State U.,All institutions<sup>a</sup>,Indiana State U.,2,396,258,197,0,61,385,153,93,0,60,339,105,104,0,1
6046,r398,All institutions<sup>a</sup> -> U. Detroit Mercy,All institutions<sup>a</sup>,U. Detroit Mercy,2,397,256,63,168,25,382,157,34,98,25,347,99,29,70,0
6046,r399,"All institutions<sup>a</sup> -> Loyola U., Maryland",All institutions<sup>a</sup>,"Loyola U., Maryland",2,398,254,144,0,110,369,169,59,0,110,367,85,85,0,0
6046,r400,All institutions<sup>a</sup> -> Saint Joseph's U.,All institutions<sup>a</sup>,Saint Joseph's U.,2,399,250,247,0,3,510,60,60,0,0,245,190,187,0,3
6046,r401,All institutions<sup>a</sup> -> Northeastern State U.,All institutions<sup>a</sup>,Northeastern State U.,2,400,248,163,0,85,378,162,93,0,69,364,86,70,0,16
6046,r402,All institutions<sup>a</sup> -> U. Texas Medical Branch,All institutions<sup>a</sup>,U. Texas Medical Branch,2,401,246,236,0,10,358,184,178,0,6,415,62,58,0,4
6046,r403,All institutions<sup>a</sup> -> Eastern New Mexico U.,All institutions<sup>a</sup>,Eastern New Mexico U.,2,402,243,80,0,163,384,154,37,0,117,358,89,43,0,46
6046,r404,All institutions<sup>a</sup> -> U. West Georgia,All institutions<sup>a</sup>,U. West Georgia,2,403,242,175,0,67,386,151,84,0,67,354,91,91,0,0
6046,r405,"All institutions<sup>a</sup> -> SUNY, Polytechnic Institute",All institutions<sup>a</sup>,"SUNY, Polytechnic Institute",2,403,242,171,71,0,430,106,65,41,0,300,136,106,30,0
6046,r406,All institutions<sup>a</sup> -> Chicago State U.,All institutions<sup>a</sup>,Chicago State U.,2,403,242,238,0,4,447,91,90,0,1,284,151,148,0,3
6046,r407,All institutions<sup>a</sup> -> U. Wisconsin-Stout,All institutions<sup>a</sup>,U. Wisconsin-Stout,2,406,241,189,52,0,433,105,95,10,0,300,136,94,42,0
6046,r408,All institutions<sup>a</sup> -> Medical U. South Carolina,All institutions<sup>a</sup>,Medical U. South Carolina,2,407,239,165,0,74,355,189,164,0,25,444,50,1,0,49
6046,r409,All institutions<sup>a</sup> -> U. Wisconsin-Eau Claire,All institutions<sup>a</sup>,U. Wisconsin-Eau Claire,2,407,239,133,0,106,494,69,20,0,49,264,170,113,0,57
6046,r410,All institutions<sup>a</sup> -> U. Indianapolis,All institutions<sup>a</sup>,U. Indianapolis,2,409,237,102,0,135,450,88,52,0,36,285,149,50,0,99
6046,r411,All institutions<sup>a</sup> -> Uniformed Services U. of the Health Sciences,All institutions<sup>a</sup>,Uniformed Services U. of the Health Sciences,2,410,233,147,0,86,341,204,144,0,60,501,29,3,0,26
6046,r412,All institutions<sup>a</sup> -> New Jersey City U.,All institutions<sup>a</sup>,New Jersey City U.,2,411,232,161,0,71,439,98,71,0,27,305,134,90,0,44
6046,r413,All institutions<sup>a</sup> -> Jacksonville U.,All institutions<sup>a</sup>,Jacksonville U.,2,412,231,93,0,138,389,147,21,0,126,371,84,72,0,12
6046,r414,All institutions<sup>a</sup> -> Hood C.,All institutions<sup>a</sup>,Hood C.,2,412,231,231,0,0,499,66,66,0,0,270,165,165,0,0
6046,r415,All institutions<sup>a</sup> -> Prairie View A&M U.,All institutions<sup>a</sup>,Prairie View A&M U.,2,414,230,112,118,0,409,124,79,45,0,337,106,33,73,0
6046,r416,All institutions<sup>a</sup> -> McNeese State U.,All institutions<sup>a</sup>,McNeese State U.,2,415,229,167,12,50,365,175,126,8,41,435,54,41,4,9
6046,r417,"All institutions<sup>a</sup> -> California State U., San Marcos",All institutions<sup>a</sup>,"California State U., San Marcos",2,416,226,202,0,24,413,122,98,0,24,341,104,104,0,0
6046,r418,"All institutions<sup>a</sup> -> U. Michigan, Flint",All institutions<sup>a</sup>,"U. Michigan, Flint",2,417,225,87,1,137,420,118,26,0,92,334,107,61,1,45
6046,r419,All institutions<sup>a</sup> -> Austin Peay State U.,All institutions<sup>a</sup>,Austin Peay State U.,2,417,225,225,0,0,503,63,63,0,0,271,162,162,0,0
6046,r420,"All institutions<sup>a</sup> -> Touro U., Vallejo",All institutions<sup>a</sup>,"Touro U., Vallejo",2,419,223,0,0,223,331,223,0,0,223,640,0,0,0,0
6046,r421,All institutions<sup>a</sup> -> Texas Christian U.,All institutions<sup>a</sup>,Texas Christian U.,2,420,222,160,0,62,336,217,159,0,58,598,5,1,0,4
6046,r422,All institutions<sup>a</sup> -> Manhattan C.,All institutions<sup>a</sup>,Manhattan C.,2,421,221,0,221,0,355,189,0,189,0,491,32,0,32,0
6046,r423,All institutions<sup>a</sup> -> C. of Saint Rose,All institutions<sup>a</sup>,C. of Saint Rose,2,422,219,122,0,97,382,157,67,0,90,415,62,55,0,7
6046,r424,All institutions<sup>a</sup> -> Kansas City U. of Medicine and Biosciences,All institutions<sup>a</sup>,Kansas City U. of Medicine and Biosciences,2,423,217,138,0,79,398,136,136,0,0,373,81,2,0,79
6046,r425,All institutions<sup>a</sup> -> Montana Tech of U. Montana,All institutions<sup>a</sup>,Montana Tech of U. Montana,2,424,213,44,66,103,359,181,43,62,76,491,32,1,4,27
6046,r426,All institutions<sup>a</sup> -> Robert Morris U.,All institutions<sup>a</sup>,Robert Morris U.,2,424,213,163,0,50,680,0,0,0,0,227,213,163,0,50
6046,r427,All institutions<sup>a</sup> -> Northern Kentucky U.,All institutions<sup>a</sup>,Northern Kentucky U.,2,426,212,93,0,119,523,54,26,0,28,276,158,67,0,91
6046,r428,All institutions<sup>a</sup> -> West Texas A&M U.,All institutions<sup>a</sup>,West Texas A&M U.,2,427,211,104,32,75,430,106,43,3,60,339,105,61,29,15
6046,r429,All institutions<sup>a</sup> -> Citadel Military C. South Carolina,All institutions<sup>a</sup>,Citadel Military C. South Carolina,2,428,209,164,19,26,499,66,51,1,14,293,143,113,18,12
6046,r430,All institutions<sup>a</sup> -> Pacific U.,All institutions<sup>a</sup>,Pacific U.,2,429,208,138,0,70,355,189,120,0,69,537,19,18,0,1
6046,r431,All institutions<sup>a</sup> -> Meharry Medical C.,All institutions<sup>a</sup>,Meharry Medical C.,2,430,207,163,0,44,343,203,163,0,40,602,4,0,0,4
6046,r432,All institutions<sup>a</sup> -> U. of the District of Columbia,All institutions<sup>a</sup>,U. of the District of Columbia,2,431,205,150,24,31,392,144,99,16,29,418,61,51,8,2
6046,r433,All institutions<sup>a</sup> -> Western New England U.,All institutions<sup>a</sup>,Western New England U.,2,432,202,166,36,0,549,45,45,0,0,277,157,121,36,0
6046,r434,All institutions<sup>a</sup> -> Southeastern Louisiana U.,All institutions<sup>a</sup>,Southeastern Louisiana U.,2,433,201,98,0,103,380,159,71,0,88,460,42,27,0,15
6046,r435,All institutions<sup>a</sup> -> Valdosta State U.,All institutions<sup>a</sup>,Valdosta State U.,2,434,199,69,0,130,369,169,41,0,128,496,30,28,0,2
6046,r436,All institutions<sup>a</sup> -> U. La Verne,All institutions<sup>a</sup>,U. La Verne,2,434,199,199,0,0,442,96,96,0,0,344,103,103,0,0
6046,r437,"All institutions<sup>a</sup> -> U. Alaska, Anchorage",All institutions<sup>a</sup>,"U. Alaska, Anchorage",2,436,197,101,28,68,499,66,52,6,8,312,131,49,22,60
6046,r438,All institutions<sup>a</sup> -> William Carey U.,All institutions<sup>a</sup>,William Carey U.,2,437,185,115,0,70,421,113,74,0,39,396,72,41,0,31
6046,r439,All institutions<sup>a</sup> -> Loyola Marymount U.,All institutions<sup>a</sup>,Loyola Marymount U.,2,438,181,58,110,13,376,163,55,95,13,539,18,3,15,0
6046,r440,All institutions<sup>a</sup> -> C. Charleston,All institutions<sup>a</sup>,C. Charleston,2,439,180,180,0,0,450,88,88,0,0,352,92,92,0,0
6046,r441,All institutions<sup>a</sup> -> U. Dallas,All institutions<sup>a</sup>,U. Dallas,2,439,180,180,0,0,514,58,58,0,0,321,122,122,0,0
6046,r442,All institutions<sup>a</sup> -> William Paterson U.,All institutions<sup>a</sup>,William Paterson U.,2,441,179,92,0,87,405,128,54,0,74,442,51,38,0,13
6046,r443,All institutions<sup>a</sup> -> Midwestern State U.,All institutions<sup>a</sup>,Midwestern State U.,2,441,179,177,2,0,484,72,72,0,0,334,107,105,2,0
6046,r444,All institutions<sup>a</sup> -> Chatham U.,All institutions<sup>a</sup>,Chatham U.,2,443,176,176,0,0,402,131,131,0,0,452,45,45,0,0
6046,r445,All institutions<sup>a</sup> -> Avila U.,All institutions<sup>a</sup>,Avila U.,2,444,175,175,0,0,391,145,145,0,0,496,30,30,0,0
6046,r446,"All institutions<sup>a</sup> -> Richard Stockton C. New Jersey, The",All institutions<sup>a</sup>,"Richard Stockton C. New Jersey, The",2,444,175,111,0,64,425,112,48,0,64,411,63,63,0,0
6046,r447,All institutions<sup>a</sup> -> U. Houston-Victoria,All institutions<sup>a</sup>,U. Houston-Victoria,2,446,172,172,0,0,454,87,87,0,0,367,85,85,0,0
6046,r448,All institutions<sup>a</sup> -> Southern Arkansas U.,All institutions<sup>a</sup>,Southern Arkansas U.,2,446,172,172,0,0,484,72,72,0,0,346,100,100,0,0
6046,r449,All institutions<sup>a</sup> -> Weber State U.,All institutions<sup>a</sup>,Weber State U.,2,448,170,66,9,95,419,119,25,6,88,442,51,41,3,7
6046,r450,"All institutions<sup>a</sup> -> CUNY, Lehman C.",All institutions<sup>a</sup>,"CUNY, Lehman C.",2,449,166,63,0,103,454,87,15,0,72,379,79,48,0,31
6046,r451,All institutions<sup>a</sup> -> Fort Hays State U.,All institutions<sup>a</sup>,Fort Hays State U.,2,450,165,128,0,37,410,123,87,0,36,460,42,41,0,1
6046,r452,All institutions<sup>a</sup> -> La Salle U.,All institutions<sup>a</sup>,La Salle U.,2,450,165,101,0,64,454,87,35,0,52,381,78,66,0,12
6046,r453,All institutions<sup>a</sup> -> Texas Southern U.,All institutions<sup>a</sup>,Texas Southern U.,2,452,164,149,0,15,429,107,98,0,9,426,57,51,0,6
6046,r454,All institutions<sup>a</sup> -> Arcadia U.,All institutions<sup>a</sup>,Arcadia U.,2,453,156,112,0,44,437,100,60,0,40,429,56,52,0,4
6046,r455,All institutions<sup>a</sup> -> Western Carolina U.,All institutions<sup>a</sup>,Western Carolina U.,2,454,155,91,0,64,392,144,80,0,64,565,11,11,0,0
6046,r456,"All institutions<sup>a</sup> -> California State U., Dominguez Hills",All institutions<sup>a</sup>,"California State U., Dominguez Hills",2,454,155,155,0,0,466,81,81,0,0,393,74,74,0,0
6046,r457,All institutions<sup>a</sup> -> Radford U.,All institutions<sup>a</sup>,Radford U.,2,456,154,88,0,66,401,133,67,0,66,524,21,21,0,0
6046,r458,All institutions<sup>a</sup> -> Norfolk State U.,All institutions<sup>a</sup>,Norfolk State U.,2,456,154,131,23,0,444,93,83,10,0,418,61,48,13,0
6046,r459,All institutions<sup>a</sup> -> Clark Atlanta U.,All institutions<sup>a</sup>,Clark Atlanta U.,2,456,154,154,0,0,454,87,87,0,0,401,67,67,0,0
6046,r460,All institutions<sup>a</sup> -> Morehouse School of Medicine,All institutions<sup>a</sup>,Morehouse School of Medicine,2,459,152,96,0,56,395,142,94,0,48,572,10,2,0,8
