table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
12314,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['D', '&nbsp;']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['18', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']"
12314,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['1', 'i ']","['D', '  ']","['2', 'i ']","['2', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12314,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['121', '  ']","['0', '  ']","['87', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['1', '  ']"
12314,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['36,948', '  ']","['1', '  ']","['3,735', '  ']","['84', '  ']","['229', '  ']","['426', '  ']","['256', '  ']","['187', '  ']","['944', '  ']","['1,336', '  ']","['118', '  ']","['1,584', '  ']","['100', '  ']","['9', '  ']","['606', '  ']","['81', '  ']","['378', '  ']","['114', '  ']","['521', '  ']","['498', '  ']","['1,756', '  ']","['143', 'i ']","['6,284', '  ']","['1,543', '  ']"
12314,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['12,330', '  ']","['*', '  ']","['1,562', '  ']","['39', '  ']","['56', '  ']","['222', '  ']","['152', '  ']","['83', '  ']","['238', '  ']","['438', '  ']","['24', '  ']","['315', '  ']","['D', '  ']","['4', '  ']","['123', '  ']","['57', '  ']","['D', '  ']","['65', '  ']","['193', '  ']","['364', '  ']","['D', '  ']","['D', '&nbsp;']","['1,269', '  ']","['516', '  ']"
12314,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12314,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['12,330', '  ']","['*', '  ']","['1,562', '  ']","['39', '  ']","['56', '  ']","['222', '  ']","['152', '  ']","['83', '  ']","['238', '  ']","['438', '  ']","['24', '  ']","['315', '  ']","['D', '  ']","['4', '  ']","['123', '  ']","['57', '  ']","['D', '  ']","['65', '  ']","['193', '  ']","['364', '  ']","['D', '  ']","['D', '&nbsp;']","['1,269', '  ']","['516', '  ']"
12314,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['201', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['38', 'i ']","['0', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['1', '  ']","['0', '  ']","['12', '  ']","['D', '  ']"
12314,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['12,242', '  ']","['*', '  ']","['1,442', '  ']","['D', '  ']","['37', '  ']","['196', '  ']","['D', '  ']","['D', '  ']","['516', '  ']","['418', '  ']","['84', '  ']","['858', '  ']","['44', '  ']","['2', '  ']","['156', '  ']","['21', '  ']","['175', '  ']","['48', '  ']","['217', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['1,160', '  ']","['662', '  ']"
12314,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['12,176', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['8', '  ']","['D', '  ']","['D', '  ']","['190', '  ']","['442', '  ']","['10', '  ']","['404', '  ']","['D', '  ']","['4', '  ']","['327', '  ']","['2', '  ']","['D', '  ']","['1', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['3,842', '  ']","['D', '  ']"
12314,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['2,612', '  ']","['*', '  ']","['375', '  ']","['*', '  ']","['D', '  ']","['D', '&nbsp;']","['*', '  ']","['*', '  ']","['20', '  ']","['D', '  ']","['18', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['596', '  ']","['48', '  ']"
12314,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['102', 'i ']","['0', '  ']","['D', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['0', '  ']","['6', 'i ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['*', 'i ']"
12314,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12314,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['101', 'i ']","['0', '  ']","['D', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['0', '  ']","['6', 'i ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['*', 'i ']"
12314,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['19,028', 'i ']","['12', 'i ']","['1,427', '  ']","['108', 'i ']","['233', 'i ']","['255', '  ']","['55', 'i ']","['122', '  ']","['890', 'i ']","['1,100', '  ']","['126', 'i ']","['272', 'i ']","['357', 'i ']","['D', '  ']","['490', '  ']","['D', '  ']","['282', 'i ']","['178', 'i ']","['355', 'i ']","['171', 'i ']","['746', '  ']","['D', '&nbsp;']","['3,601', 'i ']","['793', 'i ']"
12314,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['36', '  ']","['4', 'r ']","['3', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['5', '  ']","['0', '  ']"
12314,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['4,575', '  ']","['4', 'i ']","['514', '  ']","['4', '  ']","['21', '  ']","['79', '  ']","['8', '  ']","['18', '  ']","['125', '  ']","['350', '  ']","['D', '  ']","['78', '  ']","['57', '  ']","['D', '  ']","['33', '  ']","['D', '  ']","['62', '  ']","['7', 'i ']","['61', '  ']","['14', '  ']","['138', '  ']","['D', '  ']","['409', '  ']","['126', '  ']"
12314,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['13,571', 'i ']","['4', 'i ']","['788', 'i ']","['103', 'i ']","['212', 'i ']","['176', 'i ']","['46', 'i ']","['104', '  ']","['685', 'i ']","['695', 'i ']","['113', 'i ']","['192', 'i ']","['288', 'i ']","['4', '  ']","['428', '  ']","['34', '  ']","['216', 'i ']","['171', 'i ']","['285', 'i ']","['142', 'i ']","['606', '  ']","['37', 'i ']","['2,904', 'i ']","['647', 'i ']"
12314,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['30', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']"
12314,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['4,073', 'i ']","['0', '  ']","['201', 'i ']","['5', '  ']","['37', 'i ']","['14', 'i ']","['10', '  ']","['6', '  ']","['121', 'i ']","['201', 'i ']","['16', 'i ']","['5', '  ']","['64', 'i ']","['0', '  ']","['37', 'i ']","['5', '  ']","['43', 'i ']","['30', 'i ']","['92', 'i ']","['14', 'i ']","['537', '  ']","['8', '  ']","['1,163', 'i ']","['104', 'i ']"
12314,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['9,466', 'i ']","['2', 'i ']","['586', '  ']","['97', 'i ']","['175', 'i ']","['162', 'i ']","['36', 'i ']","['98', '  ']","['565', 'i ']","['495', 'i ']","['97', 'i ']","['188', 'i ']","['224', 'i ']","['4', '  ']","['391', '  ']","['30', '  ']","['173', 'i ']","['141', 'i ']","['193', 'i ']","['129', 'i ']","['69', 'i ']","['29', 'i ']","['1,741', 'i ']","['543', 'i ']"
12314,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['2', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12314,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['847', '  ']","['0', '  ']","['122', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']","['1', '  ']","['80', '  ']","['53', '  ']","['D', '  ']","['2', '  ']","['11', '  ']","['0', '  ']","['28', '  ']","['1', '  ']","['4', '  ']","['*', '  ']","['9', '  ']","['13', '  ']","['1', '  ']","['D', '  ']","['283', '  ']","['20', 'i ']"
12314,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['93', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['2', '  ']","['D', '  ']","['0', '  ']","['33', '  ']","['0', '  ']"
12314,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['146', '  ']","['1', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12314,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['149,584', '  ']","['271', '  ']","['11,083', '  ']","['629', '  ']","['3,502', '  ']","['970', '  ']","['974', '  ']","['774', '  ']","['4,413', '  ']","['10,326', '  ']","['435', '  ']","['5,596', '  ']","['1,944', '  ']","['427', '  ']","['3,872', '  ']","['453', '  ']","['1,484', '  ']","['870', 'i ']","['1,932', '  ']","['1,527', '  ']","['6,471', '  ']","['357', 'i ']","['17,335', '  ']","['4,453', '  ']"
12314,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12314,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['260', '  ']","['0', '  ']","['54', 'i ']","['*', '  ']","['9', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['2', '  ']","['4', '  ']","['*', '  ']","['*', '  ']","['*', 'r ']","['*', '  ']","['1', '  ']","['0', '  ']","['2', '  ']","['23', 'r ']","['5', '  ']","['2', '  ']","['18', '  ']","['0', '  ']","['21', '  ']","['1', '  ']"
12314,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['941', '  ']","['1', 'r ']","['89', '  ']","['D', '  ']","['*', '  ']","['D', '  ']","['3', '  ']","['3', 'r ']","['3', '  ']","['32', '  ']","['D', '  ']","['8', '  ']","['6', '  ']","['*', '  ']","['5', '  ']","['3', '  ']","['18', 'r ']","['2', 'r ']","['5', '  ']","['1', '  ']","['38', '  ']","['0', '  ']","['53', '  ']","['29', '  ']"
12314,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12314,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['962', '  ']","['4', 'r ']","['49', '  ']","['D', '  ']","['18', '  ']","['D', '  ']","['D', '  ']","['3', '  ']","['12', '  ']","['57', '  ']","['D', '  ']","['19', '  ']","['10', '  ']","['D', '  ']","['6', '  ']","['D', '  ']","['6', '  ']","['6', '  ']","['6', '  ']","['20', '  ']","['14', '  ']","['D', '  ']","['106', '  ']","['76', 'r ']"
12314,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,017', '  ']","['2', '  ']","['241', '  ']","['16', '  ']","['19', '  ']","['13', '  ']","['D', '  ']","['2', '  ']","['50', '  ']","['107', '  ']","['10', '  ']","['64', '  ']","['22', '  ']","['D', '  ']","['35', '  ']","['0', '  ']","['15', '  ']","['15', '  ']","['52', '  ']","['27', '  ']","['27', '  ']","['3', '  ']","['235', '  ']","['132', '  ']"
12314,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12314,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['4,240', '  ']","['0', '  ']","['271', '  ']","['20', '  ']","['21', 'r ']","['2', '  ']","['25', '  ']","['4', '  ']","['109', '  ']","['142', '  ']","['21', '  ']","['63', '  ']","['95', '  ']","['0', '  ']","['87', '  ']","['D', '  ']","['40', '  ']","['4', '  ']","['55', '  ']","['42', '  ']","['610', '  ']","['D', '  ']","['324', '  ']","['263', '  ']"
12314,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['4,657', '  ']","['D', '  ']","['446', '  ']","['35', '  ']","['29', '  ']","['28', '  ']","['17', '  ']","['31', '  ']","['54', '  ']","['329', '  ']","['88', '  ']","['197', '  ']","['56', '  ']","['D', '  ']","['114', '  ']","['27', '  ']","['39', '  ']","['52', 'i ']","['69', '  ']","['86', '  ']","['163', '  ']","['D', '  ']","['501', '  ']","['242', '  ']"
12314,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['24,407', '  ']","['D', '  ']","['2,613', '  ']","['46', '  ']","['237', '  ']","['233', '  ']","['257', '  ']","['185', '  ']","['1,000', '  ']","['1,896', '  ']","['59', 'i ']","['1,083', '  ']","['209', '  ']","['D', '  ']","['439', '  ']","['D', '  ']","['282', '  ']","['111', '  ']","['328', '  ']","['311', '  ']","['722', '  ']","['135', 'i ']","['3,021', '  ']","['940', '  ']"
12314,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['13,616', '  ']","['11', '  ']","['1,513', '  ']","['29', '  ']","['162', '  ']","['D', '  ']","['248', '  ']","['63', '  ']","['401', '  ']","['963', '  ']","['19', '  ']","['203', '  ']","['255', '  ']","['D', '  ']","['268', '  ']","['65', '  ']","['151', '  ']","['2', '  ']","['268', '  ']","['258', '  ']","['282', '  ']","['26', '  ']","['931', '  ']","['367', '  ']"
12314,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['32,036', '  ']","['108', '  ']","['1,624', '  ']","['153', '  ']","['627', '  ']","['146', '  ']","['122', '  ']","['172', '  ']","['1,457', '  ']","['1,983', '  ']","['140', '  ']","['894', 'i ']","['703', '  ']","['1', '  ']","['656', '  ']","['102', '  ']","['262', '  ']","['185', 'i ']","['593', '  ']","['290', '  ']","['723', '  ']","['61', '  ']","['4,319', 'i ']","['875', 'i ']"
12314,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['66,448', '  ']","['D', '  ']","['4,182', '  ']","['280', '  ']","['2,381', '  ']","['528', '  ']","['274', '  ']","['312', '  ']","['1,326', '  ']","['4,810', '  ']","['97', 'i ']","['3,066', '  ']","['587', '  ']","['232', '  ']","['2,261', '  ']","['219', '  ']","['671', '  ']","['470', 'i ']","['550', '  ']","['490', '  ']","['3,876', '  ']","['115', 'i ']","['7,824', '  ']","['1,527', '  ']"
