table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_hierarchy_depth,field_2019_actual,field_2020_preliminary,field_2021_proposed,field_2019_20_change_,field_2020_21_change_
3366,r001,R&D and R&D plant,R&D and R&D plant,,,,1,587,589,558,0.3,-5.3
3366,r002,"R&D and R&D plant -> Research and general education aids (501, 502, 503)",R&D and R&D plant,"Research and general education aids (501, 502, 503)",,,2,587,589,558,0.3,-5.3
3366,r003,"R&D and R&D plant -> Research and general education aids (501, 502, 503) -> Department of Education programs",R&D and R&D plant,"Research and general education aids (501, 502, 503)",Department of Education programs,,3,248,259,230,4.4,-11.2
3366,r004,"R&D and R&D plant -> Research and general education aids (501, 502, 503) -> Smithsonian Institution programs",R&D and R&D plant,"Research and general education aids (501, 502, 503)",Smithsonian Institution programs,,3,339,330,328,-2.7,-0.6
3366,r005,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,2,517,535,511,3.5,-4.5
3366,r006,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503)",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",,3,517,535,511,3.5,-4.5
3366,r007,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503) -> Department of Education programs",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",Department of Education programs,4,248,259,230,4.4,-11.2
3366,r008,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503) -> Smithsonian Institution programs",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",Smithsonian Institution programs,4,269,276,281,2.6,1.8
