table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6214,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,37027,46531,54129,59393,62749,77089,70933,57545,60550,66015,67782,67782,76783,73469,71184,74857,86140,94448
6214,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,1168,1451,1598,2395,3356,4973,7287,5981,7239,9418,12474,12343,10924,7322,5948,7137,7467,7956
6214,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,6931,7391,8420,8767,9106,9626,11256,11710,12800,15311,15263,16028,16563,16246,16128,16370,16898,17052
6214,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,3297,3825,4780,5903,6519,8777,10427,9554,10612,11768,12579,13538,12634,10593,10829,11743,12360,13453
6214,r025,World -> Middle East,World,Middle East,,,2,8135,8406,9258,10343,11864,14655,17620,18360,19321,21984,21221,24450,28611,29426,32641,35262,36006,37999
6214,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,1223,1480,1794,2139,2721,3742,4541,4745,5294,5824,3130,2923,3734,3947,4307,4572,2828,2220
6214,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,4857,4702,4889,5359,5821,6725,8147,8669,8713,10317,11267,13720,16202,16349,19003,20977,23159,25265
6214,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,851,871,950,1007,1085,1196,1424,1687,1933,2152,2789,3398,3758,3928,3996,4134,4324,4686
6214,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,905,1040,1266,1446,1702,2313,2724,2450,2529,2681,2946,3195,3565,3791,3916,4122,4196,4327
6214,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,299,314,359,391,535,678,784,808,852,1011,1090,1214,1352,1412,1419,1457,1499,1501
6214,r031,World -> Africa,World,Africa,,,2,2116,2534,3260,4596,5184,6294,10323,10014,11035,10466,11452,12336,12318,11300,9691,8581,9721,11460
6214,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,189,152,145,203,249,297,361,424,481,1228,1627,1622,1735,1825,1608,1143,1406,1741
6214,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,958,1097,1593,2707,3068,3826,7664,7161,7845,6293,7006,7835,7684,6829,5403,4539,5194,6484
6214,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,205,344,459,522,558,634,592,683,944,1035,908,825,808,725,667,793,846,819
6214,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,763,940,1063,1164,1309,1537,1706,1746,1766,1909,1911,2054,2091,1921,2013,2106,2275,2417
6214,r036,World -> Asia,World,Asia,,,2,129726,140551,150734,161029,168066,184483,211070,221335,242985,278162,298345,297491,315837,315370,334629,359201,389313,399551
6214,r037,World -> Asia -> China,World,Asia,China,,3,8957,9202,10196,13306,17554,24557,33721,38897,46312,59528,74252,90842,109131,112602,112527,127208,150814,149643
6214,r038,World -> Asia -> India,World,Asia,India,,3,7345,8682,10774,13014,15129,19804,23177,25769,32767,38233,35560,40904,45115,50313,54445,61893,62337,65862
6214,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,795,1015,1165,1319,1641,1853,2159,2483,3423,3999,4091,4077,3789,3680,4104,4771,4972,5715
6214,r040,World -> Asia -> Japan,World,Asia,Japan,,3,98428,106153,111238,112169,108281,109351,124522,129072,131709,143914,148892,125293,118896,107047,119628,116834,120649,124853
6214,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,385,415,445,610,680,819,938,987,1229,1354,1510,1654,1741,1621,1662,1779,2097,2103
6214,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,489,508,554,633,769,956,1148,1153,1336,1521,1773,1665,1699,1801,2190,2277,2458,2759
6214,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,411,424,431,778,949,1249,1544,1679,2002,2771,3110,3459,3649,3309,3594,3909,4302,4486
6214,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,9255,10184,11471,14413,17419,19528,16809,14830,17018,19029,20810,20542,22052,24579,25326,28137,29193,29830
6214,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,2359,2472,2655,2854,3173,3609,3928,3712,3975,4125,4291,4710,5252,5624,6095,6853,7356,7935
6214,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,766,905,1159,1207,1369,1562,1731,1502,1795,2142,2355,2561,2522,2637,2649,2942,2546,3724
6214,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,58,64,72,75,81,95,118,128,194,188,187,208,222,211,225,241,266,283
6214,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,477,527,575,653,1021,1100,1275,1122,1225,1358,1516,1575,1769,1946,2184,2358,2323,2359
6214,r049,World -> Oceania,World,Oceania,,,2,8374,10339,11421,12268,13892,17454,18433,18571,24067,29673,32617,31379,31212,26742,28367,32174,30846,30386
6214,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,7635,9385,10327,11063,12721,15832,16880,17120,22414,27737,30651,29226,28950,24821,26372,30031,28596,28017
6214,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,739,954,1094,1205,1171,1622,1553,1450,1653,1936,1966,2154,2261,1921,1996,2144,2250,2369
