table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
8829,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['71,457', '']","['0.6', '&nbsp;']","['0.7', '&nbsp;']"
8829,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['43,848', '']","['0.8', '&nbsp;']","['0.8', '&nbsp;']"
8829,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['254', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8829,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['121', '']","['0.1', '&nbsp;']","['0.1', '&nbsp;']"
8829,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['9', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8829,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['3', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8829,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8829,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['1', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8829,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"[' 89 - 103', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8829,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['11,675', '']","['1.0', '&nbsp;']","['1.1', '&nbsp;']"
