table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
6415,r001,All agencies surveyed,All agencies surveyed,,,,,1,1586160.4,74347.9,12327.6,155471.6,1956.7,89358.3,24202.9,48347.0,1180148.4
6415,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
6415,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,51875.7,0.0,0.0,50.0,0.0,0.0,0.0,0.0,51825.7
6415,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,563.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.7
6415,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,1400.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1350.0
6415,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,49912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49912.0
6415,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,234242.9,46376.4,5766.0,1302.0,0.0,55570.7,1066.3,28174.8,95986.8
6415,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,49051.5,10401.1,115.1,991.2,0.0,11705.1,0.0,2802.6,23036.4
6415,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,63111.0,27314.1,5573.6,0.0,0.0,26383.5,480.6,0.0,3359.2
6415,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,368.9,0.0,0.0,0.0,0.0,368.9,0.0,0.0,0.0
6415,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,119666.8,8661.2,0.0,0.0,0.0,16670.5,585.7,25372.2,68377.1
6415,r012,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,2044.7,0.0,77.2,310.8,0.0,442.6,0.0,0.0,1214.0
6415,r013,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,531154.4,0.0,0.0,140110.8,1001.7,12047.5,9507.0,14616.5,353870.9
