table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_9_employees,field_10_49_employees,field_50_249_employees,field_250_or_more_employees
9058,r001,All industries,All industries,,,,,1,"11, 21–23, 31–33, 42–81","['113,740,961', '&nbsp;']","['11,766,983', '&nbsp;']","['19,688,675', '&nbsp;']","['17,295,891', '&nbsp;']","['64,989,412', '&nbsp;']"
9058,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['13,023,282', '&nbsp;']","['481,029', '&nbsp;']","['1,457,678', '&nbsp;']","['1,875,204', '&nbsp;']","['9,209,371', '&nbsp;']"
9058,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['1,932,444', '&nbsp;']","['38,912', '&nbsp;']","['146,927', '&nbsp;']","['163,446', '&nbsp;']","['1,583,159', '&nbsp;']"
9058,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['217,063', '&nbsp;']","['24,121', '&nbsp;']","['69,342', '&nbsp;']","['48,560', '&nbsp;']","['75,041', '&nbsp;']"
9058,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['212,925', '&nbsp;']","['23,527', '&nbsp;']","['48,741', '&nbsp;']","['56,043', '&nbsp;']","['84,614', '&nbsp;']"
9058,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['420,492', '&nbsp;']","['21,413', '&nbsp;']","['78,951', '&nbsp;']","['96,999', '&nbsp;']","['223,129', '&nbsp;']"
9058,r007,All industries -> Manufacturing industries -> Paper ,All industries,Manufacturing industries,Paper ,,,3,322,"['412,931', '&nbsp;']","['3,199', '&nbsp;']","['16,273', '&nbsp;']","['43,477', '&nbsp;']","['349,982', '&nbsp;']"
9058,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['354,118', '&nbsp;']","['54,938', '&nbsp;']","['86,201', '&nbsp;']","['73,608', '&nbsp;']","['139,372', '&nbsp;']"
9058,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['198,016', '&nbsp;']","['397', '&nbsp;']","['3,736', '&nbsp;']","['7,721', '&nbsp;']","['186,161', '&nbsp;']"
9058,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['833,634', '&nbsp;']","['16,168', '&nbsp;']","['56,837', '&nbsp;']","['97,587', '&nbsp;']","['663,042', '&nbsp;']"
9058,r011,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals ",,4,3253,"['18,377', '&nbsp;']","['800', '&nbsp;']","['5,216', '&nbsp;']","['4,318', '&nbsp;']","['8,042', '&nbsp;']"
9058,r012,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['331,124', '&nbsp;']","['2,776', '&nbsp;']","['8,655', '&nbsp;']","['19,779', '&nbsp;']","['299,914', '&nbsp;']"
9058,r013,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['87,969', '&nbsp;']","['4,127', '&nbsp;']","['10,457', '&nbsp;']","['15,518', '&nbsp;']","['57,868', '&nbsp;']"
9058,r014,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['396,165', '&nbsp;']","['8,466', '&nbsp;']","['32,510', '&nbsp;']","['57,972', '&nbsp;']","['297,217', '&nbsp;']"
9058,r015,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['761,336', '&nbsp;']","['12,871', '&nbsp;']","['63,207', '&nbsp;']","['133,377', '&nbsp;']","['551,882', '&nbsp;']"
9058,r016,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['416,706', '&nbsp;']","['15,831', '&nbsp;']","['65,324', '&nbsp;']","['66,045', '&nbsp;']","['269,507', '&nbsp;']"
9058,r017,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['360,534', '&nbsp;']","['2,845', '&nbsp;']","['19,874', '&nbsp;']","['68,762', '&nbsp;']","['269,053', '&nbsp;']"
