table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10278,r022,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,1701,0,0,0,0,1701,0,0,0,0
10278,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,10244,0,0,0,0,10244,0,0,0,0
10278,r024,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,10244,0,0,0,0,10244,0,0,0,0
10278,r025,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,882901,33605,39769,133694,0,675701,0,0,0,132
10278,r026,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,12528168,0,157366,9517460,99415,73256,1251269,165832,706631,556940
10278,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,35198,0,0,21350,0,0,0,0,2591,11256
10278,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,1160,0,0,1160,0,0,0,0,0,0
10278,r029,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,12491810,0,157366,9494950,99415,73256,1251269,165832,704040,545684
10278,r030,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,16824,2097,0,924,0,2504,0,0,11299,0
10278,r031,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,5525,2097,0,924,0,2504,0,0,0,0
10278,r032,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,11299,0,0,0,0,0,0,0,11299,0
10278,r033,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,5094,0,4219,0.05,0,0,0,0,864,0
10278,r034,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,0.05,0,0,0.05,0,0,0,0,0,0
10278,r035,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,864,0,0,0,0,0,0,0,864,0
10278,r036,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,4219,0,4219,0,0,0,0,0,0,0
10278,r037,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,1586,0,0,0,0,0,0,1586,0,0
10278,r038,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,1586,0,0,0,0,0,0,1586,0,0
10278,r039,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10278,r040,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,973267,0,5502,7335,0,219302,0,0,0,741128
10278,r041,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,4884726,768508,821354,692599,240341,1061201,31054,181535,620599,467535
