table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10860,r001,All agencies,All agencies,,,,,1,104337,109031,121230,118909,123998,125125,129679,137523,135753,131030,129084
10860,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10860,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2043,2161,2281,2370,2434,2402,2304,2435,2420,2360,2256
10860,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5,8,9,6,6,4,4,4,4,4,5
10860,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1100,1193,1249,1306,1294,1275,1177,1256,1264,1153,1086
10860,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,28,24,24,26,26,28,25,26,25,32,31
10860,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,70,66,75,73,91,78,80,86,88,80,79
10860,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,2,2,2,1,1,0.05,0.05,0.05,1,1,1
10860,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,321,345,343,355,360,359,368,433,370,365,350
10860,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5,7,7,7,7,7,7,6,7,7,6
10860,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6,6,6,7,7,7,7,7,7,7,7
