table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
6851,r118,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,30&#8211;39,5,69000,77000,,87000,S,,64000,69000,70000,60000,67000,90000
6851,r119,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,40&#8211;49,5,85000,81000,,115000,S,,84000,,88000,73000,83000,104000
6851,r120,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,50&#8211;75,5,100000,85000,,106000,134000,,99000,,101000,78000,99000,150000
6851,r121,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers","Both sexes, all occupations",Male,S&E occupations,Engineers,,4,97000,90000,75000,99000,90000,108000,99000,85000,97000,96000,98000,90000
6851,r122,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,Engineers,29 and younger,5,70000,74000,,70000,71000,,70000,67000,70000,70000,70000,70000
6851,r123,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,Engineers,30&#8211;39,5,90000,90000,,95000,84000,0.05,90000,90000,91000,81000,90000,94000
6851,r124,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,Engineers,40&#8211;49,5,109000,106000,S,113000,90000,109000,109000,107000,110000,100000,109000,114000
6851,r125,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,Engineers,50&#8211;75,5,115000,109000,,110000,101000,,117000,111000,116000,105000,115000,106000
6851,r126,"Both sexes, all occupations -> Male -> S&E-related occupations","Both sexes, all occupations",Male,S&E-related occupations,,,3,95000,92000,163000,109000,64000,70000,95000,73000,95000,84000,93000,107000
6851,r127,"Both sexes, all occupations -> Male -> S&E-related occupations -> 29 and younger","Both sexes, all occupations",Male,S&E-related occupations,29 and younger,,4,55000,54000,,57000,39000,S,55000,68000,55000,45000,55000,46000
6851,r128,"Both sexes, all occupations -> Male -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations",Male,S&E-related occupations,30&#8211;39,,4,76000,77000,S,103000,54000,,74000,63000,77000,70000,72000,100000
6851,r129,"Both sexes, all occupations -> Male -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations",Male,S&E-related occupations,40&#8211;49,,4,110000,92000,,147000,93000,S,107000,68000,113000,100000,106000,157000
6851,r130,"Both sexes, all occupations -> Male -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations",Male,S&E-related occupations,50&#8211;75,,4,115000,103000,S,110000,98000,,118000,128000,119000,95000,115000,109000
6851,r131,"Both sexes, all occupations -> Male -> Non-S&E occupations","Both sexes, all occupations",Male,Non-S&E occupations,,,3,76000,69000,59000,70000,56000,S,80000,62000,78000,71000,76000,73000
6851,r132,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations",Male,Non-S&E occupations,29 and younger,,4,50000,50000,S,45000,30000,S,50000,42000,50000,41000,49000,50000
6851,r133,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations",Male,Non-S&E occupations,30&#8211;39,,4,68000,62000,64000,69000,55000,S,70000,84000,69000,59000,68000,98000
6851,r134,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations",Male,Non-S&E occupations,40&#8211;49,,4,90000,76000,61000,89000,70000,S,91000,90000,90000,87000,90000,95000
6851,r135,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations",Male,Non-S&E occupations,50&#8211;75,,4,90000,93000,54000,60000,59000,56000,93000,S,91000,80000,90000,49000
