table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_companies_in_the_united_states,field_companies_outside_the_united_states_company_s_parent,field_companies_outside_the_united_states_unaffiliated_companies,field_u_s_federal_government_agencies,field_u_s_state_government_agencies,field_foreign_government_agencies,field_u_s_universities_colleges_and_academic_researchers,field_foreign_universities_colleges_and_academic_researchers,field_all_other_in_the_united_states,field_all_other_outside_the_united_states
9677,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9677,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['1,219', '  ']","['385 - 577', '  ']","['175', '  ']","['0 - 73', '  ']","['444', '  ']","['17', '  ']","['1', '  ']","['7', '  ']","['1', '  ']","['0 - 192', '  ']","['0 - 8', '  ']"
9677,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['2,434', '  ']","['792', '  ']","['392', '  ']","['69', '  ']","['912', '  ']","['28', 'r ']","['8', '  ']","['20', '  ']","['0', '  ']","['209', '  ']","['3', 'r ']"
9677,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9677,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['2,052', '  ']","['483', '  ']","['684', '  ']","['90', '  ']","['694', '  ']","['13', '  ']","['9', '  ']","['6', '  ']","['*', '  ']","['71', '  ']","['2', 'r ']"
9677,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,993', '  ']","['971', '  ']","['1,232', '  ']","['205', '  ']","['1,421', '  ']","['27', 'r ']","['2', '  ']","['30', '  ']","['*', '  ']","['104', '  ']","['*', '  ']"
9677,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9677,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['3,358', '  ']","['491', '  ']","['1,520', '  ']","['249', '  ']","['1,065', '  ']","['*', '  ']","['0', '  ']","['3', '  ']","['*', '  ']","['24', '  ']","['6', '  ']"
9677,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['3,777', '  ']","['912', '  ']","['1,193', '  ']","['297', '  ']","['1,271', '  ']","['38', '  ']","['1', '  ']","['11', '  ']","['0', '  ']","['44', '  ']","['10', '  ']"
9677,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['11,006', '  ']","['2,329', 'i ']","['5,885', '  ']","['509', '  ']","['2,137', '  ']","['95', 'i ']","['21 - 34', '  ']","['1', 'i ']","['*', '  ']","['19', 'i ']","['0 - 8', '  ']"
9677,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['8,944', 'i ']","['3,416', '  ']","['3,540', 'i ']","['741', 'i ']","['1,107', '  ']","['0 - 115', '  ']","['2', '  ']","['1', '  ']","['*', 'i ']","['10 - 132', 'i ']","['8', 'i ']"
9677,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['20,549', '  ']","['11,200', 'i ']","['6,098', '  ']","['221', 'i ']","['2,961', '  ']","['0 - 71', '  ']","['0 - 71', '  ']","['0', '  ']","['0', '  ']","['0 - 71', '  ']","['0', '  ']"
9677,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['17,361', '  ']","['5,411 - 5,603', '  ']","['86', '  ']","['0 - 73', '  ']","['11,570', 'i ']","['0 - 115', '  ']","['29 - 106', 'i ']","['0', '  ']","['0', '  ']","['0 - 192', '  ']","['0', '  ']"
