table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_hierarchy_depth,value
3487,r069,1980,Nonfaculty researchers,All fields,2,3260
3487,r070,1980,Nonfaculty researchers,Science,2,2184
3487,r071,1980,Nonfaculty researchers,Engineering,2,423
3487,r072,1980,Nonfaculty researchers,Health,2,653
3487,r073,1981,Graduate students,All fields,2,375130
3487,r074,1981,Graduate students,Science,2,252404
3487,r075,1981,Graduate students,Engineering,2,79585
3487,r076,1981,Graduate students,Health,2,43141
3487,r077,1981,Postdoctoral appointees,All fields,2,19634
3487,r078,1981,Postdoctoral appointees,Science,2,13731
3487,r079,1981,Postdoctoral appointees,Engineering,2,1040
3487,r080,1981,Postdoctoral appointees,Health,2,4863
3487,r081,1981,Nonfaculty researchers,All fields,2,3559
3487,r082,1981,Nonfaculty researchers,Science,2,2445
3487,r083,1981,Nonfaculty researchers,Engineering,2,503
3487,r084,1981,Nonfaculty researchers,Health,2,611
3487,r085,1982,Graduate students,All fields,2,382291
3487,r086,1982,Graduate students,Science,2,255146
3487,r087,1982,Graduate students,Engineering,2,83720
3487,r088,1982,Graduate students,Health,2,43425
3487,r089,1982,Postdoctoral appointees,All fields,2,19363
3487,r090,1982,Postdoctoral appointees,Science,2,13698
3487,r091,1982,Postdoctoral appointees,Engineering,2,980
3487,r092,1982,Postdoctoral appointees,Health,2,4685
3487,r093,1982,Nonfaculty researchers,All fields,2,4026
3487,r094,1982,Nonfaculty researchers,Science,2,2809
3487,r095,1982,Nonfaculty researchers,Engineering,2,670
3487,r096,1982,Nonfaculty researchers,Health,2,547
3487,r097,1983,Graduate students,All fields,2,390432
3487,r098,1983,Graduate students,Science,2,255820
3487,r099,1983,Graduate students,Engineering,2,91146
3487,r100,1983,Graduate students,Health,2,43466
3487,r101,1983,Postdoctoral appointees,All fields,2,20712
3487,r102,1983,Postdoctoral appointees,Science,2,14562
3487,r103,1983,Postdoctoral appointees,Engineering,2,1108
3487,r104,1983,Postdoctoral appointees,Health,2,5042
3487,r105,1983,Nonfaculty researchers,All fields,2,4896
3487,r106,1983,Nonfaculty researchers,Science,2,3348
3487,r107,1983,Nonfaculty researchers,Engineering,2,631
3487,r108,1983,Nonfaculty researchers,Health,2,917
3487,r109,1984,Graduate students,All fields,2,394670
3487,r110,1984,Graduate students,Science,2,256903
3487,r111,1984,Graduate students,Engineering,2,92739
3487,r112,1984,Graduate students,Health,2,45028
3487,r113,1984,Postdoctoral appointees,All fields,2,21535
3487,r114,1984,Postdoctoral appointees,Science,2,14979
3487,r115,1984,Postdoctoral appointees,Engineering,2,1203
3487,r116,1984,Postdoctoral appointees,Health,2,5353
3487,r117,1984,Nonfaculty researchers,All fields,2,5042
3487,r118,1984,Nonfaculty researchers,Science,2,3442
3487,r119,1984,Nonfaculty researchers,Engineering,2,589
3487,r120,1984,Nonfaculty researchers,Health,2,1011
3487,r121,1985,Graduate students,All fields,2,404021
3487,r122,1985,Graduate students,Science,2,261973
3487,r123,1985,Graduate students,Engineering,2,96018
3487,r124,1985,Graduate students,Health,2,46030
3487,r125,1985,Postdoctoral appointees,All fields,2,22387
3487,r126,1985,Postdoctoral appointees,Science,2,15576
3487,r127,1985,Postdoctoral appointees,Engineering,2,1356
3487,r128,1985,Postdoctoral appointees,Health,2,5455
3487,r129,1985,Nonfaculty researchers,All fields,2,5103
3487,r130,1985,Nonfaculty researchers,Science,2,3529
3487,r131,1985,Nonfaculty researchers,Engineering,2,615
3487,r132,1985,Nonfaculty researchers,Health,2,959
3487,r133,1986,Graduate students,All fields,2,415520
3487,r134,1986,Graduate students,Science,2,266077
3487,r135,1986,Graduate students,Engineering,2,101905
3487,r136,1986,Graduate students,Health,2,47538
3487,r137,1986,Postdoctoral appointees,All fields,2,23721
3487,r138,1986,Postdoctoral appointees,Science,2,16512
3487,r139,1986,Postdoctoral appointees,Engineering,2,1405
3487,r140,1986,Postdoctoral appointees,Health,2,5804
3487,r141,1986,Nonfaculty researchers,All fields,2,4846
3487,r142,1986,Nonfaculty researchers,Science,2,3356
3487,r143,1986,Nonfaculty researchers,Engineering,2,521
3487,r144,1986,Nonfaculty researchers,Health,2,969
3487,r145,1987,Graduate students,All fields,2,421497
3487,r146,1987,Graduate students,Science,2,269256
3487,r147,1987,Graduate students,Engineering,2,103983
3487,r148,1987,Graduate students,Health,2,48258
3487,r149,1987,Postdoctoral appointees,All fields,2,24881
3487,r150,1987,Postdoctoral appointees,Science,2,17369
3487,r151,1987,Postdoctoral appointees,Engineering,2,1446
3487,r152,1987,Postdoctoral appointees,Health,2,6066
3487,r153,1987,Nonfaculty researchers,All fields,2,4597
3487,r154,1987,Nonfaculty researchers,Science,2,3250
3487,r155,1987,Nonfaculty researchers,Engineering,2,443
3487,r156,1987,Nonfaculty researchers,Health,2,904
3487,r157,1988,Graduate students,All fields,2,424523
3487,r158,1988,Graduate students,Science,2,272309
3487,r159,1988,Graduate students,Engineering,2,102854
3487,r160,1988,Graduate students,Health,2,49360
3487,r161,1988,Postdoctoral appointees,All fields,2,26123
3487,r162,1988,Postdoctoral appointees,Science,2,18024
3487,r163,1988,Postdoctoral appointees,Engineering,2,1690
3487,r164,1988,Postdoctoral appointees,Health,2,6409
3487,r165,1988,Nonfaculty researchers,All fields,2,4869
3487,r166,1988,Nonfaculty researchers,Science,2,3348
3487,r167,1988,Nonfaculty researchers,Engineering,2,566
3487,r168,1988,Nonfaculty researchers,Health,2,955
3487,r169,1989,Graduate students,All fields,2,434478
3487,r170,1989,Graduate students,Science,2,278577
3487,r171,1989,Graduate students,Engineering,2,104065
3487,r172,1989,Graduate students,Health,2,51836
3487,r173,1989,Postdoctoral appointees,All fields,2,27932
3487,r174,1989,Postdoctoral appointees,Science,2,18978
3487,r175,1989,Postdoctoral appointees,Engineering,2,1928
3487,r176,1989,Postdoctoral appointees,Health,2,7026
3487,r177,1989,Nonfaculty researchers,All fields,2,4908
3487,r178,1989,Nonfaculty researchers,Science,2,3470
3487,r179,1989,Nonfaculty researchers,Engineering,2,581
3487,r180,1989,Nonfaculty researchers,Health,2,857
3487,r181,1990,Graduate students,All fields,2,452113
3487,r182,1990,Graduate students,Science,2,289383
3487,r183,1990,Graduate students,Engineering,2,107658
3487,r184,1990,Graduate students,Health,2,55072
3487,r185,1990,Postdoctoral appointees,All fields,2,29565
3487,r186,1990,Postdoctoral appointees,Science,2,19853
3487,r187,1990,Postdoctoral appointees,Engineering,2,1950
3487,r188,1990,Postdoctoral appointees,Health,2,7762
3487,r189,1990,Nonfaculty researchers,All fields,2,5255
3487,r190,1990,Nonfaculty researchers,Science,2,3745
3487,r191,1990,Nonfaculty researchers,Engineering,2,609
3487,r192,1990,Nonfaculty researchers,Health,2,901
3487,r193,1991,Graduate students,All fields,2,471212
3487,r194,1991,Graduate students,Science,2,299057
3487,r195,1991,Graduate students,Engineering,2,113535
3487,r196,1991,Graduate students,Health,2,58620
3487,r197,1991,Postdoctoral appointees,All fields,2,30865
3487,r198,1991,Postdoctoral appointees,Science,2,20595
3487,r199,1991,Postdoctoral appointees,Engineering,2,2262
3487,r200,1991,Postdoctoral appointees,Health,2,8008
3487,r201,1991,Nonfaculty researchers,All fields,2,5478
3487,r202,1991,Nonfaculty researchers,Science,2,3872
3487,r203,1991,Nonfaculty researchers,Engineering,2,659
3487,r204,1991,Nonfaculty researchers,Health,2,947
3487,r205,1992,Graduate students,All fields,2,493522
3487,r206,1992,Graduate students,Science,2,312478
3487,r207,1992,Graduate students,Engineering,2,118039
3487,r208,1992,Graduate students,Health,2,63005
3487,r209,1992,Postdoctoral appointees,All fields,2,32747
3487,r210,1992,Postdoctoral appointees,Science,2,21514
3487,r211,1992,Postdoctoral appointees,Engineering,2,2369
3487,r212,1992,Postdoctoral appointees,Health,2,8864
3487,r213,1992,Nonfaculty researchers,All fields,2,5482
3487,r214,1992,Nonfaculty researchers,Science,2,3660
3487,r215,1992,Nonfaculty researchers,Engineering,2,737
3487,r216,1992,Nonfaculty researchers,Health,2,1085
3487,r217,1993,Graduate students,All fields,2,504304
3487,r218,1993,Graduate students,Science,2,318851
3487,r219,1993,Graduate students,Engineering,2,116872
3487,r220,1993,Graduate students,Health,2,68581
3487,r221,1993,Postdoctoral appointees,All fields,2,34322
3487,r222,1993,Postdoctoral appointees,Science,2,22219
3487,r223,1993,Postdoctoral appointees,Engineering,2,2446
3487,r224,1993,Postdoctoral appointees,Health,2,9657
3487,r225,1993,Nonfaculty researchers,All fields,2,6001
3487,r226,1993,Nonfaculty researchers,Science,2,4003
3487,r227,1993,Nonfaculty researchers,Engineering,2,805
3487,r228,1993,Nonfaculty researchers,Health,2,1193
3487,r229,1994,Graduate students,All fields,2,504399
3487,r230,1994,Graduate students,Science,2,318118
3487,r231,1994,Graduate students,Engineering,2,113024
3487,r232,1994,Graduate students,Health,2,73257
3487,r233,1994,Postdoctoral appointees,All fields,2,36377
3487,r234,1994,Postdoctoral appointees,Science,2,23181
3487,r235,1994,Postdoctoral appointees,Engineering,2,2606
3487,r236,1994,Postdoctoral appointees,Health,2,10590
3487,r237,1994,Nonfaculty researchers,All fields,2,6209
3487,r238,1994,Nonfaculty researchers,Science,2,4156
3487,r239,1994,Nonfaculty researchers,Engineering,2,825
3487,r240,1994,Nonfaculty researchers,Health,2,1228
3487,r241,1995,Graduate students,All fields,2,499640
3487,r242,1995,Graduate students,Science,2,315265
3487,r243,1995,Graduate students,Engineering,2,107201
3487,r244,1995,Graduate students,Health,2,77174
3487,r245,1995,Postdoctoral appointees,All fields,2,35926
3487,r246,1995,Postdoctoral appointees,Science,2,23512
3487,r247,1995,Postdoctoral appointees,Engineering,2,2648
3487,r248,1995,Postdoctoral appointees,Health,2,9766
3487,r249,1995,Nonfaculty researchers,All fields,2,6534
3487,r250,1995,Nonfaculty researchers,Science,2,4395
3487,r251,1995,Nonfaculty researchers,Engineering,2,789
3487,r252,1995,Nonfaculty researchers,Health,2,1350
3487,r253,1996,Graduate students,All fields,2,494079
3487,r254,1996,Graduate students,Science,2,311957
3487,r255,1996,Graduate students,Engineering,2,103224
3487,r256,1996,Graduate students,Health,2,78898
3487,r257,1996,Postdoctoral appointees,All fields,2,37107
3487,r258,1996,Postdoctoral appointees,Science,2,23892
3487,r259,1996,Postdoctoral appointees,Engineering,2,2677
3487,r260,1996,Postdoctoral appointees,Health,2,10538
3487,r261,1996,Nonfaculty researchers,All fields,2,6604
3487,r262,1996,Nonfaculty researchers,Science,2,4426
3487,r263,1996,Nonfaculty researchers,Engineering,2,731
3487,r264,1996,Nonfaculty researchers,Health,2,1447
3487,r265,1997,Graduate students,All fields,2,487208
3487,r266,1997,Graduate students,Science,2,306482
3487,r267,1997,Graduate students,Engineering,2,101148
3487,r268,1997,Graduate students,Health,2,79578
3487,r269,1997,Postdoctoral appointees,All fields,2,38481
3487,r270,1997,Postdoctoral appointees,Science,2,24293
3487,r271,1997,Postdoctoral appointees,Engineering,2,2971
3487,r272,1997,Postdoctoral appointees,Health,2,11217
3487,r273,1997,Nonfaculty researchers,All fields,2,6722
3487,r274,1997,Nonfaculty researchers,Science,2,4408
3487,r275,1997,Nonfaculty researchers,Engineering,2,848
3487,r276,1997,Nonfaculty researchers,Health,2,1466
3487,r277,1998,Graduate students,All fields,2,485627
3487,r278,1998,Graduate students,Science,2,304818
3487,r279,1998,Graduate students,Engineering,2,100038
3487,r280,1998,Graduate students,Health,2,80771
3487,r281,1998,Postdoctoral appointees,All fields,2,40086
3487,r282,1998,Postdoctoral appointees,Science,2,25023
3487,r283,1998,Postdoctoral appointees,Engineering,2,2853
3487,r284,1998,Postdoctoral appointees,Health,2,12210
3487,r285,1998,Nonfaculty researchers,All fields,2,7100
3487,r286,1998,Nonfaculty researchers,Science,2,4497
3487,r287,1998,Nonfaculty researchers,Engineering,2,810
3487,r288,1998,Nonfaculty researchers,Health,2,1793
3487,r289,1999,Graduate students,All fields,2,493256
3487,r290,1999,Graduate students,Science,2,309491
3487,r291,1999,Graduate students,Engineering,2,101691
3487,r292,1999,Graduate students,Health,2,82074
3487,r293,1999,Postdoctoral appointees,All fields,2,40800
3487,r294,1999,Postdoctoral appointees,Science,2,25784
3487,r295,1999,Postdoctoral appointees,Engineering,2,3196
3487,r296,1999,Postdoctoral appointees,Health,2,11820
3487,r297,1999,Nonfaculty researchers,All fields,2,7573
3487,r298,1999,Nonfaculty researchers,Science,2,4761
3487,r299,1999,Nonfaculty researchers,Engineering,2,940
3487,r300,1999,Nonfaculty researchers,Health,2,1872
3487,r301,2000,Graduate students,All fields,2,493311
3487,r302,2000,Graduate students,Science,2,309424
3487,r303,2000,Graduate students,Engineering,2,104112
3487,r304,2000,Graduate students,Health,2,79775
3487,r305,2000,Postdoctoral appointees,All fields,2,43115
3487,r306,2000,Postdoctoral appointees,Science,2,26911
3487,r307,2000,Postdoctoral appointees,Engineering,2,3313
3487,r308,2000,Postdoctoral appointees,Health,2,12891
3487,r309,2000,Nonfaculty researchers,All fields,2,7879
3487,r310,2000,Nonfaculty researchers,Science,2,4931
3487,r311,2000,Nonfaculty researchers,Engineering,2,896
3487,r312,2000,Nonfaculty researchers,Health,2,2052
3487,r313,2001,Graduate students,All fields,2,509607
3487,r314,2001,Graduate students,Science,2,319736
3487,r315,2001,Graduate students,Engineering,2,109493
3487,r316,2001,Graduate students,Health,2,80378
3487,r317,2001,Postdoctoral appointees,All fields,2,43311
3487,r318,2001,Postdoctoral appointees,Science,2,27044
3487,r319,2001,Postdoctoral appointees,Engineering,2,3152
3487,r320,2001,Postdoctoral appointees,Health,2,13115
3487,r321,2001,Nonfaculty researchers,All fields,2,7531
3487,r322,2001,Nonfaculty researchers,Science,2,4707
3487,r323,2001,Nonfaculty researchers,Engineering,2,801
3487,r324,2001,Nonfaculty researchers,Health,2,2023
3487,r325,2002,Graduate students,All fields,2,540404
3487,r326,2002,Graduate students,Science,2,335166
3487,r327,2002,Graduate students,Engineering,2,119668
3487,r328,2002,Graduate students,Health,2,85570
3487,r329,2002,Postdoctoral appointees,All fields,2,45034
3487,r330,2002,Postdoctoral appointees,Science,2,28371
3487,r331,2002,Postdoctoral appointees,Engineering,2,3566
3487,r332,2002,Postdoctoral appointees,Health,2,13097
3487,r333,2002,Nonfaculty researchers,All fields,2,7906
3487,r334,2002,Nonfaculty researchers,Science,2,5019
3487,r335,2002,Nonfaculty researchers,Engineering,2,903
3487,r336,2002,Nonfaculty researchers,Health,2,1984
3487,r337,2003,Graduate students,All fields,2,567121
3487,r338,2003,Graduate students,Science,2,347268
3487,r339,2003,Graduate students,Engineering,2,127377
3487,r340,2003,Graduate students,Health,2,92476
3487,r341,2003,Postdoctoral appointees,All fields,2,46728
3487,r342,2003,Postdoctoral appointees,Science,2,29856
3487,r343,2003,Postdoctoral appointees,Engineering,2,3810
3487,r344,2003,Postdoctoral appointees,Health,2,13062
3487,r345,2003,Nonfaculty researchers,All fields,2,8473
3487,r346,2003,Nonfaculty researchers,Science,2,5493
3487,r347,2003,Nonfaculty researchers,Engineering,2,952
3487,r348,2003,Nonfaculty researchers,Health,2,2028
3487,r349,2004,Graduate students,All fields,2,574463
3487,r350,2004,Graduate students,Science,2,352307
3487,r351,2004,Graduate students,Engineering,2,123566
3487,r352,2004,Graduate students,Health,2,98590
3487,r353,2004,Postdoctoral appointees,All fields,2,47240
3487,r354,2004,Postdoctoral appointees,Science,2,30116
3487,r355,2004,Postdoctoral appointees,Engineering,2,3949
3487,r356,2004,Postdoctoral appointees,Health,2,13175
3487,r357,2004,Nonfaculty researchers,All fields,2,9075
3487,r358,2004,Nonfaculty researchers,Science,2,5880
3487,r359,2004,Nonfaculty researchers,Engineering,2,1043
3487,r360,2004,Nonfaculty researchers,Health,2,2152
3487,r361,2005,Graduate students,All fields,2,582226
3487,r362,2005,Graduate students,Science,2,357710
3487,r363,2005,Graduate students,Engineering,2,120565
3487,r364,2005,Graduate students,Health,2,103951
3487,r365,2005,Postdoctoral appointees,All fields,2,48555
3487,r366,2005,Postdoctoral appointees,Science,2,30290
3487,r367,2005,Postdoctoral appointees,Engineering,2,4166
3487,r368,2005,Postdoctoral appointees,Health,2,14099
3487,r369,2005,Nonfaculty researchers,All fields,2,9527
3487,r370,2005,Nonfaculty researchers,Science,2,6069
3487,r371,2005,Nonfaculty researchers,Engineering,2,946
3487,r372,2005,Nonfaculty researchers,Health,2,2512
3487,r373,2006,Graduate students,All fields,2,597643
3487,r374,2006,Graduate students,Science,2,363246
3487,r375,2006,Graduate students,Engineering,2,123041
3487,r376,2006,Graduate students,Health,2,111356
3487,r377,2006,Postdoctoral appointees,All fields,2,49343
3487,r378,2006,Postdoctoral appointees,Science,2,30245
3487,r379,2006,Postdoctoral appointees,Engineering,2,4642
3487,r380,2006,Postdoctoral appointees,Health,2,14456
3487,r381,2006,Nonfaculty researchers,All fields,2,10814
3487,r382,2006,Nonfaculty researchers,Science,2,6658
3487,r383,2006,Nonfaculty researchers,Engineering,2,1118
3487,r384,2006,Nonfaculty researchers,Health,2,3038
3487,r385,2007old<sup>b</sup>,Graduate students,All fields,2,607823
3487,r386,2007old<sup>b</sup>,Graduate students,Science,2,372120
3487,r387,2007old<sup>b</sup>,Graduate students,Engineering,2,130255
3487,r388,2007old<sup>b</sup>,Graduate students,Health,2,105448
3487,r389,2007old<sup>b</sup>,Postdoctoral appointees,All fields,2,50712
3487,r390,2007old<sup>b</sup>,Postdoctoral appointees,Science,2,30986
3487,r391,2007old<sup>b</sup>,Postdoctoral appointees,Engineering,2,4908
3487,r392,2007old<sup>b</sup>,Postdoctoral appointees,Health,2,14818
3487,r393,2007old<sup>b</sup>,Nonfaculty researchers,All fields,2,10736
3487,r394,2007old<sup>b</sup>,Nonfaculty researchers,Science,2,6517
3487,r395,2007old<sup>b</sup>,Nonfaculty researchers,Engineering,2,1298
3487,r396,2007old<sup>b</sup>,Nonfaculty researchers,Health,2,2921
3487,r397,2007new<sup>b</sup>,Graduate students,All fields,2,619499
3487,r398,2007new<sup>b</sup>,Graduate students,Science,2,384523
3487,r399,2007new<sup>b</sup>,Graduate students,Engineering,2,131676
3487,r400,2007new<sup>b</sup>,Graduate students,Health,2,103300
3487,r401,2007new<sup>b</sup>,Postdoctoral appointees,All fields,2,50840
3487,r402,2007new<sup>b</sup>,Postdoctoral appointees,Science,2,31281
3487,r403,2007new<sup>b</sup>,Postdoctoral appointees,Engineering,2,4942
3487,r404,2007new<sup>b</sup>,Postdoctoral appointees,Health,2,14617
3487,r405,2007new<sup>b</sup>,Nonfaculty researchers,All fields,2,10752
3487,r406,2007new<sup>b</sup>,Nonfaculty researchers,Science,2,6526
3487,r407,2007new<sup>b</sup>,Nonfaculty researchers,Engineering,2,1310
3487,r408,2007new<sup>b</sup>,Nonfaculty researchers,Health,2,2916
3487,r409,2008,Graduate students,All fields,2,631489
3487,r410,2008,Graduate students,Science,2,391419
3487,r411,2008,Graduate students,Engineering,2,137856
3487,r412,2008,Graduate students,Health,2,102214
3487,r413,2008,Postdoctoral appointees,All fields,2,54164
3487,r414,2008,Postdoctoral appointees,Science,2,32741
3487,r415,2008,Postdoctoral appointees,Engineering,2,5462
3487,r416,2008,Postdoctoral appointees,Health,2,15961
3487,r417,2008,Nonfaculty researchers,All fields,2,13747
3487,r418,2008,Nonfaculty researchers,Science,2,8669
3487,r419,2008,Nonfaculty researchers,Engineering,2,1419
3487,r420,2008,Nonfaculty researchers,Health,2,3659
3487,r421,2009,Graduate students,All fields,2,631645
3487,r422,2009,Graduate students,Science,2,401008
3487,r423,2009,Graduate students,Engineering,2,144677
3487,r424,2009,Graduate students,Health,2,85960
3487,r425,2009,Postdoctoral appointees,All fields,2,57805
3487,r426,2009,Postdoctoral appointees,Science,2,34388
3487,r427,2009,Postdoctoral appointees,Engineering,2,6416
3487,r428,2009,Postdoctoral appointees,Health,2,17001
3487,r429,2009,Nonfaculty researchers,All fields,2,14059
3487,r430,2009,Nonfaculty researchers,Science,2,8698
3487,r431,2009,Nonfaculty researchers,Engineering,2,1737
3487,r432,2009,Nonfaculty researchers,Health,2,3624
3487,r433,"2010<sup>c,d</sup>",Graduate students,All fields,2,632652
3487,r434,"2010<sup>c,d</sup>",Graduate students,Science,2,407291
3487,r435,"2010<sup>c,d</sup>",Graduate students,Engineering,2,149241
3487,r436,"2010<sup>c,d</sup>",Graduate students,Health,2,76120
3487,r437,"2010<sup>c,d</sup>",Postdoctoral appointees,All fields,2,63439
3487,r438,"2010<sup>c,d</sup>",Postdoctoral appointees,Science,2,37351
3487,r439,"2010<sup>c,d</sup>",Postdoctoral appointees,Engineering,2,6969
3487,r440,"2010<sup>c,d</sup>",Postdoctoral appointees,Health,2,19119
3487,r441,"2010<sup>c,d</sup>",Nonfaculty researchers,All fields,2,21345
3487,r442,"2010<sup>c,d</sup>",Nonfaculty researchers,Science,2,12751
3487,r443,"2010<sup>c,d</sup>",Nonfaculty researchers,Engineering,2,2406
3487,r444,"2010<sup>c,d</sup>",Nonfaculty researchers,Health,2,6188
3487,r445,2011<sup>d</sup>,Graduate students,All fields,2,626820
3487,r446,2011<sup>d</sup>,Graduate students,Science,2,414440
3487,r447,2011<sup>d</sup>,Graduate students,Engineering,2,146501
3487,r448,2011<sup>d</sup>,Graduate students,Health,2,65879
3487,r449,2011<sup>d</sup>,Postdoctoral appointees,All fields,2,62639
3487,r450,2011<sup>d</sup>,Postdoctoral appointees,Science,2,37335
3487,r451,2011<sup>d</sup>,Postdoctoral appointees,Engineering,2,6786
3487,r452,2011<sup>d</sup>,Postdoctoral appointees,Health,2,18518
3487,r453,2011<sup>d</sup>,Nonfaculty researchers,All fields,2,21498
3487,r454,2011<sup>d</sup>,Nonfaculty researchers,Science,2,13363
3487,r455,2011<sup>d</sup>,Nonfaculty researchers,Engineering,2,2312
3487,r456,2011<sup>d</sup>,Nonfaculty researchers,Health,2,5823
3487,r457,2012,Graduate students,All fields,2,627243
3487,r458,2012,Graduate students,Science,2,413033
3487,r459,2012,Graduate students,Engineering,2,148385
3487,r460,2012,Graduate students,Health,2,65825
3487,r461,2012,Postdoctoral appointees,All fields,2,62851
3487,r462,2012,Postdoctoral appointees,Science,2,36738
3487,r463,2012,Postdoctoral appointees,Engineering,2,7103
3487,r464,2012,Postdoctoral appointees,Health,2,19010
3487,r465,2012,Nonfaculty researchers,All fields,2,21908
3487,r466,2012,Nonfaculty researchers,Science,2,13264
3487,r467,2012,Nonfaculty researchers,Engineering,2,2497
3487,r468,2012,Nonfaculty researchers,Health,2,6147
3487,r469,2013,Graduate students,All fields,2,633010
3487,r470,2013,Graduate students,Science,2,417251
3487,r471,2013,Graduate students,Engineering,2,153049
3487,r472,2013,Graduate students,Health,2,62710
3487,r473,2013,Postdoctoral appointees,All fields,2,61942
3487,r474,2013,Postdoctoral appointees,Science,2,36289
3487,r475,2013,Postdoctoral appointees,Engineering,2,7106
3487,r476,2013,Postdoctoral appointees,Health,2,18547
3487,r477,2013,Nonfaculty researchers,All fields,2,22465
3487,r478,2013,Nonfaculty researchers,Science,2,13932
3487,r479,2013,Nonfaculty researchers,Engineering,2,2494
3487,r480,2013,Nonfaculty researchers,Health,2,6039
3487,r481,2014old<sup>e</sup>,Graduate students,All fields,2,650738
3487,r482,2014old<sup>e</sup>,Graduate students,Science,2,425148
3487,r483,2014old<sup>e</sup>,Graduate students,Engineering,2,162013
3487,r484,2014old<sup>e</sup>,Graduate students,Health,2,63577
3487,r485,2014old<sup>e</sup>,Postdoctoral appointees,All fields,2,62379
3487,r486,2014old<sup>e</sup>,Postdoctoral appointees,Science,2,36184
3487,r487,2014old<sup>e</sup>,Postdoctoral appointees,Engineering,2,7292
3487,r488,2014old<sup>e</sup>,Postdoctoral appointees,Health,2,18903
3487,r489,2014old<sup>e</sup>,Nonfaculty researchers,All fields,2,23290
