table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10264,r001,All agencies,All agencies,,,,,1,103907229,54900563,4262632,39434956,2739770,2225159,78836,265314
10264,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10264,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,236858,205234,0,0.05,28830,1824,272,657
10264,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,6663,3629,0,0.05,2509,212,250,0.05
10264,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,151040,130034,0,0,19006,1344,0.05,634
10264,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,20880,14647,0,0,6233,0,0,0
10264,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,53038,53038,0,0,0,0,0,0
10264,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4337,3886,0,0,182,268,0,0
10264,r009,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,900,0,0,0,900,0,0,0
10264,r010,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,307003,158253,785,2589,144134,329,911,0.05
10264,r011,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,52744,52744,0,0,0,0,0,0
10264,r012,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,100940,9040,0,0.05,91900,0,0,0
10264,r013,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,153319,96469,785,2589,52234,329,911,0.05
10264,r014,"All agencies -> Departments -> Department of Defense, total experimental development",All agencies,Departments,"Department of Defense, total experimental development",,,3,60971497,21954895,2383568,33286909,2003619,1126956,9247,206302
10264,r015,"All agencies -> Departments -> Department of Defense, total experimental development -> Defense Advanced Research Projects Agency",All agencies,Departments,"Department of Defense, total experimental development",Defense Advanced Research Projects Agency,,4,1760568,181514,29315,1470454,62804,16482,0,0
10264,r016,"All agencies -> Departments -> Department of Defense, total experimental development -> Defense Health Agency",All agencies,Departments,"Department of Defense, total experimental development",Defense Health Agency,,4,2719158,1011576,3015,318474,720054,605542,0,60496
10264,r017,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Air Force",All agencies,Departments,"Department of Defense, total experimental development",Department of the Air Force,,4,10003295,3793060,488108,5547110,146439,28368,210,0
10264,r018,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Army",All agencies,Departments,"Department of Defense, total experimental development",Department of the Army,,4,10007091,4498777,95006,5071179,121795,183180,0,37155
