table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7891,r001,All selected industries,All selected industries,,,,1,"31–33, 42, 51, 5413, 5415, 5417","['15,391', '&nbsp;']","['5,600,668', '&nbsp;']","['9,892', '&nbsp;']","['2,514,365', '&nbsp;']","['5,501', '&nbsp;']","['3,086,303', '&nbsp;']"
7891,r002,All selected industries -> Manufacturing industries,All selected industries,Manufacturing industries,,,2,31–33,"['1,913', '&nbsp;']","['627,387', '&nbsp;']","['967', '&nbsp;']","['248,622', '&nbsp;']","['946', '&nbsp;']","['378,765', '&nbsp;']"
7891,r003,"All selected industries -> Manufacturing industries -> Food, beverage, and tobacco products",All selected industries,Manufacturing industries,"Food, beverage, and tobacco products",,3,311–12,"['52', '&nbsp;']","['9,614', '&nbsp;']","['41', 'r']","['6,031', '&nbsp;']","['11', '&nbsp;']","['3,583', 'r']"
7891,r004,"All selected industries -> Manufacturing industries -> Textile, apparel, and leather products",All selected industries,Manufacturing industries,"Textile, apparel, and leather products",,3,313–16,"['3', 'r']","['472', 'r']","['3', 'r']","['472', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r005,All selected industries -> Manufacturing industries -> Wood products,All selected industries,Manufacturing industries,Wood products,,3,321,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r006,All selected industries -> Manufacturing industries -> Paper,All selected industries,Manufacturing industries,Paper,,3,322,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r007,All selected industries -> Manufacturing industries -> Printing and related support activities,All selected industries,Manufacturing industries,Printing and related support activities,,3,323,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r008,All selected industries -> Manufacturing industries -> Petroleum and coal products,All selected industries,Manufacturing industries,Petroleum and coal products,,3,324,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r009,All selected industries -> Manufacturing industries -> Chemicals,All selected industries,Manufacturing industries,Chemicals,,3,325,"['576', '&nbsp;']","['160,031', '&nbsp;']","['255', '&nbsp;']","['69,046', '&nbsp;']","['322', '&nbsp;']","['90,985', '&nbsp;']"
7891,r010,All selected industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All selected industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,4,3254,"['147', '&nbsp;']","['77,054', '&nbsp;']","['95', '&nbsp;']","['42,655', '&nbsp;']","['50', '&nbsp;']","['34,399', '&nbsp;']"
7891,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['431', '&nbsp;']","['82,977', '&nbsp;']","['159', '&nbsp;']","['26,391', '&nbsp;']","['270', '&nbsp;']","['56,586', '&nbsp;']"
7891,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['68', '&nbsp;']","['18,099', '&nbsp;']","['30', '&nbsp;']","['13,367', '&nbsp;']","['39', 'r']","['4,732', '&nbsp;']"
7891,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['0', '&nbsp;']","['133', '&nbsp;']","['0', '&nbsp;']","['133', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['13', '&nbsp;']","['9,077', 'r']","['13', '&nbsp;']","['9,077', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7891,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['56', 'r']","['37,292', 'r']","['8', '&nbsp;']","['372', '&nbsp;']","['47', 'r']","['36,920', 'r']"
7891,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['192', '&nbsp;']","['62,840', '&nbsp;']","['101', '&nbsp;']","['21,617', 'r']","['91', '&nbsp;']","['41,223', '&nbsp;']"
