table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021_preliminary_
6441,r001,All agencies,All agencies,,,,,1,2145.7,1905.1,2217.6,2825.1,2441.0,2651.8,3852.7,4376.4,6150.1,5942.9
6441,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6441,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,16.3,12.1,10.8,10.9,22.6,156.8,44.1,29.0,789.8,31.7
6441,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,4.9,2.6,1.4,1.0,7.5,147.3,28.4,19.4,780.4,20.0
6441,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,9.8,7.9,7.5,7.9,13.0,9.3,15.6,9.6,9.4,11.7
6441,r006,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,1.7,1.6,1.9,2.0,2.0,0.2,na,na,na,na
6441,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,175.9,201.7,192.7,188.1,284.7,234.6,393.5,464.3,359.1,548.6
6441,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,35.4,73.6,63.4,39.7,121.2,90.9,105.0,119.0,142.9,309.7
6441,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,140.6,128.1,129.3,148.4,163.5,143.7,288.5,345.4,216.2,238.8
6441,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,169.5,97.0,148.1,169.5,178.1,291.2,470.8,609.7,311.7,158.6
6441,r011,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,na,na,NA,NA,NA,NA,NA,NA,15.5,0.0
6441,r012,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,143.1,75.5,120.6,123.0,119.5,225.0,210.1,192.6,240.7,110.5
6441,r013,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
6441,r014,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,24.8,20.5,23.5,35.7,38.0,48.5,78.9,143.2,44.7,37.5
6441,r015,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1.6,1.0,4.0,10.7,19.4,17.7,181.9,273.9,10.9,10.6
6441,r016,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,683.2,556.1,770.5,952.0,1134.7,1275.5,2061.8,2245.5,2325.0,2171.2
6441,r017,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,0.0,4.4,3.6,3.6,3.6,3.6,227.0,305.5,53.3,38.7
6441,r018,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,16.0,15.2,16.0,15.8,0.0,15.8,21.3,23.0,28.7,29.0
6441,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,92.8,74.8,115.5,256.3,250.7,305.2,473.6,337.3,573.9,520.8
6441,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,52.9,74.7,93.8,101.2,90.9,105.1,259.4,337.3,326.9,189.8
