table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
11246,r001,All states and outlying areas,All states and outlying areas,,,1,10023867,32711,1689593,145107,6203,129941,10913,6667167,253688,335329,51361,701854
11246,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,,2,19689,250,906,0,0,0,0,12619,0,250,384,5280
11246,r003,All states and outlying areas -> Alabama -> HudsonAlpha Institute for Biotechnology,All states and outlying areas,Alabama,HudsonAlpha Institute for Biotechnology,3,7429,250,0,0,0,0,0,6545,0,250,384,0
11246,r004,All states and outlying areas -> Alabama -> Huntsville Rehabilitation Foundation Inc.,All states and outlying areas,Alabama,Huntsville Rehabilitation Foundation Inc.,3,384,0,384,0,0,0,0,0,0,0,0,0
11246,r005,All states and outlying areas -> Alabama -> International Fertilizer Development Center,All states and outlying areas,Alabama,International Fertilizer Development Center,3,5280,0,0,0,0,0,0,0,0,0,0,5280
11246,r006,All states and outlying areas -> Alabama -> Southern Research Institute,All states and outlying areas,Alabama,Southern Research Institute,3,6074,0,0,0,0,0,0,6074,0,0,0,0
11246,r007,All states and outlying areas -> Alabama -> Tuscaloosa Research and Education Advancement Corp.,All states and outlying areas,Alabama,Tuscaloosa Research and Education Advancement Corp.,3,522,0,522,0,0,0,0,0,0,0,0,0
11246,r008,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,16391,240,1055,2914,456,0,0,6960,0,4767,0,0
11246,r009,All states and outlying areas -> Alaska -> Alaska Clean Seas,All states and outlying areas,Alaska,Alaska Clean Seas,3,25,0,0,0,25,0,0,0,0,0,0,0
11246,r010,All states and outlying areas -> Alaska -> Alaska Native Tribal Health Consortium,All states and outlying areas,Alaska,Alaska Native Tribal Health Consortium,3,4917,0,0,0,0,0,0,4717,0,200,0,0
11246,r011,All states and outlying areas -> Alaska -> Arctic Research Consortium of the United States,All states and outlying areas,Alaska,Arctic Research Consortium of the United States,3,393,0,0,0,0,0,0,0,0,393,0,0
11246,r012,All states and outlying areas -> Alaska -> Calista Education and Culture Inc.,All states and outlying areas,Alaska,Calista Education and Culture Inc.,3,150,0,0,0,0,0,0,0,0,150,0,0
11246,r013,All states and outlying areas -> Alaska -> Cook Inlet Tribal Council Inc.,All states and outlying areas,Alaska,Cook Inlet Tribal Council Inc.,3,103,0,0,0,103,0,0,0,0,0,0,0
11246,r014,All states and outlying areas -> Alaska -> Cordova Electric Cooperative Inc.,All states and outlying areas,Alaska,Cordova Electric Cooperative Inc.,3,2914,0,0,2914,0,0,0,0,0,0,0,0
11246,r015,All states and outlying areas -> Alaska -> Launch Alaska,All states and outlying areas,Alaska,Launch Alaska,3,1000,0,1000,0,0,0,0,0,0,0,0,0
11246,r016,All states and outlying areas -> Alaska -> North Gulf Oceanic Society ,All states and outlying areas,Alaska,North Gulf Oceanic Society ,3,55,0,55,0,0,0,0,0,0,0,0,0
11246,r017,All states and outlying areas -> Alaska -> Prince William Sound Science and Technology Institute,All states and outlying areas,Alaska,Prince William Sound Science and Technology Institute,3,300,0,0,0,300,0,0,0,0,0,0,0
11246,r018,All states and outlying areas -> Alaska -> Seward Association for the Advancement of Marine Science,All states and outlying areas,Alaska,Seward Association for the Advancement of Marine Science,3,268,240,0,0,28,0,0,0,0,0,0,0
11246,r019,All states and outlying areas -> Alaska -> Sitka Sound Science Center Inc.,All states and outlying areas,Alaska,Sitka Sound Science Center Inc.,3,4025,0,0,0,0,0,0,0,0,4025,0,0
11246,r020,All states and outlying areas -> Alaska -> Southcentral Foundation,All states and outlying areas,Alaska,Southcentral Foundation,3,2242,0,0,0,0,0,0,2242,0,0,0,0
11246,r021,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,81642,0,0,7,46,896,0,65239,14065,1384,5,0
11246,r022,All states and outlying areas -> Arizona -> Archaeology Southwest,All states and outlying areas,Arizona,Archaeology Southwest,3,184,0,0,0,0,0,0,0,0,184,0,0
11246,r023,All states and outlying areas -> Arizona -> Arizona Veterans Research and Education Foundation,All states and outlying areas,Arizona,Arizona Veterans Research and Education Foundation,3,347,0,0,0,0,0,0,347,0,0,0,0
11246,r024,All states and outlying areas -> Arizona -> Banner Health System,All states and outlying areas,Arizona,Banner Health System,3,26776,0,0,0,0,0,0,26776,0,0,0,0
11246,r025,All states and outlying areas -> Arizona -> Center for the Future of Arizona,All states and outlying areas,Arizona,Center for the Future of Arizona,3,896,0,0,0,0,896,0,0,0,0,0,0
11246,r026,All states and outlying areas -> Arizona -> Critical Path Institute,All states and outlying areas,Arizona,Critical Path Institute,3,21448,0,0,0,0,0,0,21448,0,0,0,0
11246,r027,All states and outlying areas -> Arizona -> Desert Botanical Garden,All states and outlying areas,Arizona,Desert Botanical Garden,3,755,0,0,0,44,0,0,0,0,711,0,0
