table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_epa,field_hhs,field_nasa,field_nsf,field_usda
6426,r001,All locations,All locations,,,1,162959084.8,491332.0,1609673.5,65701581.9,13451915.7,836159.8,1183932.4,488501.0,59716863.3,10508484.3,6332078.1,2638562.8
6426,r002,All locations -> Alabama,All locations,Alabama,,2,3070409.3,2766.2,4274.8,2342639.6,13072.3,1407.4,14951.7,162.1,403356.4,198342.4,54589.9,34846.5
6426,r003,All locations -> Alaska,All locations,Alaska,,2,278935.0,3345.2,9386.9,103233.6,8034.6,54974.4,4782.9,0.0,16385.0,19039.8,45029.5,14723.1
6426,r004,All locations -> Arizona,All locations,Arizona,,2,1938848.0,5080.5,2162.1,1252292.2,42065.1,33192.7,4833.0,260.5,296590.8,145956.3,124641.0,31773.8
6426,r005,All locations -> Arkansas,All locations,Arkansas,,2,501283.1,0.0,185.1,337343.4,9279.4,8010.1,4788.1,0.0,79804.7,2705.1,20098.6,39068.8
6426,r006,All locations -> California,All locations,California,,2,22464304.1,30306.5,27734.9,9970209.3,2609456.6,59547.9,48106.2,10482.9,5204740.9,3533716.3,801326.4,168676.4
6426,r007,All locations -> Colorado,All locations,Colorado,,2,5024162.0,0.0,163985.2,2681864.3,531784.4,77029.4,41208.7,5945.7,532816.3,604322.0,326269.6,58936.4
6426,r008,All locations -> Connecticut,All locations,Connecticut,,2,2566181.7,3261.4,19102.4,1540532.6,53594.2,692.6,4697.4,325.1,721291.9,147247.7,60326.4,15110.2
6426,r009,All locations -> Delaware,All locations,Delaware,,2,221625.6,2644.4,22525.9,42327.1,23657.7,1433.7,67.9,118.3,75375.5,12027.9,34378.1,7069.0
6426,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,16314674.4,56956.4,29438.4,3744833.7,705236.1,22237.0,191824.4,137896.8,10513541.2,305886.8,286152.7,320670.9
6426,r011,All locations -> Florida,All locations,Florida,,2,4061105.1,4526.0,30821.6,2709272.5,51670.3,44111.7,34119.5,11639.6,744553.2,149752.0,198740.5,81898.3
6426,r012,All locations -> Georgia,All locations,Georgia,,2,1912787.9,7034.9,6441.0,739442.4,45509.0,3359.9,35968.0,8946.9,833116.5,24670.5,127184.1,81114.6
6426,r013,All locations -> Hawaii,All locations,Hawaii,,2,393877.5,460.3,11300.1,204874.9,12104.6,7869.9,1633.3,0.0,63438.4,27710.0,43285.9,21200.0
6426,r014,All locations -> Idaho,All locations,Idaho,,2,840359.6,3552.1,0.0,65006.0,677648.6,7605.2,1045.8,1739.7,19138.6,3087.4,22352.2,39184.0
6426,r015,All locations -> Illinois,All locations,Illinois,,2,3208955.0,13126.6,1451.7,478356.4,1176265.2,8326.5,12220.4,2473.3,1129057.2,32125.8,289065.9,66486.0
6426,r016,All locations -> Indiana,All locations,Indiana,,2,1104109.4,624.0,1920.6,466363.6,39684.2,8634.5,12946.9,6578.3,370920.6,21967.0,154973.0,19496.8
6426,r017,All locations -> Iowa,All locations,Iowa,,2,702068.0,333.3,1387.2,257426.9,38484.0,1250.2,12278.3,1370.6,230049.7,35509.0,42863.5,81115.1
6426,r018,All locations -> Kansas,All locations,Kansas,,2,352337.6,776.9,818.7,50662.0,11601.2,5771.3,15250.3,0.0,119717.7,5850.1,39094.7,102794.7
6426,r019,All locations -> Kentucky,All locations,Kentucky,,2,354252.4,751.3,0.0,24944.4,19471.6,2071.5,2175.4,0.0,243754.1,4898.3,34711.7,21474.1
6426,r020,All locations -> Louisiana,All locations,Louisiana,,2,436645.1,0.0,2762.5,105153.3,10241.9,19239.2,8612.3,3505.8,202287.0,3792.3,36601.5,44449.4
6426,r021,All locations -> Maine,All locations,Maine,,2,185145.9,4.9,3435.1,15694.7,11799.6,2477.3,9119.8,0.0,100387.6,5812.3,24858.4,11556.2
6426,r022,All locations -> Maryland,All locations,Maryland,,2,22736194.9,74546.9,1020721.3,6527815.6,73386.9,40163.5,47163.1,16769.5,12663389.3,1760975.3,318737.5,192525.9
6426,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,8850302.8,33499.3,25297.9,3269726.2,172013.4,19572.4,81494.0,24200.2,4517104.2,212568.3,465499.4,29327.3
6426,r024,All locations -> Michigan,All locations,Michigan,,2,1924825.7,1355.3,7301.9,570495.0,139804.9,11106.1,18622.6,278.2,886657.4,44770.4,205962.4,38471.6
6426,r025,All locations -> Minnesota,All locations,Minnesota,,2,1447555.5,59.2,1837.9,511059.3,27371.5,7152.5,6522.4,8992.0,731113.3,12392.9,92095.1,48959.3
6426,r026,All locations -> Mississippi,All locations,Mississippi,,2,471970.2,3045.6,13345.3,134398.7,7693.4,3763.3,4263.5,0.0,63561.9,115044.3,14711.3,112143.0
6426,r027,All locations -> Missouri,All locations,Missouri,,2,2079638.9,8423.9,1710.0,1176449.6,58520.3,11122.6,7175.4,5663.2,685646.7,31165.3,49846.9,43915.1
6426,r028,All locations -> Montana,All locations,Montana,,2,213205.6,3221.3,545.3,20799.1,10726.4,11106.1,7597.2,11.8,91465.0,9222.3,30342.9,28168.1
6426,r029,All locations -> Nebraska,All locations,Nebraska,,2,254860.8,1037.4,1069.4,28373.7,14670.9,669.7,7745.2,117.1,133561.8,581.5,22831.8,44202.4
