table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_total,field_worldwide_male,field_worldwide_female,field_domestic_total,field_domestic_male,field_domestic_female,field_foreign_total,field_foreign_male,field_foreign_female
8842,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['10', '']","['7', '']","['3', '']","['8', '']","['6', '']","['2', '']","['3', 'i']","['2', '']","['1', 'i']"
8842,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['40', '']","['33', '']","['7', '']","['35', '']","['29', '']","['6', '']","['5', '']","['4', '']","['1', '']"
8842,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['46', '']","['36', '']","['10', '']","['24', '']","['19', '']","['5', '']","['22', '']","['17', '']","['5', '']"
8842,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['111', '']","['88', '']","['23', '']","['64', '']","['51', '']","['13', '']","['46', '']","['36', '']","['10', '']"
8842,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['51', 'i']","['40', 'i']","['11', 'i']","['27', '']","['22', '']","['5', '']","['24', 'i']","['18', 'i']","['6', 'i']"
8842,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['234', '']","['193', '']","['41', '']","['174', '']","['144', '']","['30', '']","['60', '']","['49', '']","['11', '']"
8842,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['151', '']","['125', '']","['26', '']","['101', '']","['84', '']","['17', '']","['50', '']","['41', '']","['9', '']"
8842,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['69', '']","['58', '']","['11', '']","['62', '']","['52', '']","['10', '']","['7', '']","['6', '']","['1', '']"
8842,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['61', '']","['51', '']","['10', '']","['54', '']","['46', '']","['9', '']","['7', '']","['6', '']","['1', '']"
8842,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['8', '']","['6', '']","['1', '']","['7', '']","['6', '']","['1', '']","['*', '']","['*', '']","['*', '']"
8842,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']"
8842,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['14', '']","['11', '']","['3', '']","['11', '']","['9', '']","['3', '']","['3', 'i']","['2', 'i']","['*', '']"
8842,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '']","['4', '']","['1', '']","['4', '']","['3', '']","['1', '']","['*', '']","['*', '']","['*', '']"
8842,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['117', '']","['78', '']","['39', '']","['84', '']","['56', '']","['27', '']","['34', '']","['22', '']","['12', '']"
8842,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['94', '']","['61', '']","['33', '']","['65', '']","['43', '']","['22', '']","['29', '']","['19', '']","['10', '']"
8842,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['23', '']","['17', '']","['6', 'i']","['19', '']","['14', '']","['5', 'i']","['5', '']","['3', 'i']","['1', 'i']"
8842,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['1,390', '']","['967', '']","['423', '']","['952', '']","['683', '']","['268', '']","['438', '']","['283', '']","['155', '']"
8842,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['9', 'i']","['8', 'i']","['2', 'i']","['8', '']","['6 - 8', '']","['0 - 2', '']","['1', 'i']","['0 - 2', 'i']","['0 - 2', 'i']"
8842,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['0 - 20', '']","['0 - 20', '']","['*', '']","['0 - 20', '']","['0 - 20', '']","['0 - 1', '']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['13', '']","['11', '']","['2', '']","['13', '']","['10 - 12', '']","['1 - 3', '']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['58 - 147', '']","['26 - 128', '']","['0 - 51', '']","['58 - 80', '']","['26 - 80', '']","['0 - 32', '']","['0 - 70', '']","['0 - 48', '']","['0 - 24', '']"
8842,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['13', '']","['10', 'i']","['3', '']","['13', '']","['9 - 11', 'i']","['2 - 4', '']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['626', '']","['468', '']","['158', '']","['422', '']","['317', '']","['105', '']","['204', '']","['151', '']","['53', '']"
8842,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['188', '']","['137', '']","['51', '']","['113', '']","['86', '']","['28', 'i']","['74', '']","['51', '']","['23', '']"
8842,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '']","['*', '']","['*', '']","['1', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']"
8842,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['187', '']","['136', '']","['50', '']","['113', '']","['85', '']","['28', 'i']","['74', '']","['51', '']","['23', '']"
8842,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['23', '']","['17', 'i']","['5', '']","['21', '']","['16', 'i']","['5', '']","['2', '']","['1', '']","['*', '']"
8842,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['271', '']","['201', '']","['69', '']","['171', '']","['125', '']","['45', '']","['100', '']","['76', 'i']","['24', '']"
8842,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['146', '']","['113', '']","['33', '']","['117', '']","['90', '']","['27', '']","['29', '']","['23', '']","['6', '']"
8842,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['88', '']","['55', '']","['33', '']","['66', '']","['41', '']","['26', '']","['22', '']","['15', '']","['7', '']"
8842,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['6', '']","['4', '']","['2', '']","['5', '']","['3 - 5', '']","['1 - 3', '']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '']","['*', '']","['*', '']","['*', '']","['0 - 1', '']","['0 - 1', 'i']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['5', '']","['4', '']","['2', '']","['5', '']","['3 - 4', '']","['1 - 2', '']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['443', '']","['270', '']","['173', '']","['300', '']","['200', '']","['100', '']","['144', '']","['71', '']","['73', 'i']"
8842,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['56', '']","['43', '']","['13', '']","['55', '']","['42', '']","['13', '']","['*', '']","['*', '']","['*', '']"
8842,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['136', '']","['107', '']","['29', '']","['94', '']","['74', '']","['20', '']","['42', '']","['33', '']","['9', '']"
8842,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['203', '']","['88', '']","['115', 'i']","['107', '']","['55', '']","['53', '']","['95', 'i']","['33', 'i']","['62', 'i']"
8842,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['1', 'i']","['1', 'i']","['*', 'i']","['1', 'i']","['1', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
8842,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['62', '']","['27', '']","['35', '']","['30', '']","['13', '']","['17', '']","['32', '']","['13', '']","['19', '']"
8842,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['133', 'i']","['58', 'i']","['74', 'i']","['70', '']","['39', 'i']","['31', 'i']","['63', 'i']","['20', 'i']","['43', 'i']"
8842,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['7', '']","['2', '']","['5', '']","['7', '']","['2', '']","['5', '']","['*', '']","['*', '']","['*', '']"
8842,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['49', '']","['33', '']","['16', '']","['43', '']","['29', '']","['14', '']","['6', '']","['4', '']","['2', 'i']"
8842,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['8', '']","['4', '']","['4', '']","['8', '']","['3 - 5', '']","['3 - 5', '']","['*', '']","['0 - 1', '']","['0 - 1', '']"
8842,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['39 - 110', '']","['7 - 89', '']","['0 - 51', '']","['40', '']","['7 - 41', '']","['0 - 32', '']","['0 - 70', '']","['0 - 48', '']","['0 - 24', '']"
8842,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['2,847', '']","['2,050', '']","['797', '']","['1,936', '']","['1,419', '']","['517', '']","['910', '']","['631', '']","['280', '']"
8842,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8842,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['36', '']","['28', '']","['8', '']","['32', '']","['25', '']","['7', '']","['4', '']","['3', '']","['1', '']"
8842,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['102', '']","['81', '']","['22', '']","['94', '']","['74', '']","['20', '']","['8', '']","['7', '']","['2', '']"
8842,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8842,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['102', '']","['81', '']","['21', '']","['89', '']","['71', '']","['18', '']","['13', '']","['10', '']","['3', '']"
8842,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['165', '']","['126', '']","['39', '']","['145', '']","['111', '']","['34', '']","['20', '']","['14', '']","['5', '']"
8842,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8842,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['135', '']","['104', '']","['31', '']","['112', '']","['86', '']","['26', '']","['23', '']","['18', '']","['5', '']"
8842,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['135', '']","['103', '']","['33', '']","['96', '']","['73', '']","['24', '']","['39', '']","['30', '']","['9', '']"
8842,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['484', '']","['350', '']","['134', '']","['327', '']","['236', '']","['91', '']","['157', '']","['114', '']","['43', '']"
8842,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['265', '']","['186', '']","['79', '']","['169', '']","['121', '']","['48', '']","['96', '']","['64', '']","['31', '']"
8842,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['494', '']","['324', '']","['170', '']","['277', '']","['185', '']","['91', '']","['217', '']","['139', '']","['78', 'i']"
8842,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['928', '']","['668', '']","['261', '']","['595', '']","['436', '']","['159', '']","['333', '']","['232', '']","['101', '']"
