table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_doda,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_otherb
10404,r001,All institutions,All institutions,,1,-,39504025,397540,4620065,1588640,181870,46981,24354825,1395557,5486619,1094549,337378
10404,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1817726,456,697365,6214,4187,3363,790263,273219,38675,350,3635
10404,r003,All institutions -> New York U.,All institutions,New York U.,2,2,893817,400,15056,2695,1405,1593,866951,1156,842,2313,1406
10404,r004,All institutions -> Duke U.,All institutions,Duke U.,2,3,810504,122,43488,9356,1078,0,707139,1402,42014,686,5218
10404,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,792907,8489,88772,35450,231,885,508987,11731,136922,1054,384
10404,r006,All institutions -> U. Washington,All institutions,U. Washington,2,5,787213,18133,92287,31345,2772,648,515706,16087,102184,2483,5568
10404,r007,All institutions -> U. Michigan,All institutions,U. Michigan,2,6,774551,4131,73150,25674,900,1464,557324,10067,94021,898,6922
10404,r008,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,7,761354,3150,31013,17408,190,0,612620,19691,76680,272,330
10404,r009,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,8,714877,0,41796,0,0,0,665599,130,7350,2,0
10404,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,696510,0,50334,22144,1851,1181,558873,11513,48561,245,1809
10404,r011,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,10,686615,894,45492,23677,1030,0,559770,0,54649,720,383
10404,r012,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,11,681663,0,36869,12708,1742,0,587259,2440,38607,1723,316
10404,r013,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,12,679319,0,63053,5047,1996,0,572746,1713,31916,551,2296
10404,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,657760,57932,67927,15050,32,1696,340866,61842,109668,1519,1228
10404,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,639462,0,25505,0,0,879,587286,9368,16424,0,0
10404,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,596130,119,39774,9475,432,0,511358,1899,30408,280,2384
10404,r017,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,16,541555,0,20393,11083,5191,4246,461943,631,33861,235,3973
10404,r018,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,17,508976,50,44221,19676,782,0,395630,2246,46311,0,60
10404,r019,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,18,508209,1588,210747,37445,1705,0,140200,14154,72521,23935,5913
10404,r020,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,19,507806,180,24746,7269,3358,0,443050,2830,26363,0,10
10404,r021,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,20,497611,914,46118,23767,0,0,302116,4136,84145,34029,2388
10404,r022,All institutions -> Emory U.,All institutions,Emory U.,2,21,486646,0,5445,1700,0,1941,463526,940,11849,180,1066
10404,r023,All institutions -> U. Southern California,All institutions,U. Southern California,2,22,484727,2171,104427,7137,4082,0,301552,2629,58632,100,3997
10404,r024,All institutions -> Harvard U.,All institutions,Harvard U.,2,23,484719,200,48459,17252,2805,0,367795,376,46202,620,1011
10404,r025,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,24,473552,1578,29914,24243,3707,413,317448,5491,58006,28901,3851
10404,r026,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,25,443392,3430,178301,65432,0,0,100691,14069,79283,384,1802
10404,r027,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,26,436107,0,9979,0,0,0,424889,160,1079,0,0
10404,r028,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,27,429065,0,1482,0,2674,485,335376,3168,81582,2095,2204
10404,r029,All institutions -> Baylor C. Medicine,All institutions,Baylor C. Medicine,2,28,394891,250,17804,0,0,0,344154,19520,1621,11541,0
10404,r030,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,29,385616,90,18772,13590,2069,1938,256553,6394,47215,28461,10534
10404,r031,"All institutions -> Ohio State U., The",All institutions,"Ohio State U., The",2,30,353315,1500,25916,21168,1463,1181,217512,5706,58927,17075,2869
