table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
9662,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['527,804', '  ']","['287,984', '  ']","['60,491', '  ']","['23,725', '  ']","['8,605', '  ']","['32,925', '  ']","['7,770', '  ']","['18,433', '  ']","['3,450', '  ']","['15,319', '  ']","['69,102', '  ']"
9662,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['287,666', '  ']","['149,421', '  ']","['18,527', '  ']","['11,917', '  ']","['3,564', '  ']","['27,881', '  ']","['4,399', '  ']","['12,251', '  ']","['2,760', '  ']","['10,105', '  ']","['46,842', '  ']"
9662,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,963 - 4,968', '  ']","['2,954', '  ']","['36', '  ']","['191', '  ']","['23', '  ']","['794', '  ']","['57', '  ']","[' 224 - 236', '  ']","['25', '  ']","['145', '  ']","['512', '  ']"
9662,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,228', '  ']","['624', '  ']","['12', '  ']","['62', '  ']","['2', '  ']","['105', '  ']","['5', '  ']","['67', '  ']","['0', '  ']","['54', '  ']","['297', '  ']"
9662,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['818', '  ']","['643', '  ']","['7', '  ']","['17', '  ']","['3', '  ']","['55', '  ']","['5', '  ']","['15', '  ']","['3', '  ']","['16', '  ']","['54', '  ']"
9662,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"[' 433 - 442', '  ']","['221', '  ']","['0', '  ']","['34', 'r ']","['5', '  ']","['131', 'r ']","['14', 'r ']","['2', '  ']","['0', '  ']","['1', '  ']","[' 25 - 33', '  ']"
9662,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,139', '  ']","['451', '  ']","['3', '  ']","['8', '  ']","['20', '  ']","['542', '  ']","['5', '  ']","['7', '  ']","['2', '  ']","['3', '  ']","['99', 'i ']"
9662,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"[' 196 - 205', 'i ']","['143', '  ']","['1', 'i ']","['7', 'i ']","['1', 'i ']","['18', 'i ']","['4', '  ']","['11', 'i ']","['*', '  ']","['10', 'i ']","[' 1 - 9', 'i ']"
9662,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['952', '  ']","['506', '  ']","['0', '  ']","['15', '  ']","['1', '  ']","['46', '  ']","['4', '  ']","['43', '  ']","['2', '  ']","['170', '  ']","['165', '  ']"
9662,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['97,097', '  ']","['40,199', '  ']","['6,251', '  ']","['6,875', '  ']","['897', '  ']","['9,071', '  ']","['1,960', '  ']","['3,679', '  ']","['1,475', '  ']","['5,944', '  ']","['20,745', '  ']"
9662,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,559', '  ']","['1,442', '  ']","['35', '  ']","[' 28 - 42', '  ']","[' 4 - 18', '  ']","['302', '  ']","['64', '  ']","['165', '  ']","['39', '  ']","['187', '  ']","[' 263 - 277', '  ']"
