table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9939,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,100000,0,0,0,0,0,0,0,0,0,29510,349127,5182820,3313396
9939,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,41320535,19731000,13231000,12112168,9039545,4508615,3246554,7565421,5676625,4017450,3200453,2752778,2141824,0
9939,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,5796835,5049251,5478209,12107346,14185074,14455147,14970721,15661166,16552610,14673618,16263121,17420143,17077727,16139607
9939,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,0,0,0,0,0,1000000,1000000,2000000,3736168,4400000,6000000,3100000,5127824,3779289
9939,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,66341905,70998595,59182594,56902179,44055514,11421718,52398628,51364919,47614029,52933326,53335777,73605865,72166914,61719253
9939,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,984944,776356,912363,400000,0,305066,179946,307601,351000,299864,150000,139519,411325,363485
9939,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,0,1151294,1794228,1444209,1176021,461758,152441,140504,2071908,1422065,14541188,15991705,10768594,13374650
9939,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,0,0,0,0,0,0,0,0,0,450000,0,0,0,0
9939,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,123000,123000,15838498,115648847,155001396,131883911,149991410,212222958,251174470,200381853,204708613,175905076,222983844,214612352
9939,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,10409824,12853867,14602894,18745639,24346306,8226438,8531383,4418669,6739754,4592665,12780,4850,5350,0
9939,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,0,132198,190117,160853,170780,170047,252706,139055,166047,166047,210747,215000,163373,553199
9939,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,1560000,611496,4370815,4273179,1806000,6113236,6250104,3723667,3065856,3458734,3183007,3829173,4132097,2963275
9939,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,2418730,13547879,20997880,22801588,19586521,11904246,8364171,0,0,1188578,1188510,1260394,1367538,1362789
9939,r050,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,2,0,0,0,0,0,179292,179280,566871,892283,1050330,1296852,712330,293814,241625
9939,r051,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,2,3373000,550000,1248895,1517450,2560000,840000,840000,1000000,750000,1543000,1140656,1000000,1000000,1314143
9939,r052,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,2,0,0,0,0,0,0,0,0,0,0,250000,61640,261500,656000
9939,r053,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,1,6599988,3050000,3250000,6259429,5695724,4036171,3123280,na,na,na,na,na,na,11118968
