table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9939,r001,United States<sup>a</sup>,United States<sup>a</sup>,,1,655232591,706857175,807478439,928730622,917012571,857841801,953278196,982391978,1102800942,1103231515,1081355223,1027756537,1077323751,1100991524
9939,r002,United States<sup>a</sup> -> Alabama,United States<sup>a</sup>,Alabama,2,0,0,0,0,0,1000000,2829600,0,0,980000,1080000,2000000,2163596,1751080
9939,r003,United States<sup>a</sup> -> Alaska,United States<sup>a</sup>,Alaska,2,0,0,0,0,0,0,0,930260,1591735,506881,320476,474542,866695,534187
9939,r004,United States<sup>a</sup> -> Arizona,United States<sup>a</sup>,Arizona,2,27750,8330000,8330000,8805168,11203068,8881971,5294706,9412703,9980905,7818486,13843058,11085857,8467153,3518749
9939,r005,United States<sup>a</sup> -> Arkansas,United States<sup>a</sup>,Arkansas,2,0,0,0,479000,806060,75000,726189,3963571,725427,1152372,3477448,2813075,200000,275000
9939,r006,United States<sup>a</sup> -> California,United States<sup>a</sup>,California,2,126845475,148970628,225037368,253217501,217140177,216614046,221214363,199522966,203217560,287551776,224834054,171494281,142503729,173274157
9939,r007,United States<sup>a</sup> -> Colorado,United States<sup>a</sup>,Colorado,2,4029968,8527268,6759774,5131657,4261796,1640750,1248410,3389071,6359827,9708144,10026796,8061107,9548470,8813647
9939,r008,United States<sup>a</sup> -> Connecticut,United States<sup>a</sup>,Connecticut,2,17730124,19337597,18783202,19510447,19239333,20966024,28803862,26312600,29158735,29361070,29921946,29124362,27271532,26085781
9939,r009,United States<sup>a</sup> -> Delaware,United States<sup>a</sup>,Delaware,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r010,United States<sup>a</sup> -> District of Columbia,United States<sup>a</sup>,District of Columbia,2,487411,503267,956728,656448,861058,563442,174578,527470,805139,1792224,1716302,1929090,5983318,8244141
9939,r011,United States<sup>a</sup> -> Florida,United States<sup>a</sup>,Florida,2,18478377,39962706,65570757,47079479,38775780,67376045,102896382,72373725,118404672,98470122,90372743,92452504,93311821,92302255
9939,r012,United States<sup>a</sup> -> Georgia,United States<sup>a</sup>,Georgia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r013,United States<sup>a</sup> -> Hawaii,United States<sup>a</sup>,Hawaii,2,0,0,0,190000,190000,0,0,0,0,263750,0,0,37500,1033000
9939,r014,United States<sup>a</sup> -> Idaho,United States<sup>a</sup>,Idaho,2,0,0,0,0,0,30226,130045,148927,111453,376277,338288,212000,0,0
9939,r015,United States<sup>a</sup> -> Illinois,United States<sup>a</sup>,Illinois,2,4107400,2596733,680013,4383094,3550718,1433534,2552945,2340975,1797019,217779,15596,399924,295040,400000
9939,r016,United States<sup>a</sup> -> Indiana,United States<sup>a</sup>,Indiana,2,20304740,0,0,135000,708497,10000000,0,0,2849998,299865,600000,0,300000,0
9939,r017,United States<sup>a</sup> -> Iowa,United States<sup>a</sup>,Iowa,2,0,0,0,0,0,0,0,56706,79418,0,61000,0,0,0
9939,r018,United States<sup>a</sup> -> Kansas,United States<sup>a</sup>,Kansas,2,1040411,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r019,United States<sup>a</sup> -> Kentucky,United States<sup>a</sup>,Kentucky,2,3150948,7371306,7136813,4695084,4793049,4461800,13390238,13781476,11429613,10071322,14469601,15023579,16082555,16829567
9939,r020,United States<sup>a</sup> -> Louisiana,United States<sup>a</sup>,Louisiana,2,0,0,0,0,0,0,0,0,1287883,1231812,1532501,2800226,1160113,1196008
9939,r021,United States<sup>a</sup> -> Maine,United States<sup>a</sup>,Maine,2,1187173,349014,1082201,414740,1115608,1040000,2210000,266000,11422764,2427890,2467740,9463845,12612119,9873473
9939,r022,United States<sup>a</sup> -> Maryland,United States<sup>a</sup>,Maryland,2,8801328,17699478,13611823,17851235,24603993,26800000,20500000,23700000,23800000,23800000,22520611,24466432,25100000,26227112
9939,r023,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,2,2208037,2130489,2045865,2990371,3559104,4081553,5249751,5979649,5003259,5043625,6632267,6849528,6574962,9189115
9939,r024,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,2,0,0,0,0,0,0,0,2122805,134052,0,88488,0,20000000,20662258
9939,r025,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,2,0,0,0,0,0,2500000,2500000,56970,0,0,0,0,0,0
9939,r026,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r027,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,2,0,0,0,0,0,21534,48741,26867,56987,509035,103760,233307,592500,242500
9939,r028,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,2,822627,822299,848774,202778,39483,577157,642384,389076,491415,311826,311826,0,0,0
9939,r029,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,2,15035043,15097864,15548482,16056068,16245250,18200000,17312977,18084908,18473914,20240268,18986705,19977610,19480431,19918950
9939,r030,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r031,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,r032,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,2,17709498,26514169,20337742,23299300,27235551,23534704,27235340,23477042,28254395,43407927,15865431,14879386,48281316,46820754
9939,r033,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,2,0,0,0,0,0,15000,25000,25000,25000,0,0,0,0,0
9939,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,280837508,283069421,282851404,277519794,270756889,256559541,243968723,269492703,284862343,267111534,315479125,313857986,289740653,308203902
9939,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,0,50000,50000,0,0,0,7966618,6899677,3686679,0,778247,3810296,3665704,5202825
