table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_cpsc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
10399,r531,"All states and outlying areas -> Nevada -> U. Nevada, Reno",All states and outlying areas,Nevada,"U. Nevada, Reno",3,31007,0,0,0,0,0,1100,598,501,0,0,58
10399,r532,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,210178,0,0,0,0,11612,10725,9455,1270,0,16251,227
10399,r533,All states and outlying areas -> New Hampshire -> Dartmouth C.,All states and outlying areas,New Hampshire,Dartmouth C.,3,107126,0,0,0,0,500,6385,5686,699,0,1617,25
10399,r534,All states and outlying areas -> New Hampshire -> Keene State C.,All states and outlying areas,New Hampshire,Keene State C.,3,574,0,0,0,0,0,0,0,0,0,0,0
10399,r535,All states and outlying areas -> New Hampshire -> Plymouth State U.,All states and outlying areas,New Hampshire,Plymouth State U.,3,20,0,0,0,0,0,0,0,0,0,0,0
10399,r536,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Durham",All states and outlying areas,New Hampshire,"U. New Hampshire, Durham",3,22634,0,0,0,0,8112,0,0,0,0,0,0
10399,r537,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Manchester",All states and outlying areas,New Hampshire,"U. New Hampshire, Manchester",3,57320,0,0,0,0,3000,3335,3335,0,0,0,0
10399,r538,All states and outlying areas -> New Hampshire -> U. System New Hampshire,All states and outlying areas,New Hampshire,U. System New Hampshire,3,22503,0,0,0,0,0,1005,434,571,0,14634,202
10399,r539,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,535562,0,0,0,0,12170,55183,34337,9919,10928,22473,399
10399,r540,All states and outlying areas -> New Jersey -> Brookdale Community C.,All states and outlying areas,New Jersey,Brookdale Community C.,3,158,0,0,0,0,0,0,0,0,0,0,0
10399,r541,"All states and outlying areas -> New Jersey -> C. New Jersey, The",All states and outlying areas,New Jersey,"C. New Jersey, The",3,907,0,0,0,0,0,0,0,0,0,0,0
10399,r542,All states and outlying areas -> New Jersey -> Fairleigh Dickinson U.,All states and outlying areas,New Jersey,Fairleigh Dickinson U.,3,250,0,0,0,0,0,0,0,0,0,0,0
10399,r543,All states and outlying areas -> New Jersey -> Hudson County Community C.,All states and outlying areas,New Jersey,Hudson County Community C.,3,60,0,0,0,0,0,0,0,0,0,0,0
10399,r544,All states and outlying areas -> New Jersey -> Kean U.,All states and outlying areas,New Jersey,Kean U.,3,874,0,0,0,0,0,0,0,0,0,0,0
10399,r545,All states and outlying areas -> New Jersey -> Monmouth U.,All states and outlying areas,New Jersey,Monmouth U.,3,686,0,0,0,0,0,0,0,0,0,0,0
10399,r546,All states and outlying areas -> New Jersey -> Montclair State U.,All states and outlying areas,New Jersey,Montclair State U.,3,5292,0,0,0,0,0,0,0,0,0,0,0
10399,r547,All states and outlying areas -> New Jersey -> New Jersey City U.,All states and outlying areas,New Jersey,New Jersey City U.,3,434,0,0,0,0,0,0,0,0,0,0,0
10399,r548,All states and outlying areas -> New Jersey -> New Jersey Institute of Technology,All states and outlying areas,New Jersey,New Jersey Institute of Technology,3,27761,0,0,0,0,57,9048,1292,341,7415,752,0
10399,r549,All states and outlying areas -> New Jersey -> New Jersey Sea Grant Consortium Inc.,All states and outlying areas,New Jersey,New Jersey Sea Grant Consortium Inc.,3,1874,0,0,0,0,1874,0,0,0,0,0,0
10399,r550,All states and outlying areas -> New Jersey -> Princeton U.,All states and outlying areas,New Jersey,Princeton U.,3,165425,0,0,0,0,9932,20916,20916,0,0,14873,0
10399,r551,"All states and outlying areas -> New Jersey -> Rider U., Lawrenceville",All states and outlying areas,New Jersey,"Rider U., Lawrenceville",3,93,0,0,0,0,0,0,0,0,0,0,0
10399,r552,All states and outlying areas -> New Jersey -> Rowan U.,All states and outlying areas,New Jersey,Rowan U.,3,7558,0,0,0,0,0,500,500,0,0,0,0
10399,r553,"All states and outlying areas -> New Jersey -> Rutgers, The State U. New Jersey",All states and outlying areas,New Jersey,"Rutgers, The State U. New Jersey",3,300545,0,0,0,0,307,12089,8474,3615,0,6848,399
10399,r554,All states and outlying areas -> New Jersey -> Saint Peter's U.,All states and outlying areas,New Jersey,Saint Peter's U.,3,188,0,0,0,0,0,0,0,0,0,0,0
10399,r555,All states and outlying areas -> New Jersey -> Seton Hall U.,All states and outlying areas,New Jersey,Seton Hall U.,3,1284,0,0,0,0,0,0,0,0,0,0,0
10399,r556,All states and outlying areas -> New Jersey -> Stevens Institute of Technology,All states and outlying areas,New Jersey,Stevens Institute of Technology,3,20174,0,0,0,0,0,12630,3155,5962,3513,0,0
10399,r557,All states and outlying areas -> New Jersey -> Stockton U.,All states and outlying areas,New Jersey,Stockton U.,3,703,0,0,0,0,0,0,0,0,0,0,0
10399,r558,"All states and outlying areas -> New Jersey -> Union County C., Cranford",All states and outlying areas,New Jersey,"Union County C., Cranford",3,80,0,0,0,0,0,0,0,0,0,0,0
10399,r559,All states and outlying areas -> New Jersey -> William Paterson U.,All states and outlying areas,New Jersey,William Paterson U.,3,1216,0,0,0,0,0,0,0,0,0,0,0
10399,r560,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,,2,172071,0,0,0,0,0,12631,6419,379,5833,8959,2078
10399,r561,All states and outlying areas -> New Mexico -> Central New Mexico Community C.,All states and outlying areas,New Mexico,Central New Mexico Community C.,3,60,0,0,0,0,0,0,0,0,0,0,0
10399,r562,All states and outlying areas -> New Mexico -> Institute of American Indian and Alaska Native Culture and Arts Development,All states and outlying areas,New Mexico,Institute of American Indian and Alaska Native Culture and Arts Development,3,10,0,0,0,0,0,0,0,0,0,0,0
10399,r563,All states and outlying areas -> New Mexico -> Navajo Technical U.,All states and outlying areas,New Mexico,Navajo Technical U.,3,2244,0,0,0,0,0,0,0,0,0,0,0
10399,r564,All states and outlying areas -> New Mexico -> New Mexico Consortium,All states and outlying areas,New Mexico,New Mexico Consortium,3,264,0,0,0,0,0,0,0,0,0,0,0
10399,r565,All states and outlying areas -> New Mexico -> New Mexico Highlands U.,All states and outlying areas,New Mexico,New Mexico Highlands U.,3,1396,0,0,0,0,0,0,0,0,0,0,0
10399,r566,All states and outlying areas -> New Mexico -> New Mexico Institute of Mining and Technology,All states and outlying areas,New Mexico,New Mexico Institute of Mining and Technology,3,14765,0,0,0,0,0,1111,1111,0,0,7016,796
10399,r567,"All states and outlying areas -> New Mexico -> New Mexico State U., Las Cruces",All states and outlying areas,New Mexico,"New Mexico State U., Las Cruces",3,30639,0,0,0,0,0,7426,1905,0,5521,377,603
10399,r568,All states and outlying areas -> New Mexico -> San Juan C.,All states and outlying areas,New Mexico,San Juan C.,3,2,0,0,0,0,0,0,0,0,0,0,0
10399,r569,All states and outlying areas -> New Mexico -> Southwestern Indian Polytechnic Institute,All states and outlying areas,New Mexico,Southwestern Indian Polytechnic Institute,3,43,0,0,0,0,0,0,0,0,0,0,0
10399,r570,All states and outlying areas -> New Mexico -> U. New Mexico,All states and outlying areas,New Mexico,U. New Mexico,3,122415,0,0,0,0,0,4094,3404,379,312,1566,679
10399,r571,All states and outlying areas -> New Mexico -> Western New Mexico U.,All states and outlying areas,New Mexico,Western New Mexico U.,3,233,0,0,0,0,0,0,0,0,0,0,0
10399,r572,All states and outlying areas -> New York,All states and outlying areas,New York,,2,3701188,0,0,0,313,5781,192901,123882,67608,1411,86829,1477
10399,r573,All states and outlying areas -> New York -> Adelphi U.,All states and outlying areas,New York,Adelphi U.,3,150,0,0,0,0,0,0,0,0,0,0,0
10399,r574,All states and outlying areas -> New York -> Albany C. Pharmacy and Health Sciences,All states and outlying areas,New York,Albany C. Pharmacy and Health Sciences,3,911,0,0,0,0,0,0,0,0,0,0,0
10399,r575,All states and outlying areas -> New York -> Albany Medical C.,All states and outlying areas,New York,Albany Medical C.,3,10991,0,0,0,0,0,408,0,408,0,5,0
10399,r576,All states and outlying areas -> New York -> Albert Einstein C. Medicine,All states and outlying areas,New York,Albert Einstein C. Medicine,3,180903,0,0,0,0,0,5951,0,5951,0,0,0
10399,r577,All states and outlying areas -> New York -> Alfred U.,All states and outlying areas,New York,Alfred U.,3,278,0,0,0,0,0,188,188,0,0,90,0
10399,r578,All states and outlying areas -> New York -> Bank Street C. Education,All states and outlying areas,New York,Bank Street C. Education,3,1,0,0,0,0,0,0,0,0,0,0,0
10399,r579,All states and outlying areas -> New York -> Bard C.,All states and outlying areas,New York,Bard C.,3,90,0,0,0,0,0,0,0,0,0,0,0
10399,r580,All states and outlying areas -> New York -> Barnard C.,All states and outlying areas,New York,Barnard C.,3,3409,0,0,0,0,0,0,0,0,0,0,0
10399,r581,All states and outlying areas -> New York -> C. Mount Saint Vincent,All states and outlying areas,New York,C. Mount Saint Vincent,3,183,0,0,0,0,0,0,0,0,0,0,0
10399,r582,All states and outlying areas -> New York -> Canisius C.,All states and outlying areas,New York,Canisius C.,3,175,0,0,0,0,0,0,0,0,0,175,0
10399,r583,All states and outlying areas -> New York -> Clarkson U.,All states and outlying areas,New York,Clarkson U.,3,5271,0,0,0,0,291,1446,705,741,0,1557,0
10399,r584,All states and outlying areas -> New York -> Cold Spring Harbor Laboratory,All states and outlying areas,New York,Cold Spring Harbor Laboratory,3,53668,0,0,0,0,0,864,0,864,0,0,0
10399,r585,All states and outlying areas -> New York -> Colgate U.,All states and outlying areas,New York,Colgate U.,3,1057,0,0,0,0,0,0,0,0,0,0,0
10399,r586,All states and outlying areas -> New York -> Columbia U. in the City of New York,All states and outlying areas,New York,Columbia U. in the City of New York,3,761354,0,0,0,0,3150,31013,18690,12323,0,17408,330
10399,r587,"All states and outlying areas -> New York -> Cornell U., Ithaca",All states and outlying areas,New York,"Cornell U., Ithaca",3,497611,0,0,0,0,914,46118,29302,16816,0,23767,986
10399,r588,"All states and outlying areas -> New York -> CUNY, Baruch C.",All states and outlying areas,New York,"CUNY, Baruch C.",3,1387,0,0,0,0,0,0,0,0,0,0,0
10399,r589,"All states and outlying areas -> New York -> CUNY, Borough of Manhattan Community C.",All states and outlying areas,New York,"CUNY, Borough of Manhattan Community C.",3,1574,0,0,0,0,0,0,0,0,0,0,0
10399,r590,"All states and outlying areas -> New York -> CUNY, Bronx Community C.",All states and outlying areas,New York,"CUNY, Bronx Community C.",3,157,0,0,0,0,0,0,0,0,0,0,0
10399,r591,"All states and outlying areas -> New York -> CUNY, Brooklyn C.",All states and outlying areas,New York,"CUNY, Brooklyn C.",3,5151,0,0,0,0,0,0,0,0,0,0,0
10399,r592,"All states and outlying areas -> New York -> CUNY, C. Staten Island",All states and outlying areas,New York,"CUNY, C. Staten Island",3,4032,0,0,0,0,0,0,0,0,0,0,0
10399,r593,"All states and outlying areas -> New York -> CUNY, City C.",All states and outlying areas,New York,"CUNY, City C.",3,17347,0,0,0,0,0,787,787,0,0,0,0
10399,r594,"All states and outlying areas -> New York -> CUNY, Graduate Center",All states and outlying areas,New York,"CUNY, Graduate Center",3,716,0,0,0,0,0,0,0,0,0,0,0
10399,r595,"All states and outlying areas -> New York -> CUNY, Hunter C.",All states and outlying areas,New York,"CUNY, Hunter C.",3,17463,0,0,0,0,0,0,0,0,0,0,0
10399,r596,"All states and outlying areas -> New York -> CUNY, John Jay C. Criminal Justice",All states and outlying areas,New York,"CUNY, John Jay C. Criminal Justice",3,3223,0,0,0,0,0,0,0,0,0,0,0
10399,r597,"All states and outlying areas -> New York -> CUNY, Lehman C.",All states and outlying areas,New York,"CUNY, Lehman C.",3,1940,0,0,0,0,0,0,0,0,0,0,0
10399,r598,"All states and outlying areas -> New York -> CUNY, Medgar Evers C.",All states and outlying areas,New York,"CUNY, Medgar Evers C.",3,696,0,0,0,0,0,0,0,0,0,0,0
10399,r599,"All states and outlying areas -> New York -> CUNY, New York City C. Technology",All states and outlying areas,New York,"CUNY, New York City C. Technology",3,50,0,0,0,0,0,0,0,0,0,0,0
10399,r600,"All states and outlying areas -> New York -> CUNY, Queens C.",All states and outlying areas,New York,"CUNY, Queens C.",3,4866,0,0,0,0,0,0,0,0,0,0,0
10399,r601,"All states and outlying areas -> New York -> CUNY, Queensborough Community C.",All states and outlying areas,New York,"CUNY, Queensborough Community C.",3,657,0,0,0,0,0,0,0,0,0,0,0
10399,r602,"All states and outlying areas -> New York -> CUNY, system office",All states and outlying areas,New York,"CUNY, system office",3,32780,0,0,0,0,0,12073,12073,0,0,3288,0
10399,r603,All states and outlying areas -> New York -> D'Youville C.,All states and outlying areas,New York,D'Youville C.,3,522,0,0,0,0,0,0,0,0,0,0,0
10399,r604,All states and outlying areas -> New York -> Fordham U.,All states and outlying areas,New York,Fordham U.,3,2597,0,0,0,0,0,0,0,0,0,0,0
10399,r605,All states and outlying areas -> New York -> Hamilton C.,All states and outlying areas,New York,Hamilton C.,3,475,0,0,0,0,0,0,0,0,0,0,0
10399,r606,All states and outlying areas -> New York -> Hartwick C.,All states and outlying areas,New York,Hartwick C.,3,27,0,0,0,0,0,0,0,0,0,0,0
10399,r607,All states and outlying areas -> New York -> Hobart and William Smith Colleges,All states and outlying areas,New York,Hobart and William Smith Colleges,3,596,0,0,0,0,0,0,0,0,0,0,0
10399,r608,All states and outlying areas -> New York -> Hofstra U.,All states and outlying areas,New York,Hofstra U.,3,1346,0,0,0,0,0,0,0,0,0,0,0
10399,r609,All states and outlying areas -> New York -> Icahn School of Medicine at Mount Sinai,All states and outlying areas,New York,Icahn School of Medicine at Mount Sinai,3,436107,0,0,0,0,0,9979,5425,4554,0,0,0
10399,r610,All states and outlying areas -> New York -> Iona C.,All states and outlying areas,New York,Iona C.,3,27,0,0,0,0,0,0,0,0,0,0,0
10399,r611,All states and outlying areas -> New York -> Ithaca C.,All states and outlying areas,New York,Ithaca C.,3,293,0,0,0,0,0,0,0,0,0,0,0
10399,r612,All states and outlying areas -> New York -> Le Moyne C.,All states and outlying areas,New York,Le Moyne C.,3,7,0,0,0,0,0,0,0,0,0,0,0
10399,r613,All states and outlying areas -> New York -> Long Island U.,All states and outlying areas,New York,Long Island U.,3,2916,0,0,0,0,0,0,0,0,0,0,0
10399,r614,All states and outlying areas -> New York -> Manhattan C.,All states and outlying areas,New York,Manhattan C.,3,3,0,0,0,0,0,0,0,0,0,0,0
10399,r615,All states and outlying areas -> New York -> Marist C.,All states and outlying areas,New York,Marist C.,3,346,0,0,0,0,0,0,0,0,0,0,0
10399,r616,All states and outlying areas -> New York -> Mercy C.,All states and outlying areas,New York,Mercy C.,3,1218,0,0,0,0,0,0,0,0,0,0,0
10399,r617,All states and outlying areas -> New York -> Molloy C.,All states and outlying areas,New York,Molloy C.,3,192,0,0,0,0,0,0,0,0,0,0,0
10399,r618,"All states and outlying areas -> New York -> New School, The",All states and outlying areas,New York,"New School, The",3,487,0,0,0,0,0,0,0,0,0,0,0
10399,r619,All states and outlying areas -> New York -> New York Institute of Technology,All states and outlying areas,New York,New York Institute of Technology,3,2222,0,0,0,0,0,0,0,0,0,0,0
10399,r620,All states and outlying areas -> New York -> New York Medical C.,All states and outlying areas,New York,New York Medical C.,3,7998,0,0,0,0,0,1687,0,1687,0,0,0
10399,r621,All states and outlying areas -> New York -> New York Structural Biology Center,All states and outlying areas,New York,New York Structural Biology Center,3,16600,0,0,0,0,0,0,0,0,0,0,0
10399,r622,All states and outlying areas -> New York -> New York U.,All states and outlying areas,New York,New York U.,3,893817,0,0,0,0,400,15056,12709,2346,0,2695,0
10399,r623,"All states and outlying areas -> New York -> Pace U., New York City",All states and outlying areas,New York,"Pace U., New York City",3,1706,0,0,0,0,0,0,0,0,0,845,0
10399,r624,"All states and outlying areas -> New York -> Rensselaer Polytechnic Institute, Troy",All states and outlying areas,New York,"Rensselaer Polytechnic Institute, Troy",3,32758,0,0,0,0,0,5522,5522,0,0,3853,0
10399,r625,All states and outlying areas -> New York -> Rochester Institute of Technology,All states and outlying areas,New York,Rochester Institute of Technology,3,17631,0,0,0,0,0,1657,1657,0,0,0,0
10399,r626,"All states and outlying areas -> New York -> Rockefeller U., The",All states and outlying areas,New York,"Rockefeller U., The",3,71092,0,0,0,0,77,589,589,0,0,0,0
10399,r627,All states and outlying areas -> New York -> Sarah Lawrence C.,All states and outlying areas,New York,Sarah Lawrence C.,3,196,0,0,0,0,0,0,0,0,0,0,0
10399,r628,All states and outlying areas -> New York -> Siena C.,All states and outlying areas,New York,Siena C.,3,325,0,0,0,0,0,0,0,0,0,0,0
10399,r629,All states and outlying areas -> New York -> Skidmore C.,All states and outlying areas,New York,Skidmore C.,3,1328,0,0,0,0,0,0,0,0,0,0,0
10399,r630,"All states and outlying areas -> New York -> St. John's U., New York",All states and outlying areas,New York,"St. John's U., New York",3,1175,0,0,0,0,0,0,0,0,0,0,0
10399,r631,All states and outlying areas -> New York -> St. Lawrence U.,All states and outlying areas,New York,St. Lawrence U.,3,13,0,0,0,0,0,0,0,0,0,0,0
10399,r632,All states and outlying areas -> New York -> State U. New York at Buffalo State C.,All states and outlying areas,New York,State U. New York at Buffalo State C.,3,524,0,0,0,0,0,0,0,0,0,0,0
10399,r633,"All states and outlying areas -> New York -> State U. New York at Geneseo, The",All states and outlying areas,New York,"State U. New York at Geneseo, The",3,500,0,0,0,0,0,0,0,0,0,0,0
10399,r634,All states and outlying areas -> New York -> State U. New York at New Paltz,All states and outlying areas,New York,State U. New York at New Paltz,3,224,0,0,0,0,0,0,0,0,0,0,0
10399,r635,All states and outlying areas -> New York -> State U. New York at Old Westbury,All states and outlying areas,New York,State U. New York at Old Westbury,3,299,0,0,0,0,0,0,0,0,0,0,0
10399,r636,"All states and outlying areas -> New York -> State U. New York at Potsdam, The",All states and outlying areas,New York,"State U. New York at Potsdam, The",3,434,0,0,0,0,0,0,0,0,0,0,0
10399,r637,All states and outlying areas -> New York -> State U. New York C. at Cortland,All states and outlying areas,New York,State U. New York C. at Cortland,3,213,0,0,0,0,0,0,0,0,0,0,0
10399,r638,All states and outlying areas -> New York -> State U. New York C. Environmental Science and Forestry,All states and outlying areas,New York,State U. New York C. Environmental Science and Forestry,3,2077,0,0,0,0,0,0,0,0,0,0,0
10399,r639,All states and outlying areas -> New York -> State U. New York Polytechnic Institute,All states and outlying areas,New York,State U. New York Polytechnic Institute,3,1556,0,0,0,0,0,169,169,0,0,0,0
10399,r640,"All states and outlying areas -> New York -> State U. New York, C. Optometry",All states and outlying areas,New York,"State U. New York, C. Optometry",3,2085,0,0,0,0,0,0,0,0,0,0,0
10399,r641,"All states and outlying areas -> New York -> State U. New York, C. Technology at Canton",All states and outlying areas,New York,"State U. New York, C. Technology at Canton",3,50,0,0,0,0,0,0,0,0,0,0,0
10399,r642,"All states and outlying areas -> New York -> State U. New York, Purchase C.",All states and outlying areas,New York,"State U. New York, Purchase C.",3,288,0,0,0,0,0,0,0,0,0,0,0
10399,r643,"All states and outlying areas -> New York -> State U. New York, Suffolk County Community C., Selden",All states and outlying areas,New York,"State U. New York, Suffolk County Community C., Selden",3,120,0,0,0,0,0,0,0,0,0,0,0
10399,r644,"All states and outlying areas -> New York -> State U. New York, System Office",All states and outlying areas,New York,"State U. New York, System Office",3,103313,0,0,0,0,70,40712,28173,12185,354,23184,161
10399,r645,"All states and outlying areas -> New York -> State U. New York, The, Albany",All states and outlying areas,New York,"State U. New York, The, Albany",3,13634,0,0,0,0,0,0,0,0,0,0,0
10399,r646,"All states and outlying areas -> New York -> State U. New York, The, Plattsburg",All states and outlying areas,New York,"State U. New York, The, Plattsburg",3,271,0,0,0,0,0,0,0,0,0,0,0
10399,r647,"All states and outlying areas -> New York -> State U. New York, The, U. at Buffalo",All states and outlying areas,New York,"State U. New York, The, U. at Buffalo",3,69086,0,0,0,313,0,2660,0,2660,0,0,0
10399,r648,"All states and outlying areas -> New York -> State U. New York, Upstate Medical U.",All states and outlying areas,New York,"State U. New York, Upstate Medical U.",3,22349,0,0,0,0,0,3641,345,3296,0,0,0
10399,r649,All states and outlying areas -> New York -> Stony Brook U.,All states and outlying areas,New York,Stony Brook U.,3,108436,0,0,0,0,878,1585,0,1585,0,0,0
10399,r650,"All states and outlying areas -> New York -> SUNY, Binghamton U.",All states and outlying areas,New York,"SUNY, Binghamton U.",3,16112,0,0,0,0,0,0,0,0,0,0,0
10399,r651,"All states and outlying areas -> New York -> SUNY, C. Brockport, The",All states and outlying areas,New York,"SUNY, C. Brockport, The",3,231,0,0,0,0,0,0,0,0,0,0,0
10399,r652,"All states and outlying areas -> New York -> SUNY, Cobleskill",All states and outlying areas,New York,"SUNY, Cobleskill",3,580,0,0,0,0,0,580,0,0,580,0,0
10399,r653,"All states and outlying areas -> New York -> SUNY, Downstate Health Sciences U.",All states and outlying areas,New York,"SUNY, Downstate Health Sciences U.",3,22290,0,0,0,0,0,1436,0,1436,0,0,0
10399,r654,"All states and outlying areas -> New York -> SUNY, Farmingdale State C.",All states and outlying areas,New York,"SUNY, Farmingdale State C.",3,52,0,0,0,0,0,0,0,0,0,0,0
10399,r655,"All states and outlying areas -> New York -> SUNY, Fashion Institute of Technology",All states and outlying areas,New York,"SUNY, Fashion Institute of Technology",3,175,0,0,0,0,0,0,0,0,0,0,0
10399,r656,"All states and outlying areas -> New York -> SUNY, Monroe Community C.",All states and outlying areas,New York,"SUNY, Monroe Community C.",3,218,0,0,0,0,0,0,0,0,0,0,0
10399,r657,"All states and outlying areas -> New York -> SUNY, Westchester Community C.",All states and outlying areas,New York,"SUNY, Westchester Community C.",3,48,0,0,0,0,0,0,0,0,0,0,0
10399,r658,"All states and outlying areas -> New York -> Syracuse U., Syracuse",All states and outlying areas,New York,"Syracuse U., Syracuse",3,26020,0,0,0,0,0,411,156,0,255,2020,0
10399,r659,"All states and outlying areas -> New York -> Teachers C., Columbia U.",All states and outlying areas,New York,"Teachers C., Columbia U.",3,4360,0,0,0,0,0,0,0,0,0,0,0
10399,r660,All states and outlying areas -> New York -> Touro C. and U. System,All states and outlying areas,New York,Touro C. and U. System,3,275,0,0,0,0,0,0,0,0,0,0,0
10399,r661,All states and outlying areas -> New York -> U. Rochester,All states and outlying areas,New York,U. Rochester,3,199608,0,0,0,0,0,7087,6480,385,222,7942,0
10399,r662,All states and outlying areas -> New York -> U.S. Merchant Marine Academy,All states and outlying areas,New York,U.S. Merchant Marine Academy,3,82,0,0,0,0,0,82,82,0,0,0,0
10399,r663,All states and outlying areas -> New York -> U.S. Military Academy,All states and outlying areas,New York,U.S. Military Academy,3,1200,0,0,0,0,0,1200,831,369,0,0,0
10399,r664,"All states and outlying areas -> New York -> Union C., Schenectady",All states and outlying areas,New York,"Union C., Schenectady",3,723,0,0,0,0,0,0,0,0,0,0,0
10399,r665,All states and outlying areas -> New York -> Vassar C.,All states and outlying areas,New York,Vassar C.,3,1135,0,0,0,0,0,0,0,0,0,0,0
10399,r666,All states and outlying areas -> New York -> Yeshiva U.,All states and outlying areas,New York,Yeshiva U.,3,126,0,0,0,0,0,0,0,0,0,0,0
10399,r667,"All states and outlying areas -> New York -> York C., City U. New York",All states and outlying areas,New York,"York C., City U. New York",3,383,0,0,0,0,0,0,0,0,0,0,0
10399,r668,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,,2,1750467,500,0,0,5217,3938,89259,38612,50302,345,38410,686
10399,r669,All states and outlying areas -> North Carolina -> Appalachian State U.,All states and outlying areas,North Carolina,Appalachian State U.,3,7847,0,0,0,0,0,256,0,256,0,0,0
10399,r670,"All states and outlying areas -> North Carolina -> Bennett C., Greensboro",All states and outlying areas,North Carolina,"Bennett C., Greensboro",3,275,0,0,0,0,0,275,275,0,0,0,0
10399,r671,All states and outlying areas -> North Carolina -> Davidson C.,All states and outlying areas,North Carolina,Davidson C.,3,947,0,0,0,0,0,0,0,0,0,0,0
10399,r672,All states and outlying areas -> North Carolina -> Duke U.,All states and outlying areas,North Carolina,Duke U.,3,810504,0,0,0,5217,122,43488,12421,30766,301,9356,0
10399,r673,All states and outlying areas -> North Carolina -> Durham Technical Community C.,All states and outlying areas,North Carolina,Durham Technical Community C.,3,58,0,0,0,0,0,0,0,0,0,0,0
10399,r674,All states and outlying areas -> North Carolina -> East Carolina U.,All states and outlying areas,North Carolina,East Carolina U.,3,20519,0,0,0,0,0,863,863,0,0,0,25
10399,r675,All states and outlying areas -> North Carolina -> Elizabeth City State U.,All states and outlying areas,North Carolina,Elizabeth City State U.,3,383,0,0,0,0,0,178,178,0,0,0,0
10399,r676,All states and outlying areas -> North Carolina -> Elon U.,All states and outlying areas,North Carolina,Elon U.,3,443,0,0,0,0,0,0,0,0,0,0,0
10399,r677,All states and outlying areas -> North Carolina -> Fayetteville State U.,All states and outlying areas,North Carolina,Fayetteville State U.,3,1156,0,0,0,0,0,0,0,0,0,0,0
10399,r678,All states and outlying areas -> North Carolina -> Forsyth Technical Community C.,All states and outlying areas,North Carolina,Forsyth Technical Community C.,3,65,0,0,0,0,0,0,0,0,0,0,0
10399,r679,All states and outlying areas -> North Carolina -> High Point U.,All states and outlying areas,North Carolina,High Point U.,3,276,0,0,0,0,0,0,0,0,0,0,0
10399,r680,All states and outlying areas -> North Carolina -> Johnson C. Smith U.,All states and outlying areas,North Carolina,Johnson C. Smith U.,3,239,0,0,0,0,0,0,0,0,0,0,0
10399,r681,All states and outlying areas -> North Carolina -> Livingstone C.,All states and outlying areas,North Carolina,Livingstone C.,3,341,0,0,0,0,0,0,0,0,0,0,0
10399,r682,All states and outlying areas -> North Carolina -> Meredith C.,All states and outlying areas,North Carolina,Meredith C.,3,354,0,0,0,0,0,0,0,0,0,0,0
10399,r683,All states and outlying areas -> North Carolina -> North Carolina Agricultural and Technical State U.,All states and outlying areas,North Carolina,North Carolina Agricultural and Technical State U.,3,25785,0,0,0,0,0,1031,1031,0,0,592,0
10399,r684,All states and outlying areas -> North Carolina -> North Carolina Central U.,All states and outlying areas,North Carolina,North Carolina Central U.,3,14002,0,0,0,0,0,600,600,0,0,268,0
10399,r685,All states and outlying areas -> North Carolina -> North Carolina State U.,All states and outlying areas,North Carolina,North Carolina State U.,3,158413,0,0,0,0,3463,12251,11747,484,20,12682,601
10399,r686,All states and outlying areas -> North Carolina -> Robeson Community C.,All states and outlying areas,North Carolina,Robeson Community C.,3,60,0,0,0,0,0,0,0,0,0,0,0
10399,r687,"All states and outlying areas -> North Carolina -> U. North Carolina, General Administration",All states and outlying areas,North Carolina,"U. North Carolina, General Administration",3,2413,0,0,0,0,0,2217,2217,0,0,0,0
10399,r688,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Asheville",All states and outlying areas,North Carolina,"U. North Carolina, The, Asheville",3,477,0,0,0,0,0,0,0,0,0,0,0
10399,r689,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Chapel Hill",All states and outlying areas,North Carolina,"U. North Carolina, The, Chapel Hill",3,541555,500,0,0,0,0,20393,7248,13145,0,11083,20
10399,r690,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Charlotte",All states and outlying areas,North Carolina,"U. North Carolina, The, Charlotte",3,18134,0,0,0,0,0,720,412,307,0,4429,0
10399,r691,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Greensboro",All states and outlying areas,North Carolina,"U. North Carolina, The, Greensboro",3,10836,0,0,0,0,199,25,0,0,25,0,0
10399,r692,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Pembroke",All states and outlying areas,North Carolina,"U. North Carolina, The, Pembroke",3,817,0,0,0,0,0,571,571,0,0,0,0
