table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10839,r001,All agencies,All agencies,,,,,1,6520860,2137729,2408808,1144004,632532,190305,7157,324
10839,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10839,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,58275,58275,0,0,0,0,0,0
10839,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,42000,42000,0,0,0,0,0,0
10839,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,16275,16275,0,0,0,0,0,0
10839,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1252736,1252736,0,0,0,0,0,0
10839,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,198424,198424,0,0,0,0,0,0
10839,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,1052812,1052812,0,0,0,0,0,0
10839,r009,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,1500,1500,0,0,0,0,0,0
10839,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,356552,296681,0,59871,0,0,0,0
10839,r011,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,269778,232481,0,37296,0,0,0,0
10839,r012,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,75905,56246,0,19659,0,0,0,0
10839,r013,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,10869,7954,0,2916,0,0,0,0
10839,r014,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,3479651,138387,2375233,950042,8050,783,7157,0
10839,r015,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,66078,0,66078,0,0,0,0,0
10839,r016,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,25200,25200,0,0,0,0,0,0
10839,r017,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1364110,110443,295863,948979,8043,783,0,0
10839,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,763313,110443,272289,371756,8043,783,0,0
10839,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,577223,0,0,577223,0,0,0,0
10839,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,23574,0,23574,0,0,0,0,0
10839,r021,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,517551,2744,511680,1063,7,0,2057,0
10839,r022,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,1506712,0,1501612,0,0,0,5100,0
10839,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,406694,175558,0,0,222865,8271,0,0
