table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4339,r001,All systems,All systems,,1,-,16034363.1,199569.1,1818989.8,690555.1,102790.6,2784.3,8845268.6,494885.6,2956489.6,726960.3,196070.1
4339,r002,All systems -> U. California System,All systems,U. California System,2,1,3179367.5,9712.4,264332.9,116920.9,9370.1,317.1,2177340.5,72291.9,445523.0,67114.2,16444.5
4339,r003,All systems -> U. Texas System,All systems,U. Texas System,2,2,1232052.0,9335.4,190246.2,24888.2,6918.2,0.0,805005.7,16412.6,168848.8,3733.8,6663.1
4339,r004,All systems -> U. System of Georgia,All systems,U. System of Georgia,2,3,905838.0,7348.5,483779.7,21613.9,3875.1,0.0,196703.1,12702.2,136344.1,38273.4,5198.2
4339,r005,All systems -> U. North Carolina System,All systems,U. North Carolina System,2,4,869300.2,7546.2,34914.3,18774.3,8689.6,0.0,574823.5,2962.8,139607.3,67844.9,14137.3
4339,r006,All systems -> State U. System of Florida,All systems,State U. System of Florida,2,5,759967.5,6771.7,60287.7,32360.3,15271.6,0.0,356452.7,16841.4,197680.4,52866.7,21435.1
4339,r007,All systems -> Columbia U. System,All systems,Columbia U. System,2,6,694973.6,2893.5,36625.1,13163.9,1566.4,317.1,531205.0,16659.0,92060.3,200.0,283.4
4339,r008,All systems -> U. System of Ohio,All systems,U. System of Ohio,2,7,569001.2,2614.0,57482.5,22710.6,4679.5,0.0,323526.6,10446.3,108791.0,31611.6,7139.0
4339,r009,All systems -> U. Wisconsin System,All systems,U. Wisconsin System,2,8,556314.0,4083.5,23501.3,57051.4,3195.0,0.0,306993.1,11974.7,106564.5,38975.6,3974.9
4339,r010,All systems -> U. Colorado System,All systems,U. Colorado System,2,9,550289.3,56123.8,36390.9,14589.8,894.0,0.0,289692.4,53859.7,96059.5,1739.4,939.6
4339,r011,All systems -> Utah System of Higher Education,All systems,Utah System of Higher Education,2,10,530147.0,440.4,118046.7,135626.4,970.8,0.0,209910.0,12021.3,43241.8,8891.9,997.7
4339,r012,All systems -> U. System of Maryland,All systems,U. System of Maryland,2,11,503350.5,23291.0,46577.4,10593.0,2676.7,0.0,252301.9,69034.3,70645.1,25526.3,2704.9
4339,r013,All systems -> U. Illinois System,All systems,U. Illinois System,2,12,499314.9,902.9,45171.7,44328.1,2079.1,0.0,230596.3,9843.4,140724.0,18582.3,7087.0
4339,r014,All systems -> Arizona U. System,All systems,Arizona U. System,2,13,479998.6,1650.6,40541.8,22409.8,4416.3,2150.0,207008.8,61158.7,122718.1,12808.2,5136.3
4339,r015,All systems -> U. Minnesota System,All systems,U. Minnesota System,2,14,467132.2,1741.0,23407.4,17600.3,5107.3,0.0,300274.3,4167.2,70737.9,43170.3,926.4
4339,r016,All systems -> U. Alabama System,All systems,U. Alabama System,2,15,438280.4,217.1,49068.3,4474.2,343.6,0.0,340807.3,12338.8,29978.6,15.0,1037.5
4339,r017,All systems -> SUNY System,All systems,SUNY System,2,16,340611.9,7609.0,14966.9,11302.7,1379.6,0.0,194453.7,4003.0,103662.4,1645.9,1588.7
4339,r018,All systems -> Texas A&M U. System,All systems,Texas A&M U. System,2,17,331578.2,2992.0,33117.4,26849.2,2771.7,0.0,68179.6,10495.4,120859.4,53393.4,12920.1
4339,r019,All systems -> Indiana U. System,All systems,Indiana U. System,2,18,311916.6,350.0,7750.0,5508.5,829.0,0.0,238986.5,609.4,56459.3,967.0,456.8
4339,r020,All systems -> Massachusetts Public Higher Education System,All systems,Massachusetts Public Higher Education System,2,19,297296.1,290.0,21713.1,8231.8,1234.6,0.0,198895.7,3997.7,52472.7,7634.4,2826.1
4339,r021,All systems -> Kansas Board of Regents,All systems,Kansas Board of Regents,2,20,254562.5,904.0,37757.0,8740.4,9863.8,0.0,112340.0,2172.9,37234.0,31210.7,14339.6
4339,r022,All systems -> U. Nebraska System,All systems,U. Nebraska System,2,21,209078.0,1466.5,20952.8,7083.3,3700.2,0.0,116165.6,0.0,39569.0,14411.0,5729.6
4339,r023,All systems -> U. Hawaii System,All systems,U. Hawaii System,2,22,171730.8,0.0,36136.6,5528.2,0.0,0.0,55102.6,22669.6,45426.9,5399.1,1467.9
4339,r024,All systems -> California State U. System,All systems,California State U. System,2,23,167337.5,443.6,9986.3,1590.0,1842.9,0.0,66047.5,12861.2,66300.1,3539.8,4726.2
4339,r025,All systems -> U. Missouri System,All systems,U. Missouri System,2,24,135506.2,0.0,13144.9,3572.9,3957.8,0.0,69620.2,658.4,22313.3,17961.5,4277.2
4339,r026,All systems -> Colorado State U. System,All systems,Colorado State U. System,2,25,134504.8,11136.4,16201.3,6266.5,0.0,0.0,37194.8,6351.9,27075.2,25832.5,4446.2
4339,r027,All systems -> U. Tennessee System,All systems,U. Tennessee System,2,26,122127.7,2152.2,9101.0,11812.1,875.1,0.0,49665.0,4686.2,27389.2,14326.6,2120.5
4339,r028,All systems -> Louisiana State U. System,All systems,Louisiana State U. System,2,27,116803.6,3056.5,2921.4,2433.0,0.0,0.0,72655.5,1058.2,15935.5,13286.1,5457.4
4339,r029,All systems -> U. Alaska System,All systems,U. Alaska System,2,28,115382.4,3363.1,9883.8,3850.0,0.0,0.0,15128.5,14703.7,57748.3,3413.3,7291.7
4339,r030,All systems -> U. Arkansas System,All systems,U. Arkansas System,2,29,111433.2,0.0,12185.6,1020.0,0.0,0.0,47245.6,644.6,17737.0,29739.4,2860.9
4339,r031,All systems -> Montana U. System,All systems,Montana U. System,2,30,96319.1,1023.2,4866.1,3750.8,0.0,0.0,34759.6,5081.9,25674.0,15895.2,5268.4
4339,r032,All systems -> Nevada System of Higher Education,All systems,Nevada System of Higher Education,2,31,91097.7,1310.1,10061.6,3321.6,0.0,0.0,39444.2,1279.5,25352.7,5842.2,4485.7
4339,r033,All systems -> CUNY System,All systems,CUNY System,2,32,84839.3,4187.6,4024.5,1128.4,457.6,0.0,44429.7,1977.3,28475.4,148.7,10.0
4339,r034,All systems -> U. South Carolina System,All systems,U. South Carolina System,2,33,79625.0,1131.8,3431.8,4464.5,642.2,0.0,47020.9,1840.6,20339.3,199.7,554.2
4339,r035,All systems -> U. Puerto Rico System,All systems,U. Puerto Rico System,2,34,71420.5,1547.5,1241.7,0.0,499.9,0.0,47213.2,565.0,13387.4,6965.9,0.0
4339,r036,All systems -> West Virginia Public Colleges and Universities System,All systems,West Virginia Public Colleges and Universities System,2,35,67698.8,751.0,3664.5,4487.4,0.0,0.0,35230.1,1638.0,9621.7,11541.8,764.3
4339,r037,All systems -> U. Maine System,All systems,U. Maine System,2,36,58741.6,5201.3,17860.2,1167.9,0.0,0.0,2888.1,522.1,12924.5,7818.6,10359.0
4339,r038,All systems -> U. Houston System,All systems,U. Houston System,2,37,57820.2,62.3,618.9,3765.6,1970.5,0.0,27229.8,1029.8,23143.4,0.0,0.0
4339,r039,All systems -> U. System of New Hampshire,All systems,U. System of New Hampshire,2,38,44769.2,7667.2,3295.1,1916.7,0.0,0.0,5023.3,8429.2,14008.5,3533.6,895.6
4339,r040,All systems -> North Dakota U. System,All systems,North Dakota U. System,2,39,44211.5,0.0,1195.1,0.0,0.0,0.0,22112.9,297.4,4701.3,10283.9,5620.8
4339,r041,All systems -> U. North Texas System,All systems,U. North Texas System,2,40,42252.8,0.0,3046.9,1570.9,0.0,0.0,30844.7,45.0,6483.3,262.0,0.0
4339,r042,All systems -> South Dakota U. System,All systems,South Dakota U. System,2,41,38901.7,600.0,873.1,306.1,0.0,0.0,9933.7,410.2,14925.0,11198.7,655.0
4339,r043,All systems -> Oklahoma State U. System,All systems,Oklahoma State U. System,2,42,38298.5,282.0,410.3,2443.5,0.0,0.0,10385.0,2836.6,9954.9,10552.4,1433.8
4339,r044,All systems -> Texas Tech U. System,All systems,Texas Tech U. System,2,43,35974.6,1558.7,2472.8,867.7,0.0,0.0,16874.7,1007.7,11126.3,2066.7,0.0
4339,r045,All systems -> U. Louisiana System,All systems,U. Louisiana System,2,44,14112.0,0.0,1110.0,0.0,0.0,0.0,5492.2,100.0,5845.6,364.2,1200.0
4339,r046,All systems -> California Community Colleges,All systems,California Community Colleges,2,45,12328.3,0.0,0.0,75.0,0.0,0.0,0.0,0.0,12253.3,0.0,0.0
4339,r047,All systems -> Southern Illinois U. System,All systems,Southern Illinois U. System,2,46,12076.1,15.2,1848.0,395.3,0.0,0.0,5783.1,0.0,3705.6,277.5,51.4
4339,r048,All systems -> Texas State U. System,All systems,Texas State U. System,2,47,10881.6,87.3,922.2,0.0,345.6,0.0,2948.9,134.5,5634.9,808.2,0.0
4339,r049,All systems -> Minnesota State Colleges and Universities System,All systems,Minnesota State Colleges and Universities System,2,48,9611.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9173.3,437.8,0.0
4339,r050,All systems -> Florida C. System,All systems,Florida C. System,2,49,9274.7,0.0,0.0,0.0,250.0,0.0,647.8,0.0,8376.9,0.0,0.0
4339,r051,All systems -> Touro C. and U. System,All systems,Touro C. and U. System,2,50,8835.9,0.0,0.0,0.0,0.0,0.0,8741.3,0.0,94.7,0.0,0.0
4339,r052,All systems -> Southern U. System,All systems,Southern U. System,2,51,7244.2,0.0,699.1,0.0,499.9,0.0,0.0,0.0,2345.6,3699.5,0.0
4339,r053,All systems -> Washington State Community and Technical Colleges,All systems,Washington State Community and Technical Colleges,2,52,6653.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6046.4,607.3,0.0
4339,r054,All systems -> Connecticut Board of Regents for Higher Education,All systems,Connecticut Board of Regents for Higher Education,2,53,5382.6,2122.9,0.0,0.0,0.0,0.0,465.5,64.3,2660.5,0.0,69.5
4339,r055,All systems -> Claremont Colleges System,All systems,Claremont Colleges System,2,54,5217.0,0.0,50.4,0.0,0.0,0.0,1698.5,0.0,3468.1,0.0,0.0
4339,r056,All systems -> Colorado Community C. System,All systems,Colorado Community C. System,2,55,3251.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3251.3,0.0,0.0
4339,r057,All systems -> Pennsylvania State System of Higher Education,All systems,Pennsylvania State System of Higher Education,2,56,3224.9,0.0,0.0,0.0,0.0,0.0,371.2,0.0,2853.6,0.0,0.0
4339,r058,All systems -> South Carolina Technical C. System,All systems,South Carolina Technical C. System,2,57,2472.4,0.0,497.8,0.0,0.0,0.0,0.0,0.0,1974.6,0.0,0.0
4339,r059,All systems -> Illinois Community C. System,All systems,Illinois Community C. System,2,58,2238.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.7,0.0,0.0
4339,r060,All systems -> Virginia Community C. System,All systems,Virginia Community C. System,2,59,2232.2,1881.2,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0
4339,r061,All systems -> Ana G. Mendez U. System,All systems,Ana G. Mendez U. System,2,60,2207.4,0.0,0.0,0.0,499.9,0.0,1141.5,0.0,407.0,159.0,0.0
4339,r062,All systems -> Inter American U. Puerto Rico System,All systems,Inter American U. Puerto Rico System,2,61,1961.5,0.0,607.9,0.0,243.4,0.0,0.0,0.0,1110.2,0.0,0.0
4339,r063,All systems -> Louisiana Community and Technical C. System,All systems,Louisiana Community and Technical C. System,2,62,1852.6,1103.6,0.0,0.0,459.0,0.0,0.0,0.0,290.0,0.0,0.0
4339,r064,All systems -> North Carolina Community C. System,All systems,North Carolina Community C. System,2,63,1038.9,32.6,0.0,0.0,0.0,0.0,0.0,0.0,1006.3,0.0,0.0
4339,r065,All systems -> Alabama Community C. System,All systems,Alabama Community C. System,2,64,804.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.3,0.0,0.0
4339,r066,All systems -> Kentucky Community and Technical C. System,All systems,Kentucky Community and Technical C. System,2,65,774.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.9,0.0,0.0
4339,r067,All systems -> Mississippi Community C. Board,All systems,Mississippi Community C. Board,2,66,687.6,0.0,0.0,0.0,250.0,0.0,0.0,0.0,437.6,0.0,0.0
4339,r068,All systems -> Vermont State Colleges System,All systems,Vermont State Colleges System,2,67,568.8,568.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4339,r069,All systems -> Arkansas State U. System,All systems,Arkansas State U. System,2,68,560.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,183.0,88.7
4339,r070,All systems -> Tennessee Board of Regents System,All systems,Tennessee Board of Regents System,2,69,464.4,0.0,0.0,0.0,164.6,0.0,0.0,0.0,299.8,0.0,0.0
4339,r071,All systems -> Nebraska Community C. System,All systems,Nebraska Community C. System,2,70,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0
4339,r072,All systems -> Community C. System of New Hampshire,All systems,Community C. System of New Hampshire,2,71,299.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.5,0.0,0.0
4339,r073,All systems -> Regional U. System of Oklahoma,All systems,Regional U. System of Oklahoma,2,72,266.6,0.0,0.0,0.0,0.0,0.0,266.6,0.0,0.0,0.0,0.0
4339,r074,All systems -> Maricopa Community Colleges,All systems,Maricopa Community Colleges,2,73,162.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.3,0.0,0.0
4339,r075,All systems -> Concordia U. System,All systems,Concordia U. System,2,74,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
