table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7895,r001,All states,All states,,1,"['15,391', '&nbsp;']","['5,600,668', '&nbsp;']","['9,892', '&nbsp;']","['2,514,365', '&nbsp;']","['5,501', '&nbsp;']","['3,086,303', '&nbsp;']"
7895,r002,All states -> Alabama,All states,Alabama,2,"['131', '&nbsp;']","['59,496', '&nbsp;']","['107', 'r']","['48,147', 'r']","['25', '&nbsp;']","['11,349', '&nbsp;']"
7895,r003,All states -> Alaska,All states,Alaska,2,"['4', '&nbsp;']","['281', '&nbsp;']","['2', '&nbsp;']","['179', '&nbsp;']","['2', '&nbsp;']","['102', '&nbsp;']"
7895,r004,All states -> Arizona,All states,Arizona,2,"['366', '&nbsp;']","['117,036', '&nbsp;']","['236', '&nbsp;']","['47,643', '&nbsp;']","['129', '&nbsp;']","['69,393', '&nbsp;']"
7895,r005,All states -> Arkansas,All states,Arkansas,2,"['32', '&nbsp;']","['13,506', '&nbsp;']","['24', '&nbsp;']","['10,856', 'r']","['8', 'r']","['2,650', 'r']"
7895,r006,All states -> California,All states,California,2,"['4,409', '&nbsp;']","['1,758,934', '&nbsp;']","['2,886', '&nbsp;']","['778,010', '&nbsp;']","['1,524', '&nbsp;']","['980,924', '&nbsp;']"
7895,r007,All states -> Colorado,All states,Colorado,2,"['611', '&nbsp;']","['163,113', '&nbsp;']","['400', '&nbsp;']","['64,753', '&nbsp;']","['210', '&nbsp;']","['98,361', '&nbsp;']"
7895,r008,All states -> Connecticut,All states,Connecticut,2,"['269', '&nbsp;']","['65,202', '&nbsp;']","['155', '&nbsp;']","['33,869', '&nbsp;']","['116', '&nbsp;']","['31,333', '&nbsp;']"
7895,r009,All states -> Delaware,All states,Delaware,2,"['136', '&nbsp;']","['51,109', '&nbsp;']","['79', '&nbsp;']","['21,356', '&nbsp;']","['58', '&nbsp;']","['29,752', '&nbsp;']"
7895,r010,All states -> District of Columbia,All states,District of Columbia,2,"['26', '&nbsp;']","['9,259', '&nbsp;']","['17', '&nbsp;']","['4,985', '&nbsp;']","['10', '&nbsp;']","['4,274', '&nbsp;']"
7895,r011,All states -> Florida,All states,Florida,2,"['654', '&nbsp;']","['189,261', '&nbsp;']","['370', '&nbsp;']","['71,399', '&nbsp;']","['286', '&nbsp;']","['117,862', '&nbsp;']"
7895,r012,All states -> Georgia,All states,Georgia,2,"['313', '&nbsp;']","['84,661', '&nbsp;']","['252', '&nbsp;']","['70,881', '&nbsp;']","['62', '&nbsp;']","['13,780', '&nbsp;']"
7895,r013,All states -> Hawaii,All states,Hawaii,2,"['8', '&nbsp;']","['2,738', '&nbsp;']","['4', '&nbsp;']","['1,092', '&nbsp;']","['5', '&nbsp;']","['1,645', '&nbsp;']"
7895,r014,All states -> Idaho,All states,Idaho,2,"['54', '&nbsp;']","['11,838', '&nbsp;']","['38', '&nbsp;']","['4,235', '&nbsp;']","['18', '&nbsp;']","['7,603', '&nbsp;']"
7895,r015,All states -> Illinois,All states,Illinois,2,"['455', '&nbsp;']","['166,995', '&nbsp;']","['257', '&nbsp;']","['49,076', '&nbsp;']","['199', '&nbsp;']","['117,918', '&nbsp;']"
7895,r016,All states -> Indiana,All states,Indiana,2,"['92', '&nbsp;']","['34,136', '&nbsp;']","['54', '&nbsp;']","['11,173', '&nbsp;']","['38', '&nbsp;']","['22,964', '&nbsp;']"
7895,r017,All states -> Iowa,All states,Iowa,2,"['66', '&nbsp;']","['22,886', '&nbsp;']","['24', '&nbsp;']","['7,862', '&nbsp;']","['43', '&nbsp;']","['15,024', '&nbsp;']"
7895,r018,All states -> Kansas,All states,Kansas,2,"['61', '&nbsp;']","['14,543', '&nbsp;']","['48', '&nbsp;']","['8,641', '&nbsp;']","['14', '&nbsp;']","['5,902', '&nbsp;']"
7895,r019,All states -> Kentucky,All states,Kentucky,2,"['62', '&nbsp;']","['20,542', '&nbsp;']","['37', '&nbsp;']","['9,477', '&nbsp;']","['26', '&nbsp;']","['11,065', '&nbsp;']"
7895,r020,All states -> Louisiana,All states,Louisiana,2,"['78', 'r']","['8,501', '&nbsp;']","['19', '&nbsp;']","['3,329', '&nbsp;']","['59', 'r']","['5,171', '&nbsp;']"
7895,r021,All states -> Maine,All states,Maine,2,"['62', '&nbsp;']","['6,144', '&nbsp;']","['29', 'r']","['3,037', '&nbsp;']","['32', 'r']","['3,108', '&nbsp;']"
7895,r022,All states -> Maryland,All states,Maryland,2,"['413', '&nbsp;']","['176,147', '&nbsp;']","['270', '&nbsp;']","['81,271', '&nbsp;']","['144', '&nbsp;']","['94,876', '&nbsp;']"
7895,r023,All states -> Massachusetts,All states,Massachusetts,2,"['547', '&nbsp;']","['264,522', '&nbsp;']","['345', '&nbsp;']","['118,479', '&nbsp;']","['203', '&nbsp;']","['146,043', '&nbsp;']"
7895,r024,All states -> Michigan,All states,Michigan,2,"['352', '&nbsp;']","['256,524', '&nbsp;']","['247', '&nbsp;']","['96,159', '&nbsp;']","['107', '&nbsp;']","['160,364', 'r']"
7895,r025,All states -> Minnesota,All states,Minnesota,2,"['285', '&nbsp;']","['132,367', 'r']","['222', '&nbsp;']","['70,290', '&nbsp;']","['64', '&nbsp;']","['62,077', 'r']"
7895,r026,All states -> Mississippi,All states,Mississippi,2,"['14', '&nbsp;']","['2,181', '&nbsp;']","['11', '&nbsp;']","['1,802', '&nbsp;']","['2', '&nbsp;']","['379', '&nbsp;']"
7895,r027,All states -> Missouri,All states,Missouri,2,"['157', '&nbsp;']","['28,945', '&nbsp;']","['89', 'r']","['10,672', '&nbsp;']","['67', '&nbsp;']","['18,273', '&nbsp;']"
