table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7895,r028,All states -> Montana,All states,Montana,2,"['60', '&nbsp;']","['14,946', '&nbsp;']","['36', '&nbsp;']","['9,597', '&nbsp;']","['23', '&nbsp;']","['5,350', 'r']"
7895,r029,All states -> Nebraska,All states,Nebraska,2,"['85', 'r']","['12,366', 'r']","['69', 'r']","['7,256', 'r']","['16', '&nbsp;']","['5,109', '&nbsp;']"
7895,r030,All states -> Nevada,All states,Nevada,2,"['124', '&nbsp;']","['29,501', '&nbsp;']","['85', '&nbsp;']","['19,413', '&nbsp;']","['38', '&nbsp;']","['10,088', '&nbsp;']"
7895,r031,All states -> New Hampshire,All states,New Hampshire,2,"['109', 'r']","['33,704', '&nbsp;']","['76', 'r']","['11,799', '&nbsp;']","['32', '&nbsp;']","['21,904', '&nbsp;']"
7895,r032,All states -> New Jersey,All states,New Jersey,2,"['370', '&nbsp;']","['167,115', '&nbsp;']","['299', '&nbsp;']","['118,562', '&nbsp;']","['72', '&nbsp;']","['48,553', '&nbsp;']"
7895,r033,All states -> New Mexico,All states,New Mexico,2,"['60', '&nbsp;']","['26,965', '&nbsp;']","['43', '&nbsp;']","['9,612', '&nbsp;']","['16', '&nbsp;']","['17,353', 'r']"
7895,r034,All states -> New York,All states,New York,2,"['880', '&nbsp;']","['342,484', '&nbsp;']","['539', '&nbsp;']","['88,843', '&nbsp;']","['340', '&nbsp;']","['253,641', '&nbsp;']"
7895,r035,All states -> North Carolina,All states,North Carolina,2,"['368', '&nbsp;']","['104,465', '&nbsp;']","['193', '&nbsp;']","['31,689', '&nbsp;']","['175', '&nbsp;']","['72,776', '&nbsp;']"
7895,r036,All states -> North Dakota,All states,North Dakota,2,"['14', '&nbsp;']","['5,470', '&nbsp;']","['8', '&nbsp;']","['947', '&nbsp;']","['8', '&nbsp;']","['4,523', 'r']"
7895,r037,All states -> Ohio,All states,Ohio,2,"['419', '&nbsp;']","['84,892', '&nbsp;']","['218', '&nbsp;']","['45,322', '&nbsp;']","['202', '&nbsp;']","['39,571', '&nbsp;']"
7895,r038,All states -> Oklahoma,All states,Oklahoma,2,"['63', '&nbsp;']","['18,295', '&nbsp;']","['33', '&nbsp;']","['5,004', '&nbsp;']","['29', '&nbsp;']","['13,291', '&nbsp;']"
7895,r039,All states -> Oregon,All states,Oregon,2,"['244', '&nbsp;']","['89,673', '&nbsp;']","['161', '&nbsp;']","['42,322', '&nbsp;']","['84', '&nbsp;']","['47,352', '&nbsp;']"
7895,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['421', '&nbsp;']","['154,531', '&nbsp;']","['241', '&nbsp;']","['77,340', '&nbsp;']","['181', '&nbsp;']","['77,191', '&nbsp;']"
7895,r041,All states -> Rhode Island,All states,Rhode Island,2,"['34', '&nbsp;']","['8,602', 'r']","['27', '&nbsp;']","['6,737', 'r']","['7', 'r']","['1,865', 'r']"
7895,r042,All states -> South Carolina,All states,South Carolina,2,"['82', '&nbsp;']","['20,519', '&nbsp;']","['68', '&nbsp;']","['12,421', '&nbsp;']","['15', '&nbsp;']","['8,098', '&nbsp;']"
7895,r043,All states -> South Dakota,All states,South Dakota,2,"['24', 'r']","['68,641', 'r']","['10', 'r']","['643', 'r']","['13', 'r']","['67,997', 'r']"
7895,r044,All states -> Tennessee,All states,Tennessee,2,"['177', '&nbsp;']","['34,312', '&nbsp;']","['114', 'r']","['14,797', 'r']","['64', '&nbsp;']","['19,515', '&nbsp;']"
7895,r045,All states -> Texas,All states,Texas,2,"['660', '&nbsp;']","['171,867', '&nbsp;']","['534', '&nbsp;']","['136,462', '&nbsp;']","['125', '&nbsp;']","['35,404', '&nbsp;']"
7895,r046,All states -> Utah,All states,Utah,2,"['161', '&nbsp;']","['59,722', '&nbsp;']","['103', '&nbsp;']","['27,911', '&nbsp;']","['56', '&nbsp;']","['31,811', '&nbsp;']"
7895,r047,All states -> Vermont,All states,Vermont,2,"['36', '&nbsp;']","['11,494', '&nbsp;']","['25', 'r']","['6,459', 'r']","['12', '&nbsp;']","['5,035', 'r']"
7895,r048,All states -> Virginia,All states,Virginia,2,"['426', '&nbsp;']","['126,325', '&nbsp;']","['272', '&nbsp;']","['49,646', '&nbsp;']","['153', '&nbsp;']","['76,679', '&nbsp;']"
7895,r049,All states -> Washington,All states,Washington,2,"['560', '&nbsp;']","['220,878', '&nbsp;']","['303', '&nbsp;']","['115,606', '&nbsp;']","['258', '&nbsp;']","['105,272', '&nbsp;']"
7895,r050,All states -> West Virginia,All states,West Virginia,2,"['28', 'r']","['8,575', 'r']","['26', 'r']","['8,468', 'r']","['2', 'r']","['107', 'r']"
7895,r051,All states -> Wisconsin,All states,Wisconsin,2,"['195', '&nbsp;']","['48,893', '&nbsp;']","['158', '&nbsp;']","['31,005', '&nbsp;']","['38', '&nbsp;']","['17,888', '&nbsp;']"
7895,r052,All states -> Wyoming,All states,Wyoming,2,"['44', 'r']","['23,734', 'r']","['20', '&nbsp;']","['1,738', '&nbsp;']","['25', 'r']","['21,996', 'r']"
7895,r053,All states -> Undistributed,All states,Undistributed,2,"['85', 'r']","['51,835', 'r']","['19', '&nbsp;']","['6,093', 'r']","['68', 'r']","['45,742', 'r']"
