table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
8807,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['1,444', '  ']","['1,414', '  ']","['30', '  ']"
8807,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['313', 'i ']","['310', 'i ']","['3', '  ']"
8807,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['2,467', '  ']","['2,120', '  ']","['347', '  ']"
8807,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['2,851', '  ']","['2,601', '  ']","['249', '  ']"
8807,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['22,850', '  ']","['22,751', '  ']","['99', '  ']"
8807,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['7,562', '  ']","['7,552', '  ']","['10', '  ']"
8807,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['2,291', '  ']","['1,463', '  ']","['828', 'i ']"
8807,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['1,643', '  ']","['1,532', '  ']","['111', '  ']"
8807,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['1,285', '  ']","['1,278', '  ']","['7', '  ']"
8807,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['44,105', '  ']","['41,476', '  ']","['2,630', '  ']"
8807,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['3,885', '  ']","['3,637', '  ']","['248', '  ']"
8807,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['8,836', 'i ']","['2,813', '  ']","['6,023', 'i ']"
8807,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['4,375', '  ']","['4,173', '  ']","['202', 'i ']"
8807,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['5,273', '  ']","['4,739', '  ']","['534', '  ']"
8807,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['15,572', '  ']","['13,342', '  ']","['2,231', '  ']"
8807,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['82', '  ']","['82', '  ']","['0', '  ']"
8807,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['7,384', '  ']","['6,160', '  ']","['1,224', '  ']"
8807,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['15,641', '  ']","['4,883', '  ']","['10,759', '  ']"
8807,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['2,038', '  ']","['982', '  ']","['1,056', '  ']"
8807,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['1,742', '  ']","['1,190', '  ']","['552', '  ']"
8807,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['3,327', '  ']","['1,673', '  ']","['1,654', '  ']"
8807,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['239', '  ']","['195', 'i ']","['45', '  ']"
8807,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['964', '  ']","['151', '  ']","['814', '  ']"
8807,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['417', '  ']","['416', '  ']","['* ', '  ']"
8807,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['468', '  ']","['194', '  ']","['273', '  ']"
8807,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['552', '  ']","['516', '  ']","['36', '  ']"
8807,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['539', '  ']","['531', '  ']","['8', '  ']"
8807,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['14,680', '  ']","['14,515', '  ']","['165', '  ']"
8807,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['3,033', '  ']","['2,956', '  ']","['77', '  ']"
8807,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['860', '  ']","['795', '  ']","['65', '  ']"
8807,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['390', '  ']","['376', '  ']","['13', '  ']"
8807,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['36', 'i ']","['34', 'i ']","['3', '  ']"
8807,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['216', '  ']","['215', '  ']","['* ', '  ']"
8807,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['0 - 15,222', 'i ']","['0 - 15,028', 'i ']","['0 - 235', '  ']"
8807,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['4,078', 'i ']","['4,078', 'i ']","['* ', '  ']"
8807,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['923', '  ']","['923', '  ']","['0', '  ']"
8807,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['33', '  ']","['29', '  ']","['3', '  ']"
8807,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['87', '  ']","['87', '  ']","['0', '  ']"
8807,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['23,520', '  ']","['22,866', '  ']","['654', '  ']"
8807,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['81', '  ']","['81', '  ']","['0', '  ']"
8807,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['0 - 15,222', 'i ']","['0 - 15,028', 'i ']","['0 - 235', '  ']"
8807,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['505', '  ']","['500', '  ']","['5', '  ']"
8807,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['2,022', '  ']","['1,966', '  ']","['56', '  ']"
8807,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['385', '  ']","['373', '  ']","['12', '  ']"
8807,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['427', '  ']","['402', '  ']","['25', '  ']"
8807,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['11,083', '  ']","['11,076', '  ']","['7', '  ']"
8807,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['39,367', '  ']","['38,913', '  ']","['453', '  ']"
8807,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['53,214', '  ']","['53,120', '  ']","['94', '  ']"
8807,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['7,932', '  ']","['7,891', '  ']","['41', '  ']"
8807,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,815', '  ']","['1,810', '  ']","['5', '  ']"
8807,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['2,543', '  ']","['2,497', '  ']","['45', '  ']"
8807,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['368', '  ']","['368', '  ']","['0', '  ']"
8807,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['2,766', '  ']","['2,766', '  ']","['0', '  ']"
8807,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['0 - 76', '  ']","['0 - 76', '  ']","['* ', '  ']"
8807,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['2,478', '  ']","['2,478', '  ']","['0', '  ']"
8807,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['4,358', '  ']","['2,479', '  ']","['1,879', '  ']"
8807,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['212', '  ']","['174', '  ']","['38', '  ']"
8807,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['16,759', '  ']","['13,776', '  ']","['2,983', '  ']"
8807,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['2,676', '  ']","['1,914', '  ']","['763', '  ']"
8807,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['691', '  ']","['38', '  ']","['653', '  ']"
8807,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['5,541', '  ']","['1,215', '  ']","['4,326', '  ']"
8807,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['19,456', 'i ']","['5,417', 'i ']","['14,039', 'i ']"
8807,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['180', 'i ']","['121', 'i ']","['59', 'i ']"
8807,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['1,283', 'i ']","['1,278', 'i ']","['5', '  ']"
8807,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,877', '  ']","['1,336', '  ']","['540', '  ']"
8807,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['3 - 56', '  ']","['0 - 52', '  ']","['4', '  ']"
8807,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['3,521', '  ']","['3,498', '  ']","['23', '  ']"
8807,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['0 - 15,222', '  ']","['0 - 15,028', '  ']","['0 - 235', '  ']"
8807,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['235', '  ']","['194', '  ']","['41', '  ']"
8807,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['2,087', '  ']","['1,410', 'i ']","['677', '  ']"
8807,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['93', '  ']","['81', '  ']","['11', '  ']"
8807,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['13 - 15,042', '  ']","['0 - 15,028', '  ']","['14', '  ']"
8807,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['0 - 15,028', '  ']","['0 - 15,028', '  ']","['0', '  ']"
8807,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['0 - 15,028', '  ']","['0 - 15,028', '  ']","['0', '  ']"
8807,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['121', '  ']","['121', '  ']","['* ', '  ']"
8807,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['573', '  ']","['462', '  ']","['111', '  ']"
8807,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
