table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients,field_historically_black_college_or_university
3275,r001,"Female, all institutions","Female, all institutions",,,1,4598,-
3275,r002,"Female, all institutions -> Foreign or unknown institutions","Female, all institutions",Foreign or unknown institutions,,2,699,-
3275,r003,"Female, all institutions -> Top 53 U.S. institutions","Female, all institutions",Top 53 U.S. institutions,,2,1459,-
3275,r004,"Female, all institutions -> Top 53 U.S. institutions -> Spelman C.","Female, all institutions",Top 53 U.S. institutions,Spelman C.,3,113,Yes
3275,r005,"Female, all institutions -> Top 53 U.S. institutions -> Howard U.","Female, all institutions",Top 53 U.S. institutions,Howard U.,3,85,Yes
3275,r006,"Female, all institutions -> Top 53 U.S. institutions -> U. North Carolina, Chapel Hill","Female, all institutions",Top 53 U.S. institutions,"U. North Carolina, Chapel Hill",3,51,No
3275,r007,"Female, all institutions -> Top 53 U.S. institutions -> Hampton U.","Female, all institutions",Top 53 U.S. institutions,Hampton U.,3,50,Yes
3275,r008,"Female, all institutions -> Top 53 U.S. institutions -> North Carolina Agricultural and Technical State U.","Female, all institutions",Top 53 U.S. institutions,North Carolina Agricultural and Technical State U.,3,49,Yes
3275,r009,"Female, all institutions -> Top 53 U.S. institutions -> U. Maryland, Baltimore County","Female, all institutions",Top 53 U.S. institutions,"U. Maryland, Baltimore County",3,47,No
3275,r010,"Female, all institutions -> Top 53 U.S. institutions -> Florida A&M U.","Female, all institutions",Top 53 U.S. institutions,Florida A&M U.,3,45,Yes
3275,r011,"Female, all institutions -> Top 53 U.S. institutions -> U. Florida","Female, all institutions",Top 53 U.S. institutions,U. Florida,3,43,No
3275,r012,"Female, all institutions -> Top 53 U.S. institutions -> U. Maryland, College Park","Female, all institutions",Top 53 U.S. institutions,"U. Maryland, College Park",3,42,No
3275,r013,"Female, all institutions -> Top 53 U.S. institutions -> Jackson State U.","Female, all institutions",Top 53 U.S. institutions,Jackson State U.,3,37,Yes
3275,r014,"Female, all institutions -> Top 53 U.S. institutions -> Xavier U. Louisiana","Female, all institutions",Top 53 U.S. institutions,Xavier U. Louisiana,3,36,Yes
3275,r015,"Female, all institutions -> Top 53 U.S. institutions -> Florida State U.","Female, all institutions",Top 53 U.S. institutions,Florida State U.,3,33,No
3275,r016,"Female, all institutions -> Top 53 U.S. institutions -> Harvard U.","Female, all institutions",Top 53 U.S. institutions,Harvard U.,3,32,No
3275,r017,"Female, all institutions -> Top 53 U.S. institutions -> Southern U. and A&M C., Baton Rouge","Female, all institutions",Top 53 U.S. institutions,"Southern U. and A&M C., Baton Rouge",3,31,Yes
3275,r018,"Female, all institutions -> Top 53 U.S. institutions -> Morgan State U.","Female, all institutions",Top 53 U.S. institutions,Morgan State U.,3,29,Yes
3275,r019,"Female, all institutions -> Top 53 U.S. institutions -> U. Georgia","Female, all institutions",Top 53 U.S. institutions,U. Georgia,3,27,No
3275,r020,"Female, all institutions -> Top 53 U.S. institutions -> Emory U.","Female, all institutions",Top 53 U.S. institutions,Emory U.,3,26,No
3275,r021,"Female, all institutions -> Top 53 U.S. institutions -> Louisiana State U., Baton Rouge","Female, all institutions",Top 53 U.S. institutions,"Louisiana State U., Baton Rouge",3,26,No
3275,r022,"Female, all institutions -> Top 53 U.S. institutions -> U. Illinois, Urbana-Champaign","Female, all institutions",Top 53 U.S. institutions,"U. Illinois, Urbana-Champaign",3,26,No
3275,r023,"Female, all institutions -> Top 53 U.S. institutions -> Yale U.","Female, all institutions",Top 53 U.S. institutions,Yale U.,3,24,No
3275,r024,"Female, all institutions -> Top 53 U.S. institutions -> CUNY, Hunter C.","Female, all institutions",Top 53 U.S. institutions,"CUNY, Hunter C.",3,22,No
3275,r025,"Female, all institutions -> Top 53 U.S. institutions -> Clark Atlanta U.","Female, all institutions",Top 53 U.S. institutions,Clark Atlanta U.,3,22,Yes
3275,r026,"Female, all institutions -> Top 53 U.S. institutions -> North Carolina Central U.","Female, all institutions",Top 53 U.S. institutions,North Carolina Central U.,3,22,Yes
3275,r027,"Female, all institutions -> Top 53 U.S. institutions -> Temple U.","Female, all institutions",Top 53 U.S. institutions,Temple U.,3,22,No
3275,r028,"Female, all institutions -> Top 53 U.S. institutions -> U. Michigan, Ann Arbor","Female, all institutions",Top 53 U.S. institutions,"U. Michigan, Ann Arbor",3,22,No
3275,r029,"Female, all institutions -> Top 53 U.S. institutions -> Brown U.","Female, all institutions",Top 53 U.S. institutions,Brown U.,3,21,No
3275,r030,"Female, all institutions -> Top 53 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Female, all institutions",Top 53 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,21,No
3275,r031,"Female, all institutions -> Top 53 U.S. institutions -> Stanford U.","Female, all institutions",Top 53 U.S. institutions,Stanford U.,3,21,No
3275,r032,"Female, all institutions -> Top 53 U.S. institutions -> Tuskegee U.","Female, all institutions",Top 53 U.S. institutions,Tuskegee U.,3,21,Yes
3275,r033,"Female, all institutions -> Top 53 U.S. institutions -> Georgia State U.","Female, all institutions",Top 53 U.S. institutions,Georgia State U.,3,20,No
3275,r034,"Female, all institutions -> Top 53 U.S. institutions -> New York U.","Female, all institutions",Top 53 U.S. institutions,New York U.,3,20,No
3275,r035,"Female, all institutions -> Top 53 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick","Female, all institutions",Top 53 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,20,No
3275,r036,"Female, all institutions -> Top 53 U.S. institutions -> Duke U.","Female, all institutions",Top 53 U.S. institutions,Duke U.,3,19,No
3275,r037,"Female, all institutions -> Top 53 U.S. institutions -> Florida International U.","Female, all institutions",Top 53 U.S. institutions,Florida International U.,3,19,No
3275,r038,"Female, all institutions -> Top 53 U.S. institutions -> Oakwood U.","Female, all institutions",Top 53 U.S. institutions,Oakwood U.,3,19,Yes
3275,r039,"Female, all institutions -> Top 53 U.S. institutions -> U. Houston","Female, all institutions",Top 53 U.S. institutions,U. Houston,3,19,No
3275,r040,"Female, all institutions -> Top 53 U.S. institutions -> U. Pennsylvania","Female, all institutions",Top 53 U.S. institutions,U. Pennsylvania,3,19,No
3275,r041,"Female, all institutions -> Top 53 U.S. institutions -> U. Southern Mississippi","Female, all institutions",Top 53 U.S. institutions,U. Southern Mississippi,3,19,No
3275,r042,"Female, all institutions -> Top 53 U.S. institutions -> Cornell U.","Female, all institutions",Top 53 U.S. institutions,Cornell U.,3,18,No
3275,r043,"Female, all institutions -> Top 53 U.S. institutions -> Grambling State U.","Female, all institutions",Top 53 U.S. institutions,Grambling State U.,3,18,Yes
3275,r044,"Female, all institutions -> Top 53 U.S. institutions -> Michigan State U.","Female, all institutions",Top 53 U.S. institutions,Michigan State U.,3,18,No
3275,r045,"Female, all institutions -> Top 53 U.S. institutions -> Princeton U.","Female, all institutions",Top 53 U.S. institutions,Princeton U.,3,17,No
3275,r046,"Female, all institutions -> Top 53 U.S. institutions -> Mount Holyoke C.","Female, all institutions",Top 53 U.S. institutions,Mount Holyoke C.,3,16,No
3275,r047,"Female, all institutions -> Top 53 U.S. institutions -> Prairie View A&M U.","Female, all institutions",Top 53 U.S. institutions,Prairie View A&M U.,3,16,Yes
3275,r048,"Female, all institutions -> Top 53 U.S. institutions -> U. Virginia, Charlottesville","Female, all institutions",Top 53 U.S. institutions,"U. Virginia, Charlottesville",3,16,No
3275,r049,"Female, all institutions -> Top 53 U.S. institutions -> Alabama A&M U.","Female, all institutions",Top 53 U.S. institutions,Alabama A&M U.,3,15,Yes
3275,r050,"Female, all institutions -> Top 53 U.S. institutions -> Norfolk State U.","Female, all institutions",Top 53 U.S. institutions,Norfolk State U.,3,15,Yes
3275,r051,"Female, all institutions -> Top 53 U.S. institutions -> North Carolina State U.","Female, all institutions",Top 53 U.S. institutions,North Carolina State U.,3,15,No
3275,r052,"Female, all institutions -> Top 53 U.S. institutions -> SUNY, Stony Brook U.","Female, all institutions",Top 53 U.S. institutions,"SUNY, Stony Brook U.",3,15,No
3275,r053,"Female, all institutions -> Top 53 U.S. institutions -> U. Alabama, Birmingham","Female, all institutions",Top 53 U.S. institutions,"U. Alabama, Birmingham",3,15,No
3275,r054,"Female, all institutions -> Top 53 U.S. institutions -> U. South Carolina, Columbia","Female, all institutions",Top 53 U.S. institutions,"U. South Carolina, Columbia",3,15,No
3275,r055,"Female, all institutions -> Top 53 U.S. institutions -> U. South Florida, Tampa","Female, all institutions",Top 53 U.S. institutions,"U. South Florida, Tampa",3,15,No
3275,r056,"Female, all institutions -> Top 53 U.S. institutions -> U. Southern California","Female, all institutions",Top 53 U.S. institutions,U. Southern California,3,15,No
3275,r057,"Female, all institutions -> Other U.S. institutions","Female, all institutions",Other U.S. institutions,,2,2440,-
3275,r058,"Male, all institutions","Male, all institutions",,,1,3157,-
3275,r059,"Male, all institutions -> Foreign or unknown institutions","Male, all institutions",Foreign or unknown institutions,,2,1331,-
3275,r060,"Male, all institutions -> Top 58 U.S. institutions","Male, all institutions",Top 58 U.S. institutions,,2,693,-
3275,r061,"Male, all institutions -> Top 58 U.S. institutions -> Morehouse C.","Male, all institutions",Top 58 U.S. institutions,Morehouse C.,3,61,Yes
3275,r062,"Male, all institutions -> Top 58 U.S. institutions -> Howard U.","Male, all institutions",Top 58 U.S. institutions,Howard U.,3,27,Yes
3275,r063,"Male, all institutions -> Top 58 U.S. institutions -> U. Maryland, Baltimore County","Male, all institutions",Top 58 U.S. institutions,"U. Maryland, Baltimore County",3,26,No
3275,r064,"Male, all institutions -> Top 58 U.S. institutions -> U. Maryland, College Park","Male, all institutions",Top 58 U.S. institutions,"U. Maryland, College Park",3,20,No
3275,r065,"Male, all institutions -> Top 58 U.S. institutions -> U. Florida","Male, all institutions",Top 58 U.S. institutions,U. Florida,3,18,No
3275,r066,"Male, all institutions -> Top 58 U.S. institutions -> U. North Carolina, Chapel Hill","Male, all institutions",Top 58 U.S. institutions,"U. North Carolina, Chapel Hill",3,17,No
3275,r067,"Male, all institutions -> Top 58 U.S. institutions -> Georgia State U.","Male, all institutions",Top 58 U.S. institutions,Georgia State U.,3,16,No
3275,r068,"Male, all institutions -> Top 58 U.S. institutions -> Jackson State U.","Male, all institutions",Top 58 U.S. institutions,Jackson State U.,3,16,Yes
3275,r069,"Male, all institutions -> Top 58 U.S. institutions -> Hampton U.","Male, all institutions",Top 58 U.S. institutions,Hampton U.,3,14,Yes
3275,r070,"Male, all institutions -> Top 58 U.S. institutions -> Louisiana State U., Baton Rouge","Male, all institutions",Top 58 U.S. institutions,"Louisiana State U., Baton Rouge",3,14,No
3275,r071,"Male, all institutions -> Top 58 U.S. institutions -> Florida A&M U.","Male, all institutions",Top 58 U.S. institutions,Florida A&M U.,3,13,Yes
3275,r072,"Male, all institutions -> Top 58 U.S. institutions -> Mississippi State U.","Male, all institutions",Top 58 U.S. institutions,Mississippi State U.,3,13,No
3275,r073,"Male, all institutions -> Top 58 U.S. institutions -> Morgan State U.","Male, all institutions",Top 58 U.S. institutions,Morgan State U.,3,13,Yes
3275,r074,"Male, all institutions -> Top 58 U.S. institutions -> North Carolina Agricultural and Technical State U.","Male, all institutions",Top 58 U.S. institutions,North Carolina Agricultural and Technical State U.,3,13,Yes
3275,r075,"Male, all institutions -> Top 58 U.S. institutions -> Oakwood U.","Male, all institutions",Top 58 U.S. institutions,Oakwood U.,3,13,Yes
3275,r076,"Male, all institutions -> Top 58 U.S. institutions -> Southern U. and A&M C., Baton Rouge","Male, all institutions",Top 58 U.S. institutions,"Southern U. and A&M C., Baton Rouge",3,13,Yes
3275,r077,"Male, all institutions -> Top 58 U.S. institutions -> Texas Southern U.","Male, all institutions",Top 58 U.S. institutions,Texas Southern U.,3,13,Yes
3275,r078,"Male, all institutions -> Top 58 U.S. institutions -> Yale U.","Male, all institutions",Top 58 U.S. institutions,Yale U.,3,13,No
3275,r079,"Male, all institutions -> Top 58 U.S. institutions -> Florida State U.","Male, all institutions",Top 58 U.S. institutions,Florida State U.,3,12,No
3275,r080,"Male, all institutions -> Top 58 U.S. institutions -> Massachusetts Institute of Technology","Male, all institutions",Top 58 U.S. institutions,Massachusetts Institute of Technology,3,12,No
3275,r081,"Male, all institutions -> Top 58 U.S. institutions -> Prairie View A&M U.","Male, all institutions",Top 58 U.S. institutions,Prairie View A&M U.,3,12,Yes
3275,r082,"Male, all institutions -> Top 58 U.S. institutions -> U. California, Berkeley","Male, all institutions",Top 58 U.S. institutions,"U. California, Berkeley",3,12,No
3275,r083,"Male, all institutions -> Top 58 U.S. institutions -> U. Massachusetts, Amherst","Male, all institutions",Top 58 U.S. institutions,"U. Massachusetts, Amherst",3,12,No
