table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doe,field_dot,field_hhs,field_nsf
7312,r056,Georgia -> Georgia Southern U.,Georgia,Georgia Southern U.,2,766.8,0.0,0.0,0.0,766.8
7312,r057,Georgia -> Georgia State U.,Georgia,Georgia State U.,2,2505.9,0.0,0.0,0.0,2505.9
7312,r058,Georgia -> U. Georgia,Georgia,U. Georgia,2,174.3,0.0,0.0,0.0,174.3
7312,r059,Hawaii,Hawaii,,1,641.9,0.0,0.0,0.0,641.9
7312,r060,"Hawaii -> U. Hawaii, Manoa",Hawaii,"U. Hawaii, Manoa",2,641.9,0.0,0.0,0.0,641.9
7312,r061,Idaho,Idaho,,1,581.6,0.0,0.0,0.0,581.6
7312,r062,Idaho -> Idaho State U.,Idaho,Idaho State U.,2,329.1,0.0,0.0,0.0,329.1
7312,r063,Idaho -> U. Idaho,Idaho,U. Idaho,2,252.5,0.0,0.0,0.0,252.5
7312,r064,Illinois,Illinois,,1,7804.2,0.0,6.7,0.0,7797.6
7312,r065,Illinois -> Northern Illinois U.,Illinois,Northern Illinois U.,2,252.5,0.0,0.0,0.0,252.5
7312,r066,"Illinois -> Northwestern U., Evanston",Illinois,"Northwestern U., Evanston",2,294.3,0.0,6.7,0.0,287.7
7312,r067,"Illinois -> U. Chicago, The",Illinois,"U. Chicago, The",2,3352.4,0.0,0.0,0.0,3352.4
7312,r068,"Illinois -> U. Illinois, Chicago",Illinois,"U. Illinois, Chicago",2,16.0,0.0,0.0,0.0,16.0
7312,r069,"Illinois -> U. Illinois, Urbana-Champaign",Illinois,"U. Illinois, Urbana-Champaign",2,3889.0,0.0,0.0,0.0,3889.0
7312,r070,Indiana,Indiana,,1,1323.4,0.0,0.0,0.0,1323.4
7312,r071,"Indiana -> Indiana U., Bloomington",Indiana,"Indiana U., Bloomington",2,744.5,0.0,0.0,0.0,744.5
7312,r072,"Indiana -> Purdue U., West Lafayette",Indiana,"Purdue U., West Lafayette",2,493.8,0.0,0.0,0.0,493.8
7312,r073,Indiana -> U. Notre Dame,Indiana,U. Notre Dame,2,85.1,0.0,0.0,0.0,85.1
7312,r074,Iowa,Iowa,,1,1710.5,0.0,0.0,0.0,1710.5
7312,r075,Iowa -> Dordt U.,Iowa,Dordt U.,2,249.3,0.0,0.0,0.0,249.3
7312,r076,Iowa -> Iowa State U.,Iowa,Iowa State U.,2,1030.0,0.0,0.0,0.0,1030.0
7312,r077,Iowa -> U. Iowa,Iowa,U. Iowa,2,431.2,0.0,0.0,0.0,431.2
7312,r078,Kansas,Kansas,,1,1436.7,0.0,0.0,0.0,1436.7
7312,r079,Kansas -> Kansas State U.,Kansas,Kansas State U.,2,1436.7,0.0,0.0,0.0,1436.7
7312,r080,Kentucky,Kentucky,,1,8599.9,0.0,0.0,8000.0,599.9
7312,r081,Kentucky -> U. Kentucky,Kentucky,U. Kentucky,2,591.9,0.0,0.0,0.0,591.9
7312,r082,Kentucky -> U. Louisville,Kentucky,U. Louisville,2,8008.0,0.0,0.0,8000.0,8.0
7312,r083,Louisiana,Louisiana,,1,2715.7,0.0,0.0,0.0,2715.7
7312,r084,Louisiana -> Louisiana State U.,Louisiana,Louisiana State U.,2,2026.8,0.0,0.0,0.0,2026.8
7312,r085,Louisiana -> U. Louisiana at Lafayette,Louisiana,U. Louisiana at Lafayette,2,362.8,0.0,0.0,0.0,362.8
7312,r086,Louisiana -> U. New Orleans,Louisiana,U. New Orleans,2,326.1,0.0,0.0,0.0,326.1
7312,r087,Maine,Maine,,1,103.9,0.0,103.9,0.0,0.0
7312,r088,Maine -> U. Maine,Maine,U. Maine,2,103.9,0.0,103.9,0.0,0.0
7312,r089,Maryland,Maryland,,1,4510.2,0.0,6.7,0.0,4503.5
7312,r090,Maryland -> Johns Hopkins U.,Maryland,Johns Hopkins U.,2,4153.5,0.0,0.0,0.0,4153.5
7312,r091,Maryland -> Morgan State U.,Maryland,Morgan State U.,2,6.7,0.0,6.7,0.0,0.0
7312,r092,"Maryland -> U. Maryland, College Park",Maryland,"U. Maryland, College Park",2,350.0,0.0,0.0,0.0,350.0
7312,r093,Massachusetts,Massachusetts,,1,10486.7,0.0,0.0,0.0,10486.7
7312,r094,Massachusetts -> Brandeis U.,Massachusetts,Brandeis U.,2,155.8,0.0,0.0,0.0,155.8
7312,r095,Massachusetts -> Harvard U.,Massachusetts,Harvard U.,2,120.0,0.0,0.0,0.0,120.0
7312,r096,Massachusetts -> Northeastern U.,Massachusetts,Northeastern U.,2,407.7,0.0,0.0,0.0,407.7
7312,r097,Massachusetts -> Smith C.,Massachusetts,Smith C.,2,136.1,0.0,0.0,0.0,136.1
7312,r098,"Massachusetts -> U. Massachusetts, Amherst",Massachusetts,"U. Massachusetts, Amherst",2,3488.5,0.0,0.0,0.0,3488.5
7312,r099,"Massachusetts -> U. Massachusetts, Lowell",Massachusetts,"U. Massachusetts, Lowell",2,455.1,0.0,0.0,0.0,455.1
7312,r100,Massachusetts -> Wellesley C.,Massachusetts,Wellesley C.,2,371.7,0.0,0.0,0.0,371.7
7312,r101,Massachusetts -> Western New England U.,Massachusetts,Western New England U.,2,53.3,0.0,0.0,0.0,53.3
7312,r102,Massachusetts -> Woods Hole Oceanographic Institution,Massachusetts,Woods Hole Oceanographic Institution,2,4722.5,0.0,0.0,0.0,4722.5
7312,r103,Massachusetts -> Worcester Polytechnic Institute,Massachusetts,Worcester Polytechnic Institute,2,576.1,0.0,0.0,0.0,576.1
7312,r104,Michigan,Michigan,,1,51190.4,40000.0,59.8,0.0,11130.6
7312,r105,Michigan -> Hope C.,Michigan,Hope C.,2,320.5,0.0,0.0,0.0,320.5
7312,r106,Michigan -> Michigan State U.,Michigan,Michigan State U.,2,40588.0,40000.0,0.0,0.0,588.0
7312,r107,Michigan -> Michigan Technological U.,Michigan,Michigan Technological U.,2,723.7,0.0,0.0,0.0,723.7
7312,r108,Michigan -> U. Michigan,Michigan,U. Michigan,2,8564.9,0.0,59.8,0.0,8505.1
7312,r109,Michigan -> Wayne State U.,Michigan,Wayne State U.,2,980.0,0.0,0.0,0.0,980.0
7312,r110,Michigan -> Western Michigan U.,Michigan,Western Michigan U.,2,13.3,0.0,0.0,0.0,13.3
7312,r111,Minnesota,Minnesota,,1,2352.3,0.0,0.0,0.0,2352.3
7312,r112,Minnesota -> U. Minnesota,Minnesota,U. Minnesota,2,1694.2,0.0,0.0,0.0,1694.2
7312,r113,"Minnesota -> U. St. Thomas, Saint Paul",Minnesota,"U. St. Thomas, Saint Paul",2,658.0,0.0,0.0,0.0,658.0
7312,r114,Mississippi,Mississippi,,1,496.9,0.0,0.0,0.0,496.9
7312,r115,"Mississippi -> U. Mississippi, The, Oxford",Mississippi,"U. Mississippi, The, Oxford",2,185.5,0.0,0.0,0.0,185.5
7312,r116,"Mississippi -> U. Southern Mississippi, The",Mississippi,"U. Southern Mississippi, The",2,311.4,0.0,0.0,0.0,311.4
7312,r117,Missouri,Missouri,,1,2704.4,0.0,0.0,0.0,2704.4
7312,r118,Missouri -> Missouri U. Science and Technology,Missouri,Missouri U. Science and Technology,2,2434.4,0.0,0.0,0.0,2434.4
7312,r119,"Missouri -> U. Missouri, Columbia",Missouri,"U. Missouri, Columbia",2,270.0,0.0,0.0,0.0,270.0
7312,r120,Montana,Montana,,1,2147.9,0.0,0.0,0.0,2147.9
7312,r121,"Montana -> Montana State U., Bozeman",Montana,"Montana State U., Bozeman",2,1526.1,0.0,0.0,0.0,1526.1
7312,r122,"Montana -> U. Montana, Missoula",Montana,"U. Montana, Missoula",2,621.7,0.0,0.0,0.0,621.7
7312,r123,Nevada,Nevada,,1,1083.1,0.0,0.0,0.0,1083.1
7312,r124,Nevada -> Nevada System of Higher Education,Nevada,Nevada System of Higher Education,2,1083.1,0.0,0.0,0.0,1083.1
7312,r125,New Jersey,New Jersey,,1,4405.9,0.0,112.5,0.0,4293.4
7312,r126,New Jersey -> Montclair State U.,New Jersey,Montclair State U.,2,300.1,0.0,0.0,0.0,300.1
7312,r127,New Jersey -> Princeton U.,New Jersey,Princeton U.,2,3575.3,0.0,0.0,0.0,3575.3
7312,r128,New Jersey -> Rowan U.,New Jersey,Rowan U.,2,144.4,0.0,0.0,0.0,144.4
7312,r129,"New Jersey -> Rutgers, The State U. New Jersey",New Jersey,"Rutgers, The State U. New Jersey",2,386.2,0.0,112.5,0.0,273.7
7312,r130,New Mexico,New Mexico,,1,6.8,0.0,0.0,0.0,6.8
7312,r131,New Mexico -> U. New Mexico,New Mexico,U. New Mexico,2,6.8,0.0,0.0,0.0,6.8
7312,r132,New York,New York,,1,49895.6,0.0,43.0,8000.0,41852.6
7312,r133,New York -> Alfred U.,New York,Alfred U.,2,495.3,0.0,0.0,0.0,495.3
7312,r134,"New York -> CUNY, Baruch C.",New York,"CUNY, Baruch C.",2,446.9,0.0,0.0,0.0,446.9
7312,r135,"New York -> CUNY, City C.",New York,"CUNY, City C.",2,275.7,0.0,0.0,0.0,275.7
7312,r136,New York -> Columbia U. in the City of New York,New York,Columbia U. in the City of New York,2,23117.7,0.0,0.0,8000.0,15117.7
7312,r137,"New York -> Cornell U., Ithaca",New York,"Cornell U., Ithaca",2,22603.9,0.0,0.0,0.0,22603.9
7312,r138,New York -> New York U.,New York,New York U.,2,243.0,0.0,43.0,0.0,200.0
7312,r139,New York -> Rochester Institute of Technology,New York,Rochester Institute of Technology,2,230.0,0.0,0.0,0.0,230.0
7312,r140,"New York -> SUNY, Binghamton U.",New York,"SUNY, Binghamton U.",2,8.6,0.0,0.0,0.0,8.6
7312,r141,New York -> Skidmore C.,New York,Skidmore C.,2,593.2,0.0,0.0,0.0,593.2
7312,r142,New York -> St. Lawrence U.,New York,St. Lawrence U.,2,289.0,0.0,0.0,0.0,289.0
7312,r143,"New York -> State U. New York, System Office",New York,"State U. New York, System Office",2,578.6,0.0,0.0,0.0,578.6
7312,r144,"New York -> Syracuse U., Syracuse",New York,"Syracuse U., Syracuse",2,831.5,0.0,0.0,0.0,831.5
7312,r145,"New York -> Union C., Schenectady",New York,"Union C., Schenectady",2,182.3,0.0,0.0,0.0,182.3
7312,r146,North Carolina,North Carolina,,1,18452.4,0.0,0.0,7335.7,11116.7
7312,r147,North Carolina -> Appalachian State U.,North Carolina,Appalachian State U.,2,40.1,0.0,0.0,0.0,40.1
7312,r148,North Carolina -> North Carolina Agricultural and Technical State U.,North Carolina,North Carolina Agricultural and Technical State U.,2,550.0,0.0,0.0,0.0,550.0
7312,r149,North Carolina -> North Carolina State U.,North Carolina,North Carolina State U.,2,1937.2,0.0,0.0,0.0,1937.2
7312,r150,"North Carolina -> U. North Carolina, The, Chapel Hill",North Carolina,"U. North Carolina, The, Chapel Hill",2,8464.4,0.0,0.0,0.0,8464.4
7312,r151,"North Carolina -> U. North Carolina, The, Wilmington",North Carolina,"U. North Carolina, The, Wilmington",2,125.0,0.0,0.0,0.0,125.0
7312,r152,North Carolina -> Wake Forest U.,North Carolina,Wake Forest U.,2,7335.7,0.0,0.0,7335.7,0.0
7312,r153,North Dakota,North Dakota,,1,948.4,0.0,63.8,0.0,884.6
7312,r154,"North Dakota -> North Dakota State U., Main Campus",North Dakota,"North Dakota State U., Main Campus",2,948.4,0.0,63.8,0.0,884.6
7312,r155,Ohio,Ohio,,1,14003.7,0.0,0.0,0.0,14003.7
7312,r156,"Ohio -> C. Wooster, The",Ohio,"C. Wooster, The",2,232.2,0.0,0.0,0.0,232.2
7312,r157,Ohio -> Case Western Reserve U.,Ohio,Case Western Reserve U.,2,673.7,0.0,0.0,0.0,673.7
7312,r158,"Ohio -> Kent State U., Kent",Ohio,"Kent State U., Kent",2,611.3,0.0,0.0,0.0,611.3
7312,r159,"Ohio -> Ohio State U., The",Ohio,"Ohio State U., The",2,10908.4,0.0,0.0,0.0,10908.4
7312,r160,Ohio -> Ohio U.,Ohio,Ohio U.,2,737.8,0.0,0.0,0.0,737.8
7312,r161,Ohio -> U. Cincinnati,Ohio,U. Cincinnati,2,600.0,0.0,0.0,0.0,600.0
7312,r162,Ohio -> U. Dayton,Ohio,U. Dayton,2,240.4,0.0,0.0,0.0,240.4
7312,r163,Oklahoma,Oklahoma,,1,707.4,0.0,0.0,0.0,707.4
7312,r164,"Oklahoma -> Oklahoma State U., Stillwater",Oklahoma,"Oklahoma State U., Stillwater",2,603.0,0.0,0.0,0.0,603.0
7312,r165,Oklahoma -> U. Tulsa,Oklahoma,U. Tulsa,2,104.4,0.0,0.0,0.0,104.4
7312,r166,Oregon,Oregon,,1,27573.0,0.0,0.0,2000.0,25573.0
7312,r167,Oregon -> Oregon Health and Science U.,Oregon,Oregon Health and Science U.,2,2000.0,0.0,0.0,2000.0,0.0
7312,r168,Oregon -> Oregon State U.,Oregon,Oregon State U.,2,25273.3,0.0,0.0,0.0,25273.3
7312,r169,"Oregon -> U. Oregon, Eugene",Oregon,"U. Oregon, Eugene",2,299.8,0.0,0.0,0.0,299.8
7312,r170,Pennsylvania,Pennsylvania,,1,7373.9,0.0,27.3,0.0,7346.6
7312,r171,Pennsylvania -> Bucknell U.,Pennsylvania,Bucknell U.,2,391.5,0.0,0.0,0.0,391.5
7312,r172,Pennsylvania -> Carnegie Mellon U.,Pennsylvania,Carnegie Mellon U.,2,28.8,0.0,25.1,0.0,3.7
7312,r173,Pennsylvania -> Drexel U.,Pennsylvania,Drexel U.,2,24.0,0.0,0.0,0.0,24.0
7312,r174,"Pennsylvania -> Indiana U. Pennsylvania, Indiana",Pennsylvania,"Indiana U. Pennsylvania, Indiana",2,56.1,0.0,0.0,0.0,56.1
7312,r175,Pennsylvania -> Lafayette C.,Pennsylvania,Lafayette C.,2,564.0,0.0,0.0,0.0,564.0
7312,r176,Pennsylvania -> Lehigh U.,Pennsylvania,Lehigh U.,2,625.0,0.0,0.0,0.0,625.0
7312,r177,Pennsylvania -> Millersville U. Pennsylvania,Pennsylvania,Millersville U. Pennsylvania,2,331.9,0.0,0.0,0.0,331.9
7312,r178,Pennsylvania -> Pennsylvania State U.,Pennsylvania,Pennsylvania State U.,2,3740.1,0.0,2.2,0.0,3737.9
7312,r179,Pennsylvania -> Temple U.,Pennsylvania,Temple U.,2,336.5,0.0,0.0,0.0,336.5
7312,r180,Pennsylvania -> U. Pennsylvania,Pennsylvania,U. Pennsylvania,2,375.0,0.0,0.0,0.0,375.0
7312,r181,Pennsylvania -> Villanova U.,Pennsylvania,Villanova U.,2,900.9,0.0,0.0,0.0,900.9
7312,r182,Rhode Island,Rhode Island,,1,1276.1,0.0,0.0,0.0,1276.1
7312,r183,Rhode Island -> Brown U.,Rhode Island,Brown U.,2,1276.1,0.0,0.0,0.0,1276.1
7312,r184,South Carolina,South Carolina,,1,1877.7,0.0,7.0,0.0,1870.7
7312,r185,South Carolina -> Clemson U.,South Carolina,Clemson U.,2,658.0,0.0,7.0,0.0,651.0
7312,r186,South Carolina -> Furman U.,South Carolina,Furman U.,2,719.7,0.0,0.0,0.0,719.7
7312,r187,South Carolina -> U. South Carolina,South Carolina,U. South Carolina,2,500.0,0.0,0.0,0.0,500.0
7312,r188,South Dakota,South Dakota,,1,1547.6,0.0,0.0,0.0,1547.6
7312,r189,"South Dakota -> Augustana U., Sioux Falls",South Dakota,"Augustana U., Sioux Falls",2,127.0,0.0,0.0,0.0,127.0
7312,r190,South Dakota -> South Dakota School of Mines & Technology,South Dakota,South Dakota School of Mines & Technology,2,1280.7,0.0,0.0,0.0,1280.7
7312,r191,"South Dakota -> U. South Dakota, The",South Dakota,"U. South Dakota, The",2,139.9,0.0,0.0,0.0,139.9
7312,r192,Tennessee,Tennessee,,1,909.6,0.0,0.0,0.0,909.6
7312,r193,Tennessee -> East Tennessee State U.,Tennessee,East Tennessee State U.,2,249.6,0.0,0.0,0.0,249.6
7312,r194,"Tennessee -> Rhodes C., Memphis",Tennessee,"Rhodes C., Memphis",2,268.0,0.0,0.0,0.0,268.0
7312,r195,Tennessee -> Tennessee State U.,Tennessee,Tennessee State U.,2,140.0,0.0,0.0,0.0,140.0
7312,r196,"Tennessee -> U. Memphis, The",Tennessee,"U. Memphis, The",2,252.0,0.0,0.0,0.0,252.0
7312,r197,Texas,Texas,,1,17672.6,0.0,6.7,0.0,17666.0
7312,r198,Texas -> Prairie View A&M U.,Texas,Prairie View A&M U.,2,359.0,0.0,0.0,0.0,359.0
7312,r199,Texas -> Rice U.,Texas,Rice U.,2,1551.0,0.0,0.0,0.0,1551.0
7312,r200,"Texas -> Texas A&M U., College Station",Texas,"Texas A&M U., College Station",2,3090.0,0.0,0.0,0.0,3090.0
7312,r201,"Texas -> Texas A&M U., System Office",Texas,"Texas A&M U., System Office",2,6.7,0.0,6.7,0.0,0.0
7312,r202,Texas -> Trinity U.,Texas,Trinity U.,2,72.0,0.0,0.0,0.0,72.0
7312,r203,"Texas -> U. Texas Rio Grande Valley, The",Texas,"U. Texas Rio Grande Valley, The",2,699.1,0.0,0.0,0.0,699.1
7312,r204,"Texas -> U. Texas, The, Austin",Texas,"U. Texas, The, Austin",2,9633.1,0.0,0.0,0.0,9633.1
7312,r205,"Texas -> U. Texas, The, Dallas",Texas,"U. Texas, The, Dallas",2,243.1,0.0,0.0,0.0,243.1
7312,r206,"Texas -> U. Texas, The, El Paso",Texas,"U. Texas, The, El Paso",2,1331.2,0.0,0.0,0.0,1331.2
7312,r207,"Texas -> U. Texas, The, San Antonio",Texas,"U. Texas, The, San Antonio",2,430.3,0.0,0.0,0.0,430.3
7312,r208,Texas -> West Texas A&M U.,Texas,West Texas A&M U.,2,257.4,0.0,0.0,0.0,257.4
7312,r209,Utah,Utah,,1,524.8,0.0,0.0,0.0,524.8
7312,r210,"Utah -> U. Utah, The",Utah,"U. Utah, The",2,524.8,0.0,0.0,0.0,524.8
7312,r211,Vermont,Vermont,,1,6079.3,0.0,0.0,5472.9,606.4
7312,r212,Vermont -> Middlebury C.,Vermont,Middlebury C.,2,606.4,0.0,0.0,0.0,606.4
7312,r213,Vermont -> U. Vermont,Vermont,U. Vermont,2,5472.9,0.0,0.0,5472.9,0.0
7312,r214,Virginia,Virginia,,1,5086.0,0.0,80.0,0.0,5006.0
7312,r215,Virginia -> George Mason U.,Virginia,George Mason U.,2,750.0,0.0,0.0,0.0,750.0
7312,r216,Virginia -> U. Virginia,Virginia,U. Virginia,2,1544.4,0.0,0.0,0.0,1544.4
7312,r217,Virginia -> Virginia Polytechnic Institute and State U.,Virginia,Virginia Polytechnic Institute and State U.,2,2791.6,0.0,80.0,0.0,2711.6
7312,r218,Washington,Washington,,1,1988.5,0.0,177.2,0.0,1811.2
7312,r219,Washington -> U. Washington,Washington,U. Washington,2,833.2,0.0,0.0,0.0,833.2
7312,r220,Washington -> Washington State U.,Washington,Washington State U.,2,178.8,0.0,177.2,0.0,1.6
7312,r221,Washington -> Western Washington U.,Washington,Western Washington U.,2,976.5,0.0,0.0,0.0,976.5
7312,r222,West Virginia,West Virginia,,1,1722.5,0.0,0.0,0.0,1722.5
7312,r223,West Virginia -> West Virginia U.,West Virginia,West Virginia U.,2,1722.5,0.0,0.0,0.0,1722.5
7312,r224,Wisconsin,Wisconsin,,1,7355.2,0.0,0.0,2000.0,5355.2
7312,r225,Wisconsin -> U. Wisconsin-Eau Claire,Wisconsin,U. Wisconsin-Eau Claire,2,102.5,0.0,0.0,0.0,102.5
7312,r226,Wisconsin -> U. Wisconsin-Madison,Wisconsin,U. Wisconsin-Madison,2,6752.7,0.0,0.0,2000.0,4752.7
7312,r227,Wisconsin -> U. Wisconsin-Milwaukee,Wisconsin,U. Wisconsin-Milwaukee,2,500.0,0.0,0.0,0.0,500.0
7312,r228,Wyoming,Wyoming,,1,6047.9,0.0,0.0,0.0,6047.9
7312,r229,Wyoming -> U. Wyoming,Wyoming,U. Wyoming,2,6047.9,0.0,0.0,0.0,6047.9
