table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_physical_sciences,field_2020_astronomy_and_astrophysics,field_2020_chemistry,field_2020_materials_science,field_2020_physics,field_2020_physical_sciences_nec
5429,r121,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,120,"['6,424', '']","['5,358', '']","['7,586', '']","['9,275', '']","['0', '']","['5,586', '']","['0', '']","['3,689', '']","['0', '']"
5429,r122,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,121,"['14,109', '']","['13,985', '']","['10,286', '']","['9,173', '']","['0', '']","['5,730', '']","['0', '']","['3,443', '']","['0', '']"
5429,r123,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,122,"['6,377', '']","['6,105', '']","['8,797', '']","['9,161', '']","['517', '']","['348', '']","['172', '']","['6,244', '']","['1,880', '']"
5429,r124,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,123,"['6,827', '']","['6,488', '']","['7,281', '']","['9,151', '']","['0', '']","['3,318', '']","['0', '']","['5,833', '']","['0', '']"
5429,r125,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,124,"['8,699', '']","['9,056', '']","['9,641', '']","['8,874', '']","['0', '']","['5,796', '']","['0', '']","['3,078', '']","['0', '']"
5429,r126,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,125,"['13,372', '']","['14,409', '']","['11,076', '']","['8,699', '']","['0', '']","['2,173', '']","['0', '']","['6,526', '']","['0', '']"
5429,r127,All institutions -> U. Akron,All institutions,U. Akron,2,126,"['11,144', '']","['10,305', '']","['9,643', '']","['8,576', '']","['0', '']","['8,576', '']","['0', '']","['0', '']","['0', '']"
5429,r128,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,127,"['7,525', '']","['7,069', '']","['8,173', '']","['8,553', '']","['0', '']","['4,802', '']","['0', '']","['3,751', '']","['0', '']"
5429,r129,All institutions -> Kent State U.,All institutions,Kent State U.,2,128,"['7,455', '']","['6,597', '']","['7,744', '']","['8,381', '']","['94', '']","['2,091', '']","['2,685', '']","['2,591', '']","['920', '']"
5429,r130,All institutions -> George Washington U.,All institutions,George Washington U.,2,129,"['6,494', '']","['7,191', '']","['7,634', '']","['8,313', '']","['3', '']","['3,976', '']","['0', '']","['4,334', '']","['0', '']"
5429,r131,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,130,"['14,584', '']","['13,253', '']","['7,973', '']","['8,123', '']","['8,123', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5429,r132,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,131,"['11,782', '']","['5,756', '']","['10,756', '']","['8,063', '']","['273', '']","['2,955', '']","['3,032', '']","['1,767', '']","['36', '']"
5429,r133,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,131,"['8,789', '']","['8,970', '']","['7,148', '']","['8,063', '']","['1,045', '']","['2,704', '']","['35', '']","['4,272', '']","['7', '']"
5429,r134,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,133,"['4,668', '']","['5,871', '']","['8,478', '']","['7,796', '']","['0', '']","['0', '']","['0', '']","['7,796', '']","['0', '']"
5429,r135,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,134,"['6,946', '']","['7,858', '']","['7,811', '']","['7,719', '']","['0', '']","['5,292', '']","['0', '']","['2,427', '']","['0', '']"
5429,r136,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,135,"['6,530', '']","['6,260', '']","['7,307', '']","['7,593', '']","['0', '']","['2,630', '']","['1,862', '']","['3,101', '']","['0', '']"
5429,r137,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,136,"['5,060', '']","['6,570', '']","['7,749', '']","['7,592', '']","['0', '']","['2,782', '']","['0', '']","['260', '']","['4,550', '']"
5429,r138,All institutions -> U. Kansas,All institutions,U. Kansas,2,137,"['12,224', '']","['8,845', '']","['8,686', '']","['7,502', '']","['560', '']","['4,499', '']","['333', '']","['2,108', '']","['2', '']"
5429,r139,All institutions -> U. Toledo,All institutions,U. Toledo,2,138,"['7,360', '']","['8,752', '']","['7,438', '']","['7,445', '']","['741', '']","['1,935', '']","['0', '']","['4,645', '']","['124', '']"
5429,r140,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,139,"['8,007', '']","['6,921', '']","['5,879', '']","['7,186', '']","['0', '']","['7,186', '']","['0', '']","['0', '']","['0', '']"
5429,r141,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,140,"['8,466', '']","['8,539', '']","['7,577', '']","['7,184', '']","['0', '']","['4,720', '']","['0', '']","['2,464', '']","['0', '']"
5429,r142,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,141,"['2,755', '']","['3,763', '']","['5,643', '']","['7,064', '']","['4,687', '']","['799', '']","['478', '']","['941', '']","['159', '']"
5429,r143,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,142,"['7,626', '']","['6,562', '']","['7,547', '']","['7,028', '']","['0', '']","['2,297', '']","['0', '']","['4,731', '']","['0', '']"
5429,r144,All institutions -> Baylor U.,All institutions,Baylor U.,2,143,"['6,908', '']","['6,994', '']","['6,891', '']","['6,993', '']","['29', '']","['3,921', '']","['0', '']","['2,968', '']","['75', '']"
5429,r145,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,144,"['7,737', '']","['7,841', '']","['7,587', '']","['6,775', '']","['0', '']","['4,620', '']","['0', '']","['2,155', '']","['0', '']"
5429,r146,All institutions -> Utah State U.,All institutions,Utah State U.,2,145,"['4,873', '']","['5,962', '']","['6,756', '']","['6,606', '']","['0', '']","['3,101', '']","['0', '']","['2,462', '']","['1,043', '']"
5429,r147,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,146,"['8,121', '']","['6,900', '']","['6,903', '']","['6,502', '']","['0', '']","['3,106', '']","['2,664', '']","['732', '']","['0', '']"
5429,r148,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,147,"['6,275', '']","['7,501', '']","['5,815', '']","['6,471', '']","['4', '']","['2,937', '']","['0', '']","['3,530', '']","['0', '']"
5429,r149,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,148,"['5,488', '']","['5,873', '']","['6,333', '']","['6,402', '']","['766', '']","['4,075', '']","['0', '']","['1,561', '']","['0', '']"
5429,r150,All institutions -> U. Maine,All institutions,U. Maine,2,149,"['3,978', '']","['5,451', '']","['7,628', '']","['6,351', '']","['0', '']","['1,087', '']","['0', '']","['5,264', '']","['0', '']"
5429,r151,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,150,"['3,008', '']","['3,614', '']","['3,463', '']","['6,107', '']","['0', '']","['2,315', '']","['0', '']","['3,792', '']","['0', '']"
5429,r152,All institutions -> William & Mary,All institutions,William & Mary,2,151,"['5,565', '']","['5,219', '']","['6,554', '']","['5,781', '']","['0', '']","['501', '']","['0', '']","['5,280', '']","['0', '']"
5429,r153,All institutions -> Tulane U.,All institutions,Tulane U.,2,152,"['6,900', '']","['5,732', '']","['6,448', '']","['5,720', '']","['0', '']","['2,734', '']","['0', '']","['2,986', '']","['0', '']"
5429,r154,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,153,"['2,057', '']","['1,884', '']","['7,589', '']","['5,672', '']","['0', '']","['456', '']","['0', '']","['2,494', '']","['2,722', '']"
5429,r155,All institutions -> George Mason U.,All institutions,George Mason U.,2,154,"['4,100', '']","['4,783', '']","['6,295', '']","['5,586', '']","['3,292', '']","['304', '']","['904', '']","['842', '']","['244', '']"
5429,r156,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,155,"['4,661', '']","['6,446', '']","['6,106', '']","['5,560', '']","['0', '']","['1,536', '']","['0', '']","['4,024', '']","['0', '']"
5429,r157,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,156,"['882', '']","['842', '']","['692', '']","['5,465', '']","['144', '']","['1,476', '']","['3,725', '']","['120', '']","['0', '']"
5429,r158,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,157,"['3,302', '']","['2,672', '']","['3,225', '']","['5,407', '']","['357', '']","['666', '']","['0', '']","['2,567', '']","['1,817', '']"
5429,r159,All institutions -> Ohio U.,All institutions,Ohio U.,2,158,"['5,893', 'i']","['5,358', 'i']","['4,501', '']","['5,370', '']","['0', '']","['1,399', '']","['0', '']","['3,971', '']","['0', '']"
5429,r160,All institutions -> Howard U.,All institutions,Howard U.,2,159,"['3,808', '']","['4,058', '']","['5,277', '']","['5,308', '']","['0', '']","['4,546', '']","['0', '']","['762', '']","['0', '']"
5429,r161,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,160,"['4,894', '']","['4,905', '']","['5,854', '']","['5,268', '']","['0', '']","['3,234', '']","['0', '']","['2,034', '']","['0', '']"
5429,r162,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,161,"['4,409', '']","['5,202', '']","['6,385', 'i']","['5,241', '']","['0', '']","['4,602', '']","['0', '']","['639', '']","['0', '']"
5429,r163,All institutions -> U. Miami,All institutions,U. Miami,2,162,"['7,502', '']","['5,861', '']","['5,567', '']","['5,150', '']","['0', '']","['1,437', '']","['0', '']","['3,713', '']","['0', '']"
5429,r164,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,163,"['3,398', '']","['2,843', '']","['4,499', '']","['5,148', '']","['2,354', '']","['1,669', '']","['13', '']","['595', '']","['517', '']"
5429,r165,All institutions -> U. Denver,All institutions,U. Denver,2,164,"['4,273', '']","['4,589', '']","['4,083', '']","['4,913', '']","['143', '']","['3,314', '']","['0', '']","['1,456', '']","['0', '']"
5429,r166,All institutions -> U. Vermont,All institutions,U. Vermont,2,165,"['2,066', '']","['2,297', '']","['3,235', '']","['4,877', '']","['0', '']","['2,415', '']","['21', '']","['2,441', '']","['0', '']"
5429,r167,All institutions -> Oakland U.,All institutions,Oakland U.,2,166,"['2,192', '']","['2,026', '']","['4,650', '']","['4,821', '']","['0', '']","['2,521', '']","['0', '']","['2,300', '']","['0', '']"
5429,r168,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,167,"['4,131', '']","['4,801', '']","['6,247', '']","['4,814', '']","['69', '']","['2,788', '']","['551', '']","['1,310', '']","['96', '']"
5429,r169,All institutions -> American U.,All institutions,American U.,2,168,"['2,504', '']","['3,545', '']","['5,167', '']","['4,714', '']","['0', '']","['847', '']","['0', '']","['3,867', '']","['0', '']"
5429,r170,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,169,"['5,667', '']","['7,211', '']","['5,961', '']","['4,678', '']","['0', '']","['1,018', '']","['1,169', '']","['2,491', '']","['0', '']"
5429,r171,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,170,"['12,942', '']","['7,025', '']","['7,007', '']","['4,651', '']","['0', '']","['1,205', '']","['0', '']","['2,806', '']","['640', '']"
5429,r172,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,171,"['3,764', '']","['3,709', '']","['4,306', '']","['4,461', 'i']","['0', 'i']","['613', 'i']","['0', 'i']","['3,848', 'i']","['0', 'i']"
5429,r173,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,172,"['6,260', '']","['3,739', '']","['5,127', '']","['4,429', '']","['0', '']","['2,776', '']","['0', '']","['1,653', '']","['0', '']"
5429,r174,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,173,"['2,234', '']","['4,554', '']","['3,521', '']","['4,425', '']","['0', '']","['1,428', '']","['325', '']","['2,672', '']","['0', '']"
5429,r175,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,174,"['3,628', '']","['4,500', '']","['4,739', '']","['4,197', '']","['0', '']","['3,003', '']","['0', '']","['1,194', '']","['0', '']"
5429,r176,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,175,"['1,130', '']","['747', '']","['2,983', '']","['4,154', '']","['0', '']","['1,376', '']","['0', '']","['2,778', '']","['0', '']"
5429,r177,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,176,"['3,285', '']","['3,486', '']","['3,722', '']","['4,094', '']","['0', '']","['1,925', '']","['0', '']","['2,169', '']","['0', '']"
5429,r178,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,177,"['2,464', '']","['2,957', '']","['5,059', '']","['4,054', '']","['0', '']","['2,499', '']","['0', '']","['1,555', '']","['0', '']"
5429,r179,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,178,"['3,060', '']","['3,935', '']","['4,389', '']","['4,003', '']","['0', '']","['1,261', '']","['0', '']","['2,742', '']","['0', '']"
5429,r180,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,179,"['3,764', '']","['3,713', '']","['3,194', '']","['3,869', '']","['0', '']","['2,081', '']","['0', '']","['100', '']","['1,688', '']"
5429,r181,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,180,"['3,570', '']","['3,339', '']","['3,591', '']","['3,847', '']","['0', '']","['1,469', '']","['0', '']","['2,378', '']","['0', '']"
5429,r182,All institutions -> Boise State U.,All institutions,Boise State U.,2,181,"['1,117', '']","['3,737', '']","['3,358', '']","['3,788', '']","['147', '']","['857', '']","['2,582', '']","['202', '']","['0', '']"
5429,r183,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,182,"['1,763', '']","['2,273', '']","['3,363', '']","['3,584', '']","['0', '']","['2,370', '']","['0', '']","['1,214', '']","['0', '']"
5429,r184,All institutions -> Villanova U.,All institutions,Villanova U.,2,183,"['1,983', '']","['2,248', '']","['2,743', '']","['3,573', '']","['682', '']","['2,371', '']","['0', '']","['520', '']","['0', '']"
5429,r185,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,184,"['3,232', '']","['3,011', '']","['1,369', '']","['3,546', '']","['0', '']","['1,256', '']","['1,007', '']","['1,283', '']","['0', '']"
5429,r186,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,185,"['3,748', '']","['3,494', '']","['3,521', '']","['3,505', '']","['0', '']","['2,028', '']","['0', '']","['50', '']","['1,427', '']"
5429,r187,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,186,"['2,873', '']","['3,607', '']","['3,469', '']","['3,499', '']","['0', '']","['2,250', '']","['0', '']","['1,249', '']","['0', '']"
5429,r188,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,187,"['4,731', '']","['5,081', '']","['3,396', '']","['3,495', '']","['0', '']","['2,147', '']","['0', '']","['1,348', '']","['0', '']"
5429,r189,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,188,"['6,041', '']","['3,119', '']","['3,607', '']","['3,489', '']","['0', '']","['2,212', '']","['154', '']","['1,123', '']","['0', '']"
5429,r190,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,189,"['3,779', '']","['3,734', '']","['3,088', '']","['3,200', 'i']","['203', 'i']","['1,466', 'i']","['95', 'i']","['1,351', 'i']","['85', 'i']"
5429,r191,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,190,"['3,640', '']","['2,653', '']","['2,794', '']","['3,147', '']","['0', '']","['1,772', '']","['0', '']","['991', '']","['384', '']"
5429,r192,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,191,"['4,075', '']","['3,843', '']","['3,609', '']","['3,143', '']","['0', '']","['319', '']","['324', '']","['2,476', '']","['24', '']"
5429,r193,All institutions -> Hampton U.,All institutions,Hampton U.,2,192,"['4,615', '']","['4,129', '']","['4,044', '']","['3,142', '']","['0', '']","['0', '']","['0', '']","['3,142', '']","['0', '']"
5429,r194,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,193,"['4,019', '']","['3,575', '']","['2,774', '']","['3,027', '']","['0', '']","['149', '']","['0', '']","['2,878', '']","['0', '']"
5429,r195,All institutions -> U. Memphis,All institutions,U. Memphis,2,194,"['1,414', '']","['1,883', '']","['2,157', '']","['3,014', '']","['80', '']","['2,143', '']","['0', '']","['791', '']","['0', '']"
5429,r196,All institutions -> U. Louisville,All institutions,U. Louisville,2,195,"['1,654', '']","['1,805', '']","['3,058', '']","['2,954', '']","['147', '']","['1,820', '']","['192', '']","['426', '']","['369', '']"
5429,r197,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,196,"['2,398', '']","['2,253', '']","['2,078', '']","['2,777', '']","['944', '']","['469', '']","['0', '']","['1,364', '']","['0', '']"
5429,r198,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,197,"['2,959', '']","['3,096', '']","['4,991', '']","['2,773', '']","['0', '']","['1,422', '']","['0', '']","['1,351', '']","['0', '']"
5429,r199,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,198,"['849', '']","['1,954', '']","['2,332', '']","['2,744', '']","['0', '']","['0', '']","['0', '']","['1,787', '']","['957', '']"
5429,r200,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,199,"['3,433', '']","['1,521', '']","['2,933', '']","['2,714', '']","['0', '']","['0', '']","['0', '']","['2,714', '']","['0', '']"
5429,r201,All institutions -> Marquette U.,All institutions,Marquette U.,2,200,"['1,933', '']","['2,789', '']","['2,517', '']","['2,681', '']","['0', '']","['2,361', '']","['0', '']","['320', '']","['0', '']"
5429,r202,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,201,"['3,808', '']","['4,445', '']","['4,363', '']","['2,670', '']","['194', '']","['2,474', '']","['2', '']","['0', '']","['0', '']"
5429,r203,All institutions -> Haverford C.,All institutions,Haverford C.,2,202,"['585', 'i']","['1,195', 'i']","['2,039', 'i']","['2,581', 'i']","['255', 'i']","['394', 'i']","['1,784', 'i']","['147', 'i']","['1', 'i']"
5429,r204,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,203,"['1,993', '']","['2,426', '']","['2,908', '']","['2,508', '']","['105', '']","['31', '']","['0', '']","['2,366', '']","['6', '']"
5429,r205,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,204,"['1,498', '']","['1,649', '']","['2,041', '']","['2,445', '']","['24', '']","['1,787', '']","['0', '']","['626', '']","['8', '']"
5429,r206,All institutions -> Drexel U.,All institutions,Drexel U.,2,205,"['2,663', '']","['3,806', '']","['2,793', '']","['2,437', '']","['0', '']","['902', '']","['1,277', '']","['258', '']","['0', '']"
5429,r207,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,206,"['2,090', '']","['1,939', '']","['2,144', '']","['2,398', '']","['0', '']","['1,595', '']","['0', '']","['803', '']","['0', '']"
5429,r208,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,207,"['2,099', '']","['2,162', '']","['1,978', '']","['2,384', '']","['0', '']","['1,976', '']","['0', '']","['408', '']","['0', '']"
5429,r209,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,208,"['2,904', '']","['2,998', '']","['2,876', '']","['2,383', '']","['477', '']","['776', '']","['0', '']","['1,130', '']","['0', '']"
5429,r210,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,209,"['2,455', '']","['3,112', '']","['2,362', '']","['2,326', '']","['0', '']","['1,477', '']","['0', '']","['849', '']","['0', '']"
5429,r211,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,209,"['2,410', '']","['2,631', '']","['2,581', '']","['2,326', '']","['0', '']","['2,204', '']","['0', '']","['122', '']","['0', '']"
5429,r212,All institutions -> Portland State U.,All institutions,Portland State U.,2,209,"['4,101', '']","['3,450', '']","['2,911', '']","['2,326', '']","['0', '']","['1,782', '']","['126', '']","['418', '']","['0', '']"
5429,r213,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,212,"['1,889', '']","['2,132', '']","['2,396', '']","['2,324', '']","['0', '']","['1,799', '']","['0', '']","['509', '']","['16', '']"
5429,r214,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,213,"['1,091', '']","['1,055', '']","['2,498', '']","['2,217', '']","['0', '']","['1,829', '']","['0', '']","['388', '']","['0', '']"
5429,r215,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,214,"['1,952', '']","['2,181', '']","['1,624', '']","['2,208', '']","['101', '']","['1,698', '']","['0', '']","['409', '']","['0', '']"
5429,r216,All institutions -> Texas State U.,All institutions,Texas State U.,2,214,"['3,671', '']","['3,248', '']","['2,741', '']","['2,208', '']","['0', '']","['1,141', '']","['0', '']","['735', '']","['332', '']"
5429,r217,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,216,"['2,162', '']","['1,755', '']","['3,071', '']","['2,196', '']","['0', '']","['575', '']","['255', '']","['1,366', '']","['0', '']"
5429,r218,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,217,"['613', '']","['1,464', '']","['2,177', '']","['2,168', '']","['0', '']","['1,354', '']","['0', '']","['814', '']","['0', '']"
5429,r219,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,218,"['2,714', '']","['2,173', '']","['2,794', '']","['2,144', '']","['0', '']","['927', '']","['0', '']","['1,217', '']","['0', '']"
5429,r220,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,219,"['1,217', '']","['1,208', '']","['1,755', '']","['2,116', '']","['0', '']","['1,601', '']","['16', '']","['499', '']","['0', '']"
5429,r221,All institutions -> Chapman U.,All institutions,Chapman U.,2,220,"['2,306', '']","['1,280', '']","['1,816', '']","['2,062', '']","['0', '']","['370', '']","['0', '']","['81', '']","['1,611', '']"
5429,r222,All institutions -> Mercer U.,All institutions,Mercer U.,2,221,"['20', '']","['1,694', '']","['2,189', '']","['2,038', '']","['0', '']","['1,951', '']","['0', '']","['87', '']","['0', '']"
5429,r223,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,222,"['3,304', '']","['3,163', '']","['1,619', '']","['2,013', '']","['0', '']","['1,318', '']","['251', '']","['327', '']","['117', '']"
5429,r224,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,223,"['3,922', '']","['2,964', '']","['2,951', '']","['1,974', '']","['0', '']","['1,941', '']","['0', '']","['33', '']","['0', '']"
5429,r225,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,224,"['1,092', '']","['1,685', '']","['2,384', '']","['1,942', '']","['0', '']","['1,786', '']","['0', '']","['156', '']","['0', '']"
5429,r226,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,225,"['2,034', '']","['2,333', '']","['2,636', '']","['1,910', '']","['143', '']","['1,764', '']","['0', '']","['3', '']","['0', '']"
5429,r227,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,226,"['1,461', '']","['1,520', '']","['2,045', '']","['1,834', '']","['0', '']","['10', '']","['0', '']","['1,824', '']","['0', '']"
5429,r228,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,227,"['2,793', '']","['2,019', '']","['1,845', '']","['1,785', '']","['0', '']","['1,360', '']","['0', '']","['425', '']","['0', '']"
5429,r229,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,228,"['2,023', '']","['2,058', '']","['1,843', '']","['1,775', '']","['0', '']","['711', '']","['0', '']","['980', '']","['84', '']"
5429,r230,All institutions -> Wright State U.,All institutions,Wright State U.,2,229,"['2,480', '']","['2,720', '']","['1,757', '']","['1,774', '']","['0', '']","['390', '']","['0', '']","['1,250', '']","['134', '']"
5429,r231,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,230,"['2,193', '']","['2,168', '']","['2,026', '']","['1,680', '']","['195', '']","['591', '']","['0', '']","['894', '']","['0', '']"
5429,r232,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,231,"['203', '']","['1,106', '']","['901', '']","['1,667', '']","['0', '']","['61', '']","['0', '']","['841', '']","['765', '']"
5429,r233,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,232,"['1,713', '']","['992', '']","['1,265', '']","['1,649', '']","['0', '']","['978', '']","['0', '']","['671', '']","['0', '']"
5429,r234,All institutions -> Clark U.,All institutions,Clark U.,2,233,"['633', '']","['664', '']","['889', '']","['1,648', '']","['0', '']","['594', '']","['0', '']","['1,054', '']","['0', '']"
5429,r235,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,234,"['1,083', '']","['1,808', '']","['1,889', '']","['1,638', '']","['0', '']","['522', '']","['0', '']","['1,116', '']","['0', '']"
5429,r236,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,235,"['1,233', '']","['1,337', '']","['1,219', '']","['1,569', '']","['25', '']","['4', '']","['992', '']","['0', '']","['548', '']"
5429,r237,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,236,"['1,750', '']","['1,318', '']","['1,372', '']","['1,547', '']","['0', '']","['761', '']","['0', '']","['786', '']","['0', '']"
5429,r238,All institutions -> U. Idaho,All institutions,U. Idaho,2,237,"['3,007', '']","['1,871', '']","['2,030', '']","['1,539', '']","['630', '']","['613', '']","['48', '']","['245', '']","['3', '']"
5429,r239,All institutions -> Amherst C.,All institutions,Amherst C.,2,238,"['1,526', '']","['1,500', '']","['2,374', '']","['1,534', '']","['47', '']","['782', '']","['0', '']","['705', '']","['0', '']"
5429,r240,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,239,"['2,136', '']","['2,740', '']","['1,704', '']","['1,517', '']","['0', '']","['177', '']","['0', '']","['216', '']","['1,124', '']"
5429,r241,All institutions -> U. San Diego,All institutions,U. San Diego,2,240,"['832', '']","['975', '']","['1,300', '']","['1,496', '']","['0', '']","['578', '']","['0', '']","['918', '']","['0', '']"
5429,r242,All institutions -> Creighton U.,All institutions,Creighton U.,2,241,"['1,699', 'i']","['1,381', 'i']","['1,691', 'i']","['1,463', 'i']","['0', 'i']","['626', 'i']","['0', 'i']","['837', 'i']","['0', 'i']"
5429,r243,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,242,"['1,160', '']","['1,463', '']","['1,446', '']","['1,444', '']","['0', '']","['955', '']","['0', '']","['458', '']","['31', '']"
5429,r244,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,243,"['361', '']","['356', '']","['1,362', '']","['1,437', '']","['0', '']","['181', '']","['92', '']","['0', '']","['1,164', '']"
5429,r245,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,244,"['1,876', '']","['1,848', '']","['1,602', '']","['1,425', '']","['0', '']","['732', '']","['0', '']","['693', '']","['0', '']"
5429,r246,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,245,"['1,375', '']","['1,285', '']","['1,057', '']","['1,423', '']","['0', '']","['758', '']","['0', '']","['462', '']","['203', '']"
5429,r247,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,246,"['3,501', '']","['6,083', '']","['3,488', '']","['1,410', '']","['0', '']","['39', '']","['0', '']","['1,371', '']","['0', '']"
