table_id,row_id,_b_field_and_time_to_degree_b_full_path,_b_field_and_time_to_degree_b_level_1,_b_field_and_time_to_degree_b_level_2,_b_field_and_time_to_degree_b_level_3,_b_field_and_time_to_degree_b_level_4,_b_field_and_time_to_degree_b_hierarchy_depth,field_1973,field_1978,field_1983,field_1988,field_1993,field_1998,field_2003,field_2008,field_2013,field_2018,field_2023
11651,r014,All fields -> Science and engineering -> Biological and biomedical sciences -> Since earning bachelor's,All fields,Science and engineering,Biological and biomedical sciences,Since earning bachelor's,4,7.0,7.0,7.5,8.3,8.7,8.3,8.1,8.0,8.0,7.8,7.9
11651,r015,All fields -> Science and engineering -> Biological and biomedical sciences -> Since starting graduate school,All fields,Science and engineering,Biological and biomedical sciences,Since starting graduate school,4,6.1,6.1,6.7,6.9,7.2,6.8,6.7,6.7,6.7,6.5,6.4
11651,r016,All fields -> Science and engineering -> Biological and biomedical sciences -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Biological and biomedical sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.8,5.7
11651,r017,All fields -> Science and engineering -> Computer and information sciences,All fields,Science and engineering,Computer and information sciences,,3,,,,,,,,,,,
11651,r018,All fields -> Science and engineering -> Computer and information sciences -> Since earning bachelor's,All fields,Science and engineering,Computer and information sciences,Since earning bachelor's,4,-,7.7,8.5,9.5,9.6,10.3,9.6,8.7,8.5,8.6,8.2
11651,r019,All fields -> Science and engineering -> Computer and information sciences -> Since starting graduate school,All fields,Science and engineering,Computer and information sciences,Since starting graduate school,4,-,6.9,7.2,7.7,7.9,8.2,8.2,7.3,7.6,7.8,7.0
11651,r020,All fields -> Science and engineering -> Computer and information sciences -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Computer and information sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.8,5.6
11651,r021,All fields -> Science and engineering -> Engineering,All fields,Science and engineering,Engineering,,3,,,,,,,,,,,
11651,r022,All fields -> Science and engineering -> Engineering -> Since earning bachelor's,All fields,Science and engineering,Engineering,Since earning bachelor's,4,7.9,7.6,8.1,8.2,9.0,8.9,8.6,7.9,7.4,7.3,7.4
11651,r023,All fields -> Science and engineering -> Engineering -> Since starting graduate school,All fields,Science and engineering,Engineering,Since starting graduate school,4,6.7,6.2,6.7,6.7,7.2,7.2,7.3,6.7,6.7,6.7,6.6
11651,r024,All fields -> Science and engineering -> Engineering -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
11651,r025,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,3,,,,,,,,,,,
11651,r026,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Since earning bachelor's",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Since earning bachelor's,4,7.8,8.0,8.5,9.3,10.4,10.5,9.4,8.6,8.2,8.0,8.1
11651,r027,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Since starting graduate school",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Since starting graduate school,4,6.8,6.7,7.5,8.2,8.7,8.4,8.0,7.3,7.0,7.0,6.8
11651,r028,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Since starting doctoral program<sup>a</sup>",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.5,5.7
11651,r029,All fields -> Science and engineering -> Health sciences,All fields,Science and engineering,Health sciences,,3,,,,,,,,,,,
11651,r030,All fields -> Science and engineering -> Health sciences -> Since earning bachelor's,All fields,Science and engineering,Health sciences,Since earning bachelor's,4,8.3,8.7,11.2,13.0,14.5,14.9,13.6,12.6,11.9,11.0,11.0
11651,r031,All fields -> Science and engineering -> Health sciences -> Since starting graduate school,All fields,Science and engineering,Health sciences,Since starting graduate school,4,6.7,7.2,9.5,10.8,11.8,11.7,10.9,9.7,9.2,8.9,8.8
11651,r032,All fields -> Science and engineering -> Health sciences -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Health sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
11651,r033,All fields -> Science and engineering -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,,3,,,,,,,,,,,
11651,r034,All fields -> Science and engineering -> Mathematics and statistics -> Since earning bachelor's,All fields,Science and engineering,Mathematics and statistics,Since earning bachelor's,4,7.0,7.2,7.3,8.2,8.6,8.0,8.0,7.6,7.0,6.8,7.0
11651,r035,All fields -> Science and engineering -> Mathematics and statistics -> Since starting graduate school,All fields,Science and engineering,Mathematics and statistics,Since starting graduate school,4,6.2,6.2,6.7,6.9,7.2,6.7,6.9,6.7,6.3,6.2,6.0
11651,r036,All fields -> Science and engineering -> Mathematics and statistics -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Mathematics and statistics,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
11651,r037,All fields -> Science and engineering -> Physical sciences ,All fields,Science and engineering,Physical sciences ,,3,,,,,,,,,,,
11651,r038,All fields -> Science and engineering -> Physical sciences  -> Since earning bachelor's,All fields,Science and engineering,Physical sciences ,Since earning bachelor's,4,6.6,6.9,6.7,6.9,7.6,7.2,7.2,7.2,7.0,6.6,6.7
11651,r039,All fields -> Science and engineering -> Physical sciences  -> Since starting graduate school,All fields,Science and engineering,Physical sciences ,Since starting graduate school,4,5.9,5.9,5.9,6.0,6.7,6.2,6.2,6.3,6.2,6.0,6.0
11651,r040,All fields -> Science and engineering -> Physical sciences  -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Physical sciences ,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.7,5.7
11651,r041,All fields -> Science and engineering -> Psychology,All fields,Science and engineering,Psychology,,3,,,,,,,,,,,
11651,r042,All fields -> Science and engineering -> Psychology -> Since earning bachelor's,All fields,Science and engineering,Psychology,Since earning bachelor's,4,6.7,7.5,9.0,10.2,10.0,9.2,9.2,8.6,8.4,8.3,8.5
11651,r043,All fields -> Science and engineering -> Psychology -> Since starting graduate school,All fields,Science and engineering,Psychology,Since starting graduate school,4,5.9,6.2,7.7,8.3,8.2,7.3,7.2,6.9,6.9,6.9,6.9
11651,r044,All fields -> Science and engineering -> Psychology -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Psychology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.9,5.9
11651,r045,All fields -> Science and engineering -> Social sciences,All fields,Science and engineering,Social sciences,,3,,,,,,,,,,,
11651,r046,All fields -> Science and engineering -> Social sciences -> Since earning bachelor's,All fields,Science and engineering,Social sciences,Since earning bachelor's,4,8.4,9.0,10.0,11.1,11.0,10.6,10.9,10.4,10.3,10.2,10.3
11651,r047,All fields -> Science and engineering -> Social sciences -> Since starting graduate school,All fields,Science and engineering,Social sciences,Since starting graduate school,4,7.4,7.9,8.7,9.4,9.2,8.7,9.0,8.7,8.6,8.7,8.7
11651,r048,All fields -> Science and engineering -> Social sciences -> Since starting doctoral program<sup>a</sup>,All fields,Science and engineering,Social sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,6.0
11651,r049,All fields -> Non-science and engineering,All fields,Non-science and engineering,,,2,,,,,,,,,,,
11651,r050,All fields -> Non-science and engineering -> Since earning bachelor's,All fields,Non-science and engineering,Since earning bachelor's,,3,10.9,11.6,13.0,14.9,16.0,15.0,14.0,13.7,12.2,12.2,12.3
11651,r051,All fields -> Non-science and engineering -> Since starting graduate school,All fields,Non-science and engineering,Since starting graduate school,,3,8.9,9.7,10.9,12.3,12.7,11.7,11.2,10.7,9.9,10.0,10.0
11651,r052,All fields -> Non-science and engineering -> Since starting doctoral program<sup>a</sup>,All fields,Non-science and engineering,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,6.0,5.9
11651,r053,All fields -> Non-science and engineering -> Business ,All fields,Non-science and engineering,Business ,,3,,,,,,,,,,,
11651,r054,All fields -> Non-science and engineering -> Business  -> Since earning bachelor's,All fields,Non-science and engineering,Business ,Since earning bachelor's,4,9.0,10.0,11.1,11.8,12.0,12.6,12.6,11.3,11.1,10.4,10.3
11651,r055,All fields -> Non-science and engineering -> Business  -> Since starting graduate school,All fields,Non-science and engineering,Business ,Since starting graduate school,4,7.2,8.0,9.0,9.2,9.7,9.7,9.9,8.4,8.7,8.9,8.8
11651,r056,All fields -> Non-science and engineering -> Business  -> Since starting doctoral program<sup>a</sup>,All fields,Non-science and engineering,Business ,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
11651,r057,All fields -> Non-science and engineering -> Education,All fields,Non-science and engineering,Education,,3,,,,,,,,,,,
11651,r058,All fields -> Non-science and engineering -> Education -> Since earning bachelor's,All fields,Non-science and engineering,Education,Since earning bachelor's,4,12.6,12.9,14.2,17.0,19.3,20.0,18.1,17.0,15.0,14.7,15.0
11651,r059,All fields -> Non-science and engineering -> Education -> Since starting graduate school,All fields,Non-science and engineering,Education,Since starting graduate school,4,9.9,10.2,11.7,13.9,15.7,15.0,13.2,12.7,11.7,11.9,12.0
11651,r060,All fields -> Non-science and engineering -> Education -> Since starting doctoral program<sup>a</sup>,All fields,Non-science and engineering,Education,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.8,5.6
11651,r061,All fields -> Non-science and engineering -> Humanities and arts,All fields,Non-science and engineering,Humanities and arts,,3,,,,,,,,,,,
11651,r062,All fields -> Non-science and engineering -> Humanities and arts -> Since earning bachelor's,All fields,Non-science and engineering,Humanities and arts,Since earning bachelor's,4,9.3,10.4,11.3,12.3,12.1,11.7,11.5,11.4,11.0,11.0,11.3
11651,r063,All fields -> Non-science and engineering -> Humanities and arts -> Since starting graduate school,All fields,Non-science and engineering,Humanities and arts,Since starting graduate school,4,8.4,9.3,9.9,10.7,10.2,9.7,9.7,9.3,9.3,9.4,9.7
11651,r064,All fields -> Non-science and engineering -> Humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Non-science and engineering,Humanities and arts,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.8,6.8
11651,r065,All fields -> Non-science and engineering -> Other non-science and engineering,All fields,Non-science and engineering,Other non-science and engineering,,3,,,,,,,,,,,
11651,r066,All fields -> Non-science and engineering -> Other non-science and engineering -> Since earning bachelor's,All fields,Non-science and engineering,Other non-science and engineering,Since earning bachelor's,4,11.6,11.0,12.6,14.8,15.5,15.0,13.5,12.8,11.9,12.0,12.0
11651,r067,All fields -> Non-science and engineering -> Other non-science and engineering -> Since starting graduate school,All fields,Non-science and engineering,Other non-science and engineering,Since starting graduate school,4,9.2,8.7,10.3,12.2,12.2,10.9,10.7,10.0,9.6,9.8,9.4
11651,r068,All fields -> Non-science and engineering -> Other non-science and engineering -> Since starting doctoral program<sup>a</sup>,All fields,Non-science and engineering,Other non-science and engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.7,5.3
