table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_obligations_2020,field_obligations_2021_preliminary_,field_outlays_2020,field_outlays_2021_preliminary_
6388,r001,All agencies,All agencies,,,,,1,6150070.1,5942874.4,4785758.2,6700908.1
6388,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,
6388,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,789827.6,31684.4,75466.5,159684.4
6388,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,780407.1,20000.0,66046.0,148000.0
6388,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,9420.5,11684.4,9420.5,11684.4
6388,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,359142.7,548567.0,261362.6,344658.0
6388,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,142897.3,309748.0,94310.6,163658.0
6388,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,216245.4,238819.0,167052.0,181000.0
6388,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,311736.4,158613.9,506856.3,706281.6
6388,r010,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,15460.0,0.0,15460.0,0.0
6388,r011,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,240734.5,110518.0,192785.5,132215.7
6388,r012,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,44688.0,37479.0,284390.3,562078.9
6388,r013,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,10853.9,10616.9,14220.5,11987.0
6388,r014,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2324950.3,2171214.4,1789823.3,2407143.0
6388,r015,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,53288.0,38707.0,54547.0,31571.0
6388,r016,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,28675.0,29000.0,23899.0,27700.0
6388,r017,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,573916.7,520846.4,511873.3,739399.0
6388,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,326936.7,189846.4,255893.3,396950.0
6388,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,246980.0,331000.0,246980.0,331000.0
6388,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,0.0,0.0,9000.0,11449.0
6388,r021,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,1669070.6,1582661.0,1199504.0,1608473.0
6388,r022,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,1769029.1,2354850.0,1501594.1,2442076.3
6388,r023,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,1295716.2,2100076.8,1295716.2,2100076.8
