table_id,row_id,institution,beihang_u_,beijing_institute_of_technology,beijing_jiaotong_u_,beijing_u_posts_and_telecommunications,beijing_u_technology,cas_institute_of_automation,cnrs,carnegie_mellon_u_,central_south_u_,chinese_academy_of_sciences,chinese_u_hong_kong,chongqing_u_,city_u_hong_kong,dalian_u_technology,fudan_u_,georgia_institute_of_technology,harbin_engineering_u_,harbin_institute_of_technology,harvard_u_,hefei_u_technology,hong_kong_polytechnic_u_,huazhong_u_science_and_technology,ibm,imperial_c_london,institut_mines_t_l_com,institut_national_de_recherche_en_informatique_et_en_automatique,jilin_u_,ku_leuven,massachusetts_institute_of_technology,microsoft_usa,nanjing_u_,nanjing_u_aeronautics_and_astronautics,nanjing_u_posts_and_telecommunications,nanjing_u_science_and_technology,nanyang_technological_u_,national_research_council_of_italy,national_u_defense_technology,national_u_singapore,north_china_electric_power_u_,northeastern_u_china,northwestern_polytechnical_u_xi_an,osaka_u_,peking_u_,polytechnic_u_catalonia,shandong_u_,shanghai_jiao_tong_u_,shanghai_u_,shenzhen_u_,sichuan_u_,sorbonne_universit_,south_china_u_technology,southeast_u_nanjing,southwest_jiaotong_u_,stanford_u_,state_grid_corporation_of_china,sun_yat_sen_u_,swiss_federal_institute_of_technology_zurich,technical_u_munich,tianjin_u_,tokyo_institute_of_technology,tongji_u_,tsinghua_u_,u_c_london,u_california_at_berkeley,u_chinese_academy_of_sciences,u_electronic_science_and_technology_of_china,u_granada,u_illinois_at_urbana_champaign,u_new_south_wales,u_oxford,u_science_and_technology_beijing,u_science_and_technology_of_china,u_southern_california,u_sydney,u_technology_sydney,u_tokyo_the,universit_f_d_rale_toulouse_midi_pyr_n_es,universit_paris_saclay,waseda_u_,wuhan_u_,wuhan_u_technology,xi_an_jiaotong_u_,xidian_u_,zhejiang_u_
10065,r018,Harbin Institute of Technology,0,0,0,0,0,0,0,0,0,199,150,0,82,61,0,0,126,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,70,57,0,0,0,0,0,0,0,71,0,0,61,0,108,0,0,0,0,0,0,0,54,0,0,0,0,0,95,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r019,Harvard U.,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r020,Hefei U. Technology,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0
10065,r021,Hong Kong Polytechnic U.,0,0,0,0,0,0,0,0,0,83,53,0,87,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,52,0,0,0,0,0,0,0,0,0,0,61,0,113,0,0,98,0,0,0,0,62,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r022,Huazhong U. Science and Technology,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,111,0,0,0
10065,r023,IBM,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r024,Imperial C. London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,69,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r025,Institut Mines-Télécom,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,189,0,0,0,0,0,0
10065,r026,Institut national de recherche en informatique et en automatique,0,0,0,0,0,0,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,329,0,0,0,0,0,0
10065,r027,Jilin U.,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r028,KU Leuven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r029,Massachusetts Institute of Technology,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,303,0,0,0,91,0,0,0,0,0,0,67,0,0,0,0,87,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r030,Microsoft USA,56,0,0,0,0,0,0,100,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,60,0,0,52,0,0,0,0,118,0,63,0,0,0,62,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0
10065,r031,Nanjing U.,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,68,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r032,Nanjing U. Aeronautics and Astronautics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,62,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r033,Nanjing U. Posts and Telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,62,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
10065,r034,Nanjing U. Science and Technology,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,70,0,0,73,0,0,0,0,0,0,0,0,0,81,71,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r035,Nanyang Technological U.,0,0,0,0,0,0,0,0,0,111,0,55,0,0,0,0,0,57,0,0,52,54,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,245,0,0,0,0,57,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,52,60,66
10065,r036,National Research Council of Italy,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r037,National U. Defense Technology,0,0,0,0,0,59,0,0,54,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r038,National U. Singapore,0,0,0,0,0,0,61,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
10065,r039,North China Electric Power U.,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r040,Northeastern U. China,0,0,0,0,0,0,0,0,0,255,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r041,Northwestern Polytechnical U. Xi'an,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,144,0
10065,r042,Osaka U.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
10065,r043,Peking U.,78,54,0,55,0,57,0,0,0,223,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r044,Polytechnic U. Catalonia,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r045,Shandong U.,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r046,Shanghai Jiao Tong U.,0,0,0,0,0,0,0,0,0,157,54,0,69,0,51,0,0,61,0,0,61,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r047,Shanghai U.,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
10065,r048,Shenzhen U.,0,0,0,0,0,0,0,0,0,124,0,0,65,0,0,0,0,108,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r049,Sichuan U.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,159,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r050,Sorbonne Université,0,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0
10065,r051,South China U. Technology,0,0,0,0,0,0,0,0,0,101,72,0,106,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r052,"Southeast U., Nanjing",0,0,0,0,0,0,0,0,0,71,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,103,137,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r053,Southwest Jiaotong U.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r054,Stanford U.,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,116,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r055,State Grid Corporation of China,0,0,0,0,0,0,0,0,0,69,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
10065,r056,Sun Yat-Sen U.,0,0,0,0,0,0,0,0,0,120,0,0,55,0,0,0,0,54,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,72,0,0,111,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r057,Swiss Federal Institute of Technology Zurich,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r058,Technical U. Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r059,Tianjin U.,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r060,Tokyo Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
10065,r061,Tongji U.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r062,Tsinghua U.,136,133,0,119,0,108,0,53,0,264,63,0,0,0,0,0,0,95,0,0,64,0,0,0,0,0,0,0,0,118,0,0,0,0,69,0,0,66,0,0,0,0,118,0,0,52,0,0,0,0,0,0,0,0,0,51,0,0,82,0,0,0,0,156,86,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,86,0,60
10065,r063,U. C. London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r064,U. California at Berkeley,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r065,U. Chinese Academy of Sciences,72,72,0,0,0,1186,0,0,0,5022,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
