table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_foreign_companies_subsidiariesa,field_foreign_companies_company_s_parent,field_foreign_companies_unaffiliated_companies,field_foreign_government_agencies,field_foreign_universities_colleges_and_academic_researchers,field_all_other
12300,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['70', 'i ']","['0', '  ']","['62', 'i ']","['8', '  ']","['0', '  ']","['0', '  ']","['*', '  ']"
12300,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,534', '  ']","['3,335', '  ']","['7,447', '  ']","['748', '  ']","['0', '  ']","['0', '  ']","['4', '  ']"
12300,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['243', '  ']","['13', '  ']","['229', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['10', '  ']","['4', '  ']","['4', '  ']","['3', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
12300,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['154', '  ']","['42', '  ']","['112', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['25', '  ']","['0', '  ']","['16', '  ']","['9', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['5', '  ']","['2', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
12300,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['63', 'i ']","['1', '  ']","['61', 'i ']","['1', 'r ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['639', '  ']","['280', '  ']","['203', '  ']","['155', '  ']","['*', '  ']","['1', 'r ']","['0', '  ']"
12300,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['61', '  ']","['27', '  ']","['34', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']"
12300,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['19', '  ']","['D', '  ']","['9', '  ']","['5', '  ']","['*', '  ']","['D', '&nbsp;']","['0', '  ']"
12300,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['D', '  ']","['245', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']"
12300,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['16,831', '  ']","['14,546', '  ']","['1,976', '  ']","['287', '  ']","['21', '  ']","['*', '  ']","['1', 'r ']"
12300,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['2', 'i ']","['0', '  ']","['0', '  ']"
12300,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['D', '  ']","['D', '  ']","['1,515', '  ']","['262', '  ']","['0', '  ']","['0', '  ']","['*', 'r ']"
12300,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['D', '  ']","['D', '  ']","['245', '  ']","['15', '  ']","['19', '  ']","['*', '  ']","['*', '  ']"
12300,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['D', '  ']","['D', '  ']","['197', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']"
12300,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['37', '  ']","['*', '  ']","['3', '  ']","['15', '  ']","['19', '  ']","['0', '  ']","['0', '  ']"
12300,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['D', '  ']","['D', '  ']","['46', '  ']","['*', '  ']","['0', '  ']","['*', 'r ']","['0', '  ']"
12300,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['469', 'i ']","['100', '  ']","['361', 'i ']","['8', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,965', '  ']","['214', '  ']","['1,348', '  ']","['328', 'i ']","['73', '  ']","['0', '  ']","['2', 'r ']"
12300,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,768', '  ']","['209', '  ']","['1,322', '  ']","['237', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']"
12300,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['182', '  ']","['5', '  ']","['12', '  ']","['91', '  ']","['73', '  ']","['0', '  ']","['1', '  ']"
12300,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['D', '  ']","['5', '  ']","['12', '  ']","['71', '  ']","['D', '  ']","['0', '  ']","['1', '  ']"
12300,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['D', '  ']","['0', '  ']","['0', '  ']","['20', '  ']","['D', '  ']","['0', '  ']","['0', '  ']"
12300,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['15', '  ']","['0', '  ']","['14', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'r ']"
12300,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['65', '  ']","['65', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['D', '  ']","['D', '  ']","['94', '  ']","['57', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
12300,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['993', '  ']","['865', '  ']","['83', '  ']","['45', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['D', '  ']","['D', '  ']","['11', '  ']","['12', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
12300,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['19,520', 'i ']","['10,211', 'i ']","['8,273', 'i ']","['972', 'i ']","['9', '  ']","['9', '  ']","['46', '  ']"
12300,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '  ']","['D', '  ']","['0', '  ']","['21', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['35', '  ']","['3', '  ']","['32', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['9,164', 'i ']","['8,742', 'i ']","['375', '  ']","['38', '  ']","['0', '  ']","['0', '  ']","['10', '  ']"
12300,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['D', '  ']","['D', '  ']","['261', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['10', '  ']"
12300,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['D', '  ']","['D', '  ']","['260', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['10', '  ']"
12300,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['D', '  ']","['49', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['284', '  ']","['197', '  ']","['49', '  ']","['38', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['8,952', 'i ']","['149', '  ']","['7,837', 'i ']","['911', 'i ']","['9', '  ']","['9', '  ']","['36', '  ']"
12300,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['67', '  ']","['5', '  ']","['53', '  ']","['6', '  ']","['3', 'r ']","['*', '  ']","['*', '  ']"
12300,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,357', '  ']","['79', '  ']","['2,277', '  ']","['1', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
12300,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,244', 'i ']","['24', '  ']","['5,285', 'i ']","['885', 'i ']","['6', '  ']","['8', '  ']","['36', '  ']"
12300,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['14', '  ']","['9', '  ']","['5', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['243', '  ']","['3', 'i ']","['204', '  ']","['14', '  ']","['0', '  ']","['0', '  ']","['22', '  ']"
12300,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['5,977', 'i ']","['12', '  ']","['5,077', 'i ']","['870', 'i ']","['1', '  ']","['4', '  ']","['14', 'i ']"
12300,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['9', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['5', '  ']","['3', '  ']","['0', '  ']"
12300,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['285', '  ']","['41', '  ']","['222', '  ']","['20', '  ']","['*', '  ']","['1', '  ']","['*', 'r ']"
12300,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
12300,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['56', '  ']","['25', '  ']","['28', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12300,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['53,933', '  ']","['30,161', '  ']","['21,005', '  ']","['2,599', '  ']","['104', '  ']","['10', '  ']","['52', '  ']"
12300,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12300,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['264', '  ']","['17', '  ']","['211', '  ']","['31', '  ']","['1', '  ']","['1', '  ']","['2', '  ']"
12300,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['618', '  ']","['128', 'r ']","['412', '  ']","['63', '  ']","['D', '&nbsp;']","['2', 'r ']","['D', '  ']"
12300,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12300,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['909', '  ']","['91', '  ']","['745', '  ']","['69', '  ']","['3', 'r ']","['*', '  ']","['1', '  ']"
12300,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,052', '  ']","['102', 'r ']","['832', '  ']","['114', '  ']","['3', '  ']","['*', '  ']","['0', '  ']"
12300,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12300,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,874', '  ']","['256', '  ']","['1,250', '  ']","['338', '  ']","['0', '  ']","['4', '  ']","['26', '  ']"
12300,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,145', '  ']","['1,057', '  ']","['1,015', '  ']","['73', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
12300,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['9,254', '  ']","['3,477', '  ']","['5,203', '  ']","['575', '  ']","['*', 'i ']","['*', '  ']","['*', 'i ']"
12300,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,777', '  ']","['1,049', '  ']","['384', '  ']","['329', '  ']","['12', 'i ']","['3', '  ']","['*', 'i ']"
12300,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['13,795', 'i ']","['1,852', '  ']","['10,954', 'i ']","['926', 'i ']","['D', '  ']","['*', 'i ']","['D', '&nbsp;']"
12300,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['22,245', '  ']","['22,133', '  ']","['0', '  ']","['82', '  ']","['29', '  ']","['0', '  ']","['1', '  ']"
