table_id,row_id,region_country_or_economy,coronavirus_article_count
4860,r001,World,58627.0
4860,r002,United States,12199.6
4860,r003,China,7529.1
4860,r004,Italy,4070.7
4860,r005,India,3528.0
4860,r006,United Kingdom,3518.6
4860,r007,Spain,1930.9
4860,r008,Germany,1673.4
4860,r009,Brazil,1634.6
4860,r010,France,1542.6
4860,r011,Canada,1426.4
4860,r012,Iran,1227.9
4860,r013,Australia,1139.8
4860,r014,Russia,975.2
4860,r015,Turkey,968.4
4860,r016,South Korea,708.4
