table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10254,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,703068,56858,2156,74398,542531,3855,0,23270
10254,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,541892,181344,29889,71810,240097,12463,0,6290
10254,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,630694,188937,315,32893,382485,13874,761,11429
10254,r017,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,98285,8643,7892,75591,6160,0,0,0
10254,r018,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,333311,22844,10721,130738,148490,17584,0,2934
10254,r019,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,29730,0,0,484,23533,5022,692,0
10254,r020,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5500144,215968,4000694,329247,895706,30026,28314,189
10254,r021,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,12542,287,9026,1454,860,877,0.05,0
10254,r022,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,1701,0,0,0,1701,0,0,0
10254,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,122721,0,109274,3203,10244,0,0,0
10254,r024,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,122721,0,109274,3203,10244,0,0,0
10254,r025,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,1731,1531,200,0,0,0,0,0
10254,r026,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5361449,214150,3882194,324591,882901,29149,28275,189
10254,r027,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,21508382,3152398,378690,1318860,12528168,3512332,479271,138661
10254,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,89306,27193,0,2604,35198,9599,14712,0
10254,r029,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,420703,0,0,11531,1160,6693,401319,0
10254,r030,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,3399,2832,0,567,0,0,0,0
10254,r031,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,20994974,3122373,378690,1304158,12491810,3496040,63241,138661
10254,r032,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,50791,10648,0,22980,16824,0,0,340
10254,r033,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,6025,0,0,500,5525,0,0,0
10254,r034,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,44766,10648,0,22480,11299,0,0,340
10254,r035,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,86089,78249,0,454,5094,1064,1229,0
10254,r036,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,237,86,0,0,0.05,140,0,0
10254,r037,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,1530,128,0,277,864,261,0,0
10254,r038,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,84322,78035,0,177,4219,663,1229,0
10254,r039,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,8401,4816,0,0,1586,2000,0,0
10254,r040,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,8401,4816,0,0,1586,2000,0,0
10254,r041,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,4000,4000,0,0,0,0,0,0
10254,r042,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,2072,1119,0,953,0,0,0,0
10254,r043,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,893,0.05,0,868,0,0,0,0
10254,r044,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,1179,1094,0,85,0,0,0,0
10254,r045,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,5264,0,2800,0,0,0,0,2464
10254,r046,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,5264,0,2800,0,0,0,0,2464
10254,r047,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,624980,624980,0,0,0,0,0,0
10254,r048,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10254,r049,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4429290,536127,1048160,1259864,973267,597033,2443,12397
10254,r050,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5770954,7640,298451,302550,4884726,242084,16384,19119
10254,r051,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,62500,62500,0,0,0,0,0,0
