table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
3116,r227,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Gwinnett C.,Georgia,Public (U. System Georgia Board of Regents),Georgia Gwinnett C.,,3,"['610', '']"
3116,r228,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Institute of Technology,Georgia,Public (U. System Georgia Board of Regents),Georgia Institute of Technology,,3,"['960,167', '']"
3116,r229,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Southern U.,Georgia,Public (U. System Georgia Board of Regents),Georgia Southern U.,,3,"['11,166', '']"
3116,r230,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia State U.,,3,"['195,572', '']"
3116,r231,Georgia -> Public (U. System Georgia Board of Regents) -> Kennesaw State U.,Georgia,Public (U. System Georgia Board of Regents),Kennesaw State U.,,3,"['30,381', '']"
3116,r232,Georgia -> Public (U. System Georgia Board of Regents) -> Middle Georgia State U.,Georgia,Public (U. System Georgia Board of Regents),Middle Georgia State U.,,3,"['250', '']"
3116,r233,Georgia -> Public (U. System Georgia Board of Regents) -> Savannah State U.,Georgia,Public (U. System Georgia Board of Regents),Savannah State U.,,3,"['1,720', '']"
3116,r234,Georgia -> Public (U. System Georgia Board of Regents) -> U. Georgia,Georgia,Public (U. System Georgia Board of Regents),U. Georgia,,3,"['477,536', '']"
3116,r235,Georgia -> Public (U. System Georgia Board of Regents) -> U. North Georgia,Georgia,Public (U. System Georgia Board of Regents),U. North Georgia,,3,"['2,068', '']"
3116,r236,Georgia -> Public (U. System Georgia Board of Regents) -> U. West Georgia,Georgia,Public (U. System Georgia Board of Regents),U. West Georgia,,3,"['508', '']"
3116,r237,Georgia -> Public (U. System Georgia Board of Regents) -> Valdosta State U.,Georgia,Public (U. System Georgia Board of Regents),Valdosta State U.,,3,"['424', '']"
3116,r238,Georgia -> Private,Georgia,Private,,,2,"['887,697', '']"
3116,r239,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,,3,"['229', '']"
3116,r240,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,,3,"['553', '']"
3116,r241,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,,3,"['9,048', '']"
3116,r242,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,,3,"['794,928', '']"
3116,r243,Georgia -> Private -> Life U.,Georgia,Private,Life U.,,3,"['207', '']"
3116,r244,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,,3,"['44,128', '']"
3116,r245,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,,3,"['4,564', '']"
3116,r246,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,,3,"['31,289', '']"
3116,r247,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,,3,"['2,751', '']"
3116,r248,Hawaii,Hawaii,,,,1,"['302,252', '']"
3116,r249,Hawaii -> Public (U. Hawaii System),Hawaii,Public (U. Hawaii System),,,2,"['300,272', '']"
3116,r250,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Hilo",Hawaii,Public (U. Hawaii System),"U. Hawaii, Hilo",,3,"['6,864', '']"
3116,r251,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa",,3,"['280,416', '']"
3116,r252,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa -> U. Hawaii, Maui C.",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa","U. Hawaii, Maui C.",4,"['833', '']"
3116,r253,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, system office",Hawaii,Public (U. Hawaii System),"U. Hawaii, system office",,3,"['12,159', '']"
3116,r254,Hawaii -> Private,Hawaii,Private,,,2,"['1,980', '']"
3116,r255,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,,3,"['1,980', '']"
3116,r256,Idaho,Idaho,,,,1,"['168,949', '']"
3116,r257,Idaho -> Public,Idaho,Public,,,2,"['168,502', '']"
3116,r258,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,,3,"['39,824', '']"
3116,r259,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,,3,"['14,972', '']"
3116,r260,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,,3,"['599', '']"
3116,r261,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,,3,"['113,107', '']"
3116,r262,Idaho -> Private,Idaho,Private,,,2,"['447', '']"
3116,r263,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,,3,"['447', '']"
3116,r264,Illinois,Illinois,,,,1,"['2,712,932', '']"
3116,r265,Illinois -> Public,Illinois,Public,,,2,"['1,183,001', '']"
3116,r266,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,,3,"['898', '']"
3116,r267,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,,3,"['700', '']"
3116,r268,Illinois -> Public -> Governors State U.,Illinois,Public,Governors State U.,,3,"['735', '']"
3116,r269,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,,3,"['27,082', '']"
3116,r270,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,,3,"['2,478', '']"
3116,r271,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,,3,"['26,570', '']"
3116,r272,Illinois -> Public -> Southern Illinois U. System,Illinois,Public,Southern Illinois U. System,,3,"['59,817', '']"
3116,r273,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Carbondale",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Carbondale",4,"['41,729', '']"
3116,r274,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Edwardsville",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Edwardsville",4,"['18,088', '']"
3116,r275,Illinois -> Public -> U. Illinois System,Illinois,Public,U. Illinois System,,3,"['1,062,348', '']"
3116,r276,"Illinois -> Public -> U. Illinois System -> U. Illinois, Chicago",Illinois,Public,U. Illinois System,"U. Illinois, Chicago",4,"['382,949', '']"
3116,r277,"Illinois -> Public -> U. Illinois System -> U. Illinois, Springfield",Illinois,Public,U. Illinois System,"U. Illinois, Springfield",4,"['1,876', '']"
3116,r278,"Illinois -> Public -> U. Illinois System -> U. Illinois, Urbana-Champaign",Illinois,Public,U. Illinois System,"U. Illinois, Urbana-Champaign",4,"['677,523', '']"
3116,r279,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,,3,"['2,373', '']"
3116,r280,Illinois -> Private,Illinois,Private,,,2,"['1,529,931', '']"
3116,r281,"Illinois -> Private -> Augustana C., Rock Island",Illinois,Private,"Augustana C., Rock Island",,3,"['237', '']"
3116,r282,Illinois -> Private -> Benedictine U.,Illinois,Private,Benedictine U.,,3,"['175', '']"
3116,r283,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,,3,"['1,357', '']"
3116,r284,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,,3,"['6,144', '']"
3116,r285,Illinois -> Private -> Elmhurst C.,Illinois,Private,Elmhurst C.,,3,"['224', '']"
3116,r286,Illinois -> Private -> Erikson Institute,Illinois,Private,Erikson Institute,,3,"['2,279', '']"
3116,r287,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,,3,"['326', '']"
3116,r288,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,,3,"['34,334', '']"
3116,r289,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,,3,"['452', 'i']"
3116,r290,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",,3,"['39,223', '']"
3116,r291,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,,3,"['10,343', '']"
3116,r292,Illinois -> Private -> North Central C.,Illinois,Private,North Central C.,,3,"['350', '']"
3116,r293,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,,3,"['857,069', '']"
3116,r294,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,,3,"['16,126', '']"
3116,r295,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,,3,"['96,267', '']"
3116,r296,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",,3,"['3,681', '']"
3116,r297,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,,3,"['459,171', '']"
3116,r298,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",,3,"['2,173', '']"
3116,r299,Indiana,Indiana,,,,1,"['1,668,618', '']"
3116,r300,Indiana -> Public,Indiana,Public,,,2,"['1,424,023', '']"
3116,r301,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,,3,"['12,145', '']"
3116,r302,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,,3,"['1,682', '']"
3116,r303,Indiana -> Public -> Indiana U.,Indiana,Public,Indiana U.,,3,"['738,219', '']"
3116,r304,"Indiana -> Public -> Indiana U. -> Indiana U., Bloomington",Indiana,Public,Indiana U.,"Indiana U., Bloomington",4,"['668,157', '']"
3116,r305,"Indiana -> Public -> Indiana U. -> Indiana U., Kokomo",Indiana,Public,Indiana U.,"Indiana U., Kokomo",4,"['393', '']"
3116,r306,"Indiana -> Public -> Indiana U. -> Indiana U., Northwest",Indiana,Public,Indiana U.,"Indiana U., Northwest",4,"['509', '']"
3116,r307,"Indiana -> Public -> Indiana U. -> Indiana U., South Bend",Indiana,Public,Indiana U.,"Indiana U., South Bend",4,"['968', '']"
3116,r308,"Indiana -> Public -> Indiana U. -> Indiana U., Southeast",Indiana,Public,Indiana U.,"Indiana U., Southeast",4,"['557', '']"
3116,r309,"Indiana -> Public -> Indiana U. -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,Indiana U.,"Indiana U.-Purdue U., Indianapolis",4,"['67,635', '']"
3116,r310,Indiana -> Public -> Purdue U.,Indiana,Public,Purdue U.,,3,"['671,615', '']"
3116,r311,"Indiana -> Public -> Purdue U. -> Purdue U., Fort Wayne",Indiana,Public,Purdue U.,"Purdue U., Fort Wayne",4,"['2,416', '']"
3116,r312,"Indiana -> Public -> Purdue U. -> Purdue U., Northwest",Indiana,Public,Purdue U.,"Purdue U., Northwest",4,"['5,272', '']"
3116,r313,"Indiana -> Public -> Purdue U. -> Purdue U., West Lafayette",Indiana,Public,Purdue U.,"Purdue U., West Lafayette",4,"['663,927', '']"
3116,r314,Indiana -> Public -> U. Southern Indiana,Indiana,Public,U. Southern Indiana,,3,"['362', '']"
3116,r315,Indiana -> Private,Indiana,Private,,,2,"['244,595', '']"
3116,r316,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,,3,"['680', '']"
3116,r317,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,,3,"['308', '']"
3116,r318,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,,3,"['456', '']"
3116,r319,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,,3,"['706', '']"
3116,r320,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,,3,"['541', '']"
3116,r321,Indiana -> Private -> Rose-Hulman Institute of Technology,Indiana,Private,Rose-Hulman Institute of Technology,,3,"['168', '']"
3116,r322,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,,3,"['225', '']"
3116,r323,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,,3,"['350', '']"
3116,r324,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,,3,"['240,078', '']"
3116,r325,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,,3,"['763', '']"
3116,r326,Indiana -> Private -> Wabash C.,Indiana,Private,Wabash C.,,3,"['320', '']"
3116,r327,Iowa,Iowa,,,,1,"['882,911', '']"
3116,r328,Iowa -> Public (Iowa Board of Regents),Iowa,Public (Iowa Board of Regents),,,2,"['870,455', '']"
3116,r329,Iowa -> Public (Iowa Board of Regents) -> Iowa State U.,Iowa,Public (Iowa Board of Regents),Iowa State U.,,3,"['358,474', '']"
3116,r330,Iowa -> Public (Iowa Board of Regents) -> U. Iowa,Iowa,Public (Iowa Board of Regents),U. Iowa,,3,"['508,353', '']"
3116,r331,Iowa -> Public (Iowa Board of Regents) -> U. Northern Iowa,Iowa,Public (Iowa Board of Regents),U. Northern Iowa,,3,"['3,628', '']"
3116,r332,Iowa -> Private,Iowa,Private,,,2,"['12,456', '']"
3116,r333,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,,3,"['699', '']"
3116,r334,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,,3,"['417', 'i']"
3116,r335,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,,3,"['1,954', '']"
3116,r336,Iowa -> Private -> Dordt C.,Iowa,Private,Dordt C.,,3,"['920', '']"
3116,r337,Iowa -> Private -> Drake U.,Iowa,Private,Drake U.,,3,"['865', '']"
3116,r338,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,,3,"['5,500', '']"
3116,r339,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,,3,"['451', '']"
3116,r340,Iowa -> Private -> Palmer C. of Chiropractic,Iowa,Private,Palmer C. of Chiropractic,,3,"['1,650', '']"
3116,r341,"Iowa -> Private -> Palmer C. of Chiropractic -> Palmer C. of Chiropractic, Davenport",Iowa,Private,Palmer C. of Chiropractic,"Palmer C. of Chiropractic, Davenport",4,"['1,650', '']"
3116,r342,Kansas,Kansas,,,,1,"['704,493', '']"
3116,r343,Kansas -> Public (Kansas Board of Regents),Kansas,Public (Kansas Board of Regents),,,2,"['704,493', '']"
3116,r344,Kansas -> Public (Kansas Board of Regents) -> Emporia State U.,Kansas,Public (Kansas Board of Regents),Emporia State U.,,3,"['777', '']"
3116,r345,Kansas -> Public (Kansas Board of Regents) -> Fort Hays State U.,Kansas,Public (Kansas Board of Regents),Fort Hays State U.,,3,"['1,143', '']"
3116,r346,Kansas -> Public (Kansas Board of Regents) -> Kansas State U.,Kansas,Public (Kansas Board of Regents),Kansas State U.,,3,"['218,622', '']"
3116,r347,Kansas -> Public (Kansas Board of Regents) -> Pittsburg State U.,Kansas,Public (Kansas Board of Regents),Pittsburg State U.,,3,"['2,513', '']"
3116,r348,Kansas -> Public (Kansas Board of Regents) -> U. Kansas,Kansas,Public (Kansas Board of Regents),U. Kansas,,3,"['352,643', '']"
3116,r349,Kansas -> Public (Kansas Board of Regents) -> Wichita State U.,Kansas,Public (Kansas Board of Regents),Wichita State U.,,3,"['128,795', '']"
3116,r350,Kentucky,Kentucky,,,,1,"['611,489', '']"
3116,r351,Kentucky -> Public (Kentucky Council on Postsecondary Education),Kentucky,Public (Kentucky Council on Postsecondary Education),,,2,"['610,983', '']"
3116,r352,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Eastern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Eastern Kentucky U.,,3,"['1,125', '']"
3116,r353,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Kentucky State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Kentucky State U.,,3,"['8,433', '']"
3116,r354,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Morehead State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Morehead State U.,,3,"['2,028', '']"
3116,r355,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Murray State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Murray State U.,,3,"['3,710', '']"
3116,r356,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Northern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Northern Kentucky U.,,3,"['2,363', '']"
3116,r357,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Kentucky,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Kentucky,,3,"['410,581', '']"
3116,r358,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Louisville,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Louisville,,3,"['173,462', '']"
3116,r359,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Western Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Western Kentucky U.,,3,"['9,281', '']"
3116,r360,Kentucky -> Private,Kentucky,Private,,,2,"['506', '']"
3116,r361,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,,3,"['506', '']"
3116,r362,Louisiana,Louisiana,,,,1,"['781,076', '']"
3116,r363,Louisiana -> Public (State of Louisiana Board of Regents),Louisiana,Public (State of Louisiana Board of Regents),,,2,"['570,776', '']"
3116,r364,Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System,Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,,3,"['364,245', '']"
3116,r365,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Baton Rouge",4,"['296,497', '']"
3116,r366,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, New Orleans",4,"['40,914', '']"
3116,r367,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, Shreveport",4,"['26,262', '']"
3116,r368,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Shreveport",4,"['572', '']"
3116,r369,Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System,Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,,3,"['10,536', '']"
3116,r370,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['5,448', '']"
3116,r371,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Baton Rouge",4,"['4,492', '']"
3116,r372,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U., New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U., New Orleans",4,"['596', '']"
3116,r373,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,,3,"['195,995', '']"
3116,r374,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Grambling State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Grambling State U.,4,"['2,836', '']"
3116,r375,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Louisiana Tech U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Louisiana Tech U.,4,"['26,143', '']"
3116,r376,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> McNeese State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,McNeese State U.,4,"['370', '']"
3116,r377,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Nicholls State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Nicholls State U.,4,"['738', '']"
3116,r378,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Northwestern State U. Louisiana,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Northwestern State U. Louisiana,4,"['2,058', '']"
3116,r379,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Southeastern Louisiana U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Southeastern Louisiana U.,4,"['1,971', '']"
3116,r380,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Lafayette",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Lafayette",4,"['144,187', '']"
3116,r381,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Monroe",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Monroe",4,"['2,364', '']"
3116,r382,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. New Orleans,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,U. New Orleans,4,"['15,328', '']"
3116,r383,Louisiana -> Private,Louisiana,Private,,,2,"['210,300', '']"
3116,r384,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,,3,"['2,772', '']"
3116,r385,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",,3,"['443', '']"
3116,r386,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,,3,"['196,933', '']"
3116,r387,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,,3,"['10,152', '']"
3116,r388,Maine,Maine,,,,1,"['151,775', '']"
3116,r389,Maine -> Public,Maine,Public,,,2,"['137,451', '']"
3116,r390,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,,3,"['358', '']"
3116,r391,Maine -> Public -> U. Maine System,Maine,Public,U. Maine System,,3,"['137,093', '']"
3116,r392,Maine -> Public -> U. Maine System -> U. Maine,Maine,Public,U. Maine System,U. Maine,4,"['129,913', '']"
3116,r393,Maine -> Public -> U. Maine System -> U. Maine Farmington,Maine,Public,U. Maine System,U. Maine Farmington,4,"['526', '']"
3116,r394,Maine -> Public -> U. Maine System -> U. Southern Maine,Maine,Public,U. Maine System,U. Southern Maine,4,"['6,654', '']"
3116,r395,Maine -> Private,Maine,Private,,,2,"['14,324', '']"
3116,r396,Maine -> Private -> Bates C.,Maine,Private,Bates C.,,3,"['2,135', '']"
3116,r397,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,,3,"['2,991', '']"
3116,r398,Maine -> Private -> Colby C.,Maine,Private,Colby C.,,3,"['1,852', '']"
3116,r399,Maine -> Private -> U. New England,Maine,Private,U. New England,,3,"['7,346', '']"
3116,r400,Maryland,Maryland,,,,1,"['4,631,380', '']"
3116,r401,Maryland -> Public,Maryland,Public,,,2,"['1,712,337', '']"
3116,r402,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,,3,"['13,253', '']"
3116,r403,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,,3,"['369', '']"
3116,r404,Maryland -> Public -> U. System Maryland,Maryland,Public,U. System Maryland,,3,"['1,267,794', '']"
3116,r405,Maryland -> Public -> U. System Maryland -> Bowie State U.,Maryland,Public,U. System Maryland,Bowie State U.,4,"['1,911', '']"
3116,r406,Maryland -> Public -> U. System Maryland -> Coppin State U.,Maryland,Public,U. System Maryland,Coppin State U.,4,"['243', '']"
3116,r407,Maryland -> Public -> U. System Maryland -> Salisbury U.,Maryland,Public,U. System Maryland,Salisbury U.,4,"['9,368', '']"
3116,r408,Maryland -> Public -> U. System Maryland -> Towson U.,Maryland,Public,U. System Maryland,Towson U.,4,"['3,423', '']"
3116,r409,Maryland -> Public -> U. System Maryland -> U. Baltimore,Maryland,Public,U. System Maryland,U. Baltimore,4,"['12,451', '']"
3116,r410,Maryland -> Public -> U. System Maryland -> U. Maryland<sup>b</sup>,Maryland,Public,U. System Maryland,U. Maryland<sup>b</sup>,4,"['1,096,600', '']"
3116,r411,Maryland -> Public -> U. System Maryland -> U. Maryland Center for Environmental Science,Maryland,Public,U. System Maryland,U. Maryland Center for Environmental Science,4,"['56,033', '']"
3116,r412,"Maryland -> Public -> U. System Maryland -> U. Maryland, Baltimore County",Maryland,Public,U. System Maryland,"U. Maryland, Baltimore County",4,"['80,632', '']"
3116,r413,"Maryland -> Public -> U. System Maryland -> U. Maryland, Eastern Shore",Maryland,Public,U. System Maryland,"U. Maryland, Eastern Shore",4,"['7,133', '']"
3116,r414,Maryland -> Public -> U.S. Naval Academy,Maryland,Public,U.S. Naval Academy,,3,"['13,621', '']"
3116,r415,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,,3,"['417,300', '']"
3116,r416,Maryland -> Private,Maryland,Private,,,2,"['2,919,043', '']"
3116,r417,Maryland -> Private -> Goucher C.,Maryland,Private,Goucher C.,,3,"['450', '']"
3116,r418,Maryland -> Private -> Johns Hopkins U.<sup>c</sup>,Maryland,Private,Johns Hopkins U.<sup>c</sup>,,3,"['2,917,436', '']"
3116,r419,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",,3,"['663', '']"
3116,r420,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,,3,"['494', '']"
3116,r421,Massachusetts,Massachusetts,,,,1,"['4,315,609', '']"
3116,r422,Massachusetts -> Public,Massachusetts,Public,,,2,"['685,521', '']"
3116,r423,Massachusetts -> Public -> Massachusetts System of Public Higher Education,Massachusetts,Public,Massachusetts System of Public Higher Education,,3,"['1,871', '']"
3116,r424,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Bridgewater State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Bridgewater State U.,4,"['331', '']"
3116,r425,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Framingham State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Framingham State U.,4,"['1,540', '']"
3116,r426,Massachusetts -> Public -> U. Massachusetts System,Massachusetts,Public,U. Massachusetts System,,3,"['683,650', '']"
3116,r427,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Amherst",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Amherst",4,"['223,177', '']"
3116,r428,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Boston",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Boston",4,"['62,018', '']"
3116,r429,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, central office",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, central office",4,"['4,916', '']"
3116,r430,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Dartmouth",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Dartmouth",4,"['28,036', '']"
3116,r431,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Lowell",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Lowell",4,"['83,996', '']"
3116,r432,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Medical School",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Medical School",4,"['281,507', '']"
3116,r433,Massachusetts -> Private,Massachusetts,Private,,,2,"['3,630,088', '']"
