table_id,row_id,_b_region_country_or_economy_b_full_path,_b_region_country_or_economy_b_level_1,_b_region_country_or_economy_b_level_2,_b_region_country_or_economy_b_level_3,_b_region_country_or_economy_b_hierarchy_depth,field_total,field_dhs,field_dod,field_doe,field_hhs_,field_nasa,field_nsf,field_usda,field_othera
10851,r021,All areas and organizations -> Africa -> Zimbabwe,All areas and organizations,Africa,Zimbabwe,3,1804,0,0,0,1804,0,0,0,0
10851,r022,"All areas and organizations -> Africa -> African countries, other",All areas and organizations,Africa,"African countries, other",3,100,0,100,0,0,0,0,0,0
10851,r023,All areas and organizations -> Asia,All areas and organizations,Asia,,2,95851,834,60738,2,31894,22,0,1741,620
10851,r024,All areas and organizations -> Asia -> Armenia,All areas and organizations,Asia,Armenia,3,166,0,166,0,0,0,0,0,0
10851,r025,All areas and organizations -> Asia -> Bangladesh,All areas and organizations,Asia,Bangladesh,3,7214,0,0,0,7214,0,0,0,0
10851,r026,All areas and organizations -> Asia -> Brunei,All areas and organizations,Asia,Brunei,3,41,0,41,0,0,0,0,0,0
10851,r027,All areas and organizations -> Asia -> Cambodia,All areas and organizations,Asia,Cambodia,3,41,0,41,0,0,0,0,0,0
10851,r028,All areas and organizations -> Asia -> China,All areas and organizations,Asia,China,3,1427,0,0,0,1337,0,0,89,0
10851,r029,All areas and organizations -> Asia -> Georgia,All areas and organizations,Asia,Georgia,3,1386,0,991,0,395,0,0,0,0
10851,r030,All areas and organizations -> Asia -> India,All areas and organizations,Asia,India,3,1239,0,710,2,528,0.05,0,0,0
10851,r031,All areas and organizations -> Asia -> Indonesia,All areas and organizations,Asia,Indonesia,3,1053,0,3,0,550,0,0,0,500
10851,r032,All areas and organizations -> Asia -> Israel,All areas and organizations,Asia,Israel,3,60312,834,47964,0,10132,0,0,1381,0
10851,r033,All areas and organizations -> Asia -> Japan,All areas and organizations,Asia,Japan,3,626,0,601,0,0,5,0,0,20
10851,r034,All areas and organizations -> Asia -> Jordan,All areas and organizations,Asia,Jordan,3,289,0,0,0,289,0,0,0,0
10851,r035,All areas and organizations -> Asia -> Kazakhstan,All areas and organizations,Asia,Kazakhstan,3,1537,0,1537,0,0,0,0,0,0
10851,r036,"All areas and organizations -> Asia -> Korea, South",All areas and organizations,Asia,"Korea, South",3,832,0,600,0,54,0,0,178,0
10851,r037,All areas and organizations -> Asia -> Laos,All areas and organizations,Asia,Laos,3,4,0,0,0,4,0,0,0,0
10851,r038,All areas and organizations -> Asia -> Lebanon,All areas and organizations,Asia,Lebanon,3,549,0,0,0,549,0,0,0,0
10851,r039,All areas and organizations -> Asia -> Malaysia,All areas and organizations,Asia,Malaysia,3,134,0,0,0,134,0,0,0,0
10851,r040,All areas and organizations -> Asia -> Mongolia,All areas and organizations,Asia,Mongolia,3,791,0,502,0,289,0,0,0,0
10851,r041,All areas and organizations -> Asia -> Nepal,All areas and organizations,Asia,Nepal,3,100,0,0,0,0,0,0,0,100
10851,r042,All areas and organizations -> Asia -> Oman,All areas and organizations,Asia,Oman,3,56,0,56,0,0,0,0,0,0
10851,r043,All areas and organizations -> Asia -> Pakistan,All areas and organizations,Asia,Pakistan,3,1532,0,0,0,1532,0,0,0,0
10851,r044,All areas and organizations -> Asia -> Philippines,All areas and organizations,Asia,Philippines,3,256,0,256,0,0,0,0,0,0
10851,r045,All areas and organizations -> Asia -> Saudi Arabia,All areas and organizations,Asia,Saudi Arabia,3,20,0,20,0,0,0,0,0,0
10851,r046,All areas and organizations -> Asia -> Singapore,All areas and organizations,Asia,Singapore,3,975,0,975,0,0,0,0,0,0
10851,r047,All areas and organizations -> Asia -> Taiwan,All areas and organizations,Asia,Taiwan,3,2596,0,425,0,2114,17,0,40,0
10851,r048,All areas and organizations -> Asia -> Thailand,All areas and organizations,Asia,Thailand,3,11841,0,5790,0,6050,0,0,0,0
10851,r049,All areas and organizations -> Asia -> United Arab Emirates,All areas and organizations,Asia,United Arab Emirates,3,50,0,50,0,0,0,0,0,0
10851,r050,All areas and organizations -> Asia -> Vietnam,All areas and organizations,Asia,Vietnam,3,785,0,10,0,722,0,0,53,0
10851,r051,All areas and organizations -> Europe,All areas and organizations,Europe,,2,308232,500,78178,2169,183222,17997,1930,1645,22592
10851,r052,All areas and organizations -> Europe -> Austria,All areas and organizations,Europe,Austria,3,3098,0,560,0,1899,10,69,0,560
10851,r053,All areas and organizations -> Europe -> Belgium,All areas and organizations,Europe,Belgium,3,858,0,26,0,832,0,0,0,0
10851,r054,All areas and organizations -> Europe -> Croatia,All areas and organizations,Europe,Croatia,3,361,0,361,0,0,0,0,0,0
10851,r055,All areas and organizations -> Europe -> Czechia,All areas and organizations,Europe,Czechia,3,336,0,336,0,0,0,0,0,0
10851,r056,All areas and organizations -> Europe -> Denmark,All areas and organizations,Europe,Denmark,3,4035,0,2303,0,1684,42,0,0,6
10851,r057,All areas and organizations -> Europe -> Estonia,All areas and organizations,Europe,Estonia,3,756,0,756,0,0,0,0,0,0
10851,r058,All areas and organizations -> Europe -> Finland,All areas and organizations,Europe,Finland,3,3638,0,3053,0,585,0,0,0,0
10851,r059,All areas and organizations -> Europe -> France,All areas and organizations,Europe,France,3,113374,0,3701,1386,101423,2917,0,14,3933
10851,r060,All areas and organizations -> Europe -> Germany,All areas and organizations,Europe,Germany,3,32342,0,6888,10,16584,1058,1369,260,6174
10851,r061,All areas and organizations -> Europe -> Greece,All areas and organizations,Europe,Greece,3,18,0,0.05,0,0,0,0,18,0
10851,r062,All areas and organizations -> Europe -> Iceland,All areas and organizations,Europe,Iceland,3,742,0,38,0,704,0,0,0,0
10851,r063,All areas and organizations -> Europe -> Ireland,All areas and organizations,Europe,Ireland,3,4108,0,2933,0,1149,26,0,0,0
10851,r064,All areas and organizations -> Europe -> Italy,All areas and organizations,Europe,Italy,3,11098,0,9850,0,790,0,0,298,160
10851,r065,All areas and organizations -> Europe -> Macedonia,All areas and organizations,Europe,Macedonia,3,60,0,60,0,0,0,0,0,0
10851,r066,All areas and organizations -> Europe -> Netherlands,All areas and organizations,Europe,Netherlands,3,14856,0,5639,159,7485,432,0,20,1120
10851,r067,All areas and organizations -> Europe -> Norway,All areas and organizations,Europe,Norway,3,4611,0,2160,0,0,2449,0,0,2
10851,r068,All areas and organizations -> Europe -> Poland,All areas and organizations,Europe,Poland,3,292,0,116,0,0,135,0,16,25
10851,r069,All areas and organizations -> Europe -> Portugal,All areas and organizations,Europe,Portugal,3,206,0,206,0,0,0,0,0,0
10851,r070,All areas and organizations -> Europe -> Russia,All areas and organizations,Europe,Russia,3,9061,0,0,0,0,9061,0,0,0
10851,r071,All areas and organizations -> Europe -> Slovakia,All areas and organizations,Europe,Slovakia,3,34,0,34,0,0,0,0,0,0
10851,r072,All areas and organizations -> Europe -> Slovenia,All areas and organizations,Europe,Slovenia,3,193,0,190,0,0,3,0,0,0
10851,r073,All areas and organizations -> Europe -> Spain,All areas and organizations,Europe,Spain,3,4502,0,2143,0,592,188,0,590,989
10851,r074,All areas and organizations -> Europe -> Sweden,All areas and organizations,Europe,Sweden,3,3935,0,1353,0,2494,18,69,0,0
10851,r075,All areas and organizations -> Europe -> Switzerland,All areas and organizations,Europe,Switzerland,3,31172,0,5812,316,15600,1068,0,0,8376
10851,r076,All areas and organizations -> Europe -> Ukraine,All areas and organizations,Europe,Ukraine,3,531,0,0,0,531,0,0,0,0
10851,r077,All areas and organizations -> Europe -> United Kingdom,All areas and organizations,Europe,United Kingdom,3,54776,500,20420,297,30870,590,423,429,1247
10851,r078,"All areas and organizations -> Europe -> European countries, other",All areas and organizations,Europe,"European countries, other",3,9241,0,9241,0,0,0,0,0,0
10851,r079,All areas and organizations -> North America,All areas and organizations,North America,,2,145309,1761,48469,336,70273,5182,10363,1106,7820
10851,r080,"All areas and organizations -> North America -> Bahamas, The",All areas and organizations,North America,"Bahamas, The",3,12329,0,12329,0,0,0,0,0,0
10851,r081,All areas and organizations -> North America -> Bermuda,All areas and organizations,North America,Bermuda,3,8376,0,0,0,0,31,8345,0,0
10851,r082,All areas and organizations -> North America -> Canada,All areas and organizations,North America,Canada,3,106326,1761,35141,336,53909,5151,2018,462,7548
10851,r083,All areas and organizations -> North America -> Costa Rica,All areas and organizations,North America,Costa Rica,3,9987,0,100,0,9587,0,0,300,0
10851,r084,All areas and organizations -> North America -> Guatemala,All areas and organizations,North America,Guatemala,3,1854,0,0,0,1854,0,0,0,0
10851,r085,All areas and organizations -> North America -> Haiti,All areas and organizations,North America,Haiti,3,2306,0,0,0,2306,0,0,0,0
10851,r086,All areas and organizations -> North America -> Jamaica,All areas and organizations,North America,Jamaica,3,117,0,0,0,117,0,0,0,0
10851,r087,All areas and organizations -> North America -> Mexico,All areas and organizations,North America,Mexico,3,1653,0,527,0,891,0,0,235,0
10851,r088,All areas and organizations -> North America -> Panama,All areas and organizations,North America,Panama,3,179,0,0,0,179,0,0,0,0
10851,r089,All areas and organizations -> North America -> Saint Kitts and Nevis,All areas and organizations,North America,Saint Kitts and Nevis,3,51,0,0,0,51,0,0,0,0
10851,r090,All areas and organizations -> North America -> Trinidad and Tobago,All areas and organizations,North America,Trinidad and Tobago,3,1488,0,0,0,1379,0,0,109,0
10851,r091,All areas and organizations -> North America -> Turks and Caicos Islands,All areas and organizations,North America,Turks and Caicos Islands,3,272,0,0,0,0,0,0,0,272
10851,r092,"All areas and organizations -> North America -> North American countries, other",All areas and organizations,North America,"North American countries, other",3,371,0,371,0,0,0,0,0,0
10851,r093,All areas and organizations -> Oceania,All areas and organizations,Oceania,,2,68111,203,39968,186,24699,2069,100,754,131
10851,r094,All areas and organizations -> Oceania -> Australia,All areas and organizations,Oceania,Australia,3,65058,203,39277,186,22928,1774,100,544,45
10851,r095,All areas and organizations -> Oceania -> French Polynesia,All areas and organizations,Oceania,French Polynesia,3,263,0,0,0,0,263,0,0,0
10851,r096,"All areas and organizations -> Oceania -> Micronesia, Federated States of",All areas and organizations,Oceania,"Micronesia, Federated States of",3,135,0,0,0,0,0,0,135,0
10851,r097,All areas and organizations -> Oceania -> New Zealand,All areas and organizations,Oceania,New Zealand,3,2605,0,691,0,1771,32,0,25,85
10851,r098,All areas and organizations -> Oceania -> Palau,All areas and organizations,Oceania,Palau,3,50,0,0,0,0,0,0,50,0
10851,r099,All areas and organizations -> South America,All areas and organizations,South America,,2,19694,0,1516,0,15109,852,0,716,1500
10851,r100,All areas and organizations -> South America -> Argentina,All areas and organizations,South America,Argentina,3,2300,0,43,0,1679,0,0,578,0
10851,r101,All areas and organizations -> South America -> Brazil,All areas and organizations,South America,Brazil,3,4831,0,313,0,3948,521,0,50,0
10851,r102,All areas and organizations -> South America -> Chile,All areas and organizations,South America,Chile,3,1756,0,1055,0,563,138,0,0,0
10851,r103,All areas and organizations -> South America -> Colombia,All areas and organizations,South America,Colombia,3,2108,0,0,0,2083,0,0,25,0
10851,r104,All areas and organizations -> South America -> Peru,All areas and organizations,South America,Peru,3,8593,0,0,0,6837,194,0,63,1500
10851,r105,All areas and organizations -> South America -> Suriname,All areas and organizations,South America,Suriname,3,106,0,106,0,0,0,0,0,0
10851,r106,All areas and organizations -> International organizations,All areas and organizations,International organizations,,2,82571,0,5979,0,981,0,9175,0,66435
