table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_fte_r_d_employeesa_total,field_fte_r_d_employeesa_full_time_r_d_employees,field_fte_r_d_employeesa_full_time_employees_working_on_r_d_part_time,field_fte_r_d_employeesa_part_time_employees_working_on_r_d,field_fte_r_d_scientists_and_engineersb_total,field_fte_r_d_scientists_and_engineersb_full_time_r_d_employees,field_fte_r_d_scientists_and_engineersb_full_time_employees_working_on_r_d_part_time,field_fte_r_d_scientists_and_engineersb_part_time_employees_working_on_r_d
8846,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['143', '&nbsp;']","['139', '&nbsp;']","['4', 'i']","['1', '&nbsp;']","['88', '&nbsp;']","['86', '&nbsp;']","['2', 'i']","['*', '&nbsp;']"
8846,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['10', '&nbsp;']","['9', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['8', '&nbsp;']","['7', '&nbsp;']","['*', 'i']","['*', 'i']"
8846,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['12', '&nbsp;']","['11', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['9', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8846,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['19', '&nbsp;']","['13', 'i']","['6', '&nbsp;']","['*', '&nbsp;']","['10', 'i']","['8', 'i']","['2', 'i']","['*', 'i']"
8846,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['5', '&nbsp;']","['3', '&nbsp;']","['2', 'i']","['*', '&nbsp;']","['3', '&nbsp;']","['2', '&nbsp;']","['1', 'i']","['*', '&nbsp;']"
8846,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['6', '&nbsp;']","['1', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8846,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['27', '&nbsp;']","['14', '&nbsp;']","['12', '&nbsp;']","['1', '&nbsp;']","['13', '&nbsp;']","['8', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']"
8846,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['82', '&nbsp;']","['59', '&nbsp;']","['22', '&nbsp;']","['1', '&nbsp;']","['53', '&nbsp;']","['40', '&nbsp;']","['12', '&nbsp;']","['*', '&nbsp;']"
8846,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['10', '&nbsp;']","['9', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']","['6', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
8846,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['12', '&nbsp;']","['12', '&nbsp;']","['*', 'i']","['*', 'i']","['9', 'i']","['8', 'i']","['*', 'i']","['*', 'i']"
8846,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['7', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['5', '&nbsp;']","['4', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
8846,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['53', '&nbsp;']","['31', '&nbsp;']","['21', '&nbsp;']","['1', '&nbsp;']","['33', '&nbsp;']","['21', '&nbsp;']","['12', '&nbsp;']","['*', '&nbsp;']"
8846,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['251', '&nbsp;']","['225', '&nbsp;']","['23', '&nbsp;']","['4', '&nbsp;']","['207', '&nbsp;']","['189', '&nbsp;']","['16', '&nbsp;']","['3', '&nbsp;']"
8846,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['41', '&nbsp;']","['38', '&nbsp;']","['3', 'i']","['*', 'i']","['32', '&nbsp;']","['30', '&nbsp;']","['2', 'i']","['*', 'i']"
8846,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['87', '&nbsp;']","['76', '&nbsp;']","['8', '&nbsp;']","['2', '&nbsp;']","['74', '&nbsp;']","['67', '&nbsp;']","['5', '&nbsp;']","['2', '&nbsp;']"
8846,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['59', '&nbsp;']","['47', '&nbsp;']","['11', '&nbsp;']","['1', '&nbsp;']","['48', '&nbsp;']","['39', '&nbsp;']","['9', '&nbsp;']","['1', '&nbsp;']"
8846,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['7', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']","['5', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
8846,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['30', '&nbsp;']","['21', '&nbsp;']","['8', '&nbsp;']","['1', '&nbsp;']","['26', '&nbsp;']","['18', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']"
8846,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['22', '&nbsp;']","['20', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['17', '&nbsp;']","['15', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8846,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['64', '&nbsp;']","['64', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['53', '&nbsp;']","['53', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
8846,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['24', '&nbsp;']","['20', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']","['16', '&nbsp;']","['14', '&nbsp;']","['2', '&nbsp;']","['*', 'i']"
8846,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['155', '&nbsp;']","['131', '&nbsp;']","['22', '&nbsp;']","['1', '&nbsp;']","['113', '&nbsp;']","['99', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']"
8846,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['95', '&nbsp;']","['89', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['73', '&nbsp;']","['70', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']"
8846,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['49', '&nbsp;']","['34', 'i']","['14', '&nbsp;']","['1', 'i']","['35', 'i']","['25', 'i']","['9', '&nbsp;']","['*', 'i']"
8846,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['45', '&nbsp;']","['32', 'i']","['13', '&nbsp;']","['*', 'i']","['32', 'i']","['24', 'i']","['8', '&nbsp;']","['*', 'i']"
8846,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['4', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8846,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']"
8846,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['10', '&nbsp;']","['7', '&nbsp;']","['3', 'i']","['*', '&nbsp;']","['5', 'i']","['4', '&nbsp;']","['1', 'i']","['*', '&nbsp;']"
8846,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['4', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8846,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['79', '&nbsp;']","['69', '&nbsp;']","['8', '&nbsp;']","['1', '&nbsp;']","['47', '&nbsp;']","['44', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']"
8846,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['64', '&nbsp;']","['59', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']","['39', '&nbsp;']","['38', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8846,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['15', 'i']","['11', '&nbsp;']","['4', 'i']","['*', 'i']","['8', 'i']","['6', 'i']","['2', 'i']","['*', 'i']"
8846,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['878', '&nbsp;']","['715', '&nbsp;']","['153', '&nbsp;']","['10', '&nbsp;']","['593', '&nbsp;']","['497', '&nbsp;']","['92', '&nbsp;']","['5', '&nbsp;']"
8846,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['7', '&nbsp;']","['5', 'i']","['2', 'i']","['*', 'i']","['4', '&nbsp;']","['4', 'i']","['*', 'i']","['*', 'i']"
8846,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['0 - 2', '&nbsp;']","['0 - 2', '&nbsp;']","['0 - 1', '&nbsp;']","['0 - 1', '&nbsp;']"
8846,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['10', 'i']","['6', '&nbsp;']","['4', 'i']","['*', 'i']","['5', 'i']","['3', 'i']","['1', '&nbsp;']","['*', 'i']"
8846,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['58 - 80', '&nbsp;']","['0 - 45', '&nbsp;']","['16 - 66', '&nbsp;']","['*', '&nbsp;']","['40 - 64', '&nbsp;']","['0 - 37', '&nbsp;']","['3 - 51', '&nbsp;']","['*', 'i']"
8846,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['13', 'i']","['12', 'i']","['1', 'i']","['*', '&nbsp;']","['10', 'i']","['9', 'i']","['1', 'i']","['*', '&nbsp;']"
8846,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['411', '&nbsp;']","['384', '&nbsp;']","['24', '&nbsp;']","['2', '&nbsp;']","['303', '&nbsp;']","['289', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']"
8846,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['110', '&nbsp;']","['104', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['90', '&nbsp;']","['86', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']"
8846,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']"
8846,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['110', '&nbsp;']","['103', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['90', '&nbsp;']","['85', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']"
8846,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['21', '&nbsp;']","['19', 'i']","['2', '&nbsp;']","['*', '&nbsp;']","['9', 'i']","['9', 'i']","['1', '&nbsp;']","['*', '&nbsp;']"
8846,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['164', '&nbsp;']","['148', '&nbsp;']","['15', '&nbsp;']","['1', '&nbsp;']","['111', '&nbsp;']","['103', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']"
8846,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['116', '&nbsp;']","['113', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['93', '&nbsp;']","['91', '&nbsp;']","['1', 'i']","['*', 'i']"
8846,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['55', '&nbsp;']","['43', '&nbsp;']","['12', '&nbsp;']","['1', '&nbsp;']","['34', '&nbsp;']","['29', '&nbsp;']","['4', 'i']","['*', 'i']"
8846,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['5', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8846,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', 'i']","['*', 'i']","['*', 'i']","['0', '&nbsp;']","['*', 'i']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8846,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['5', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8846,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['265', '&nbsp;']","['214', '&nbsp;']","['46', '&nbsp;']","['6', '&nbsp;']","['153', '&nbsp;']","['126', '&nbsp;']","['24', '&nbsp;']","['3', '&nbsp;']"
8846,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['40', '&nbsp;']","['19', '&nbsp;']","['19', '&nbsp;']","['1', '&nbsp;']","['25', '&nbsp;']","['13', '&nbsp;']","['11', '&nbsp;']","['1', '&nbsp;']"
8846,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['85', '&nbsp;']","['72', '&nbsp;']","['12', '&nbsp;']","['1', '&nbsp;']","['59', '&nbsp;']","['52', '&nbsp;']","['7', 'i']","['1', '&nbsp;']"
8846,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['103', 'i']","['95', 'i']","['5', 'i']","['3', 'i']","['49', 'i']","['46', 'i']","['2', 'i']","['1', 'i']"
8846,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['1', 'i']","['1', 'i']","['*', 'i']","['*', 'i']","['1', 'i']","['1', 'i']","['*', 'i']","['*', 'i']"
8846,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['29', '&nbsp;']","['28', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['11', '&nbsp;']","['11', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8846,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['66', 'i']","['60', 'i']","['4', 'i']","['2', 'i']","['34', 'i']","['31', 'i']","['2', 'i']","['1', 'i']"
8846,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['7', 'i']","['6', 'i']","['*', 'i']","['*', 'i']","['3', 'i']","['3', 'i']","['*', 'i']","['*', 'i']"
8846,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['37', 'i']","['28', 'i']","['9', 'i']","['*', '&nbsp;']","['19', '&nbsp;']","['15', 'i']","['4', '&nbsp;']","['*', '&nbsp;']"
8846,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['7', '&nbsp;']","['5', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['3', 'i']","['2', 'i']","['1', '&nbsp;']","['*', '&nbsp;']"
8846,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['21 - 41', '&nbsp;']","['0 - 41', '&nbsp;']","['0 - 41', '&nbsp;']","['*', '&nbsp;']","['8 - 41', '&nbsp;']","['0 - 37', 'i']","['0 - 41', '&nbsp;']","['0 - 1', 'i']"
8846,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['1,765', '&nbsp;']","['1,472', '&nbsp;']","['272', '&nbsp;']","['21', '&nbsp;']","['1,201', '&nbsp;']","['1,038', '&nbsp;']","['152', '&nbsp;']","['10', '&nbsp;']"
8846,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8846,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['29', '&nbsp;']","['21', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['19', '&nbsp;']","['15', '&nbsp;']","['4', '&nbsp;']","['1', 'i']"
8846,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['79', '&nbsp;']","['55', '&nbsp;']","['22', '&nbsp;']","['2', '&nbsp;']","['47', '&nbsp;']","['35', '&nbsp;']","['11', '&nbsp;']","['1', 'i']"
