table_id,row_id,time_period,_b_total_b_level_1,_b_total_b_level_2,_b_total_b_hierarchy_depth,value
5390,r001,2010,Total,All R&D expenditures,2,61286610
5390,r002,2010,Total,Basic research,2,40879634
5390,r003,2010,Total,Applied research,2,15236695
5390,r004,2010,Total,Experimental development,2,5170281
5390,r005,2010,Federal,All R&D expenditures,2,37477582
5390,r006,2010,Federal,Basic research,2,25617372
5390,r007,2010,Federal,Applied research,2,9237600
5390,r008,2010,Federal,Experimental development,2,2622610
5390,r009,2010,Nonfederal,All R&D expenditures,2,23809028
5390,r010,2010,Nonfederal,Basic research,2,15262262
5390,r011,2010,Nonfederal,Applied research,2,5999095
5390,r012,2010,Nonfederal,Experimental development,2,2547671
5390,r013,2011,Total,All R&D expenditures,2,65274393
5390,r014,2011,Total,Basic research,2,43331577
5390,r015,2011,Total,Applied research,2,16461995
5390,r016,2011,Total,Experimental development,2,5480821
5390,r017,2011,Federal,All R&D expenditures,2,40768251
5390,r018,2011,Federal,Basic research,2,27573247
5390,r019,2011,Federal,Applied research,2,10361378
5390,r020,2011,Federal,Experimental development,2,2833626
5390,r021,2011,Nonfederal,All R&D expenditures,2,24506142
5390,r022,2011,Nonfederal,Basic research,2,15758330
5390,r023,2011,Nonfederal,Applied research,2,6100617
5390,r024,2011,Nonfederal,Experimental development,2,2647195
5390,r025,2012,Total,All R&D expenditures,2,65729007
5390,r026,2012,Total,Basic research,2,42939338
5390,r027,2012,Total,Applied research,2,17001462
5390,r028,2012,Total,Experimental development,2,5788207
5390,r029,2012,Federal,All R&D expenditures,2,40142223
5390,r030,2012,Federal,Basic research,2,26704465
5390,r031,2012,Federal,Applied research,2,10437765
5390,r032,2012,Federal,Experimental development,2,2999993
5390,r033,2012,Nonfederal,All R&D expenditures,2,25586784
5390,r034,2012,Nonfederal,Basic research,2,16234873
5390,r035,2012,Nonfederal,Applied research,2,6563697
5390,r036,2012,Nonfederal,Experimental development,2,2788214
5390,r037,2013,Total,All R&D expenditures,2,67013138
5390,r038,2013,Total,Basic research,2,43830773
5390,r039,2013,Total,Applied research,2,17112016
5390,r040,2013,Total,Experimental development,2,6070349
5390,r041,2013,Federal,All R&D expenditures,2,39445931
5390,r042,2013,Federal,Basic research,2,26289022
5390,r043,2013,Federal,Applied research,2,10201310
5390,r044,2013,Federal,Experimental development,2,2955599
5390,r045,2013,Nonfederal,All R&D expenditures,2,27567207
5390,r046,2013,Nonfederal,Basic research,2,17541751
5390,r047,2013,Nonfederal,Applied research,2,6910706
5390,r048,2013,Nonfederal,Experimental development,2,3114750
5390,r049,2014,Total,All R&D expenditures,2,67199090
5390,r050,2014,Total,Basic research,2,43476722
5390,r051,2014,Total,Applied research,2,17492904
5390,r052,2014,Total,Experimental development,2,6229464
5390,r053,2014,Federal,All R&D expenditures,2,37961118
5390,r054,2014,Federal,Basic research,2,25109901
5390,r055,2014,Federal,Applied research,2,9903874
5390,r056,2014,Federal,Experimental development,2,2947343
5390,r057,2014,Nonfederal,All R&D expenditures,2,29237972
5390,r058,2014,Nonfederal,Basic research,2,18366821
5390,r059,2014,Nonfederal,Applied research,2,7589030
5390,r060,2014,Nonfederal,Experimental development,2,3282121
5390,r061,2015,Total,All R&D expenditures,2,68549882
5390,r062,2015,Total,Basic research,2,44230337
5390,r063,2015,Total,Applied research,2,17731433
5390,r064,2015,Total,Experimental development,2,6588112
5390,r065,2015,Federal,All R&D expenditures,2,37846802
5390,r066,2015,Federal,Basic research,2,25133372
5390,r067,2015,Federal,Applied research,2,9826850
5390,r068,2015,Federal,Experimental development,2,2886580
5390,r069,2015,Nonfederal,All R&D expenditures,2,30703080
