table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_anthropology,field_economics,field_political_science,field_sociology,field_other_social_sciences
3880,r001,All agencies,All agencies,,,,,1,1155672.8,34948.4,294908.0,14186.3,224016.7,587613.4
3880,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,
3880,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,214952.1,0.0,179682.5,0.0,34168.9,1100.8
3880,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,2791.5,0.0,2791.5,0.0,0.0,0.0
3880,r005,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85626.4,0.0,85626.4,0.0,0.0,0.0
3880,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,36231.6,0.0,26144.7,0.0,8986.1,1100.8
3880,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,89190.1,0.0,64007.4,0.0,25182.7,0.0
3880,r008,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,1112.5,0.0,1112.5,0.0,0.0,0.0
3880,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,28592.2,0.0,14578.1,1812.0,2726.8,9475.3
3880,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,583.2,0.0,583.2,0.0,0.0,0.0
3880,r011,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,4610.5,0.0,906.0,1812.0,906.0,986.5
3880,r012,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,23398.5,0.0,13088.9,0.0,1820.8,8488.8
3880,r013,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,40828.6,0.0,1100.0,0.0,0.0,39728.6
3880,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,11991.1,0.0,0.0,0.0,0.0,11991.1
3880,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,2370.2,0.0,0.0,0.0,0.0,2370.2
3880,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,10186.9,0.0,0.0,0.0,0.0,10186.9
3880,r017,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,16280.4,0.0,1100.0,0.0,0.0,15180.4
3880,r018,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,188656.1,0.0,0.0,0.0,0.0,188656.1
3880,r019,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,156562.2,36.1,9956.5,0.0,0.0,146569.7
3880,r020,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,2254.8,0.0,0.0,0.0,0.0,2254.8
3880,r021,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,20813.1,36.1,9956.5,0.0,0.0,10820.5
3880,r022,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,1231.1,0.0,0.0,0.0,0.0,1231.1
3880,r023,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,2265.5,0.0,0.0,0.0,0.0,2265.5
3880,r024,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,112952.2,0.0,0.0,0.0,0.0,112952.2
3880,r025,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,17045.5,0.0,0.0,0.0,0.0,17045.5
3880,r026,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,17045.5,0.0,0.0,0.0,0.0,17045.5
3880,r027,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,6351.0,0.0,3756.3,2093.3,501.3,0.0
3880,r028,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,5849.7,0.0,3756.3,2093.3,0.0,0.0
3880,r029,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,501.3,0.0,0.0,0.0,501.3,0.0
3880,r030,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,51039.7,0.0,42979.7,0.0,2857.9,5202.1
3880,r031,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,8922.7,189.0,5778.8,0.0,2267.3,687.6
3880,r032,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,8235.0,189.0,5778.8,0.0,2267.3,0.0
