table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_performed_by_the_company_total,field_performed_by_the_company_paid_for_by_the_company,field_performed_by_the_company_paid_for_by_others,field_performed_by_others_total,field_performed_by_others_paid_for_by_the_company,field_performed_by_others_paid_for_by_others
2076,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['66,202', '  ']","['55,229', '  ']","['10,973', '  ']","['35,478', '  ']","['30,755', '  ']","['4,723', '  ']"
2076,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,605 - 2,701', '  ']","['2,488', '  ']","['118 - 213', '  ']","['263 - 301', '  ']","['264', '  ']","['0 - 36', '  ']"
2076,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,495', '  ']","['1,471', '  ']","['23', '  ']","['55 - 104', '  ']","['55 - 68', '  ']","['0 - 36', '  ']"
2076,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,754', '  ']","['3,637', '  ']","['117', '  ']","['173', '  ']","['160', '  ']","['13', '  ']"
2076,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,334', '  ']","['1,303', '  ']","['30', 'i ']","['20', '  ']","['19', '  ']","['*', '  ']"
2076,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['749', '  ']","['741', '  ']","['8', '  ']","['56', '  ']","['54', '  ']","['2', '  ']"
2076,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,206', '  ']","['2,099', '  ']","['107', '  ']","['96', '  ']","['91', '  ']","['5', '  ']"
2076,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['13,197', '  ']","['12,257', '  ']","['940', '  ']","['516', '  ']","['482', '  ']","['34', '  ']"
2076,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,570', '  ']","['1,511', '  ']","['59', 'i ']","['176 - 196', '  ']","['176 - 193', '  ']","['0 - 3', 'i ']"
2076,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,694', '  ']","['3,228', '  ']","['465', '  ']","['21', '  ']","['0 - 22', '  ']","['0 - 21', '  ']"
2076,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,080', '  ']","['1,921', '  ']","['159', '  ']","['61 - 80', '  ']","['51 - 69', '  ']","['10', '  ']"
2076,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,853', '  ']","['5,596', '  ']","['257', '  ']","['219 - 259', '  ']","['215 - 254', '  ']","['0 - 25', '  ']"
2076,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['78,575', '  ']","['69,942', '  ']","['8,633', '  ']","['2,051', '  ']","['1,886', '  ']","['166', '  ']"
2076,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['12,687', '  ']","['10,972', '  ']","['1,715', 'i ']","['766', 'i ']","['754', 'i ']","['12', 'i ']"
2076,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['30,148', '  ']","['27,859', '  ']","['2,289', '  ']","['414', '  ']","['394', '  ']","['20', '  ']"
2076,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['14,509', '  ']","['10,089', '  ']","['4,420', '  ']","['471', '  ']","['345', '  ']","['126', '  ']"
2076,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,696', '  ']","['2,545', '  ']","['150', '  ']","['98 - 109', '  ']","['97', '  ']","['1 - 12', '  ']"
2076,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['7,297', '  ']","['3,214', '  ']","['4,083', '  ']","['239 - 271', '  ']","['131 - 154', 'i ']","['107 - 118', '  ']"
2076,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,516', '  ']","['4,329', '  ']","['187', '  ']","['100 - 124', '  ']","['95 - 117', '  ']","['6', '  ']"
2076,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['21,231', '  ']","['21,022', '  ']","['209', '  ']","['399', '  ']","['392', '  ']","['7', '  ']"
2076,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,291', '  ']","['4,110', '  ']","['181', '  ']","['217', '  ']","['210', '  ']","['7', '  ']"
2076,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['53,292', '  ']","['34,629', '  ']","['18,663', 'i ']","['6,015', 'i ']","['3,427', '  ']","['2,588', 'i ']"
2076,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['23,881', '  ']","['21,137', '  ']","['2,745', '  ']","['2,838', '  ']","['2,714', '  ']","['124', '  ']"
2076,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['26,383', '  ']","['11,903', '  ']","['14,480', 'i ']","['3,130', 'i ']","['670', '  ']","['2,460', 'i ']"
2076,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['24,576', 'i ']","['11,473', '  ']","['13,103', 'i ']","['3,018', 'i ']","['559', '  ']","['2,460', 'i ']"
2076,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,807', '  ']","['430', '  ']","['1,377', '  ']","['112', '  ']","['111', '  ']","['1', '  ']"
2076,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['9', '  ']","['4', '  ']","['5', '  ']","['1', '  ']","['1', '  ']","['0', '  ']"
2076,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['3,018', '  ']","['1,585', '  ']","['1,433', '  ']","['46', '  ']","['43', '  ']","['3', '  ']"
2076,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['422', '  ']","['419', '  ']","['3', '  ']","['20', '  ']","['19', '  ']","['*', '  ']"
2076,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['15,695', '  ']","['15,410', '  ']","['285', '  ']","['1,069', '  ']","['1,034', '  ']","['35', '  ']"
2076,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['13,589', '  ']","['13,348', '  ']","['240', '  ']","['942', '  ']","['909', '  ']","['33', '  ']"
2076,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['2,106', '  ']","['2,062', '  ']","['44', '  ']","['127', '  ']","['125', '  ']","['2', '  ']"
2076,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['142,874', '  ']","['122,881', '  ']","['19,993', '  ']","['5,689', '  ']","['3,519', '  ']","['2,170', '  ']"
2076,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['3,150', '  ']","['2,841', '  ']","['309', '  ']","['299 - 307', '  ']","['300', '  ']","['0 - 6', '  ']"
2076,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['317', '  ']","['281', '  ']","['36', 'i ']","['244', '  ']","['200', '  ']","['45', '  ']"
2076,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['534', '  ']","['503', '  ']","['31', '  ']","['119', '  ']","['108', '  ']","['11', '  ']"
2076,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['9,318', '  ']","['9,318', '  ']","['0', '  ']","['3', '  ']","['3', '  ']","['0', '  ']"
2076,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,147', '  ']","['1,116', '  ']","['31', '  ']","['45', '  ']","['44', '  ']","['*', '  ']"
2076,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['80,252', '  ']","['78,898', '  ']","['1,354', '  ']","['1,897', '  ']","['1,814', '  ']","['83', '  ']"
2076,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['34,338', '  ']","['33,276', '  ']","['1,062', '  ']","['1,167', '  ']","['1,088', '  ']","['80', '  ']"
2076,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['74', '  ']","['74', '  ']","['0', '  ']","['10', '  ']","['10', '  ']","['*', '  ']"
2076,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['34,264', '  ']","['33,201', '  ']","['1,062', '  ']","['1,157', '  ']","['1,078', '  ']","['80', '  ']"
2076,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,682 - 3,806', '  ']","['3,643', '  ']","['40 - 163', '  ']","['239', '  ']","['237', '  ']","['3', '  ']"
2076,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['16,155', '  ']","['16,037', '  ']","['119', '  ']","['240', '  ']","['239', '  ']","['1', '  ']"
2076,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['25,954 - 26,077', '  ']","['25,943', '  ']","['11 - 134', '  ']","['250', '  ']","['250', '  ']","['0', '  ']"
2076,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,616', '  ']","['7,565', '  ']","['51', '  ']","['362', '  ']","['362', '  ']","['0', '  ']"
2076,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['718', '  ']","['708', '  ']","['10', '  ']","['5', 'i ']","['4', 'i ']","['1', '  ']"
2076,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['138', 'i ']","['138', 'i ']","['0', '  ']","['2', 'i ']","['2', 'i ']","['0', '  ']"
2076,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['579', '  ']","['570', '  ']","['10', '  ']","['2', '  ']","['1', '  ']","['1', '  ']"
2076,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['36,922', '  ']","['18,972', '  ']","['17,951', '  ']","['2,549', '  ']","['557', '  ']","['1,992', '  ']"
2076,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,708', '  ']","['1,561', '  ']","['1,147', '  ']","['400', '  ']","['85', '  ']","['315', '  ']"
2076,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,327', '  ']","['11,669', '  ']","['1,658', '  ']","['157', '  ']","['120', '  ']","['37', '  ']"
2076,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['17,321', '  ']","['2,817', '  ']","['14,504', '  ']","['1,863', '  ']","['332', '  ']","['1,531', 'i ']"
2076,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['4,449', '  ']","['795', '  ']","['3,653', '  ']","['162', '  ']","['117', '  ']","['46', '  ']"
2076,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['11,913', '  ']","['1,936', '  ']","['9,978', '  ']","['1,544', 'i ']","['216', '  ']","['1,328', 'i ']"
2076,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['959', '  ']","['86', '  ']","['873', '  ']","['157', '  ']","['*', '  ']","['157', '  ']"
2076,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,566', '  ']","['2,925', '  ']","['641', '  ']","['129', '  ']","['20', '  ']","['109', '  ']"
2076,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,101', '  ']","['958', 'i ']","['144', '  ']","['33 - 40', 'i ']","['34', 'i ']","['0 - 6', '  ']"
2076,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,799', '  ']","['1,722', '  ']","['76', '  ']","['128', '  ']","['93', '  ']","['35', '  ']"
2076,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['400,100', '  ']","['339,036', '  ']","['61,065', '  ']","['52,492', '  ']","['42,704', '  ']","['9,789', 'i ']"
2076,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2076,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['3,311', '  ']","['2,402', '  ']","['909', '  ']","['576', '  ']","['449', '  ']","['127', '  ']"
2076,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['9,435', '  ']","['7,593', '  ']","['1,842', '  ']","['1,559', '  ']","['1,245', '  ']","['314', '  ']"
2076,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2076,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['10,141', '  ']","['8,070', '  ']","['2,071', '  ']","['1,890', '  ']","['1,468', '  ']","['422', '  ']"
2076,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['17,216', '  ']","['13,514', '  ']","['3,703', '  ']","['4,026', '  ']","['3,048', '  ']","['978', '  ']"
2076,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2076,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['14,103', '  ']","['11,773', '  ']","['2,331', '  ']","['1,506', '  ']","['1,189', '  ']","['317', '  ']"
2076,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['17,871', '  ']","['16,295', '  ']","['1,576', '  ']","['2,483', '  ']","['2,237', '  ']","['246', '  ']"
2076,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['65,112', '  ']","['52,341', '  ']","['12,771', '  ']","['10,291', '  ']","['8,357', '  ']","['1,933', 'i ']"
2076,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['40,198', '  ']","['32,701', '  ']","['7,497', '  ']","['4,353', '  ']","['3,213', '  ']","['1,140', 'i ']"
2076,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['73,485', '  ']","['63,415', '  ']","['10,070', '  ']","['13,499', 'i ']","['11,816', '  ']","['1,683', 'i ']"
2076,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['149,227', '  ']","['130,931', '  ']","['18,295', 'i ']","['12,310', '  ']","['9,681', '  ']","['2,629', 'i ']"
