table_id,row_id,business_activity,companies_number_,collected_primarily_in_digital_format,collected_but_not_digitally,did_not_collect,don_t_know,did_not_answer
9048,r001,Personnel,"['439,096', '&nbsp;']","['48.9', '&nbsp;']","['20.7', '&nbsp;']","['16.8', '&nbsp;']","['13.5', '&nbsp;']","['0.1', '&nbsp;']"
9048,r002,Financial,"['439,096', '&nbsp;']","['65.9', '&nbsp;']","['12.3', '&nbsp;']","['10.9', '&nbsp;']","['10.8', '&nbsp;']","['0.1', '&nbsp;']"
9048,r003,Customer feedback,"['439,096', '&nbsp;']","['46.4', '&nbsp;']","['15.5', '&nbsp;']","['25.5', '&nbsp;']","['12.4', '&nbsp;']","['0.2', '&nbsp;']"
9048,r004,Marketing,"['439,096', '&nbsp;']","['54.5', '&nbsp;']","['9.3', '&nbsp;']","['23.4', '&nbsp;']","['12.7', '&nbsp;']","['0.2', '&nbsp;']"
9048,r005,Supply chain,"['439,096', '&nbsp;']","['32.8', '&nbsp;']","['11.7', '&nbsp;']","['33.7', '&nbsp;']","['21.6', '&nbsp;']","['0.3', '&nbsp;']"
9048,r006,Production,"['439,096', '&nbsp;']","['33.7', '&nbsp;']","['12.2', '&nbsp;']","['32.2', '&nbsp;']","['21.6', '&nbsp;']","['0.3', '&nbsp;']"
9048,r007,Other,"['439,096', '&nbsp;']","['8.4', '&nbsp;']","['2.5', '&nbsp;']","['29.2', '&nbsp;']","['58.4', '&nbsp;']","['1.5', '&nbsp;']"
