table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
8263,r001,All institutions -> 1972<sup>b</sup>,Institutions,,1,252
8263,r002,All institutions -> 1972<sup>b</sup>,Schoolsa,,1,321
8263,r003,All institutions -> 1972<sup>b</sup>,Organizational units,Total,2,4568
8263,r004,All institutions -> 1972<sup>b</sup>,Organizational units,Master's,2,764
8263,r005,All institutions -> 1972<sup>b</sup>,Organizational units,Doctorate,2,3804
8263,r006,All institutions -> 1972<sup>b</sup>,Organizational units,Nondegree,2,0
8263,r007,All institutions -> 1972<sup>b</sup>,Graduate enrollment,Total,2,207859
8263,r008,All institutions -> 1972<sup>b</sup>,Graduate enrollment,Full time,2,159392
8263,r009,All institutions -> 1972<sup>b</sup>,Graduate enrollment,Part time,2,48467
8263,r010,All institutions -> 1973<sup>b</sup>,Institutions,,1,255
8263,r011,All institutions -> 1973<sup>b</sup>,Schoolsa,,1,333
8263,r012,All institutions -> 1973<sup>b</sup>,Organizational units,Total,2,6523
8263,r013,All institutions -> 1973<sup>b</sup>,Organizational units,Master's,2,851
8263,r014,All institutions -> 1973<sup>b</sup>,Organizational units,Doctorate,2,5557
8263,r015,All institutions -> 1973<sup>b</sup>,Organizational units,Nondegree,2,115
8263,r016,All institutions -> 1973<sup>b</sup>,Graduate enrollment,Total,2,214348
8263,r017,All institutions -> 1973<sup>b</sup>,Graduate enrollment,Full time,2,161525
8263,r018,All institutions -> 1973<sup>b</sup>,Graduate enrollment,Part time,2,52823
8263,r019,All institutions -> 1974<sup>b</sup>,Institutions,,1,276
8263,r020,All institutions -> 1974<sup>b</sup>,Schoolsa,,1,367
8263,r021,All institutions -> 1974<sup>b</sup>,Organizational units,Total,2,7468
8263,r022,All institutions -> 1974<sup>b</sup>,Organizational units,Master's,2,1387
8263,r023,All institutions -> 1974<sup>b</sup>,Organizational units,Doctorate,2,5951
8263,r024,All institutions -> 1974<sup>b</sup>,Organizational units,Nondegree,2,130
8263,r025,All institutions -> 1974<sup>b</sup>,Graduate enrollment,Total,2,259968
8263,r026,All institutions -> 1974<sup>b</sup>,Graduate enrollment,Full time,2,190562
8263,r027,All institutions -> 1974<sup>b</sup>,Graduate enrollment,Part time,2,69406
8263,r028,All institutions -> 1975,Institutions,,1,584
8263,r029,All institutions -> 1975,Schoolsa,,1,682
8263,r030,All institutions -> 1975,Organizational units,Total,2,9003
8263,r031,All institutions -> 1975,Organizational units,Master's,2,2829
8263,r032,All institutions -> 1975,Organizational units,Doctorate,2,6038
8263,r033,All institutions -> 1975,Organizational units,Nondegree,2,136
8263,r034,All institutions -> 1975,Graduate enrollment,Total,2,328510
8263,r035,All institutions -> 1975,Graduate enrollment,Full time,2,219648
8263,r036,All institutions -> 1975,Graduate enrollment,Part time,2,108862
8263,r037,All institutions -> 1976,Institutions,,1,594
8263,r038,All institutions -> 1976,Schoolsa,,1,693
8263,r039,All institutions -> 1976,Organizational units,Total,2,9110
8263,r040,All institutions -> 1976,Organizational units,Master's,2,2895
8263,r041,All institutions -> 1976,Organizational units,Doctorate,2,6074
8263,r042,All institutions -> 1976,Organizational units,Nondegree,2,141
8263,r043,All institutions -> 1976,Graduate enrollment,Total,2,333716
8263,r044,All institutions -> 1976,Graduate enrollment,Full time,2,223412
8263,r045,All institutions -> 1976,Graduate enrollment,Part time,2,110304
8263,r046,All institutions -> 1977,Institutions,,1,601
8263,r047,All institutions -> 1977,Schoolsa,,1,704
8263,r048,All institutions -> 1977,Organizational units,Total,2,9392
8263,r049,All institutions -> 1977,Organizational units,Master's,2,3081
8263,r050,All institutions -> 1977,Organizational units,Doctorate,2,6168
8263,r051,All institutions -> 1977,Organizational units,Nondegree,2,143
8263,r052,All institutions -> 1977,Graduate enrollment,Total,2,345374
8263,r053,All institutions -> 1977,Graduate enrollment,Full time,2,226738
8263,r054,All institutions -> 1977,Graduate enrollment,Part time,2,118636
8263,r055,All institutions -> 1978,Institutions,,1,599
8263,r056,All institutions -> 1978,Schoolsa,,1,708
8263,r057,All institutions -> 1978,Organizational units,Total,2,9509
8263,r058,All institutions -> 1978,Organizational units,Master's,2,3126
8263,r059,All institutions -> 1978,Organizational units,Doctorate,2,6239
8263,r060,All institutions -> 1978,Organizational units,Nondegree,2,144
8263,r061,All institutions -> 1978,Graduate enrollment,Total,2,339912
8263,r062,All institutions -> 1978,Graduate enrollment,Full time,2,223030
8263,r063,All institutions -> 1978,Graduate enrollment,Part time,2,116882
8263,r064,All institutions -> 1979,Institutions,,1,629
8263,r065,All institutions -> 1979,Schoolsa,,1,745
8263,r066,All institutions -> 1979,Organizational units,Total,2,9686
8263,r067,All institutions -> 1979,Organizational units,Master's,2,3203
8263,r068,All institutions -> 1979,Organizational units,Doctorate,2,5153
8263,r069,All institutions -> 1979,Organizational units,Nondegree,2,1330
8263,r070,All institutions -> 1979,Graduate enrollment,Total,2,357578
8263,r071,All institutions -> 1979,Graduate enrollment,Full time,2,231760
8263,r072,All institutions -> 1979,Graduate enrollment,Part time,2,125818
8263,r073,All institutions -> 1980,Institutions,,1,626
8263,r074,All institutions -> 1980,Schoolsa,,1,742
8263,r075,All institutions -> 1980,Organizational units,Total,2,9798
8263,r076,All institutions -> 1980,Organizational units,Master's,2,3255
8263,r077,All institutions -> 1980,Organizational units,Doctorate,2,5011
8263,r078,All institutions -> 1980,Organizational units,Nondegree,2,1532
8263,r079,All institutions -> 1980,Graduate enrollment,Total,2,367078
8263,r080,All institutions -> 1980,Graduate enrollment,Full time,2,238416
8263,r081,All institutions -> 1980,Graduate enrollment,Part time,2,128662
8263,r082,All institutions -> 1981,Institutions,,1,622
8263,r083,All institutions -> 1981,Schoolsa,,1,736
8263,r084,All institutions -> 1981,Organizational units,Total,2,9728
8263,r085,All institutions -> 1981,Organizational units,Master's,2,3256
8263,r086,All institutions -> 1981,Organizational units,Doctorate,2,4938
8263,r087,All institutions -> 1981,Organizational units,Nondegree,2,1534
8263,r088,All institutions -> 1981,Graduate enrollment,Total,2,375130
8263,r089,All institutions -> 1981,Graduate enrollment,Full time,2,242049
8263,r090,All institutions -> 1981,Graduate enrollment,Part time,2,133081
8263,r091,All institutions -> 1982,Institutions,,1,609
8263,r092,All institutions -> 1982,Schoolsa,,1,724
8263,r093,All institutions -> 1982,Organizational units,Total,2,9584
8263,r094,All institutions -> 1982,Organizational units,Master's,2,3241
8263,r095,All institutions -> 1982,Organizational units,Doctorate,2,4822
8263,r096,All institutions -> 1982,Organizational units,Nondegree,2,1521
8263,r097,All institutions -> 1982,Graduate enrollment,Total,2,382291
8263,r098,All institutions -> 1982,Graduate enrollment,Full time,2,244757
8263,r099,All institutions -> 1982,Graduate enrollment,Part time,2,137534
8263,r100,All institutions -> 1983,Institutions,,1,609
8263,r101,All institutions -> 1983,Schoolsa,,1,723
8263,r102,All institutions -> 1983,Organizational units,Total,2,9467
8263,r103,All institutions -> 1983,Organizational units,Master's,2,3211
8263,r104,All institutions -> 1983,Organizational units,Doctorate,2,4741
8263,r105,All institutions -> 1983,Organizational units,Nondegree,2,1515
8263,r106,All institutions -> 1983,Graduate enrollment,Total,2,390432
8263,r107,All institutions -> 1983,Graduate enrollment,Full time,2,252017
8263,r108,All institutions -> 1983,Graduate enrollment,Part time,2,138415
8263,r109,All institutions -> 1984,Institutions,,1,412
8263,r110,All institutions -> 1984,Schoolsa,,1,530
8263,r111,All institutions -> 1984,Organizational units,Total,2,8791
8263,r112,All institutions -> 1984,Organizational units,Master's,2,2503
8263,r113,All institutions -> 1984,Organizational units,Doctorate,2,4725
8263,r114,All institutions -> 1984,Organizational units,Nondegree,2,1563
8263,r115,All institutions -> 1984,Graduate enrollment,Total,2,394670
8263,r116,All institutions -> 1984,Graduate enrollment,Full time,2,253922
8263,r117,All institutions -> 1984,Graduate enrollment,Part time,2,140748
8263,r118,All institutions -> 1985,Institutions,,1,412
8263,r119,All institutions -> 1985,Schoolsa,,1,525
8263,r120,All institutions -> 1985,Organizational units,Total,2,8911
8263,r121,All institutions -> 1985,Organizational units,Master's,2,2550
8263,r122,All institutions -> 1985,Organizational units,Doctorate,2,4751
8263,r123,All institutions -> 1985,Organizational units,Nondegree,2,1610
8263,r124,All institutions -> 1985,Graduate enrollment,Total,2,404021
8263,r125,All institutions -> 1985,Graduate enrollment,Full time,2,257287
8263,r126,All institutions -> 1985,Graduate enrollment,Part time,2,146734
8263,r127,All institutions -> 1986,Institutions,,1,412
8263,r128,All institutions -> 1986,Schoolsa,,1,527
8263,r129,All institutions -> 1986,Organizational units,Total,2,8985
8263,r130,All institutions -> 1986,Organizational units,Master's,2,2558
8263,r131,All institutions -> 1986,Organizational units,Doctorate,2,4782
8263,r132,All institutions -> 1986,Organizational units,Nondegree,2,1645
8263,r133,All institutions -> 1986,Graduate enrollment,Total,2,415520
8263,r134,All institutions -> 1986,Graduate enrollment,Full time,2,266168
8263,r135,All institutions -> 1986,Graduate enrollment,Part time,2,149352
8263,r136,All institutions -> 1987,Institutions,,1,416
8263,r137,All institutions -> 1987,Schoolsa,,1,533
8263,r138,All institutions -> 1987,Organizational units,Total,2,9104
8263,r139,All institutions -> 1987,Organizational units,Master's,2,2563
8263,r140,All institutions -> 1987,Organizational units,Doctorate,2,4850
8263,r141,All institutions -> 1987,Organizational units,Nondegree,2,1691
8263,r142,All institutions -> 1987,Graduate enrollment,Total,2,421497
8263,r143,All institutions -> 1987,Graduate enrollment,Full time,2,271056
8263,r144,All institutions -> 1987,Graduate enrollment,Part time,2,150441
8263,r145,All institutions -> 1988,Institutions,,1,606
8263,r146,All institutions -> 1988,Schoolsa,,1,723
8263,r147,All institutions -> 1988,Organizational units,Total,2,10015
8263,r148,All institutions -> 1988,Organizational units,Master's,2,3310
8263,r149,All institutions -> 1988,Organizational units,Doctorate,2,4950
8263,r150,All institutions -> 1988,Organizational units,Nondegree,2,1755
8263,r151,All institutions -> 1988,Graduate enrollment,Total,2,424523
8263,r152,All institutions -> 1988,Graduate enrollment,Full time,2,275127
8263,r153,All institutions -> 1988,Graduate enrollment,Part time,2,149396
8263,r154,All institutions -> 1989,Institutions,,1,609
8263,r155,All institutions -> 1989,Schoolsa,,1,726
8263,r156,All institutions -> 1989,Organizational units,Total,2,10187
8263,r157,All institutions -> 1989,Organizational units,Master's,2,3372
8263,r158,All institutions -> 1989,Organizational units,Doctorate,2,5026
8263,r159,All institutions -> 1989,Organizational units,Nondegree,2,1789
8263,r160,All institutions -> 1989,Graduate enrollment,Total,2,434478
8263,r161,All institutions -> 1989,Graduate enrollment,Full time,2,282648
8263,r162,All institutions -> 1989,Graduate enrollment,Part time,2,151830
8263,r163,All institutions -> 1990,Institutions,,1,610
8263,r164,All institutions -> 1990,Schoolsa,,1,727
8263,r165,All institutions -> 1990,Organizational units,Total,2,10358
8263,r166,All institutions -> 1990,Organizational units,Master's,2,3448
8263,r167,All institutions -> 1990,Organizational units,Doctorate,2,5059
8263,r168,All institutions -> 1990,Organizational units,Nondegree,2,1851
8263,r169,All institutions -> 1990,Graduate enrollment,Total,2,452113
8263,r170,All institutions -> 1990,Graduate enrollment,Full time,2,292782
8263,r171,All institutions -> 1990,Graduate enrollment,Part time,2,159331
8263,r172,All institutions -> 1991,Institutions,,1,609
8263,r173,All institutions -> 1991,Schoolsa,,1,726
8263,r174,All institutions -> 1991,Organizational units,Total,2,10598
8263,r175,All institutions -> 1991,Organizational units,Master's,2,3517
8263,r176,All institutions -> 1991,Organizational units,Doctorate,2,5180
8263,r177,All institutions -> 1991,Organizational units,Nondegree,2,1901
8263,r178,All institutions -> 1991,Graduate enrollment,Total,2,471212
8263,r179,All institutions -> 1991,Graduate enrollment,Full time,2,307010
8263,r180,All institutions -> 1991,Graduate enrollment,Part time,2,164202
8263,r181,All institutions -> 1992,Institutions,,1,608
8263,r182,All institutions -> 1992,Schoolsa,,1,725
8263,r183,All institutions -> 1992,Organizational units,Total,2,10872
8263,r184,All institutions -> 1992,Organizational units,Master's,2,3602
