table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performers_onlyb
8809,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,759', '']","['1.1', '&nbsp;']","['1.1', '&nbsp;']"
8809,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,289', 'i']","['2.5', '&nbsp;']","['2.5', '&nbsp;']"
8809,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,147', '']","['1.3', '&nbsp;']","['1.3', '&nbsp;']"
8809,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['121,028', '']","['22.0', '&nbsp;']","['22.2', '&nbsp;']"
8809,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,925', '']","['2.6', '&nbsp;']","['2.6', '&nbsp;']"
8809,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,691', '']","['2.6', '&nbsp;']","['2.6', '&nbsp;']"
8809,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,657', '']","['1.4', '&nbsp;']","['1.4', '&nbsp;']"
8809,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,810', '']","['3.0', '&nbsp;']","['D', '&nbsp;']"
8809,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['836', '']","['1.2', '&nbsp;']","['1.2', '&nbsp;']"
8809,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,485', '']","['2.6', '&nbsp;']","['2.6', '&nbsp;']"
8809,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['16,663', '']","['4.7', '&nbsp;']","['4.7', '&nbsp;']"
8809,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,946 - 1,997', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,856', '']","['18.1', '&nbsp;']","['18.1', '&nbsp;']"
8809,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,667', '']","['3.8', '&nbsp;']","['D', '&nbsp;']"
8809,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['8,144 - 8,195', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['103,269', '']","['13.6', '&nbsp;']","['13.7', '&nbsp;']"
8809,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['13,184', '']","['12.9', '&nbsp;']","['D', '&nbsp;']"
8809,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['43,486', '']","['21.1', '&nbsp;']","['21.2', '&nbsp;']"
8809,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['19,214', '']","['10.3', '&nbsp;']","['10.3', '&nbsp;']"
8809,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,963', '']","['14.1', '&nbsp;']","['14.1', '&nbsp;']"
8809,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['11,030 - 11,191', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['5,061 - 5,221', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['27,385', '']","['10.5', '&nbsp;']","['D', '&nbsp;']"
8809,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['5,095', '']","['3.3', '&nbsp;']","['3.3', '&nbsp;']"
8809,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['54,735', '']","['6.0', '&nbsp;']","['6.0', '&nbsp;']"
8809,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['26,399 - 26,412', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['25,491', '']","['9.5', '&nbsp;']","['9.5', '&nbsp;']"
8809,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['23,735', 'i']","['9.2', '&nbsp;']","['9.2', '&nbsp;']"
8809,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,756', '']","['17.1', '&nbsp;']","['17.1', '&nbsp;']"
8809,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['11', '']","['2.1', '&nbsp;']","['2.1', '&nbsp;']"
8809,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,822 - 2,833', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['516', '']","['1.1', '&nbsp;']","['1.1', '&nbsp;']"
8809,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['19,752 - 19,760', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['16,998', '']","['2.9', '&nbsp;']","['2.9', '&nbsp;']"
8809,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,754 - 2,762', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['235,418', '']","['4.2', '&nbsp;']","['4.5', '&nbsp;']"
8809,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,244', '']","['1.3', '&nbsp;']","['1.3', '&nbsp;']"
8809,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['462', '']","['0.2', '&nbsp;']","['0.2', '&nbsp;']"
8809,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,261', '']","['0.5', '&nbsp;']","['0.4', '&nbsp;']"
8809,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,840 - 19,494', 'i']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['5,160', 'i']","['2.4', '&nbsp;']","['2.4', '&nbsp;']"
8809,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['131,710', '']","['8.0', '&nbsp;']","['8.0', '&nbsp;']"
8809,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['36,323', '']","['14.4', '&nbsp;']","['14.4', '&nbsp;']"
8809,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['64', '']","['4.1', '&nbsp;']","['4.6', '&nbsp;']"
8809,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['36,259', '']","['14.4', '&nbsp;']","['14.5', '&nbsp;']"
8809,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,878 - 3,893', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['41,893', '']","['8.2', '&nbsp;']","['8.2', '&nbsp;']"
8809,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['49,601 - 49,617', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['12,587', '']","['0.9', '&nbsp;']","['1.0', '&nbsp;']"
8809,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3,249', '']","['24.0', '&nbsp;']","['24.0', '&nbsp;']"
8809,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '']","['0.4', '&nbsp;']","['0.4', '&nbsp;']"
8809,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3,242', '']","['27.0', '&nbsp;']","['27.1', '&nbsp;']"
8809,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['57,233', '']","['13.7', '&nbsp;']","['13.8', '&nbsp;']"
8809,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,729', '']","['6.6', '&nbsp;']","['6.7', '&nbsp;']"
8809,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['18,193', '']","['10.8', '&nbsp;']","['11.0', '&nbsp;']"
8809,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['27,561', '']","['39.2', '&nbsp;']","['39.5', '&nbsp;']"
8809,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['183 - 187', 'i']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['6,470', '']","['32.1', '&nbsp;']","['32.3', '&nbsp;']"
8809,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['18,858 - 20,217', 'i']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['691 - 2,045', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['6,749', '']","['6.2', '&nbsp;']","['6.2', '&nbsp;']"
8809,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,510', '']","['1.1', '&nbsp;']","['1.1', '&nbsp;']"
8809,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,512 - 17,167', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8809,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['585,694', '']","['5.2', '&nbsp;']","['5.4', '&nbsp;']"
8809,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8809,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['5,738', '']","['24.3', '&nbsp;']","['25.1', '&nbsp;']"
8809,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['15,069', '']","['14.9', '&nbsp;']","['15.3', '&nbsp;']"
8809,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8809,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['14,865', '']","['11.6', '&nbsp;']","['11.8', '&nbsp;']"
8809,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['28,907', '']","['7.1', '&nbsp;']","['7.2', '&nbsp;']"
8809,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8809,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['22,804', '']","['7.6', '&nbsp;']","['8.0', '&nbsp;']"
8809,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['23,875', '']","['5.8', '&nbsp;']","['5.8', '&nbsp;']"
8809,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['94,074', '']","['6.2', '&nbsp;']","['6.3', '&nbsp;']"
8809,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['54,597', '']","['4.6', '&nbsp;']","['4.8', '&nbsp;']"
8809,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['99,141', '']","['4.8', '&nbsp;']","['4.8', '&nbsp;']"
8809,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['226,623', '']","['4.4', '&nbsp;']","['4.7', '&nbsp;']"
