table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
6465,r001,All locations,All locations,,,1,2088.9,1856.0,2178.2,2791.8,2401.7,2594.1,3806.0,4329.5,6083.4
6465,r002,All locations -> Alabama,All locations,Alabama,,2,3.4,39.3,12.5,14.5,1.6,9.1,127.7,125.3,57.9
6465,r003,All locations -> Alaska,All locations,Alaska,,2,6.6,7.8,8.1,8.0,9.6,7.1,16.6,6.6,12.4
6465,r004,All locations -> Arizona,All locations,Arizona,,2,2.9,1.0,29.2,85.9,98.7,61.8,16.3,12.5,3.1
6465,r005,All locations -> Arkansas,All locations,Arkansas,,2,5.9,3.0,5.6,5.2,3.7,4.8,2.6,0.0,0.6
6465,r006,All locations -> California,All locations,California,,2,117.9,166.2,246.5,307.4,451.4,479.6,656.3,676.5,669.4
6465,r007,All locations -> Colorado,All locations,Colorado,,2,108.2,150.9,170.4,74.1,112.7,45.7,266.9,365.1,140.8
6465,r008,All locations -> Connecticut,All locations,Connecticut,,2,1.7,1.5,3.1,1.6,1.3,1.6,3.2,1.5,0.1
6465,r009,All locations -> Delaware,All locations,Delaware,,2,0.8,0.2,1.1,0.1,1.4,0.5,1.9,9.6,5.5
6465,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,135.4,167.5,225.1,39.8,49.8,32.5,324.9,150.5,97.5
6465,r011,All locations -> Florida,All locations,Florida,,2,47.9,37.6,104.0,29.7,28.7,18.3,80.3,33.8,127.8
6465,r012,All locations -> Georgia,All locations,Georgia,,2,50.8,92.4,37.3,5.3,11.9,143.9,11.2,6.6,37.9
6465,r013,All locations -> Hawaii,All locations,Hawaii,,2,15.4,13.0,15.2,14.2,14.8,14.8,19.2,24.3,6.1
6465,r014,All locations -> Idaho,All locations,Idaho,,2,41.0,1.2,2.6,80.9,89.1,116.9,0.0,3.4,249.6
6465,r015,All locations -> Illinois,All locations,Illinois,,2,245.0,103.4,108.6,126.0,176.9,207.2,383.0,471.3,577.6
6465,r016,All locations -> Indiana,All locations,Indiana,,2,2.2,2.6,1.4,8.5,8.3,4.1,4.2,8.9,1.3
6465,r017,All locations -> Iowa,All locations,Iowa,,2,8.0,7.5,3.7,2.5,3.8,4.2,17.6,2.1,4.2
6465,r018,All locations -> Kansas,All locations,Kansas,,2,5.5,2.5,1.0,815.7,0.8,14.0,10.9,12.2,13.5
6465,r019,All locations -> Kentucky,All locations,Kentucky,,2,8.5,0.8,0.7,1.2,3.2,0.05,2.3,6.8,64.1
6465,r020,All locations -> Louisiana,All locations,Louisiana,,2,1.2,12.2,1.9,0.7,2.7,17.3,21.1,25.9,24.4
6465,r021,All locations -> Maine,All locations,Maine,,2,0.1,1.7,0.8,1.1,0.9,0.9,0.5,0.4,0.0
6465,r022,All locations -> Maryland,All locations,Maryland,,2,235.3,263.7,202.7,208.3,328.5,258.9,478.5,648.4,1827.9
6465,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,28.0,13.9,26.8,24.9,29.9,30.4,18.4,39.8,20.9
6465,r024,All locations -> Michigan,All locations,Michigan,,2,23.8,24.5,59.6,95.7,107.5,103.9,98.9,84.6,51.1
6465,r025,All locations -> Minnesota,All locations,Minnesota,,2,2.1,2.2,3.1,3.1,2.7,1.6,1.1,3.0,2.8
6465,r026,All locations -> Mississippi,All locations,Mississippi,,2,13.6,14.5,14.1,17.6,18.6,16.3,15.4,13.6,12.1
6465,r027,All locations -> Missouri,All locations,Missouri,,2,7.1,2.9,9.8,5.1,12.2,6.0,5.0,11.1,45.1
6465,r028,All locations -> Montana,All locations,Montana,,2,0.0,1.0,0.4,0.8,3.7,0.4,2.8,0.05,2.1
6465,r029,All locations -> Nebraska,All locations,Nebraska,,2,0.5,0.5,1.2,2.7,0.2,0.05,0.3,0.8,0.0
6465,r030,All locations -> Nevada,All locations,Nevada,,2,1.1,0.3,0.6,0.2,0.3,14.0,27.5,1.0,34.2
6465,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,2.0,1.3,0.5,0.6,2.0,0.3,2.3,1.3,3.4
6465,r032,All locations -> New Jersey,All locations,New Jersey,,2,52.1,55.5,71.5,44.8,46.2,47.4,49.1,80.8,41.0
6465,r033,All locations -> New Mexico,All locations,New Mexico,,2,54.2,82.9,90.4,86.0,66.3,39.6,87.1,256.8,72.8
6465,r034,All locations -> New York,All locations,New York,,2,186.2,94.1,172.9,204.3,153.8,148.3,98.7,129.7,233.3
6465,r035,All locations -> North Carolina,All locations,North Carolina,,2,10.7,7.4,8.0,6.4,7.7,12.1,8.7,22.9,53.7
6465,r036,All locations -> North Dakota,All locations,North Dakota,,2,0.7,0.0,0.05,0.2,0.3,0.5,0.7,0.2,1.4
