table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
4330,r001,All HBCUs,All HBCUs,,1,-,447583.7,400293.1,379639.2,408386.9,397237.3,372978.3,307892.1,319684.0,341369.3
4330,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,24716.9,26687.9,24762.0,27490.0,29380.0,26085.7,26793.3,24231.0,22703.8
4330,r003,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,2,15202.6,14975.2,13908.8,13931.4,17138.9,12900.0,10100.0,9196.5,16849.2
4330,r004,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,3,20024.7,12193.8,13824.1,18570.0,15681.1,13123.5,8659.4,12392.6,16670.2
4330,r005,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,4,18454.9,23796.8,20348.3,22022.1,20143.7,17137.0,12825.4,18838.8,16016.3
4330,r006,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,5,4377.4,3625.3,4808.9,7634.9,10164.5,10200.0,9035.7,9061.9,15851.0
4330,r007,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,6,26646.6,28223.2,29445.4,33244.2,30298.4,24542.8,18268.2,19586.8,15091.6
4330,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,15858.6,15430.8,16545.0,17421.2,19494.9,16704.0,19665.4,11270.4,14976.1
4330,r009,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,8,26364.4,24872.4,20658.5,16990.9,15087.1,18060.6,15309.7,16990.9,14255.9
4330,r010,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,9,8295.3,7527.2,6051.0,8572.3,6846.3,9883.8,12300.8,14750.0,13506.2
4330,r011,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,10,8716.5,9909.7,8515.1,8862.9,7216.7,9305.2,7098.7,7543.0,10492.4
4330,r012,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,11,17016.3,13394.5,14776.0,10881.7,12163.3,23346.6,11777.0,9285.6,10359.0
4330,r013,"All HBCUs -> Xavier U., Louisiana",All HBCUs,"Xavier U., Louisiana",2,12,9623.4,5610.7,4861.9,8815.1,9494.3,8336.2,7756.3,11213.0,10205.6
4330,r014,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,13,8446.8,11499.6,11326.0,11650.0,8659.2,7963.3,8155.7,9519.1,10188.8
4330,r015,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,14,27365.6,19753.8,18850.3,17830.6,12591.8,14313.5,10113.1,18038.5,9976.3
4330,r016,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,15,10130.2,9857.9,11800.4,11478.5,15009.2,15886.6,11431.1,9005.7,8382.8
4330,r017,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,16,10059.5,9821.1,9713.5,11570.1,8454.8,8388.8,4295.1,5202.8,8024.3
4330,r018,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,17,7340.0,7157.6,6446.7,6116.6,7405.7,4790.6,5396.0,5642.4,7411.0
4330,r019,All HBCUs -> U. of the District of Columbia,All HBCUs,U. of the District of Columbia,2,18,6396.6,5634.3,3887.0,4019.7,11662.3,4797.8,2616.7,1486.8,7315.4
4330,r020,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,19,7880.2,7845.3,7908.1,8084.2,6311.3,5363.1,5721.6,3719.1,6994.2
4330,r021,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,20,7335.0,6058.9,6586.5,9133.4,4748.4,6085.7,2653.0,3353.8,6872.8
4330,r022,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,21,10316.7,14603.0,11380.6,10779.7,13987.4,11571.8,6678.8,8930.9,6589.5
4330,r023,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,22,10534.9,8973.6,8175.5,8323.2,6896.2,6187.5,4081.5,4315.1,6263.0
4330,r024,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,23,7004.0,8455.1,6849.3,6862.2,6287.7,5722.2,4490.1,5338.6,5949.2
4330,r025,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,24,5458.3,1666.8,536.0,2585.1,956.8,4205.7,2436.1,3003.2,5921.8
4330,r026,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,25,8856.6,5874.8,4992.4,5461.2,10935.2,9396.2,6933.5,8584.3,5841.6
4330,r027,All HBCUs -> U. of the Virgin Islands,All HBCUs,U. of the Virgin Islands,2,26,10547.5,7580.6,6173.8,9310.5,10215.0,11364.5,7542.8,8589.7,5520.5
4330,r028,All HBCUs -> Lincoln U. of the Commonwealth of Pennsylvania,All HBCUs,Lincoln U. of the Commonwealth of Pennsylvania,2,27,2186.6,1322.5,1317.3,0.0,555.8,1658.6,0.0,1168.4,4868.5
4330,r029,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,28,8931.6,6402.8,8639.5,7703.0,7165.8,6274.9,6036.2,781.0,4449.9
4330,r030,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,29,7736.8,8106.7,5493.1,6427.8,7727.0,6307.1,3920.4,2329.3,4340.7
4330,r031,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,30,3131.0,1607.9,2207.9,2788.7,2165.3,2894.5,2197.6,3430.1,3947.6
4330,r032,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,31,9041.8,5020.0,6519.3,5892.8,6472.5,6933.7,4210.4,5844.0,3727.4
4330,r033,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,32,4905.8,5939.9,5102.5,6610.6,4646.2,3688.1,2917.7,4005.4,3651.2
4330,r034,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,33,5958.3,2838.1,2152.9,3271.6,3651.6,3700.4,3164.2,4410.1,3400.4
4330,r035,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,34,4213.2,5793.3,3046.4,3054.0,1894.7,1020.7,1477.9,4144.1,3203.0
4330,r036,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,35,2279.8,2858.0,3013.1,5099.5,1995.8,1660.5,3008.8,1839.3,3038.9
4330,r037,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,36,5419.3,1411.3,3198.1,2437.7,3339.4,3662.3,4644.1,2224.9,2945.1
4330,r038,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,37,4074.6,1996.4,3684.0,3963.0,6256.3,3176.6,2633.4,6615.5,2522.9
4330,r039,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,38,2525.8,2904.2,2209.6,2389.9,1981.1,1188.7,3083.7,2221.2,2098.6
4330,r040,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,39,11764.7,10155.5,9478.1,9987.1,8177.7,7837.1,5079.6,5779.7,2042.5
4330,r041,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,40,559.8,575.5,0.0,1034.7,930.0,3002.1,528.8,449.3,1950.3
4330,r042,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,41,3218.6,2033.1,1242.3,2649.9,1676.0,1516.0,2474.4,2781.2,1781.1
4330,r043,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,42,1979.7,969.3,642.1,1410.8,1001.3,431.2,1682.2,471.3,1641.3
4330,r044,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,43,2513.3,525.4,1392.4,1461.2,1686.2,1135.2,1607.1,2052.7,1640.4
4330,r045,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,44,0.0,0.0,155.7,698.6,491.9,756.8,409.1,196.1,1578.8
