table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedb
12289,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['310', '  ']","['D', '  ']","['32', '  ']","['3', '  ']","['2', '  ']","['237', 'i ']","['1', 'e ']","['90', '  ']","['43', '  ']","['1', 'e ']","['230', '  ']","['9', '  ']","['5', '  ']","['195', '  ']","['*', 'e ']","['13', '  ']","['22', '  ']","['260', '  ']","['191', '  ']","['4', '  ']","['0', '  ']","['109', '  ']","['26', '  ']","['3', '  ']","['66', '  ']","['7', 'e ']","['D', '  ']"
12289,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['200', '  ']","['1,413', '  ']","['*', 'e ']","['1', '  ']","['3', 'r ']","['4', '  ']","['0', '  ']","['40', 'i ']","['28', '  ']","['0', '  ']","['283', '  ']","['*', '  ']","['7', '  ']","['121', '  ']","['2', '  ']","['13', '  ']","['0', '  ']","['15', '  ']","['305', '  ']","['*', 'e ']","['*', 'e ']","['2', '  ']","['1', '  ']","['32', '  ']","['10', '  ']","['0', '  ']","['D', '  ']"
12289,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['70', '  ']","['D', '  ']","['D', '  ']","['*', 'e ']","['*', 'e ']","['D', '  ']","['*', 'e ']","['*', '  ']","['293', '  ']","['*', '  ']","['D', '  ']","['*', '  ']","['2', '  ']","['9', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['1', 'i ']","['33', '  ']","['*', '  ']","['*', 'e ']","['*', '  ']","['3', '  ']","['*', 'e ']","['D', '  ']","['0', '  ']","['D', '  ']"
12289,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['1,080', '  ']","['104,720', '  ']","['61', 'i ']","['18', 'i ']","['61', '  ']","['10,503', '  ']","['6', 'e ']","['5,074', '  ']","['1,933', '  ']","['18', '  ']","['597', '  ']","['4', '  ']","['71', '  ']","['8,402', '  ']","['41', '  ']","['202', 'i ']","['D', '  ']","['39', '  ']","['498', '  ']","['348', '  ']","['43', '  ']","['290', 'i ']","['2,030', '  ']","['227', 'i ']","['484', '  ']","['1', '  ']","['D', '  ']"
12289,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['270', '  ']","['D', '  ']","['2', '  ']","['1', 'r ']","['*', 'e ']","['350', 'i ']","['*', 'e ']","['243', '  ']","['33', '  ']","['*', 'e ']","['1,117', '  ']","['*', 'e ']","['1', 'e ']","['13', '  ']","['1', 'i ']","['2', 'i ']","['*', 'e ']","['5', '  ']","['35', '  ']","['2', 'e ']","['4', '  ']","['*', 'e ']","['3', 'i ']","['*', 'e ']","['105', '  ']","['1', 'i ']","['D', '  ']"
12289,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['340', '  ']","['1,195', '  ']","['D', '  ']","['3', '  ']","['8', '  ']","['D', '  ']","['*', 'e ']","['10', '  ']","['28', '  ']","['*', 'e ']","['D', '  ']","['2', '  ']","['11', '  ']","['172', '  ']","['*', 'e ']","['18', '  ']","['D', '  ']","['2', '  ']","['14', '  ']","['5', '  ']","['*', 'e ']","['5', '  ']","['2', 'i ']","['*', 'e ']","['D', '  ']","['*', 'e ']","['D', '  ']"
12289,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['790', '  ']","['3,251', '  ']","['11', '  ']","['1', 'e ']","['12', '  ']","['18', '  ']","['2', '  ']","['160', 'i ']","['124', '  ']","['*', 'e ']","['364', '  ']","['52', '  ']","['2', 'e ']","['131', '  ']","['7', '  ']","['58', '  ']","['3', '  ']","['28', '  ']","['128', '  ']","['4', '  ']","['*', 'e ']","['19', '  ']","['7', '  ']","['3', '  ']","['83', '  ']","['4', '  ']","['30', '  ']"
12289,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['250', '  ']","['1,435', '  ']","['2', 'i ']","['9', '  ']","['1', 'i ']","['10', '  ']","['*', 'e ']","['931', '  ']","['64', '  ']","['*', 'e ']","['57', '  ']","['1', 'e ']","['4', '  ']","['20', '  ']","['*', 'e ']","['4', '  ']","['*', 'e ']","['4', '  ']","['11', '  ']","['1', 'i ']","['*', 'e ']","['1', 'e ']","['4', '  ']","['*', 'e ']","['11', '  ']","['*', 'e ']","['11', '  ']"
12289,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['230', '  ']","['1,099', '  ']","['9', '  ']","['*', 'e ']","['6', '  ']","['2', '  ']","['*', 'e ']","['12', '  ']","['10', '  ']","['*', 'e ']","['72', '  ']","['2', '  ']","['39', '  ']","['136', '  ']","['1', '  ']","['4', '  ']","['2', '  ']","['3', 'i ']","['388', '  ']","['5', '  ']","['1', 'i ']","['2', '  ']","['1', 'e ']","['2', '  ']","['48', '  ']","['*', 'e ']","['12', '  ']"
12289,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,780', '  ']","['3,304', '  ']","['22', '  ']","['11', '  ']","['65', '  ']","['327', '  ']","['26', '  ']","['75', '  ']","['56', '  ']","['2', 'e ']","['243', '  ']","['35', '  ']","['23', '  ']","['110', '  ']","['26', 'i ']","['55', '  ']","['4', 'e ']","['29', '  ']","['314', 'i ']","['23', '  ']","['1', 'e ']","['26', 'i ']","['34', '  ']","['7', 'i ']","['224', '  ']","['1', 'i ']","['D', '  ']"
12289,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,990', '  ']","['18,246', '  ']","['93', '  ']","['51', '  ']","['65', '  ']","['114', '  ']","['8', '  ']","['540', '  ']","['670', '  ']","['224', '  ']","['474', '  ']","['243', '  ']","['737', '  ']","['298', '  ']","['36', '  ']","['171', '  ']","['35', '  ']","['99', 'i ']","['1,730', '  ']","['57', '  ']","['12', '  ']","['144', '  ']","['136', '  ']","['4', 'e ']","['931', '  ']","['9', '  ']","['50', '  ']"
12289,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['160', '  ']","['D', '  ']","['71', '  ']","['*', 'e ']","['*', '  ']","['7', '  ']","['*', 'e ']","['22', '  ']","['26', '  ']","['115', '  ']","['14', '  ']","['39', '  ']","['2', 'e ']","['44', '  ']","['0', '  ']","['5', '  ']","['14', '  ']","['6', '  ']","['11', '  ']","['5', '  ']","['0', '  ']","['*', '  ']","['9', '  ']","['0', '  ']","['111', '  ']","['*', 'e ']","['D', '  ']"
12289,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['50', '  ']","['5,390', '  ']","['0', '  ']","['6', 'i ']","['1', '  ']","['33', 'i ']","['0', '  ']","['103', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['588', '  ']","['13', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['516', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12289,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['110', '  ']","['D', '  ']","['*', '  ']","['4', '  ']","['2', '  ']","['1', '  ']","['0', '  ']","['276', '  ']","['102', '  ']","['1', '  ']","['18', '  ']","['11', '  ']","['2', 'e ']","['15', '  ']","['1', '  ']","['107', '  ']","['4', '  ']","['6', 'r ']","['125', '  ']","['4', '  ']","['0', '  ']","['100', '  ']","['9', '  ']","['*', 'e ']","['315', '  ']","['*', '  ']","['D', '  ']"
12289,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,680', '  ']","['7,987', '  ']","['22', '  ']","['41', '  ']","['62', '  ']","['73', '  ']","['8', '  ']","['139', '  ']","['542', '  ']","['108', '  ']","['443', '  ']","['193', '  ']","['146', '  ']","['226', '  ']","['35', '  ']","['60', 'i ']","['17', 'i ']","['87', 'i ']","['1,078', '  ']","['47', '  ']","['12', '  ']","['44', '  ']","['118', '  ']","['4', 'e ']","['505', '  ']","['9', '  ']","['46', '  ']"
12289,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,300', '  ']","['99,234', '  ']","['31', '  ']","['90', '  ']","['438', '  ']","['807', '  ']","['1,098', '  ']","['1,567', '  ']","['2,222', '  ']","['2', '  ']","['596', '  ']","['45', '  ']","['8,406', '  ']","['1,046', '  ']","['93', '  ']","['122', '  ']","['43', '  ']","['170', '  ']","['6,981', '  ']","['343', '  ']","['192', '  ']","['302', '  ']","['1,930', '  ']","['4', 'e ']","['303', '  ']","['6', '  ']","['D', '  ']"
12289,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['330', '  ']","['10,870', '  ']","['7', '  ']","['23', '  ']","['82', '  ']","['354', '  ']","['9', '  ']","['250', '  ']","['856', '  ']","['*', 'e ']","['91', '  ']","['17', '  ']","['56', '  ']","['176', '  ']","['2', '  ']","['25', '  ']","['2', '  ']","['53', '  ']","['697', '  ']","['67', '  ']","['1', '  ']","['169', '  ']","['237', '  ']","['*', '  ']","['30', '  ']","['D', '  ']","['D', '  ']"
12289,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['490', '  ']","['47,380', '  ']","['14', '  ']","['18', '  ']","['111', '  ']","['170', '  ']","['1,082', '  ']","['414', '  ']","['945', 'i ']","['1', '  ']","['159', 'i ']","['5', '  ']","['7,848', '  ']","['459', '  ']","['43', '  ']","['47', '  ']","['39', '  ']","['58', 'e ']","['3,601', '  ']","['100', '  ']","['160', '  ']","['37', '  ']","['431', '  ']","['2', 'e ']","['63', 'e ']","['2', '  ']","['4', '  ']"
12289,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['990', '  ']","['10,105', '  ']","['8', '  ']","['17', '  ']","['189', '  ']","['229', '  ']","['2', '  ']","['402', '  ']","['116', '  ']","['1', 'e ']","['291', '  ']","['13', '  ']","['208', '  ']","['299', '  ']","['5', '  ']","['38', '  ']","['*', '  ']","['44', '  ']","['367', '  ']","['129', '  ']","['26', '  ']","['58', '  ']","['264', '  ']","['*', 'e ']","['185', '  ']","['1', '  ']","['7', '  ']"
12289,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['170', '  ']","['3,959', '  ']","['4', '  ']","['9', '  ']","['43', '  ']","['25', '  ']","['*', '  ']","['251', 'i ']","['7', '  ']","['*', '  ']","['54', '  ']","['2', '  ']","['4', '  ']","['134', '  ']","['4', '  ']","['5', '  ']","['*', '  ']","['31', '  ']","['31', '  ']","['91', '  ']","['*', 'e ']","['16', 'i ']","['64', '  ']","['*', '  ']","['10', '  ']","['1', '  ']","['0', '  ']"
12289,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['110', '  ']","['2,170', '  ']","['*', '  ']","['1', '  ']","['127', '  ']","['76', '  ']","['*', 'e ']","['24', '  ']","['26', '  ']","['0', '  ']","['37', '  ']","['2', '  ']","['109', '  ']","['28', '  ']","['*', 'e ']","['0', '  ']","['*', 'e ']","['3', '  ']","['34', '  ']","['8', '  ']","['6', 'i ']","['17', '  ']","['60', '  ']","['0', '  ']","['133', '  ']","['0', '  ']","['1', '  ']"
12289,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['730', '  ']","['3,976', '  ']","['4', '  ']","['7', '  ']","['19', '  ']","['128', '  ']","['2', '  ']","['127', '  ']","['83', '  ']","['1', 'e ']","['199', 'i ']","['10', '  ']","['95', '  ']","['137', '  ']","['1', 'e ']","['33', '  ']","['*', '  ']","['11', '  ']","['302', '  ']","['30', '  ']","['20', '  ']","['25', '  ']","['139', '  ']","['*', 'e ']","['42', '  ']","['1', '  ']","['6', '  ']"
12289,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['500', 'r ']","['30,879', '  ']","['2', 'i ']","['31', '  ']","['55', 'i ']","['54', '  ']","['5', '  ']","['501', '  ']","['305', '  ']","['1', 'e ']","['56', '  ']","['10', 'i ']","['294', '  ']","['111', '  ']","['43', '  ']","['12', '  ']","['1', 'i ']","['15', '  ']","['2,317', '  ']","['46', '  ']","['6', '  ']","['38', '  ']","['998', '  ']","['1', '  ']","['26', '  ']","['D', '  ']","['*', '  ']"
12289,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['510', '  ']","['6,657', '  ']","['2', 'e ']","['3', 'e ']","['35', '  ']","['271', '  ']","['1', 'e ']","['220', '  ']","['203', '  ']","['*', 'e ']","['176', '  ']","['16', '  ']","['108', '  ']","['342', '  ']","['25', '  ']","['84', '  ']","['1', 'e ']","['54', '  ']","['189', '  ']","['4', 'e ']","['4', 'e ']","['32', '  ']","['167', '  ']","['1', 'e ']","['643', '  ']","['*', 'e ']","['D', '  ']"
12289,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,040', '  ']","['46,468', '  ']","['12', '  ']","['145', '  ']","['19', '  ']","['144', '  ']","['103', '  ']","['370', '  ']","['354', 'i ']","['21', '  ']","['3,205', '  ']","['69', '  ']","['342', '  ']","['662', '  ']","['3', '  ']","['210', '  ']","['8', '  ']","['89', '  ']","['1,443', '  ']","['182', '  ']","['209', '  ']","['609', 'i ']","['1,361', '  ']","['87', '  ']","['285', '  ']","['*', 'e ']","['D', '  ']"
12289,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['550', '  ']","['30,722', '  ']","['5', '  ']","['130', '  ']","['2', '  ']","['8', '  ']","['1', '  ']","['115', '  ']","['229', 'i ']","['3', '  ']","['2,605', '  ']","['7', '  ']","['289', '  ']","['221', '  ']","['*', 'e ']","['81', '  ']","['3', '  ']","['61', '  ']","['498', '  ']","['37', '  ']","['*', 'e ']","['18', '  ']","['142', '  ']","['1', 'e ']","['103', '  ']","['*', 'e ']","['D', '  ']"
12289,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['250', '  ']","['13,786', '  ']","['6', '  ']","['15', '  ']","['16', '  ']","['119', '  ']","['102', '  ']","['245', '  ']","['111', '  ']","['17', '  ']","['588', '  ']","['62', '  ']","['52', '  ']","['233', '  ']","['D', '  ']","['110', '  ']","['2', '  ']","['15', '  ']","['864', '  ']","['136', '  ']","['209', '  ']","['264', '  ']","['1,208', '  ']","['86', '  ']","['40', '  ']","['*', 'e ']","['D', '  ']"
12289,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['220', '  ']","['9,303', '  ']","['6', '  ']","['15', '  ']","['16', '  ']","['90', '  ']","['5', '  ']","['203', '  ']","['42', '  ']","['*', '  ']","['525', '  ']","['49', '  ']","['52', '  ']","['218', '  ']","['*', '  ']","['101', '  ']","['2', '  ']","['14', '  ']","['722', '  ']","['134', '  ']","['184', '  ']","['229', '  ']","['1,175', '  ']","['83', '  ']","['37', '  ']","['*', 'e ']","['D', '  ']"
12289,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['40', '  ']","['4,483', '  ']","['*', '  ']","['*', '  ']","['1', '  ']","['30', '  ']","['97', '  ']","['42', '  ']","['69', '  ']","['17', '  ']","['63', '  ']","['13', '  ']","['*', '  ']","['15', '  ']","['D', '  ']","['8', '  ']","['0', '  ']","['1', '  ']","['142', '  ']","['2', '  ']","['24', '  ']","['35', '  ']","['33', '  ']","['3', '  ']","['4', '  ']","['0', '  ']","['D', '&nbsp;']"
12289,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['10', '  ']","['26', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']"
12289,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['230', '  ']","['1,935', '  ']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['17', '  ']","['0', '  ']","['11', '  ']","['12', '  ']","['1', '  ']","['12', '  ']","['1', 'e ']","['2', 'e ']","['208', '  ']","['D', '&nbsp;']","['19', '  ']","['3', '  ']","['13', '  ']","['80', '  ']","['9', '  ']","['0', '  ']","['327', 'i ']","['11', 'e ']","['*', 'e ']","['141', '  ']","['0', '  ']","['D', '&nbsp;']"
12289,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['210', '  ']","['405', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['2', '  ']","['*', 'e ']","['4', '  ']","['13', '  ']","['*', 'e ']","['10', '  ']","['*', 'r ']","['5', '  ']","['2', '  ']","['3', '  ']","['*', 'e ']","['*', 'e ']","['12', '  ']","['2', 'i ']","['25', '  ']","['6', '  ']","['1', 'i ']","['1', '  ']","['*', 'e ']","['9', '  ']","['*', 'e ']","['12', '  ']"
12289,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,280', '  ']","['23,032', '  ']","['4', '  ']","['488', '  ']","['100', '  ']","['487', '  ']","['2', 'e ']","['797', 'i ']","['317', '  ']","['18', '  ']","['326', '  ']","['6', '  ']","['235', '  ']","['597', '  ']","['165', '  ']","['16', '  ']","['3', '  ']","['193', '  ']","['367', '  ']","['D', '  ']","['4', '  ']","['46', 'i ']","['440', '  ']","['1', 'e ']","['565', '  ']","['*', 'e ']","['D', '  ']"
