table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_hierarchy_depth,field_all_federal_obligations,field_federal_intramurala,field_extramural_performers_business_firms,field_extramural_performers_united_states_and_u_s_territories_industry_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_universities_and_colleges,field_extramural_performers_united_states_and_u_s_territories_university_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_other_nonprofits,field_extramural_performers_united_states_and_u_s_territories_nonprofit_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_state_and_local_governments,field_extramural_performers_foreign
6298,r060,Basic research -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Basic research,All agencies,Patient-Centered Outcomes Research Trust Fund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r061,Basic research -> All agencies -> Smithsonian Institution,Basic research,All agencies,Smithsonian Institution,3,209.8,209.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r062,Basic research -> All agencies -> Social Security Administration,Basic research,All agencies,Social Security Administration,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r063,Basic research -> All agencies -> All other agencies,Basic research,All agencies,All other agencies,3,7.4,1.1,3.5,0.0,1.0,0.0,0.0,1.8,0.0,0.0
6298,r064,Applied research,Applied research,,,1,,,,,,,,,,
6298,r065,Applied research -> All agencies,Applied research,All agencies,,2,43758.1,11884.2,6881.6,2712.6,15345.5,407.8,4865.0,848.7,530.4,282.3
6298,r066,Applied research -> All agencies -> Department of Agriculture,Applied research,All agencies,Department of Agriculture,3,1224.6,733.0,4.5,0.0,447.6,0.0,31.2,0.0,6.0,2.2
6298,r067,Applied research -> All agencies -> Department of Commerce,Applied research,All agencies,Department of Commerce,3,1109.6,784.7,40.3,0.0,251.1,0.0,6.1,19.6,3.7,4.1
6298,r068,Applied research -> All agencies -> Department of Defense,Applied research,All agencies,Department of Defense,3,6416.2,2053.0,2813.1,67.0,936.3,62.0,310.0,130.2,1.3,43.2
6298,r069,Applied research -> All agencies -> Department of Education,Applied research,All agencies,Department of Education,3,135.8,5.6,3.9,0.0,84.1,0.0,34.6,0.0,7.6,0.0
6298,r070,Applied research -> All agencies -> Department of Energy,Applied research,All agencies,Department of Energy,3,5023.6,604.7,805.5,2193.1,624.5,167.1,87.9,525.1,15.6,0.1
6298,r071,Applied research -> All agencies -> Department of Health and Human Services,Applied research,All agencies,Department of Health and Human Services,3,22424.8,4819.6,1221.9,422.4,11761.8,9.9,3714.1,18.0,296.4,160.6
6298,r072,Applied research -> All agencies -> Department of Homeland Security,Applied research,All agencies,Department of Homeland Security,3,177.9,59.7,41.5,11.1,1.3,4.8,0.7,56.9,0.0,1.9
6298,r073,Applied research -> All agencies -> Department of the Interior,Applied research,All agencies,Department of the Interior,3,614.5,528.6,14.4,0.0,57.5,0.1,3.0,0.5,9.6,0.7
6298,r074,Applied research -> All agencies -> Department of Justice,Applied research,All agencies,Department of Justice,3,83.8,7.7,8.7,0.0,42.5,0.0,24.1,0.0,0.7,0.0
6298,r075,Applied research -> All agencies -> Department of Transportation,Applied research,All agencies,Department of Transportation,3,900.2,174.8,232.9,0.0,260.9,0.3,52.1,1.7,177.2,0.2
6298,r076,Applied research -> All agencies -> Department of Veterans Affairs,Applied research,All agencies,Department of Veterans Affairs,3,918.1,847.9,0.0,0.0,0.0,0.0,0.0,70.2,0.0,0.0
6298,r077,Applied research -> All agencies -> Agency for International Development,Applied research,All agencies,Agency for International Development,3,134.8,16.7,12.3,0.0,37.2,0.0,32.5,0.0,0.0,36.1
6298,r078,Applied research -> All agencies -> Environmental Protection Agency,Applied research,All agencies,Environmental Protection Agency,3,411.9,203.9,154.9,0.1,51.6,1.1,0.0,0.3,0.0,0.0
6298,r079,Applied research -> All agencies -> National Aeronautics and Space Administration,Applied research,All agencies,National Aeronautics and Space Administration,3,2554.8,931.7,1256.4,3.0,160.7,159.4,22.7,7.1,0.9,12.8
6298,r080,Applied research -> All agencies -> National Science Foundation,Applied research,All agencies,National Science Foundation,3,889.2,1.1,198.5,0.0,615.3,0.0,71.9,0.0,2.1,0.4
6298,r081,Applied research -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Applied research,All agencies,Patient-Centered Outcomes Research Trust Fund,3,469.7,0.0,0.0,0.0,0.0,0.0,469.7,0.0,0.0,0.0
6298,r082,Applied research -> All agencies -> Smithsonian Institution,Applied research,All agencies,Smithsonian Institution,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r083,Applied research -> All agencies -> Social Security Administration,Applied research,All agencies,Social Security Administration,3,69.7,37.2,20.1,0.0,9.5,0.0,2.9,0.0,0.0,0.1
6298,r084,Applied research -> All agencies -> All other agencies,Applied research,All agencies,All other agencies,3,199.0,74.3,52.6,15.7,3.5,3.0,1.7,19.2,9.2,19.9
6298,r085,Development,Development,,,1,,,,,,,,,,
6298,r086,Development -> All agencies,Development,All agencies,,2,82098.0,31899.4,41399.5,606.2,3067.3,1492.0,1508.2,1159.5,75.4,890.5
6298,r087,Development -> All agencies -> Department of Agriculture,Development,All agencies,Department of Agriculture,3,255.2,231.1,0.0,0.0,22.0,0.0,1.6,0.0,0.0,0.4
6298,r088,Development -> All agencies -> Department of Commerce,Development,All agencies,Department of Commerce,3,260.9,171.1,5.0,0.0,55.6,4.1,23.5,0.3,1.3,0.0
6298,r089,Development -> All agencies -> Department of Defense,Development,All agencies,Department of Defense,3,57779.7,20211.7,32055.8,357.3,2097.8,381.2,1061.8,751.0,7.3,855.8
6298,r090,Development -> All agencies -> Department of Education,Development,All agencies,Department of Education,3,50.7,2.1,11.1,0.0,32.8,0.0,3.6,0.0,1.0,0.0
6298,r091,Development -> All agencies -> Department of Energy,Development,All agencies,Department of Energy,3,2927.9,59.8,1842.6,243.1,347.4,88.0,30.7,305.5,10.6,0.1
6298,r092,Development -> All agencies -> Department of Health and Human Services,Development,All agencies,Department of Health and Human Services,3,15772.0,9966.0,5274.5,0.0,324.9,0.0,187.1,11.9,7.8,0.0
6298,r093,Development -> All agencies -> Department of Homeland Security,Development,All agencies,Department of Homeland Security,3,282.2,67.6,176.1,5.8,10.8,0.0,2.0,12.6,0.8,6.6
6298,r094,Development -> All agencies -> Department of the Interior,Development,All agencies,Department of the Interior,3,138.9,115.4,3.2,0.0,16.4,0.4,1.0,0.0,2.1,0.4
6298,r095,Development -> All agencies -> Department of Justice,Development,All agencies,Department of Justice,3,11.9,3.2,0.0,0.0,3.0,0.0,0.6,0.0,5.1,0.0
6298,r096,Development -> All agencies -> Department of Transportation,Development,All agencies,Department of Transportation,3,284.0,47.2,111.8,0.0,14.9,0.0,2.4,68.3,39.3,0.0
6298,r097,Development -> All agencies -> Department of Veterans Affairs,Development,All agencies,Department of Veterans Affairs,3,29.3,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r098,Development -> All agencies -> Agency for International Development,Development,All agencies,Agency for International Development,3,59.4,3.0,10.1,0.0,13.8,0.0,17.6,0.0,0.0,15.0
6298,r099,Development -> All agencies -> Environmental Protection Agency,Development,All agencies,Environmental Protection Agency,3,76.6,40.6,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r100,Development -> All agencies -> National Aeronautics and Space Administration,Development,All agencies,National Aeronautics and Space Administration,3,4143.7,939.9,1860.4,0.0,126.9,1018.2,176.2,10.0,0.0,12.2
6298,r101,Development -> All agencies -> National Science Foundation,Development,All agencies,National Science Foundation,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r102,Development -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Development,All agencies,Patient-Centered Outcomes Research Trust Fund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r103,Development -> All agencies -> Smithsonian Institution,Development,All agencies,Smithsonian Institution,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r104,Development -> All agencies -> Social Security Administration,Development,All agencies,Social Security Administration,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r105,Development -> All agencies -> All other agencies,Development,All agencies,All other agencies,3,25.6,11.6,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6298,r106,R&D plant,R&D plant,,,1,,,,,,,,,,
6298,r107,R&D plant -> All agencies,R&D plant,All agencies,,2,6150.1,3106.0,677.5,222.1,350.6,867.8,125.3,793.7,6.7,0.4
6298,r108,R&D plant -> All agencies -> Department of Agriculture,R&D plant,All agencies,Department of Agriculture,3,789.8,789.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r109,R&D plant -> All agencies -> Department of Commerce,R&D plant,All agencies,Department of Commerce,3,359.1,359.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r110,R&D plant -> All agencies -> Department of Defense,R&D plant,All agencies,Department of Defense,3,311.7,297.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r111,R&D plant -> All agencies -> Department of Education,R&D plant,All agencies,Department of Education,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r112,R&D plant -> All agencies -> Department of Energy,R&D plant,All agencies,Department of Energy,3,2325.0,42.7,369.8,222.1,40.0,850.6,0.0,793.7,6.0,0.0
6298,r113,R&D plant -> All agencies -> Department of Health and Human Services,R&D plant,All agencies,Department of Health and Human Services,3,1769.0,1532.1,181.9,0.0,55.0,0.0,0.0,0.0,0.0,0.0
6298,r114,R&D plant -> All agencies -> Department of Homeland Security,R&D plant,All agencies,Department of Homeland Security,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r115,R&D plant -> All agencies -> Department of the Interior,R&D plant,All agencies,Department of the Interior,3,7.2,1.5,5.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0
6298,r116,R&D plant -> All agencies -> Department of Justice,R&D plant,All agencies,Department of Justice,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r117,R&D plant -> All agencies -> Department of Transportation,R&D plant,All agencies,Department of Transportation,3,40.3,5.8,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r118,R&D plant -> All agencies -> Department of Veterans Affairs,R&D plant,All agencies,Department of Veterans Affairs,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r119,R&D plant -> All agencies -> Agency for International Development,R&D plant,All agencies,Agency for International Development,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r120,R&D plant -> All agencies -> Environmental Protection Agency,R&D plant,All agencies,Environmental Protection Agency,3,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r121,R&D plant -> All agencies -> National Aeronautics and Space Administration,R&D plant,All agencies,National Aeronautics and Space Administration,3,35.8,0.2,18.4,0.0,0.0,17.2,0.0,0.0,0.0,0.0
6298,r122,R&D plant -> All agencies -> National Science Foundation,R&D plant,All agencies,National Science Foundation,3,441.4,11.1,48.5,0.0,255.6,0.0,125.3,0.0,0.6,0.4
6298,r123,R&D plant -> All agencies -> Patient-Centered Outcomes Research Trust Fund,R&D plant,All agencies,Patient-Centered Outcomes Research Trust Fund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r124,R&D plant -> All agencies -> Smithsonian Institution,R&D plant,All agencies,Smithsonian Institution,3,66.2,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r125,R&D plant -> All agencies -> Social Security Administration,R&D plant,All agencies,Social Security Administration,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r126,R&D plant -> All agencies -> All other agencies,R&D plant,All agencies,All other agencies,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
