table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_hierarchy_depth,field_all_federal_obligations,field_federal_intramurala,field_extramural_performers_business_firms,field_extramural_performers_united_states_and_u_s_territories_industry_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_universities_and_colleges,field_extramural_performers_united_states_and_u_s_territories_university_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_other_nonprofits,field_extramural_performers_united_states_and_u_s_territories_nonprofit_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_state_and_local_governments,field_extramural_performers_foreign
6298,r001,Total R&D and R&D plant,Total R&D and R&D plant,,,1,,,,,,,,,,
6298,r002,Total R&D and R&D plant -> All agencies,Total R&D and R&D plant,All agencies,,2,173552.9,54577.7,52105.5,4340.8,38891.5,6223.0,10824.2,4469.7,726.7,1393.7
6298,r003,Total R&D and R&D plant -> All agencies -> Department of Agriculture,Total R&D and R&D plant,All agencies,Department of Agriculture,3,3433.5,2479.6,4.6,0.0,883.7,0.0,51.9,0.0,8.6,5.1
6298,r004,Total R&D and R&D plant -> All agencies -> Department of Commerce,Total R&D and R&D plant,All agencies,Department of Commerce,3,1980.9,1552.2,50.5,0.0,313.8,4.2,31.0,19.9,5.1,4.4
6298,r005,Total R&D and R&D plant -> All agencies -> Department of Defense,Total R&D and R&D plant,All agencies,Department of Defense,3,67006.8,22964.0,35247.8,442.2,4524.9,463.1,1473.9,916.8,8.8,965.3
6298,r006,Total R&D and R&D plant -> All agencies -> Department of Education,Total R&D and R&D plant,All agencies,Department of Education,3,240.1,10.5,15.1,0.0,158.2,0.0,46.2,0.0,10.2,0.0
6298,r007,Total R&D and R&D plant -> All agencies -> Department of Energy,Total R&D and R&D plant,All agencies,Department of Energy,3,15778.0,914.5,3343.6,2993.2,1877.1,3225.7,148.4,3213.6,61.6,0.3
6298,r008,Total R&D and R&D plant -> All agencies -> Department of Health and Human Services,Total R&D and R&D plant,All agencies,Department of Health and Human Services,3,61774.8,20832.4,7762.8,862.1,23983.4,20.3,7608.4,48.1,368.3,288.9
6298,r009,Total R&D and R&D plant -> All agencies -> Department of Homeland Security,Total R&D and R&D plant,All agencies,Department of Homeland Security,3,507.5,132.9,241.9,17.3,29.2,4.8,2.7,69.5,0.8,8.5
6298,r010,Total R&D and R&D plant -> All agencies -> Department of the Interior,Total R&D and R&D plant,All agencies,Department of the Interior,3,844.4,721.1,23.4,0.0,80.6,0.5,4.2,0.5,12.9,1.1
6298,r011,Total R&D and R&D plant -> All agencies -> Department of Justice,Total R&D and R&D plant,All agencies,Department of Justice,3,96.4,10.9,8.7,0.0,46.3,0.0,24.7,0.0,5.9,0.0
6298,r012,Total R&D and R&D plant -> All agencies -> Department of Transportation,Total R&D and R&D plant,All agencies,Department of Transportation,3,1224.5,227.8,379.3,0.0,275.8,0.3,54.5,70.0,216.5,0.2
6298,r013,Total R&D and R&D plant -> All agencies -> Department of Veterans Affairs,Total R&D and R&D plant,All agencies,Department of Veterans Affairs,3,1565.1,1495.0,0.0,0.0,0.0,0.0,0.0,70.2,0.0,0.0
6298,r014,Total R&D and R&D plant -> All agencies -> Agency for International Development,Total R&D and R&D plant,All agencies,Agency for International Development,3,194.3,19.7,22.4,0.0,51.0,0.0,50.1,0.0,0.0,51.1
6298,r015,Total R&D and R&D plant -> All agencies -> Environmental Protection Agency,Total R&D and R&D plant,All agencies,Environmental Protection Agency,3,493.0,244.4,195.3,0.1,51.6,1.1,0.0,0.3,0.0,0.0
6298,r016,Total R&D and R&D plant -> All agencies -> National Aeronautics and Space Administration,Total R&D and R&D plant,All agencies,National Aeronautics and Space Administration,3,10573.6,2552.1,4213.9,10.2,1107.7,2237.6,384.2,35.0,3.5,29.4
6298,r017,Total R&D and R&D plant -> All agencies -> National Science Foundation,Total R&D and R&D plant,All agencies,National Science Foundation,3,6792.5,20.4,506.9,0.0,5493.4,262.4,469.8,4.7,15.4,19.5
6298,r018,Total R&D and R&D plant -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Total R&D and R&D plant,All agencies,Patient-Centered Outcomes Research Trust Fund,3,469.7,0.0,0.0,0.0,0.0,0.0,469.7,0.0,0.0,0.0
6298,r019,Total R&D and R&D plant -> All agencies -> Smithsonian Institution,Total R&D and R&D plant,All agencies,Smithsonian Institution,3,276.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r020,Total R&D and R&D plant -> All agencies -> Social Security Administration,Total R&D and R&D plant,All agencies,Social Security Administration,3,69.7,37.2,20.1,0.0,9.5,0.0,2.9,0.0,0.0,0.1
6298,r021,Total R&D and R&D plant -> All agencies -> All other agencies,Total R&D and R&D plant,All agencies,All other agencies,3,232.0,87.0,69.1,15.7,5.5,3.0,1.7,21.0,9.2,19.9
6298,r022,R&D,R&D,,,1,,,,,,,,,,
6298,r023,R&D -> All agencies,R&D,All agencies,,2,167402.8,51471.7,51428.0,4118.7,38540.9,5355.2,10698.9,3676.0,720.1,1393.3
6298,r024,R&D -> All agencies -> Department of Agriculture,R&D,All agencies,Department of Agriculture,3,2643.6,1689.8,4.6,0.0,883.7,0.0,51.9,0.0,8.6,5.1
6298,r025,R&D -> All agencies -> Department of Commerce,R&D,All agencies,Department of Commerce,3,1621.7,1193.0,50.5,0.0,313.8,4.2,31.0,19.9,5.1,4.4
6298,r026,R&D -> All agencies -> Department of Defense,R&D,All agencies,Department of Defense,3,66695.0,22666.6,35233.5,442.2,4524.9,463.1,1473.9,916.8,8.8,965.3
6298,r027,R&D -> All agencies -> Department of Education,R&D,All agencies,Department of Education,3,240.1,10.5,15.1,0.0,158.2,0.0,46.2,0.0,10.2,0.0
6298,r028,R&D -> All agencies -> Department of Energy,R&D,All agencies,Department of Energy,3,13453.0,871.8,2973.7,2771.1,1837.1,2375.1,148.4,2419.9,55.6,0.3
6298,r029,R&D -> All agencies -> Department of Health and Human Services,R&D,All agencies,Department of Health and Human Services,3,60005.7,19300.3,7580.9,862.1,23928.3,20.3,7608.4,48.1,368.3,288.9
6298,r030,R&D -> All agencies -> Department of Homeland Security,R&D,All agencies,Department of Homeland Security,3,507.5,132.9,241.9,17.3,29.2,4.8,2.7,69.5,0.8,8.5
6298,r031,R&D -> All agencies -> Department of the Interior,R&D,All agencies,Department of the Interior,3,837.2,719.6,17.8,0.0,80.6,0.5,4.2,0.5,12.8,1.1
6298,r032,R&D -> All agencies -> Department of Justice,R&D,All agencies,Department of Justice,3,96.4,10.9,8.7,0.0,46.3,0.0,24.7,0.0,5.9,0.0
6298,r033,R&D -> All agencies -> Department of Transportation,R&D,All agencies,Department of Transportation,3,1184.2,222.0,344.8,0.0,275.8,0.3,54.5,70.0,216.5,0.2
6298,r034,R&D -> All agencies -> Department of Veterans Affairs,R&D,All agencies,Department of Veterans Affairs,3,1565.1,1495.0,0.0,0.0,0.0,0.0,0.0,70.2,0.0,0.0
6298,r035,R&D -> All agencies -> Agency for International Development,R&D,All agencies,Agency for International Development,3,194.3,19.7,22.4,0.0,51.0,0.0,50.1,0.0,0.0,51.1
6298,r036,R&D -> All agencies -> Environmental Protection Agency,R&D,All agencies,Environmental Protection Agency,3,488.5,244.4,190.9,0.1,51.6,1.1,0.0,0.3,0.0,0.0
6298,r037,R&D -> All agencies -> National Aeronautics and Space Administration,R&D,All agencies,National Aeronautics and Space Administration,3,10537.8,2551.9,4195.5,10.2,1107.7,2220.4,384.2,35.0,3.5,29.4
6298,r038,R&D -> All agencies -> National Science Foundation,R&D,All agencies,National Science Foundation,3,6351.2,9.4,458.4,0.0,5237.9,262.4,344.5,4.7,14.8,19.1
6298,r039,R&D -> All agencies -> Patient-Centered Outcomes Research Trust Fund,R&D,All agencies,Patient-Centered Outcomes Research Trust Fund,3,469.7,0.0,0.0,0.0,0.0,0.0,469.7,0.0,0.0,0.0
6298,r040,R&D -> All agencies -> Smithsonian Institution,R&D,All agencies,Smithsonian Institution,3,209.8,209.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r041,R&D -> All agencies -> Social Security Administration,R&D,All agencies,Social Security Administration,3,69.7,37.2,20.1,0.0,9.5,0.0,2.9,0.0,0.0,0.1
6298,r042,R&D -> All agencies -> All other agencies,R&D,All agencies,All other agencies,3,232.0,87.0,69.1,15.7,5.5,3.0,1.7,21.0,9.2,19.9
6298,r043,Basic research,Basic research,,,1,,,,,,,,,,
6298,r044,Basic research -> All agencies,Basic research,All agencies,,2,41546.6,7688.1,3146.8,799.9,20128.2,3455.5,4325.6,1667.7,114.3,220.6
6298,r045,Basic research -> All agencies -> Department of Agriculture,Basic research,All agencies,Department of Agriculture,3,1163.8,725.7,0.1,0.0,414.0,0.0,19.0,0.0,2.6,2.4
6298,r046,Basic research -> All agencies -> Department of Commerce,Basic research,All agencies,Department of Commerce,3,251.2,237.2,5.2,0.0,7.0,0.0,1.4,0.0,0.0,0.3
6298,r047,Basic research -> All agencies -> Department of Defense,Basic research,All agencies,Department of Defense,3,2499.1,401.9,364.5,17.8,1490.8,19.8,102.1,35.6,0.1,66.4
6298,r048,Basic research -> All agencies -> Department of Education,Basic research,All agencies,Department of Education,3,53.7,2.8,0.2,0.0,41.3,0.0,7.9,0.0,1.6,0.0
6298,r049,Basic research -> All agencies -> Department of Energy,Basic research,All agencies,Department of Energy,3,5501.6,207.3,325.6,334.9,865.1,2120.1,29.7,1589.3,29.5,0.2
6298,r050,Basic research -> All agencies -> Department of Health and Human Services,Basic research,All agencies,Department of Health and Human Services,3,21809.0,4514.8,1084.5,439.7,11841.6,10.4,3707.3,18.3,64.2,128.3
6298,r051,Basic research -> All agencies -> Department of Homeland Security,Basic research,All agencies,Department of Homeland Security,3,47.4,5.6,24.3,0.3,17.1,0.0,0.0,0.1,0.0,0.0
6298,r052,Basic research -> All agencies -> Department of the Interior,Basic research,All agencies,Department of the Interior,3,83.9,75.6,0.2,0.0,6.7,0.0,0.2,0.0,1.2,0.0
6298,r053,Basic research -> All agencies -> Department of Justice,Basic research,All agencies,Department of Justice,3,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
6298,r054,Basic research -> All agencies -> Department of Transportation,Basic research,All agencies,Department of Transportation,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r055,Basic research -> All agencies -> Department of Veterans Affairs,Basic research,All agencies,Department of Veterans Affairs,3,617.7,617.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r056,Basic research -> All agencies -> Agency for International Development,Basic research,All agencies,Agency for International Development,3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r057,Basic research -> All agencies -> Environmental Protection Agency,Basic research,All agencies,Environmental Protection Agency,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,r058,Basic research -> All agencies -> National Aeronautics and Space Administration,Basic research,All agencies,National Aeronautics and Space Administration,3,3839.4,680.3,1078.8,7.2,820.1,1042.8,185.3,17.9,2.6,4.3
6298,r059,Basic research -> All agencies -> National Science Foundation,Basic research,All agencies,National Science Foundation,3,5461.9,8.3,259.9,0.0,4622.6,262.4,272.6,4.7,12.6,18.7
