table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2020,field_total_2021,field_total_2022,field_total_2023,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022,field_federally_financed_2023
12686,r001,All institutions,All institutions,,1,-,"['2,925,074', '']","['2,953,984', '']","['3,201,715', '']","['3,617,348', '']","['2,000,234', '']","['1,995,236', '']","['2,160,601', '']","['2,417,938', '']"
12686,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['226,696', 'i']","['270,040', 'i']","['270,237', 'i']","['309,828', 'i']","['216,738', '']","['258,141', '']","['258,511', '']","['299,497', '']"
12686,r003,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,2,"['192,119', '']","['196,380', '']","['211,839', '']","['220,946', '']","['119,057', '']","['131,071', '']","['131,579', '']","['136,813', '']"
12686,r004,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,3,"['185,400', '']","['146,318', '']","['161,111', '']","['198,783', '']","['162,577', '']","['121,473', '']","['127,768', '']","['159,436', '']"
12686,r005,All institutions -> U. Southern California,All institutions,U. Southern California,2,4,"['121,116', '']","['115,694', '']","['112,104', '']","['122,842', '']","['115,564', '']","['110,401', '']","['106,239', '']","['116,290', '']"
12686,r006,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,5,"['111,779', '']","['116,877', '']","['124,985', '']","['119,666', '']","['54,491', '']","['62,186', '']","['68,540', '']","['68,071', '']"
12686,r007,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,6,"['139,290', '']","['87,595', '']","['100,730', '']","['116,971', '']","['128,322', '']","['79,109', '']","['88,477', '']","['97,635', '']"
12686,r008,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,7,"['89,490', '']","['73,737', '']","['79,162', '']","['108,873', '']","['76,419', '']","['56,263', '']","['62,351', '']","['83,515', '']"
12686,r009,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,8,"['95,988', '']","['99,600', '']","['104,436', '']","['99,934', '']","['64,385', '']","['63,076', '']","['59,157', '']","['56,104', '']"
12686,r010,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,9,"['50,541', '']","['50,483', '']","['63,281', '']","['80,519', '']","['34,576', '']","['33,768', '']","['38,622', '']","['48,215', '']"
12686,r011,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,10,"['36,636', '']","['48,967', '']","['60,893', '']","['47,962', '']","['35,309', '']","['45,627', '']","['54,406', '']","['43,721', '']"
