table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
2061,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['339,036', '  ']","['3.5', '  ']","['3.7', '  ']"
2061,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['216,155', '  ']","['4.0', '  ']","['4.0', '  ']"
2061,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,453', 'i ']","['0.7', '  ']","['0.7', '  ']"
2061,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['968', '  ']","['0.6', '  ']","['0.6', '  ']"
2061,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['919', '  ']","['1.1', '  ']","['1.2', '  ']"
2061,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['170', '  ']","['0.6', '  ']","['0.6', '  ']"
2061,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,292', '  ']","['0.8', '  ']","['0.8', '  ']"
2061,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['218', '  ']","['0.5', '  ']","['0.5', '  ']"
2061,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['301', '  ']","['0.1', '  ']","['0.1', '  ']"
2061,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['63,285', '  ']","['7.0', '  ']","['7.1', '  ']"
2061,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,393', '  ']","['1.5', '  ']","['1.5', '  ']"
2061,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['612', '  ']","['1.4', '  ']","['1.4', '  ']"
2061,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,092', '  ']","['1.6', '  ']","['1.6', '  ']"
2061,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['55,229', '  ']","['11.8', '  ']","['11.9', '  ']"
2061,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,488', '  ']","['2.5', '  ']","['2.5', '  ']"
2061,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,471', '  ']","['2.2', '  ']","['2.3', '  ']"
2061,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,637', '  ']","['1.9', '  ']","['2.0', '  ']"
2061,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,303', '  ']","['2.9', '  ']","['3.2', '  ']"
2061,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['741', '  ']","['0.8', '  ']","['0.9', '  ']"
2061,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,099', '  ']","['1.9', '  ']","['1.9', '  ']"
2061,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,257', '  ']","['3.8', '  ']","['3.8', '  ']"
2061,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,511', '  ']","['3.2', '  ']","['3.3', '  ']"
2061,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,228', '  ']","['16.1', '  ']","['16.1', '  ']"
2061,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,921', '  ']","['5.3', '  ']","['5.3', '  ']"
2061,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,596', '  ']","['2.5', '  ']","['2.5', '  ']"
