table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10871,r001,All agencies,All agencies,,,,,1,2218,2825,2441,2652,3853,4376,6150,4282,6173,6521
10871,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10871,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,11,11,23,157,44,29,790,57,179,58
10871,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1,1,8,147,28,19,780,46,170,42
10871,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,7,8,13,9,16,10,9,12,9,16
10871,r006,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,2,2,2,0.05,na,na,na,na,na,na
10871,r007,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,0.05,0,0
10871,r008,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,193,188,285,235,394,464,359,429,379,1253
10871,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,63,40,121,91,105,119,143,251,96,198
10871,r010,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,129,148,164,144,288,345,216,178,282,1053
10871,r011,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,0,0,0,0,0,0,0,0,2,2
10871,r012,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,148,169,178,291,471,610,312,169,256,357
10871,r013,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,NA,NA,NA,NA,NA,NA,15,0,0,0
10871,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,121,123,120,225,210,193,241,121,131,270
10871,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0,0,1,0,0,0,0,NA,0,0
10871,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,24,36,38,49,79,143,45,37,63,76
10871,r017,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,4,11,19,18,182,274,11,10,62,11
10871,r018,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,770,952,1135,1276,2062,2245,2325,2668,4280,3480
10871,r019,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,4,4,4,4,227,305,53,42,49,66
10871,r020,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,16,16,0,16,21,23,29,29,29,25
10871,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,116,256,251,305,474,337,574,967,1208,1364
10871,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,94,101,91,105,259,337,327,617,618,763
10871,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,22,155,160,200,214,0,247,331,575,577
10871,r024,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,0,0,0,0,0,0,0,19,15,24
10871,r025,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,0,0,0,0,0,0,0,0,372,518
10871,r026,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,635,676,880,951,1340,1580,1669,1630,2622,1507
