table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10392,r001,All institutions,All institutions,,1,-,26156379,27652453,27105723,28532827,29805220,32312581,35125136,36569461,39504025
10392,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1266770,1402095,1340730,1805420,1658299,1753500,1856091,1915151,1817726
10392,r003,All institutions -> New York U.,All institutions,New York U.,2,2,240460,287717,263766,272971,328463,356173,430178,436813,893817
10392,r004,All institutions -> Duke U.,All institutions,Duke U.,2,3,424452,440787,428530,467848,490343,543712,629089,639338,810504
10392,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,510907,580763,536626,554478,586657,636413,679558,652353,792907
10392,r006,All institutions -> U. Washington,All institutions,U. Washington,2,5,605210,658813,611946,590270,612729,665699,726634,728359,787213
10392,r007,All institutions -> U. Michigan,All institutions,U. Michigan,2,6,574996,860759,606141,626143,656721,703767,745826,755646,774551
10392,r008,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,7,454301,465500,476126,522581,534659,601764,653357,699887,761354
10392,r009,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,8,524061,546278,528494,547197,573522,616954,675389,644405,714877
10392,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,461139,478346,504036,513877,550247,576305,612541,630591,696510
10392,r011,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,10,452505,487210,481832,490824,492364,509919,555095,750550,686615
10392,r012,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,11,498295,542396,494607,512082,509277,540929,625480,593581,681663
10392,r013,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,12,425887,470597,450011,493568,503566,558248,581756,600173,679319
10392,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,389982,385625,416667,438819,442173,517162,511533,538927,657760
10392,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,348061,394310,391624,408896,447831,484554,535085,543546,639462
10392,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,383427,398770,370816,425576,431569,466892,530722,552583,596130
10392,r017,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,16,419478,450660,416768,452366,430253,475557,535560,522284,541555
10392,r018,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,17,296764,296873,337041,367407,357808,421515,470832,477974,508976
10392,r019,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,18,349951,384725,362917,362055,428910,459042,519996,462734,508209
10392,r020,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,19,347493,336787,329324,379809,368557,405411,422500,518360,507806
10392,r021,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,20,321806,329576,296351,303589,369063,378105,423722,427158,497611
10392,r022,All institutions -> Emory U.,All institutions,Emory U.,2,21,289807,293672,324214,320631,340046,366466,397958,510378,486646
10392,r023,All institutions -> U. Southern California,All institutions,U. Southern California,2,22,276893,285563,289173,325150,405815,411099,408662,416928,484727
10392,r024,All institutions -> Harvard U.,All institutions,Harvard U.,2,23,425668,460630,425493,448052,447531,463810,486225,439767,484719
10392,r025,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,24,373371,378921,359461,349789,355101,397595,426879,440036,473552
10392,r026,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,25,309965,333968,350511,340593,319450,332248,320648,289862,443392
10392,r027,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,26,207051,239510,262365,277187,303700,331149,395678,416304,436107
10392,r028,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,27,386174,397471,386613,411833,453756,451402,435608,448223,429065
