table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_599,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
9675,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['74,695', '  ']","['1,219', '  ']","['2,434', '  ']","['2,052', '  ']","['3,993', '  ']","['3,358', '  ']","['3,777', '  ']","['11,006', '  ']","['8,944', 'i ']","['20,549', '  ']","['17,361', '  ']"
9675,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['38,394', '  ']","['400', '  ']","['889', '  ']","['702', '  ']","['1,347', '  ']","['1,547', '  ']","['1,607', '  ']","['9,257', '  ']","['2,196', '  ']","['7,942', '  ']","['12,508', 'i ']"
9675,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['297 - 302', '  ']","['0', '  ']","['0 - 72', '  ']","['6', '  ']","['5 - 71', '  ']","['1', '  ']","['10', '  ']","['42 - 107', '  ']","['0 - 46', '  ']","['36 - 188', '  ']","['3', '  ']"
9675,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['19', '  ']","['0', '  ']","['*', 'r ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['18', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['11', '  ']","['0', '  ']","['5', '  ']","['1', 'r ']","['5', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['2 - 10', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2 - 10', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0 - 7', '  ']","['0', '  ']","['0 - 7', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0 - 5', '  ']","['0 - 5', '  ']","['1', '  ']"
9675,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['12,393', '  ']","['65', '  ']","['471', '  ']","['245', '  ']","['446', '  ']","['766', '  ']","['484', '  ']","['5,117', '  ']","['356', '  ']","['4,051', '  ']","['391', '  ']"
9675,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['154', '  ']","['0 - 6', '  ']","['1', '  ']","['1', '  ']","['13', '  ']","['4', '  ']","['9', '  ']","['97 - 108', '  ']","['20', '  ']","['2', '  ']","['0', '  ']"
9675,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['69 - 98', 'i ']","['0 - 7', '  ']","['4', '  ']","['3', 'r ']","['11', '  ']","['9', '  ']","['0', '  ']","['32 - 71', 'i ']","['0', '  ']","['0', '  ']","['1', '  ']"
9675,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['211 - 241', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['210 - 241', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,697', '  ']","['59', '  ']","['465', '  ']","['238', '  ']","['400', '  ']","['749', '  ']","['475', '  ']","['4,735', '  ']","['337', '  ']","['3,849', '  ']","['390', '  ']"
9675,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['209', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['20', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['190', '  ']","['0', '  ']"
9675,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['19 - 28', '  ']","['0 - 7', '  ']","['1', '  ']","['3', '  ']","['3', '  ']","['4', '  ']","['0', '  ']","['0 - 9', '  ']","['0', '  ']","['11', '  ']","['0', '  ']"
9675,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['183', '  ']","['0 - 26', '  ']","['0 - 72', '  ']","['7', '  ']","['4', '  ']","['7', '  ']","['30', '  ']","['5', '  ']","['*', '  ']","['31 - 133', '  ']","['0', '  ']"
9675,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['31', '  ']","['0', '  ']","['1', '  ']","['*', '  ']","['6', '  ']","['1', '  ']","['10', '  ']","['13', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['22 - 26', 'i ']","['0', '  ']","['0 - 5', '  ']","['5', 'r ']","['1', '  ']","['2', '  ']","['0', '  ']","['15', 'i ']","['0 - 5', '  ']","['0', '  ']","['0', '  ']"
9675,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['412', '  ']","['196 - 248', '  ']","['19', '  ']","['3', '  ']","['20', '  ']","['19', '  ']","['4', 'i ']","['102', '  ']","['0 - 46', '  ']","['0', '  ']","['0', '  ']"
9675,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,003', '  ']","['15', '  ']","['111', 'r ']","['66', '  ']","['115', '  ']","['13', '  ']","['19', '  ']","['136', '  ']","['463', '  ']","['61', '  ']","['3', '  ']"
9675,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['60 - 68', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 63', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 68', '  ']","['0', '  ']","['*', '  ']"
9675,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['167', '  ']","['0', '  ']","['21', '  ']","['24', '  ']","['20', 'i ']","['0', '  ']","['11', '  ']","['91', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9675,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['128 - 134', '  ']","['0 - 6', '  ']","['2', '  ']","['9', '  ']","['*', 'i ']","['6', '  ']","['0', '  ']","['0', '  ']","['71', '  ']","['38', '  ']","['0', '  ']"
9675,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['641', '  ']","['9 - 16', '  ']","['88', 'r ']","['32', '  ']","['31 - 96', '  ']","['7', '  ']","['8', '  ']","['45', '  ']","['324 - 393', '  ']","['23', '  ']","['2', '  ']"
9675,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['6,852', '  ']","['40 - 88', '  ']","['111', '  ']","['196', '  ']","['291', '  ']","['649', '  ']","['624', '  ']","['848', '  ']","['835', 'i ']","['0 - 40', '  ']","['3,214', '  ']"
9675,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,218', 'i ']","['0 - 72', '  ']","['0 - 27', '  ']","['0 - 74', '  ']","['0 - 144', '  ']","['0 - 158', '  ']","['0', '  ']","['49', '  ']","['0 - 827', 'i ']","['0', '  ']","['78 - 1,170', 'i ']"
9675,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['1,880', '  ']","['0 - 72', '  ']","['27', '  ']","['66', '  ']","['0 - 144', '  ']","['492', '  ']","['448', '  ']","['681', '  ']","['0 - 169', 'i ']","['1', '  ']","['0', '  ']"
