table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
12304,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['664', '  ']","['172', '  ']","['115', '  ']","['31', '  ']","['26', '  ']","['31', '  ']"
12304,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['220', '  ']","['12', '  ']","['8', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
12304,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['161', '  ']","['9', '  ']","['6', '  ']","['1', '  ']","['2', '  ']","['*', '  ']"
12304,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['490', '  ']","['22', '  ']","['11', '  ']","['1', 'i ']","['8', '  ']","['3', '  ']"
12304,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['141', '  ']","['6', '  ']","['3', '  ']","['1', '  ']","['2', '  ']","['1', '  ']"
12304,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['175', '  ']","['8', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['3', '  ']"
12304,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['408', '  ']","['38', '  ']","['15', '  ']","['1', '  ']","['17', '  ']","['6', '  ']"
12304,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['941', '  ']","['105', '  ']","['70', '  ']","['7', '  ']","['28', '  ']","['7', '  ']"
12304,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['102', '  ']","['10', '  ']","['8', '  ']","['*', '  ']","['2', '  ']","['*', '  ']"
12304,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['41', '  ']","['14', '  ']","['9', '  ']","['4', '  ']","['4', '  ']","['1', '  ']"
12304,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['139', '  ']","['15', '  ']","['13', '  ']","['1', '  ']","['2', '  ']","['1', '  ']"
12304,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['659', '  ']","['65', '  ']","['39', '  ']","['2', '  ']","['21', '  ']","['5', '  ']"
12304,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['1,033', '  ']","['245', '  ']","['200', '  ']","['20', 'i ']","['29', '  ']","['17', '  ']"
12304,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['131', '  ']","['36', '  ']","['29', '  ']","['2', 'i ']","['4', '  ']","['3', '  ']"
12304,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['311', '  ']","['93', '  ']","['79', '  ']","['10', 'i ']","['11', '  ']","['3', '  ']"
12304,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['319', '  ']","['53', '  ']","['37', '  ']","['5', 'i ']","['8', '  ']","['7', '  ']"
12304,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['103', '  ']","['16', '  ']","['11', '  ']","['2', 'i ']","['1', '  ']","['5', '  ']"
12304,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['66', '  ']","['16', '  ']","['12', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
12304,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['150', '  ']","['20', '  ']","['15', '  ']","['2', 'i ']","['4', '  ']","['1', '  ']"
12304,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['272', '  ']","['63', '  ']","['54', '  ']","['3', 'i ']","['5', '  ']","['4', '  ']"
12304,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['373', '  ']","['27', '  ']","['18', '  ']","['2', 'i ']","['7', '  ']","['2', '  ']"
12304,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,856', '  ']","['195', '  ']","['144', '  ']","['7', 'i ']","['32', '  ']","['19', '  ']"
12304,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['896', '  ']","['110', '  ']","['84', '  ']","['4', 'i ']","['15', '  ']","['11', '  ']"
12304,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['766', '  ']","['71', '  ']","['54', '  ']","['3', 'i ']","['12', '  ']","['5', '  ']"
12304,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['561', '  ']","['50', '  ']","['36', '  ']","['2', '  ']","['10', '  ']","['4', '  ']"
12304,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['206', '  ']","['21', '  ']","['17', '  ']","['1', 'i ']","['2', '  ']","['2', '  ']"
12304,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['3', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
12304,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['191', '  ']","['12', '  ']","['6', '  ']","['*', 'i ']","['4', '  ']","['2', '  ']"
12304,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['124', '  ']","['4', '  ']","['2', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
12304,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['811', '  ']","['85', '  ']","['53', '  ']","['6', '  ']","['22', '  ']","['10', '  ']"
12304,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['573', '  ']","['69', '  ']","['45', '  ']","['6', '  ']","['17', '  ']","['8', '  ']"
12304,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['238', '  ']","['16', '  ']","['8', '  ']","['*', '  ']","['6', '  ']","['2', '  ']"
12304,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['13,840', '  ']","['1,102', '  ']","['752', '  ']","['56', 'i ']","['267', '  ']","['82', '  ']"
12304,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['187', 'i ']","['9', 'i ']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12304,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['335', '  ']","['5', '  ']","['3', '  ']","['*', 'i ']","['D', '  ']","['D', '  ']"
12304,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['524', 'i ']","['21', 'i ']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12304,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '  ']","['77', 'i ']","['66', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
12304,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,183', '  ']","['18', 'i ']","['12', 'i ']","['*', 'i ']","['D', '  ']","['D', '&nbsp;']"
12304,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,394', '  ']","['489', '  ']","['369', '  ']","['27', 'i ']","['93', '  ']","['28', '  ']"
12304,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['480', '  ']","['145', '  ']","['115', '  ']","['8', 'i ']","['20', '  ']","['10', '  ']"
12304,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['5', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
12304,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['475', '  ']","['144', '  ']","['114', '  ']","['8', 'i ']","['20', '  ']","['10', '  ']"
12304,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['518', '  ']","['11', '  ']","['6', '  ']","['*', 'i ']","['3', 'i ']","['1', 'i ']"
12304,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['925', '  ']","['177', '  ']","['126', '  ']","['4', 'i ']","['38', '  ']","['13', '  ']"
12304,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['471', '  ']","['157', '  ']","['121', '  ']","['14', '  ']","['32', '  ']","['3', 'i ']"
12304,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,310', '  ']","['52', '  ']","['30', 'i ']","['2', 'i ']","['20', '  ']","['3', '  ']"
12304,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['189', '  ']","['6', '  ']","['4', 'i ']","['*', '  ']","['D', '  ']","['D', '  ']"
12304,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']"
12304,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['188', '  ']","['6', '  ']","['4', 'i ']","['*', '  ']","['D', '  ']","['D', '  ']"
12304,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['1,646', '  ']","['376', '  ']","['230', '  ']","['24', '  ']","['110', '  ']","['36', '  ']"
12304,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['328', '  ']","['69', '  ']","['46', '  ']","['2', '  ']","['18', '  ']","['5', '  ']"
12304,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['525', '  ']","['111', '  ']","['76', '  ']","['6', 'i ']","['26', '  ']","['9', '  ']"
12304,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['406', '  ']","['149', '  ']","['85', '  ']","['14', '  ']","['44', 'i ']","['20', 'i ']"
12304,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['3', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
12304,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['122', '  ']","['35', 'i ']","['16', '  ']","['3', '  ']","['18', 'i ']","['1', '  ']"
12304,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['267', '  ']","['103', '  ']","['66', '  ']","['10', '  ']","['26', 'i ']","['12', 'i ']"
12304,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['14', '  ']","['10', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['8', '  ']"
12304,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['387', '  ']","['48', '  ']","['24', '  ']","['2', 'i ']","['22', '  ']","['2', '  ']"
12304,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['398', '  ']","['11', '  ']","['D', '  ']","['1', 'i ']","['D', '  ']","['D', '  ']"
12304,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '  ']","['36', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']"
12304,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['24,092', '  ']","['2,110', '  ']","['1,441', '  ']","['143', '  ']","['473', '  ']","['196', '  ']"
12304,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12304,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['86', '  ']","['34', '  ']","['22', '  ']","['4', '  ']","['9', '  ']","['3', '  ']"
12304,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['267', '  ']","['89', '  ']","['53', '  ']","['9', '  ']","['27', '  ']","['8', '  ']"
12304,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12304,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['366', '  ']","['87', '  ']","['49', '  ']","['6', '  ']","['29', '  ']","['9', '  ']"
12304,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['808', '  ']","['143', '  ']","['86', '  ']","['9', '  ']","['43', '  ']","['14', '  ']"
12304,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12304,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['768', '  ']","['123', '  ']","['76', '  ']","['9', '  ']","['35', '  ']","['12', '  ']"
12304,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['993', '  ']","['131', '  ']","['80', '  ']","['8', '  ']","['34', '  ']","['18', '  ']"
12304,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['3,159', '  ']","['348', '  ']","['232', '  ']","['22', 'i ']","['81', '  ']","['34', '  ']"
12304,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,909', '  ']","['181', '  ']","['129', '  ']","['13', '  ']","['33', '  ']","['19', '  ']"
12304,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['3,373', '  ']","['338', '  ']","['221', '  ']","['25', 'i ']","['88', '  ']","['29', 'i ']"
12304,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['12,363', '  ']","['636', '  ']","['493', '  ']","['38', 'i ']","['94', '  ']","['49', '  ']"
