table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7398,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['159', '&nbsp;']","['60,661', '&nbsp;']","['106', '&nbsp;']","['30,800', '&nbsp;']","['52', '&nbsp;']","['29,862', '&nbsp;']"
7398,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['21', '&nbsp;']","['6,261', '&nbsp;']","['12', '&nbsp;']","['3,204', '&nbsp;']","['10', '&nbsp;']","['3,057', 'r']"
7398,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['4', 'r']","['5,860', 'r']","['0', '&nbsp;']","['216', '&nbsp;']","['4', 'r']","['5,644', 'r']"
7398,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['4', 'r']","['2,353', 'r']","['4', 'r']","['2,353', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7398,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['57', 'r']","['20,518', 'r']","['13', '&nbsp;']","['9,874', 'r']","['44', 'r']","['10,644', 'r']"
7398,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['121', '&nbsp;']","['22,057', '&nbsp;']","['67', '&nbsp;']","['12,952', '&nbsp;']","['53', '&nbsp;']","['9,105', '&nbsp;']"
7398,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['701', '&nbsp;']","['227,158', '&nbsp;']","['394', '&nbsp;']","['102,331', '&nbsp;']","['306', '&nbsp;']","['124,827', '&nbsp;']"
7398,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['130', '&nbsp;']","['38,305', '&nbsp;']","['78', '&nbsp;']","['21,093', '&nbsp;']","['51', '&nbsp;']","['17,212', '&nbsp;']"
7398,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['495', '&nbsp;']","['161,373', '&nbsp;']","['291', '&nbsp;']","['76,986', '&nbsp;']","['205', '&nbsp;']","['84,388', '&nbsp;']"
7398,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['77', '&nbsp;']","['27,480', '&nbsp;']","['27', '&nbsp;']","['4,252', 'r']","['50', '&nbsp;']","['23,228', 'r']"
7398,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['48', '&nbsp;']","['9,592', '&nbsp;']","['26', 'r']","['6,210', 'r']","['23', 'r']","['3,382', '&nbsp;']"
7398,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['68', '&nbsp;']","['24,577', '&nbsp;']","['41', '&nbsp;']","['18,393', '&nbsp;']","['26', '&nbsp;']","['6,185', '&nbsp;']"
7398,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['52', '&nbsp;']","['11,859', '&nbsp;']","['30', '&nbsp;']","['6,673', '&nbsp;']","['23', '&nbsp;']","['5,185', '&nbsp;']"
7398,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['16', '&nbsp;']","['12,718', 'r']","['14', '&nbsp;']","['11,719', 'r']","['2', 'r']","['999', '&nbsp;']"
7398,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7398,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['189', '&nbsp;']","['114,922', '&nbsp;']","['84', '&nbsp;']","['24,172', '&nbsp;']","['104', '&nbsp;']","['90,749', 'r']"
7398,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['13,307', '&nbsp;']","['4,596,691', '&nbsp;']","['8,507', '&nbsp;']","['2,079,151', '&nbsp;']","['4,800', '&nbsp;']","['2,517,540', '&nbsp;']"
7398,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['520', '&nbsp;']","['225,813', '&nbsp;']","['276', '&nbsp;']","['82,960', '&nbsp;']","['243', '&nbsp;']","['142,853', 'r']"
7398,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['2,190', '&nbsp;']","['598,684', '&nbsp;']","['1,211', '&nbsp;']","['269,355', '&nbsp;']","['979', '&nbsp;']","['329,329', '&nbsp;']"
7398,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['1,413', '&nbsp;']","['327,921', '&nbsp;']","['840', '&nbsp;']","['178,911', '&nbsp;']","['573', '&nbsp;']","['149,010', '&nbsp;']"
7398,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['778', '&nbsp;']","['270,764', '&nbsp;']","['371', '&nbsp;']","['90,445', '&nbsp;']","['406', '&nbsp;']","['180,319', '&nbsp;']"
7398,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['1,689', '&nbsp;']","['454,913', '&nbsp;']","['1,280', '&nbsp;']","['280,469', '&nbsp;']","['409', '&nbsp;']","['174,443', '&nbsp;']"
7398,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['5,656', '&nbsp;']","['1,435,159', '&nbsp;']","['3,768', '&nbsp;']","['702,687', '&nbsp;']","['1,888', '&nbsp;']","['732,473', '&nbsp;']"
7398,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,252', '&nbsp;']","['1,882,122', '&nbsp;']","['1,973', '&nbsp;']","['743,679', '&nbsp;']","['1,280', '&nbsp;']","['1,138,442', '&nbsp;']"
7398,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['326', '&nbsp;']","['175,639', '&nbsp;']","['220', '&nbsp;']","['86,246', '&nbsp;']","['107', '&nbsp;']","['89,393', '&nbsp;']"
7398,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,018', '&nbsp;']","['645,887', '&nbsp;']","['632', '&nbsp;']","['261,812', '&nbsp;']","['385', '&nbsp;']","['384,074', '&nbsp;']"
7398,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,832', '&nbsp;']","['1,026,911', '&nbsp;']","['1,067', '&nbsp;']","['383,781', '&nbsp;']","['764', '&nbsp;']","['643,130', '&nbsp;']"
7398,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['65', '&nbsp;']","['31,464', '&nbsp;']","['42', '&nbsp;']","['9,619', '&nbsp;']","['23', '&nbsp;']","['21,845', '&nbsp;']"
