table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
9674,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['74,695', '  ']","['41,653', '  ']","['985', '  ']","['3,197', '  ']","['600', 'i ']","['8,324', 'i ']","['1,140', '  ']","['2,747', '  ']","['281', '  ']","['6,170', 'i ']","['9,597', '  ']"
9674,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['38,394', '  ']","['22,148', '  ']","['426', '  ']","['1,941', '  ']","['243', '  ']","['4,808', '  ']","['423', '  ']","['1,435', '  ']","['222', '  ']","['1,831', '  ']","['4,917', '  ']"
9674,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['297 - 302', '  ']","['189', '  ']","['1', '  ']","['10', '  ']","['6', 'i ']","['15', '  ']","['15', '  ']","['14 - 26', '  ']","['1', '  ']","['7', '  ']","['37', '  ']"
9674,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['19', '  ']","['13', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9674,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['11', '  ']","['6', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['2', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['2', '  ']"
9674,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['2 - 10', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0 - 6', '  ']"
9674,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9674,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0 - 7', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['0 - 6', 'i ']"
9674,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['5', '  ']","['4', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']"
9674,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['12,393', '  ']","['6,173', '  ']","['354', '  ']","['1,287', '  ']","['68', '  ']","['891', '  ']","['200', '  ']","['670', '  ']","['10', '  ']","['999', '  ']","['1,741', '  ']"
9674,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['154', '  ']","['115', '  ']","['0', '  ']","['0 - 12', '  ']","['0 - 12', '  ']","['12', '  ']","['*', '  ']","['12', '  ']","['0', '  ']","['4', '  ']","['0 - 12', '  ']"
