table_id,row_id,state_or_location_and_institution_full_path,state_or_location_and_institution_level_1,state_or_location_and_institution_level_2,state_or_location_and_institution_level_3,state_or_location_and_institution_hierarchy_depth,field_all_fields,field_science_life_sciences_total,field_science_life_sciences_agricultural_sciences_and_natural_resources,field_science_life_sciences_biological_and_biomedical_sciences,field_science_life_sciences_health_sciences,field_science_physical_sciences_and_earth_sciences_total,field_science_physical_sciences_and_earth_sciences_chemistry,field_science_physical_sciences_and_earth_sciences_geosciences_atmospheric_sciences_and_ocean_sciences,field_science_physical_sciences_and_earth_sciences_physics_and_astronomy,field_science_mathematics_and_computer_sciences_total,field_science_mathematics_and_computer_sciences_computer_and_information_sciences,field_science_mathematics_and_computer_sciences_mathematics_and_statistics,field_science_psychology_and_social_sciences_total,field_science_psychology_and_social_sciences_psychology,field_science_psychology_and_social_sciences_anthropology,field_science_psychology_and_social_sciences_economics,field_science_psychology_and_social_sciences_political_science_and_government,field_science_psychology_and_social_sciences_sociology,field_science_psychology_and_social_sciences_other_social_sciences,field_engineering_total,field_engineering_aerospace_aeronautical_and_astronautical,field_engineering_bioengineering_and_biomedical,field_engineering_chemical,field_engineering_civil,field_engineering_electrical_electronics_and_communications,field_engineering_industrial_and_manufacturing,field_engineering_materials_science,field_engineering_mechanical,field_engineering_other_engineering
1052,r012,"All institutions -> Alaska -> U. Alaska, Anchorage",All institutions,Alaska,"U. Alaska, Anchorage",3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r013,"All institutions -> Alaska -> U. Alaska, Fairbanks",All institutions,Alaska,"U. Alaska, Fairbanks",3,49,10,4,6,0,20,2,15,3,0,0,0,14,3,2,2,0,0,7,3,0,0,0,2,0,0,0,0,1
1052,r014,All institutions -> Arizona,All institutions,Arizona,,2,801,133,23,74,36,110,31,29,50,51,22,29,156,60,19,14,7,4,52,141,2,10,8,10,50,6,12,12,31
1052,r015,All institutions -> Arizona -> Arizona State U.,All institutions,Arizona,Arizona State U.,3,369,34,5,21,8,33,14,10,9,32,20,12,66,35,8,4,3,1,15,95,0,4,4,6,40,5,9,10,17
1052,r016,All institutions -> Arizona -> Northern Arizona U.,All institutions,Arizona,Northern Arizona U.,3,20,6,4,2,0,0,0,0,0,0,0,0,11,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
1052,r017,All institutions -> Arizona -> Prescott C.,All institutions,Arizona,Prescott C.,3,11,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,r018,All institutions -> Arizona -> U. Arizona,All institutions,Arizona,U. Arizona,3,401,91,13,51,27,77,17,19,41,19,2,17,78,21,11,10,1,3,32,46,2,6,4,4,10,1,3,2,14
1052,r019,All institutions -> Arkansas,All institutions,Arkansas,,2,202,75,18,35,22,17,11,1,5,10,4,6,19,10,0,1,1,0,7,33,0,4,2,4,7,4,2,1,9
1052,r020,"All institutions -> Arkansas -> Arkansas State U., Jonesboro",All institutions,Arkansas,"Arkansas State U., Jonesboro",3,14,9,5,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1052,r021,All institutions -> Arkansas -> U. Arkansas for Medical Sciences,All institutions,Arkansas,U. Arkansas for Medical Sciences,3,28,27,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r022,"All institutions -> Arkansas -> U. Arkansas, Fayetteville",All institutions,Arkansas,"U. Arkansas, Fayetteville",3,148,36,13,14,9,16,10,1,5,5,1,4,16,10,0,1,0,0,5,32,0,4,2,4,7,4,2,1,8
1052,r023,"All institutions -> Arkansas -> U. Arkansas, Little Rock",All institutions,Arkansas,"U. Arkansas, Little Rock",3,12,3,0,3,0,1,1,0,0,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1052,r024,All institutions -> California,All institutions,California,,2,6105,1300,111,1015,174,841,367,178,296,495,267,228,1132,511,54,177,101,81,208,1151,38,166,97,57,269,10,164,153,197
1052,r025,"All institutions -> California -> Alliant International U., Alhambra",All institutions,California,"Alliant International U., Alhambra",3,83,0,0,0,0,0,0,0,0,0,0,0,80,78,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1052,r026,All institutions -> California -> Azusa Pacific U.,All institutions,California,Azusa Pacific U.,3,14,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r027,All institutions -> California -> Biola U.,All institutions,California,Biola U.,3,17,0,0,0,0,0,0,0,0,0,0,0,9,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,r028,All institutions -> California -> California Institute of Integral Studies,All institutions,California,California Institute of Integral Studies,3,35,1,1,0,0,0,0,0,0,0,0,0,19,15,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1052,r029,All institutions -> California -> California Institute of Technology,All institutions,California,California Institute of Technology,3,180,23,3,20,0,85,27,16,42,21,6,15,4,0,0,4,0,0,0,47,9,2,10,1,10,0,8,4,3
1052,r030,All institutions -> California -> Chapman U.,All institutions,California,Chapman U.,3,18,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r031,"All institutions -> California -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions,California,"City of Hope, Irell and Manella Graduate School of Biological Sciences",3,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r032,All institutions -> California -> Claremont Graduate U.,All institutions,California,Claremont Graduate U.,3,168,6,0,3,3,1,0,0,1,18,13,5,42,14,0,13,11,0,4,2,0,1,0,0,1,0,0,0,0
1052,r033,All institutions -> California -> Claremont School of Theology,All institutions,California,Claremont School of Theology,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r034,All institutions -> California -> Fielding Graduate U.,All institutions,California,Fielding Graduate U.,3,108,6,4,0,2,0,0,0,0,0,0,0,67,61,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1052,r035,All institutions -> California -> Frederick S. Pardee RAND Graduate School,All institutions,California,Frederick S. Pardee RAND Graduate School,3,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1052,r036,All institutions -> California -> Fuller Theological Seminary,All institutions,California,Fuller Theological Seminary,3,50,0,0,0,0,0,0,0,0,0,0,0,23,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,r037,All institutions -> California -> Graduate Theological Union,All institutions,California,Graduate Theological Union,3,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1052,r038,All institutions -> California -> Keck Graduate Institute,All institutions,California,Keck Graduate Institute,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r039,All institutions -> California -> La Sierra U.,All institutions,California,La Sierra U.,3,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r040,All institutions -> California -> Loma Linda U.,All institutions,California,Loma Linda U.,3,41,16,0,8,8,1,0,1,0,0,0,0,23,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,r041,All institutions -> California -> Palo Alto U.,All institutions,California,Palo Alto U.,3,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r042,"All institutions -> California -> San Diego State U., San Diego",All institutions,California,"San Diego State U., San Diego",3,3,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r043,"All institutions -> California -> Sanford-Burnham Medical Research Institute, La Jolla",All institutions,California,"Sanford-Burnham Medical Research Institute, La Jolla",3,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r044,All institutions -> California -> Santa Clara U.,All institutions,California,Santa Clara U.,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,4
1052,r045,All institutions -> California -> Saybrook U.,All institutions,California,Saybrook U.,3,29,5,0,0,5,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r046,All institutions -> California -> Scripps Research Institute,All institutions,California,Scripps Research Institute,3,19,8,0,8,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r047,All institutions -> California -> Sofia U.,All institutions,California,Sofia U.,3,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r048,All institutions -> California -> Stanford U.,All institutions,California,Stanford U.,3,758,114,11,101,2,139,42,33,64,84,34,50,60,5,7,25,8,8,7,202,10,13,14,22,57,1,25,32,28
1052,r049,"All institutions -> California -> U. California, Berkeley",All institutions,California,"U. California, Berkeley",3,799,162,23,128,11,129,76,11,42,61,36,25,127,24,9,25,20,14,35,177,0,13,20,8,27,0,16,42,51
1052,r050,"All institutions -> California -> U. California, Davis",All institutions,California,"U. California, Davis",3,505,203,45,145,13,58,25,18,15,43,17,26,74,22,4,17,9,5,17,88,4,17,7,8,17,0,10,10,15
1052,r051,"All institutions -> California -> U. California, Irvine",All institutions,California,"U. California, Irvine",3,403,85,2,78,5,68,41,8,19,42,24,18,83,22,9,12,10,11,19,80,4,19,3,5,17,0,10,9,13
1052,r052,"All institutions -> California -> U. California, Los Angeles",All institutions,California,"U. California, Los Angeles",3,726,179,2,136,41,73,33,15,25,67,30,37,109,29,7,13,15,11,34,130,5,29,12,5,35,0,18,20,6
1052,r053,"All institutions -> California -> U. California, Merced",All institutions,California,"U. California, Merced",3,43,11,2,9,0,8,4,3,1,9,4,5,10,6,1,0,1,0,2,5,0,0,0,0,0,0,0,4,1
1052,r054,"All institutions -> California -> U. California, Riverside",All institutions,California,"U. California, Riverside",3,268,54,9,45,0,33,9,2,22,33,18,15,32,12,4,3,4,7,2,65,0,13,9,0,18,0,16,3,6
1052,r055,"All institutions -> California -> U. California, San Diego",All institutions,California,"U. California, San Diego",3,520,122,2,107,13,85,28,32,25,40,24,16,90,32,4,26,9,7,12,128,1,20,6,1,23,0,28,12,37
1052,r056,"All institutions -> California -> U. California, San Francisco",All institutions,California,"U. California, San Francisco",3,143,94,0,75,19,10,10,0,0,0,0,0,9,0,1,0,0,8,0,26,0,26,0,0,0,0,0,0,0
1052,r057,"All institutions -> California -> U. California, Santa Barbara",All institutions,California,"U. California, Santa Barbara",3,315,24,4,20,0,51,22,9,20,20,16,4,66,28,1,14,4,3,16,67,0,0,8,0,17,0,25,10,7
1052,r058,"All institutions -> California -> U. California, Santa Cruz",All institutions,California,"U. California, Santa Cruz",3,166,33,3,30,0,36,12,14,10,21,17,4,33,11,3,9,3,4,3,18,0,0,0,0,6,0,2,0,10
1052,r059,All institutions -> California -> U. of the Pacific,All institutions,California,U. of the Pacific,3,3,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r060,All institutions -> California -> U. San Diego,All institutions,California,U. San Diego,3,36,21,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1052,r061,All institutions -> California -> U. San Francisco,All institutions,California,U. San Francisco,3,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1052,r062,All institutions -> California -> U. Southern California,All institutions,California,U. Southern California,3,461,110,0,86,24,52,26,16,10,32,26,6,63,13,0,16,7,1,26,109,5,13,8,7,38,9,6,7,16
1052,r063,All institutions -> Colorado,All institutions,Colorado,,2,1005,212,25,162,25,155,42,47,66,67,41,26,128,64,6,17,10,5,26,206,22,8,14,39,29,0,12,29,53
1052,r064,All institutions -> Colorado -> Colorado School of Mines,All institutions,Colorado,Colorado School of Mines,3,98,2,0,2,0,22,8,10,4,6,2,4,4,0,0,4,0,0,0,64,0,0,4,5,4,0,7,7,37
1052,r065,"All institutions -> Colorado -> Colorado State U., Fort Collins",All institutions,Colorado,"Colorado State U., Fort Collins",3,223,73,18,51,4,45,19,18,8,15,8,7,24,17,0,4,0,2,1,37,0,5,5,10,6,0,0,6,5
1052,r066,"All institutions -> Colorado -> U. CO, Denver, Aurora, Anschutz Medical Campus",All institutions,Colorado,"U. CO, Denver, Aurora, Anschutz Medical Campus",3,73,73,0,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r067,All institutions -> Colorado -> U. Colorado Boulder,All institutions,Colorado,U. Colorado Boulder,3,392,48,6,37,5,82,13,19,50,32,21,11,54,11,6,9,10,3,15,89,22,1,5,23,15,0,2,13,8
1052,r068,All institutions -> Colorado -> U. Colorado Colorado Springs,All institutions,Colorado,U. Colorado Colorado Springs,3,30,0,0,0,0,1,0,0,1,4,4,0,2,2,0,0,0,0,0,7,0,0,0,0,2,0,3,0,2
1052,r069,All institutions -> Colorado -> U. Colorado Denver,All institutions,Colorado,U. Colorado Denver,3,27,2,1,0,1,0,0,0,0,5,4,1,4,2,0,0,0,0,2,5,0,2,0,1,1,0,0,1,0
1052,r070,All institutions -> Colorado -> U. Denver,All institutions,Colorado,U. Denver,3,94,6,0,6,0,5,2,0,3,5,2,3,23,16,0,0,0,0,7,4,0,0,0,0,1,0,0,2,1
1052,r071,All institutions -> Colorado -> U. Northern Colorado,All institutions,Colorado,U. Northern Colorado,3,68,8,0,1,7,0,0,0,0,0,0,0,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,r072,All institutions -> Connecticut,All institutions,Connecticut,,2,748,196,14,155,27,104,56,15,33,60,27,33,129,43,13,18,19,11,25,97,0,18,12,3,17,0,10,18,19
1052,r073,All institutions -> Connecticut -> U. Bridgeport,All institutions,Connecticut,U. Bridgeport,3,10,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1052,r074,"All institutions -> Connecticut -> U. Connecticut, Storrs",All institutions,Connecticut,"U. Connecticut, Storrs",3,348,91,10,63,18,46,29,7,10,33,12,21,60,27,3,7,7,5,11,68,0,8,8,3,14,0,10,14,11
1052,r075,All institutions -> Connecticut -> U. Hartford,All institutions,Connecticut,U. Hartford,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r076,All institutions -> Connecticut -> Wesleyan U.,All institutions,Connecticut,Wesleyan U.,3,10,3,0,3,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r077,All institutions -> Connecticut -> Yale U.,All institutions,Connecticut,Yale U.,3,379,102,4,89,9,57,26,8,23,16,7,9,69,16,10,11,12,6,14,27,0,10,4,0,3,0,0,4,6
1052,r078,All institutions -> Delaware,All institutions,Delaware,,2,238,59,9,40,10,24,2,11,11,19,9,10,45,12,0,12,2,2,17,69,0,0,27,13,7,0,11,8,3
1052,r079,All institutions -> Delaware -> Delaware State U.,All institutions,Delaware,Delaware State U.,3,7,2,0,1,1,3,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r080,All institutions -> Delaware -> U. Delaware,All institutions,Delaware,U. Delaware,3,231,57,9,39,9,21,2,11,8,17,9,8,45,12,0,12,2,2,17,69,0,0,27,13,7,0,11,8,3
1052,r081,All institutions -> District of Columbia,All institutions,District of Columbia,,2,623,55,0,50,5,37,19,6,12,24,11,13,207,63,14,29,44,4,53,78,0,3,0,4,5,0,1,10,55
1052,r082,All institutions -> District of Columbia -> American U.,All institutions,District of Columbia,American U.,3,69,1,0,1,0,0,0,0,0,0,0,0,53,10,13,9,5,0,16,0,0,0,0,0,0,0,0,0,0
1052,r083,All institutions -> District of Columbia -> Catholic U. of America,All institutions,District of Columbia,Catholic U. of America,3,81,4,0,1,3,5,0,0,5,1,1,0,13,8,0,0,4,0,1,5,0,1,0,2,0,0,0,1,1
1052,r084,All institutions -> District of Columbia -> Gallaudet U.,All institutions,District of Columbia,Gallaudet U.,3,13,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1052,r085,All institutions -> District of Columbia -> George Washington U.,All institutions,District of Columbia,George Washington U.,3,247,19,0,18,1,9,4,1,4,17,8,9,49,16,1,9,13,1,9,69,0,2,0,2,3,0,0,8,54
1052,r086,All institutions -> District of Columbia -> Georgetown U.,All institutions,District of Columbia,Georgetown U.,3,108,22,0,22,0,13,10,0,3,0,0,0,38,2,0,5,15,0,16,0,0,0,0,0,0,0,0,0,0
1052,r087,All institutions -> District of Columbia -> Howard U.,All institutions,District of Columbia,Howard U.,3,105,9,0,8,1,10,5,5,0,6,2,4,48,23,0,6,7,3,9,4,0,0,0,0,2,0,1,1,0
1052,r088,All institutions -> Florida,All institutions,Florida,,2,2336,490,77,285,128,259,94,64,101,145,77,68,409,184,17,22,28,32,126,419,21,26,29,45,78,23,48,51,98
1052,r089,All institutions -> Florida -> Barry U.,All institutions,Florida,Barry U.,3,27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r090,"All institutions -> Florida -> Embry-Riddle Aeronautical U., Daytona Beach",All institutions,Florida,"Embry-Riddle Aeronautical U., Daytona Beach",3,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,4,0,0,0,1,0,0,1,4
1052,r091,All institutions -> Florida -> Florida A&M U.,All institutions,Florida,Florida A&M U.,3,19,15,2,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
1052,r092,All institutions -> Florida -> Florida Atlantic U.,All institutions,Florida,Florida Atlantic U.,3,113,20,0,13,7,9,4,2,3,5,1,4,14,12,0,0,0,0,2,13,0,0,0,0,3,0,0,1,9
1052,r093,All institutions -> Florida -> Florida Institute of Technology,All institutions,Florida,Florida Institute of Technology,3,57,4,0,4,0,8,2,4,2,12,7,5,6,6,0,0,0,0,0,19,6,0,0,1,4,0,0,2,6
1052,r094,All institutions -> Florida -> Florida International U.,All institutions,Florida,Florida International U.,3,184,39,1,25,13,21,13,3,5,8,8,0,43,13,2,6,9,1,12,42,0,2,0,15,14,0,6,2,3
1052,r095,All institutions -> Florida -> Florida State U.,All institutions,Florida,Florida State U.,3,363,36,3,29,4,57,15,14,28,33,12,21,68,38,0,2,3,12,13,29,1,2,6,1,7,5,4,2,1
1052,r096,All institutions -> Florida -> Nova Southeastern U.,All institutions,Florida,Nova Southeastern U.,3,108,0,0,0,0,1,0,1,0,23,23,0,67,19,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
1052,r097,All institutions -> Florida -> U. Central Florida,All institutions,Florida,U. Central Florida,3,218,20,1,12,7,26,3,1,22,17,11,6,35,21,0,0,0,8,6,70,0,1,0,10,15,8,15,8,13
1052,r098,All institutions -> Florida -> U. Florida,All institutions,Florida,U. Florida,3,714,227,64,114,49,75,41,13,21,26,8,18,94,35,8,9,13,6,23,168,9,11,19,10,21,2,22,27,47
1052,r099,All institutions -> Florida -> U. Miami,All institutions,Florida,U. Miami,3,201,60,3,44,13,24,6,11,7,5,2,3,26,16,0,0,2,2,6,22,1,4,0,3,1,4,1,3,5
1052,r100,"All institutions -> Florida -> U. South Florida, Tampa",All institutions,Florida,"U. South Florida, Tampa",3,317,69,3,43,23,37,9,15,13,16,5,11,52,20,7,5,1,3,16,44,0,6,4,5,12,3,0,5,9
1052,r101,All institutions -> Florida -> U. West Florida,All institutions,Florida,U. West Florida,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r102,All institutions -> Georgia,All institutions,Georgia,,2,1492,357,40,261,56,129,72,12,45,99,64,35,216,101,6,18,14,22,55,360,46,37,35,19,80,8,25,51,59
1052,r103,All institutions -> Georgia -> Clark Atlanta U.,All institutions,Georgia,Clark Atlanta U.,3,19,8,2,6,0,4,4,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1052,r104,All institutions -> Georgia -> Emory U.,All institutions,Georgia,Emory U.,3,229,103,0,91,12,23,15,0,8,11,5,6,32,16,4,1,2,5,4,1,0,1,0,0,0,0,0,0,0
1052,r105,All institutions -> Georgia -> Georgia Institute of Technology,All institutions,Georgia,Georgia Institute of Technology,3,503,19,2,16,1,48,20,8,20,41,32,9,25,9,0,4,0,0,12,345,46,36,34,19,79,8,20,51,52
1052,r106,All institutions -> Georgia -> Georgia Regents U.,All institutions,Georgia,Georgia Regents U.,3,16,16,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r107,All institutions -> Georgia -> Georgia State U.,All institutions,Georgia,Georgia State U.,3,228,40,1,32,7,18,8,0,10,24,17,7,60,23,0,8,3,13,13,0,0,0,0,0,0,0,0,0,0
1052,r108,All institutions -> Georgia -> Kennesaw State U.,All institutions,Georgia,Kennesaw State U.,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0
1052,r109,All institutions -> Georgia -> Mercer U.,All institutions,Georgia,Mercer U.,3,7,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r110,All institutions -> Georgia -> Morehouse School of Medicine,All institutions,Georgia,Morehouse School of Medicine,3,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,r111,All institutions -> Georgia -> U. Georgia,All institutions,Georgia,U. Georgia,3,472,154,35,91,28,36,25,4,7,23,10,13,86,53,2,5,4,4,18,14,0,0,1,0,1,0,5,0,7
1052,r112,All institutions -> Hawaii,All institutions,Hawaii,,2,189,44,6,26,12,29,2,21,6,4,1,3,61,13,6,9,7,4,22,11,0,0,0,2,7,0,0,2,0
1052,r113,"All institutions -> Hawaii -> U. Hawaii, Manoa",All institutions,Hawaii,"U. Hawaii, Manoa",3,189,44,6,26,12,29,2,21,6,4,1,3,61,13,6,9,7,4,22,11,0,0,0,2,7,0,0,2,0
1052,r114,All institutions -> Idaho,All institutions,Idaho,,2,103,32,12,15,5,14,2,9,3,5,3,2,15,8,0,1,0,0,6,16,0,1,0,1,4,0,5,1,4
1052,r115,All institutions -> Idaho -> Boise State U.,All institutions,Idaho,Boise State U.,3,16,2,0,2,0,3,0,3,0,0,0,0,2,0,0,0,0,0,2,9,0,0,0,0,4,0,4,0,1
1052,r116,All institutions -> Idaho -> Idaho State U.,All institutions,Idaho,Idaho State U.,3,34,5,0,1,4,2,0,0,2,0,0,0,7,7,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3
1052,r117,All institutions -> Idaho -> U. Idaho,All institutions,Idaho,U. Idaho,3,53,25,12,12,1,9,2,6,1,5,3,2,6,1,0,1,0,0,4,3,0,0,0,1,0,0,1,1,0
1052,r118,All institutions -> Illinois,All institutions,Illinois,,2,2534,478,49,340,89,267,133,19,115,193,95,98,445,184,29,80,39,46,67,435,13,41,39,35,91,9,66,53,88
1052,r119,All institutions -> Illinois -> Benedictine U.,All institutions,Illinois,Benedictine U.,3,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,r120,All institutions -> Illinois -> Chicago Theological Seminary,All institutions,Illinois,Chicago Theological Seminary,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
