table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10414,r001,All minority-serving institutions,All minority-serving institutions,,1,-,1343345,4885,116532,21165,3374,4913,17218,537129,12779,382524,235088,7738
10414,r002,"All minority-serving institutions -> U. Texas Health Science Center, The, San Antonio",All minority-serving institutions,"U. Texas Health Science Center, The, San Antonio",2,1,138088,0,41396,0,0,0,0,96692,0,0,0,0
10414,r003,All minority-serving institutions -> U. New Mexico,All minority-serving institutions,U. New Mexico,2,2,133471,0,4473,1566,679,176,0,92512,2855,28808,1548,854
10414,r004,All minority-serving institutions -> Florida International U.,All minority-serving institutions,Florida International U.,2,3,67851,1236,4975,1720,978,1518,1116,33832,236,17922,1646,2672
10414,r005,All minority-serving institutions -> Georgia State U.<sup>b</sup>,All minority-serving institutions,Georgia State U.<sup>b</sup>,2,4,52444,0,1399,0,0,0,2062,48974,0,0,0,10
10414,r006,"All minority-serving institutions -> U. Texas, The, El Paso",All minority-serving institutions,"U. Texas, The, El Paso",2,5,43907,1000,2354,1374,0,0,490,21305,1276,16109,0,0
10414,r007,All minority-serving institutions -> North Carolina Agricultural and Technical State U.,All minority-serving institutions,North Carolina Agricultural and Technical State U.,2,6,42438,0,1031,592,0,1401,250,7817,0,13295,16469,1583
10414,r008,"All minority-serving institutions -> New Mexico State U., Las Cruces",All minority-serving institutions,"New Mexico State U., Las Cruces",2,7,40712,0,7426,377,603,924,0,9921,2337,7610,11514,0
10414,r009,All minority-serving institutions -> Howard U.<sup>b</sup>,All minority-serving institutions,Howard U.<sup>b</sup>,2,8,34287,0,11672,605,29,0,808,13411,122,7589,0,51
10414,r010,"All minority-serving institutions -> U. Puerto Rico, Medical Sciences Campus",All minority-serving institutions,"U. Puerto Rico, Medical Sciences Campus",2,9,32910,0,0,0,0,0,0,32343,308,260,0,0
10414,r011,"All minority-serving institutions -> U. Texas, The, San Antonio",All minority-serving institutions,"U. Texas, The, San Antonio",2,10,30701,0,3864,1084,0,565,0,16426,45,8334,83,300
10414,r012,All minority-serving institutions -> Delaware State U.,All minority-serving institutions,Delaware State U.,2,11,29335,0,3675,9673,0,0,0,4404,0,4038,7535,10
10414,r013,"All minority-serving institutions -> U. California, Merced",All minority-serving institutions,"U. California, Merced",2,12,28887,76,672,549,0,0,0,3898,125,12117,11450,0
10414,r014,All minority-serving institutions -> Morgan State U.,All minority-serving institutions,Morgan State U.,2,13,25163,0,8431,0,24,0,0,7124,0,9540,44,0
10414,r015,All minority-serving institutions -> Prairie View A&M U.,All minority-serving institutions,Prairie View A&M U.,2,14,24240,0,909,87,0,0,0,0,245,5787,17212,0
10414,r016,All minority-serving institutions -> Florida A&M U.,All minority-serving institutions,Florida A&M U.,2,15,23652,0,207,0,0,0,750,5033,0,6193,11457,12
10414,r017,All minority-serving institutions -> Tuskegee U.,All minority-serving institutions,Tuskegee U.,2,16,21979,0,2357,0,0,180,0,6565,0,6163,6715,0
10414,r018,All minority-serving institutions -> Alabama A&M U.,All minority-serving institutions,Alabama A&M U.,2,17,21957,0,807,0,0,0,0,0,0,2561,18590,0
10414,r019,All minority-serving institutions -> Tennessee State U.,All minority-serving institutions,Tennessee State U.,2,18,21868,0,186,0,0,0,0,2777,0,2493,15887,525
10414,r020,"All minority-serving institutions -> CUNY, City C.",All minority-serving institutions,"CUNY, City C.",2,19,21758,0,787,0,0,0,0,9547,0,11423,0,0
10414,r021,"All minority-serving institutions -> U. Texas Rio Grande Valley, The",All minority-serving institutions,"U. Texas Rio Grande Valley, The",2,20,19606,127,759,540,0,0,0,8372,0,9808,0,0
10414,r022,All minority-serving institutions -> Central State U.,All minority-serving institutions,Central State U.,2,21,18216,0,600,0,0,0,249,0,0,364,17003,0
10414,r023,All minority-serving institutions -> Xavier U. Louisiana,All minority-serving institutions,Xavier U. Louisiana,2,22,15185,0,203,0,0,0,0,12036,0,2947,0,0
10414,r024,"All minority-serving institutions -> Rutgers, The State U. New Jersey<sup>b</sup>",All minority-serving institutions,"Rutgers, The State U. New Jersey<sup>b</sup>",2,23,15047,0,0,0,0,0,0,8775,0,6108,0,163
10414,r025,"All minority-serving institutions -> California State U., Northridge<sup>b</sup>",All minority-serving institutions,"California State U., Northridge<sup>b</sup>",2,24,14725,0,1129,0,0,0,0,6841,0,6754,0,0
10414,r026,All minority-serving institutions -> North Carolina Central U.,All minority-serving institutions,North Carolina Central U.,2,25,14686,0,600,268,0,0,250,11023,0,2180,365,0
10414,r027,All minority-serving institutions -> Virginia State U.<sup>b</sup>,All minority-serving institutions,Virginia State U.<sup>b</sup>,2,26,14446,0,1788,200,0,0,0,663,0,1167,10628,0
10414,r028,All minority-serving institutions -> U. Virgin Islands,All minority-serving institutions,U. Virgin Islands,2,27,14092,0,151,0,125,0,0,566,0,8842,4407,0
10414,r029,All minority-serving institutions -> Kentucky State U.,All minority-serving institutions,Kentucky State U.,2,28,13879,0,0,0,0,0,0,0,0,291,13588,0
10414,r030,"All minority-serving institutions -> U. Maryland, Eastern Shore",All minority-serving institutions,"U. Maryland, Eastern Shore",2,29,13290,0,141,0,0,0,160,708,0,1421,10860,0
10414,r031,All minority-serving institutions -> Hampton U.,All minority-serving institutions,Hampton U.,2,30,12353,0,739,468,0,0,0,1233,3438,6474,0,0
10414,r032,All minority-serving institutions -> Jackson State U.,All minority-serving institutions,Jackson State U.,2,31,11902,0,250,0,0,0,250,4678,0,6724,0,0
10414,r033,All minority-serving institutions -> Texas State U.,All minority-serving institutions,Texas State U.,2,32,11682,128,906,598,400,0,561,930,342,5331,1637,848
10414,r034,All minority-serving institutions -> Langston U.,All minority-serving institutions,Langston U.,2,33,11589,0,600,0,0,0,0,951,0,0,10039,0
10414,r035,"All minority-serving institutions -> U. Puerto Rico, Mayaguez<sup>b</sup>",All minority-serving institutions,"U. Puerto Rico, Mayaguez<sup>b</sup>",2,34,11401,600,319,250,0,0,0,1127,224,8876,5,0
