table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10414,r036,"All minority-serving institutions -> California State U., Long Beach<sup>b</sup>",All minority-serving institutions,"California State U., Long Beach<sup>b</sup>",2,35,11133,0,543,0,0,0,0,5919,0,4670,0,0
10414,r037,"All minority-serving institutions -> Southern U. and A&M C., Baton Rouge",All minority-serving institutions,"Southern U. and A&M C., Baton Rouge",2,36,11051,0,0,0,0,0,0,102,0,1330,9618,0
10414,r038,All minority-serving institutions -> Fort Valley State U.,All minority-serving institutions,Fort Valley State U.,2,37,10848,0,0,0,0,0,249,0,0,0,10599,0
10414,r039,All minority-serving institutions -> South Carolina State U.,All minority-serving institutions,South Carolina State U.,2,38,10252,0,0,0,0,0,248,912,0,430,8661,0
10414,r040,All minority-serving institutions -> Texas A&M U.-Corpus Christi,All minority-serving institutions,Texas A&M U.-Corpus Christi,2,39,9461,1642,0.05,0,0,0,0,1501,202,5445,670,0
10414,r041,All minority-serving institutions -> Charles R. Drew U. Medicine and Science,All minority-serving institutions,Charles R. Drew U. Medicine and Science,2,40,8641,0,0,0,0,0,0,8641,0,0,0,0
10414,r042,"All minority-serving institutions -> California State U., Los Angeles<sup>b</sup>",All minority-serving institutions,"California State U., Los Angeles<sup>b</sup>",2,41,8035,0,0,0,0,0,0,3274,342,4419,0,0
10414,r043,"All minority-serving institutions -> U. Puerto Rico, Rio Piedras",All minority-serving institutions,"U. Puerto Rico, Rio Piedras",2,42,7817,0,0,0,0,0,0,3259,0,4558,0,0
10414,r044,All minority-serving institutions -> Clark Atlanta U.,All minority-serving institutions,Clark Atlanta U.,2,43,7756,0,700,920,0,0,0,2576,0,3560,0,0
10414,r045,All minority-serving institutions -> Prince George's Community C.,All minority-serving institutions,Prince George's Community C.,2,44,6698,0,0,0,0,0,0,0,0,6698,0,0
10414,r046,"All minority-serving institutions -> California State U., Fullerton<sup>b</sup>",All minority-serving institutions,"California State U., Fullerton<sup>b</sup>",2,45,6164,0,590,0,0,0,0,2620,0,2954,0,0
10414,r047,All minority-serving institutions -> Texas Southern U.,All minority-serving institutions,Texas Southern U.,2,46,5635,0,0,0,0,0,0,2338,29,3268,0,0
10414,r048,All minority-serving institutions -> Texas A&M U.-Kingsville,All minority-serving institutions,Texas A&M U.-Kingsville,2,47,5609,75,0,0,178,0,250,1821,0,1610,1675,0
10414,r049,All minority-serving institutions -> Morehouse C.,All minority-serving institutions,Morehouse C.,2,48,5019,0,0,0,0,0,0,259,0,4760,0,0
10414,r050,"All minority-serving institutions -> California State U., San Marcos<sup>b</sup>",All minority-serving institutions,"California State U., San Marcos<sup>b</sup>",2,49,4993,0,2548,0,0,0,0,2444,0,0,0,0
10414,r051,All minority-serving institutions -> Dine C.,All minority-serving institutions,Dine C.,2,50,4809,0,0,0,0,0,0,966,0,3843,0,0
10414,r052,All minority-serving institutions -> U. District of Columbia,All minority-serving institutions,U. District of Columbia,2,51,4673,0,814,0,0,0,0,376,50,2357,1076,0
10414,r053,"All minority-serving institutions -> CUNY, Lehman C.",All minority-serving institutions,"CUNY, Lehman C.",2,52,4671,0,0,0,0,0,0,1255,0,3417,0,0
10414,r054,"All minority-serving institutions -> California State U., Fresno<sup>b</sup>",All minority-serving institutions,"California State U., Fresno<sup>b</sup>",2,53,4350,0,378,0,0,0,0,1487,0,2453,32,0
10414,r055,All minority-serving institutions -> Norfolk State U.,All minority-serving institutions,Norfolk State U.,2,54,4101,0,452,0,0,0,0,0,0,3649,0,0
10414,r056,All minority-serving institutions -> Voorhees C.,All minority-serving institutions,Voorhees C.,2,55,3940,0,0,0,0,0,3940,0,0,0,0,0
10414,r057,All minority-serving institutions -> Sitting Bull C.,All minority-serving institutions,Sitting Bull C.,2,56,3500,0,0,0,0,0,0,0,0,3500,0,0
10414,r058,All minority-serving institutions -> Bowie State U.,All minority-serving institutions,Bowie State U.,2,57,3405,0,0,0,0,0,250,258,0,2896,0,0
10414,r059,All minority-serving institutions -> Navajo Technical U.,All minority-serving institutions,Navajo Technical U.,2,58,3343,0,0,0,0,0,0,0,0,2035,1308,0
10414,r060,All minority-serving institutions -> Alabama State U.,All minority-serving institutions,Alabama State U.,2,59,3256,0,420,0,0,0,0,1269,0,1567,0,0
10414,r061,"All minority-serving institutions -> CUNY, John Jay C. Criminal Justice",All minority-serving institutions,"CUNY, John Jay C. Criminal Justice",2,60,3239,0,0,0,0,0,0,1939,0,1300,0,0
10414,r062,All minority-serving institutions -> Spelman C.,All minority-serving institutions,Spelman C.,2,61,3214,0,0,0,0,0,0,425,0,2779,10,0
10414,r063,All minority-serving institutions -> Northeastern Illinois U.,All minority-serving institutions,Northeastern Illinois U.,2,62,2984,0,0,0,0,0,0,1242,0,1743,0,0
10414,r064,All minority-serving institutions -> Northwest Indian C.,All minority-serving institutions,Northwest Indian C.,2,63,2893,0,0,0,0,0,0,0,0,1593,1300,0
10414,r065,All minority-serving institutions -> Salish Kootenai C.,All minority-serving institutions,Salish Kootenai C.,2,64,2811,0,600,0,0,0,0,97,0,1166,948,0
10414,r066,All minority-serving institutions -> Miami Dade C.,All minority-serving institutions,Miami Dade C.,2,65,2663,0,0,0,0,0,485,0,0,2178,0,0
10414,r067,"All minority-serving institutions -> U. Arkansas, Pine Bluff",All minority-serving institutions,"U. Arkansas, Pine Bluff",2,66,2493,0,0,0,0,0,0,0,0,2493,0,0
10414,r068,All minority-serving institutions -> Fisk U.,All minority-serving institutions,Fisk U.,2,67,2477,0,0,0,0,0,0,521,0,1955,0,0
10414,r069,All minority-serving institutions -> New Mexico Highlands U.,All minority-serving institutions,New Mexico Highlands U.,2,68,2443,0,0,0,0,0,0,0,0,2144,300,0
10414,r070,"All minority-serving institutions -> California State U., Monterey Bay",All minority-serving institutions,"California State U., Monterey Bay",2,69,2408,0,0,0,141,0,0,266,0,1882,118,0
10414,r071,All minority-serving institutions -> Texas Woman's U.,All minority-serving institutions,Texas Woman's U.,2,70,2385,0,0,0,0,0,0,385,0,1500,500,0
10414,r072,All minority-serving institutions -> Chicago State U.,All minority-serving institutions,Chicago State U.,2,71,2350,0,0,0,0,0,0,111,0,2239,0,0
10414,r073,All minority-serving institutions -> Aaniiih Nakoda C.,All minority-serving institutions,Aaniiih Nakoda C.,2,72,2333,0,0,0,0,0,0,0,0,2333,0,0
10414,r074,"All minority-serving institutions -> California State U., Dominguez Hills",All minority-serving institutions,"California State U., Dominguez Hills",2,73,2250,0,598,0,0,0,0,797,0,856,0,0
10414,r075,All minority-serving institutions -> Mercy C.,All minority-serving institutions,Mercy C.,2,74,2226,0,0,0,0,0,249,925,0,1052,0,0
10414,r076,All minority-serving institutions -> Tougaloo C.,All minority-serving institutions,Tougaloo C.,2,75,2149,0,0,0,0,0,0,1224,0,925,0,0
10414,r077,All minority-serving institutions -> Kean U.,All minority-serving institutions,Kean U.,2,76,2118,0,0,0,0,0,0,314,0,1804,0,0
10414,r078,"All minority-serving institutions -> CUNY, Borough of Manhattan Community C.",All minority-serving institutions,"CUNY, Borough of Manhattan Community C.",2,77,2090,0,0,0,0,0,0,0,0,2090,0,0
10414,r079,All minority-serving institutions -> Fayetteville State U.,All minority-serving institutions,Fayetteville State U.,2,78,2083,0,0,0,0,0,0,597,0,1486,0,0
10414,r080,All minority-serving institutions -> Albany State U.<sup>b</sup>,All minority-serving institutions,Albany State U.<sup>b</sup>,2,79,2052,0,0,0,0,0,165,0,0,1887,0,0
10414,r081,All minority-serving institutions -> Winston-Salem State U.,All minority-serving institutions,Winston-Salem State U.,2,80,2030,0,0,0,0,0,0,0,0,2030,0,0
10414,r082,"All minority-serving institutions -> Riverside Community C. District, Riverside",All minority-serving institutions,"Riverside Community C. District, Riverside",2,81,2000,0,0,0,0,0,0,0,0,2000,0,0
10414,r083,"All minority-serving institutions -> St. Mary's U., San Antonio",All minority-serving institutions,"St. Mary's U., San Antonio",2,82,1743,0,0,0,0,0,0,472,0,1271,0,0
10414,r084,All minority-serving institutions -> Savannah State U.,All minority-serving institutions,Savannah State U.,2,83,1702,0,12,0,0,0,0,835,0,855,0,0
10414,r085,All minority-serving institutions -> Valencia C.,All minority-serving institutions,Valencia C.,2,84,1694,0,0,0,0,0,0,0,0,1694,0,0
10414,r086,All minority-serving institutions -> Galveston C.,All minority-serving institutions,Galveston C.,2,85,1659,0,0,0,0,0,0,0,0,1659,0,0
10414,r087,"All minority-serving institutions -> U. Puerto Rico, Ponce",All minority-serving institutions,"U. Puerto Rico, Ponce",2,86,1638,0,583,0,0,0,500,555,0,0,0,0
10414,r088,All minority-serving institutions -> C. Canyons,All minority-serving institutions,C. Canyons,2,87,1568,0,0,0,0,0,0,0,0,1568,0,0
10414,r089,All minority-serving institutions -> U. Incarnate Word,All minority-serving institutions,U. Incarnate Word,2,88,1547,0,596,0,0,0,0,941,0,0,0,10
10414,r090,All minority-serving institutions -> Livingstone C.,All minority-serving institutions,Livingstone C.,2,89,1544,0,0,0,0,0,0,0,0,1544,0,0
10414,r091,All minority-serving institutions -> United Tribes Technical C.,All minority-serving institutions,United Tribes Technical C.,2,90,1524,0,0,0,0,0,0,0,0,700,823,0
10414,r092,"All minority-serving institutions -> U. Puerto Rico, Humacao",All minority-serving institutions,"U. Puerto Rico, Humacao",2,91,1521,0,0,0,0,0,0,148,458,916,0,0
10414,r093,All minority-serving institutions -> San Jacinto Community C. District<sup>b</sup>,All minority-serving institutions,San Jacinto Community C. District<sup>b</sup>,2,92,1513,0,0,0,0,0,0,0,0,1513,0,0
10414,r094,All minority-serving institutions -> Harris-Stowe State U.,All minority-serving institutions,Harris-Stowe State U.,2,93,1449,0,0,0,0,0,0,0,0,1449,0,0
10414,r095,"All minority-serving institutions -> California State U., San Bernardino<sup>b</sup>",All minority-serving institutions,"California State U., San Bernardino<sup>b</sup>",2,94,1442,0,0,0,0,0,0,1402,40,0,0,0
10414,r096,All minority-serving institutions -> Grambling State U.,All minority-serving institutions,Grambling State U.,2,95,1397,0,0,0,0,0,0,0,0,1397,0,0
10414,r097,All minority-serving institutions -> Elizabeth City State U.,All minority-serving institutions,Elizabeth City State U.,2,96,1353,0,178,0,0,0,0,209,0,966,0,0
10414,r098,All minority-serving institutions -> William Paterson U.,All minority-serving institutions,William Paterson U.,2,97,1318,0,0,0,0,0,0,0,0,1318,0,0
10414,r099,"All minority-serving institutions -> U. North Carolina, The, Pembroke",All minority-serving institutions,"U. North Carolina, The, Pembroke",2,98,1295,0,571,0,0,0,0,723,0,0,0,0
10414,r100,"All minority-serving institutions -> California State U., Channel Islands",All minority-serving institutions,"California State U., Channel Islands",2,99,1269,0,0,167,0,0,0,364,0,738,0,0
10414,r101,"All minority-serving institutions -> California State U., Bakersfield",All minority-serving institutions,"California State U., Bakersfield",2,100,1244,0,0,0,31,0,0,696,0,217,300,0
10414,r102,All minority-serving institutions -> Lake Erie C. of Osteopathic Medicine,All minority-serving institutions,Lake Erie C. of Osteopathic Medicine,2,101,1228,0,0,0,0,0,0,1228,0,0,0,0
10414,r103,"All minority-serving institutions -> Texas A&M U., San Antonio",All minority-serving institutions,"Texas A&M U., San Antonio",2,102,1224,0,0,0,0,0,0,0,0,1224,0,0
10414,r104,All minority-serving institutions -> Dillard U.,All minority-serving institutions,Dillard U.,2,103,1209,0,190,0,0,0,250,165,0,604,0,0
10414,r105,All minority-serving institutions -> Lac Courte Oreilles Ojibwe C.,All minority-serving institutions,Lac Courte Oreilles Ojibwe C.,2,104,1161,0,0,0,0,0,0,0,0,0,1161,0
10414,r106,All minority-serving institutions -> Sul Ross State U.,All minority-serving institutions,Sul Ross State U.,2,105,1128,0,0,0,0,0,0,0,0,1128,0,0
10414,r107,All minority-serving institutions -> C. Menominee Nation<sup>b</sup>,All minority-serving institutions,C. Menominee Nation<sup>b</sup>,2,106,1089,0,0,0,0,0,0,0,0,0,1089,0
10414,r108,All minority-serving institutions -> Fort Peck Community C.,All minority-serving institutions,Fort Peck Community C.,2,107,1082,0,0,0,0,0,0,0,0,0,1082,0
10414,r109,"All minority-serving institutions -> California State Polytechnic U., Pomona<sup>b</sup>",All minority-serving institutions,"California State Polytechnic U., Pomona<sup>b</sup>",2,108,1060,0,598,0,0,0,0,441,21,0,0,0
10414,r110,All minority-serving institutions -> Allan Hancock C.,All minority-serving institutions,Allan Hancock C.,2,109,1060,0,0,0,0,0,0,0,0,1060,0,0
10414,r111,All minority-serving institutions -> Texas A&M International U.,All minority-serving institutions,Texas A&M International U.,2,110,1034,0,0,0,0,0,0,541,0,493,0,0
10414,r112,"All minority-serving institutions -> California State U., Stanislaus",All minority-serving institutions,"California State U., Stanislaus",2,111,1015,0,0,0,186,0,0,100,0,454,275,0
10414,r113,All minority-serving institutions -> Universidad Central del Caribe,All minority-serving institutions,Universidad Central del Caribe,2,112,1014,0,0,0,0,0,0,1014,0,0,0,0
10414,r114,All minority-serving institutions -> Oakwood U.,All minority-serving institutions,Oakwood U.,2,113,1007,0,0,0,0,0,390,0,0,617,0,0
10414,r115,"All minority-serving institutions -> Los Angeles Community C. District, Los Angeles Valley C.",All minority-serving institutions,"Los Angeles Community C. District, Los Angeles Valley C.",2,114,1000,0,0,0,0,0,0,0,0,1000,0,0
10414,r116,"All minority-serving institutions -> CUNY, Queensborough Community C.",All minority-serving institutions,"CUNY, Queensborough Community C.",2,115,977,0,0,0,0,0,0,319,0,658,0,0
10414,r117,"All minority-serving institutions -> U. St. Thomas, Houston",All minority-serving institutions,"U. St. Thomas, Houston",2,116,952,0,0,0,0,0,250,0,0,702,0,0
10414,r118,All minority-serving institutions -> Blackfeet Community C.,All minority-serving institutions,Blackfeet Community C.,2,117,902,0,0,0,0,0,0,533,0,0,369,0
10414,r119,"All minority-serving institutions -> York C., City U. New York",All minority-serving institutions,"York C., City U. New York",2,118,870,0,0,0,0,0,0,123,0,747,0,0
10414,r120,All minority-serving institutions -> Benedict C.,All minority-serving institutions,Benedict C.,2,119,846,0,0,0,0,0,249,97,0,500,0,0
10414,r121,All minority-serving institutions -> Stone Child C.,All minority-serving institutions,Stone Child C.,2,120,824,0,0,0,0,0,0,0,0,41,783,0
10414,r122,All minority-serving institutions -> Claflin U.,All minority-serving institutions,Claflin U.,2,121,807,0,629,0,0,0,0,178,0,0,0,0
10414,r123,All minority-serving institutions -> Rush U.<sup>b</sup>,All minority-serving institutions,Rush U.<sup>b</sup>,2,122,800,0,0,0,0,0,0,800,0,0,0,0
10414,r124,All minority-serving institutions -> National Louis U.,All minority-serving institutions,National Louis U.,2,123,789,0,0,0,0,0,0,0,0,789,0,0
10414,r125,All minority-serving institutions -> Alamo Colleges District<sup>b</sup>,All minority-serving institutions,Alamo Colleges District<sup>b</sup>,2,124,775,0,0,0,0,0,0,0,0,775,0,0
10414,r126,"All minority-serving institutions -> CUNY, Graduate Center",All minority-serving institutions,"CUNY, Graduate Center",2,125,769,0,0,0,0,0,0,32,0,737,0,0
10414,r127,All minority-serving institutions -> Saint Peter's U.,All minority-serving institutions,Saint Peter's U.,2,126,750,0,0,0,0,0,0,0,0,750,0,0
10414,r128,All minority-serving institutions -> Stillman C.,All minority-serving institutions,Stillman C.,2,127,709,0,0,0,0,0,214,220,0,275,0,0
10414,r129,All minority-serving institutions -> Dominican U.,All minority-serving institutions,Dominican U.,2,128,704,0,0,0,0,0,0,480,0,224,0,0
10414,r130,All minority-serving institutions -> Pontifical Catholic U. Puerto Rico,All minority-serving institutions,Pontifical Catholic U. Puerto Rico,2,129,700,0,0,0,0,0,0,0,0,200,0,500
10414,r131,"All minority-serving institutions -> CUNY, Medgar Evers C.",All minority-serving institutions,"CUNY, Medgar Evers C.",2,130,696,0,0,0,0,0,0,310,0,387,0,0
10414,r132,All minority-serving institutions -> Nueta Hidatsa Sahnish C.,All minority-serving institutions,Nueta Hidatsa Sahnish C.,2,131,684,0,0,0,0,0,0,0,0,0,684,0
10414,r133,All minority-serving institutions -> Edward Waters U.,All minority-serving institutions,Edward Waters U.,2,132,650,0,0,0,0,0,0,575,0,75,0,0
10414,r134,All minority-serving institutions -> Our Lady of the Lake U.,All minority-serving institutions,Our Lady of the Lake U.,2,133,650,0,0,0,0,0,0,0,0,650,0,0
10414,r135,All minority-serving institutions -> Johnson C. Smith U.,All minority-serving institutions,Johnson C. Smith U.,2,134,558,0,0,0,0,0,259,0,0,299,0,0
10414,r136,All minority-serving institutions -> Turtle Mountain Community C.,All minority-serving institutions,Turtle Mountain Community C.,2,135,555,0,0,0,0,0,0,0,0,555,0,0
10414,r137,"All minority-serving institutions -> Universidad Ana G. Mendez, Gurabo Campus",All minority-serving institutions,"Universidad Ana G. Mendez, Gurabo Campus",2,136,532,0,0,0,0,0,250,203,0,79,0,0
10414,r138,All minority-serving institutions -> Inter American U. Puerto Rico<sup>b</sup>,All minority-serving institutions,Inter American U. Puerto Rico<sup>b</sup>,2,137,531,0,0,0,0,0,181,350,0,0,0,0
10414,r139,"All minority-serving institutions -> Los Angeles Community C. District, Pierce C.",All minority-serving institutions,"Los Angeles Community C. District, Pierce C.",2,138,520,0,0,0,0,0,0,0,0,520,0,0
10414,r140,"All minority-serving institutions -> Southern U. and A&M C., System Office<sup>b</sup>",All minority-serving institutions,"Southern U. and A&M C., System Office<sup>b</sup>",2,139,515,0,0,0,0,0,216,0,0,300,0,0
10414,r141,"All minority-serving institutions -> Los Angeles Community C. District, Los Angeles Mission C.",All minority-serving institutions,"Los Angeles Community C. District, Los Angeles Mission C.",2,140,509,0,0,0,0,0,0,0,0,509,0,0
10414,r142,All minority-serving institutions -> Little Priest Tribal C.,All minority-serving institutions,Little Priest Tribal C.,2,141,500,0,0,0,0,0,0,0,0,500,0,0
10414,r143,All minority-serving institutions -> Tohono O'odham Community C.,All minority-serving institutions,Tohono O'odham Community C.,2,141,500,0,0,0,0,0,0,0,0,500,0,0
10414,r144,All minority-serving institutions -> Alverno C.,All minority-serving institutions,Alverno C.,2,143,500,0,0,0,0,0,0,0,0,500,0,0
10414,r145,"All minority-serving institutions -> West Hills Community C. District, Coalinga",All minority-serving institutions,"West Hills Community C. District, Coalinga",2,144,497,0,0,0,0,0,0,0,0,497,0,0
10414,r146,All minority-serving institutions -> Yakima Valley C.,All minority-serving institutions,Yakima Valley C.,2,145,497,0,0,0,0,0,0,0,0,497,0,0
10414,r147,"All minority-serving institutions -> Southern U. and A&M C., New Orleans",All minority-serving institutions,"Southern U. and A&M C., New Orleans",2,146,479,0,0,0,0,0,0,0,0,479,0,0
10414,r148,All minority-serving institutions -> Leech Lake Tribal C.,All minority-serving institutions,Leech Lake Tribal C.,2,147,472,0,0,0,0,0,0,0,0,0,472,0
10414,r149,All minority-serving institutions -> U. La Verne,All minority-serving institutions,U. La Verne,2,148,466,0,0,0,0,0,0,0,78,388,0,0
10414,r150,All minority-serving institutions -> Governors State U.,All minority-serving institutions,Governors State U.,2,149,466,0,0,0,0,0,0,466,0,0,0,0
10414,r151,All minority-serving institutions -> Nebraska Indian Community C.,All minority-serving institutions,Nebraska Indian Community C.,2,150,463,0,0,0,0,0,0,0,0,0,463,0
10414,r152,All minority-serving institutions -> Texas C.,All minority-serving institutions,Texas C.,2,151,448,0,0,0,0,0,0,0,0,448,0,0
10414,r153,All minority-serving institutions -> New Jersey City U.,All minority-serving institutions,New Jersey City U.,2,152,434,0,0,0,0,0,0,0,0,434,0,0
10414,r154,All minority-serving institutions -> Red Lake Nation C.,All minority-serving institutions,Red Lake Nation C.,2,153,429,0,0,0,0,0,0,0,0,0,429,0
10414,r155,All minority-serving institutions -> Valdosta State U.,All minority-serving institutions,Valdosta State U.,2,154,405,0,0,0,0,0,0,329,0,75,0,0
10414,r156,"All minority-serving institutions -> Lawson State Community C., Birmingham",All minority-serving institutions,"Lawson State Community C., Birmingham",2,155,394,0,0,0,0,0,0,0,0,394,0,0
10414,r157,All minority-serving institutions -> Benjamin Franklin Institute of Technology,All minority-serving institutions,Benjamin Franklin Institute of Technology,2,156,375,0,0,0,0,0,0,0,0,375,0,0
10414,r158,All minority-serving institutions -> State U. New York at Old Westbury,All minority-serving institutions,State U. New York at Old Westbury,2,157,370,0,0,0,0,0,0,0,0,370,0,0
10414,r159,All minority-serving institutions -> Little Big Horn C.,All minority-serving institutions,Little Big Horn C.,2,158,369,0,0,0,0,0,0,0,0,0,369,0
10414,r160,All minority-serving institutions -> Oglala Lakota C.,All minority-serving institutions,Oglala Lakota C.,2,158,369,0,0,0,0,0,0,0,0,0,369,0
10414,r161,All minority-serving institutions -> Southwestern Indian Polytechnic Institute,All minority-serving institutions,Southwestern Indian Polytechnic Institute,2,158,369,0,0,0,0,0,0,0,0,0,369,0
10414,r162,All minority-serving institutions -> Sinte Gleska U.,All minority-serving institutions,Sinte Gleska U.,2,161,369,0,0,0,0,0,0,0,0,0,369,0
10414,r163,All minority-serving institutions -> Lane C.,All minority-serving institutions,Lane C.,2,162,336,0,0,0,0,0,0,0,0,336,0,0
10414,r164,"All minority-serving institutions -> CUNY, LaGuardia Community C.",All minority-serving institutions,"CUNY, LaGuardia Community C.",2,163,332,0,0,0,0,0,0,332,0,0,0,0
10414,r165,All minority-serving institutions -> Virginia Union U.,All minority-serving institutions,Virginia Union U.,2,164,325,0,125,0,0,0,0,0,0,200,0,0
10414,r166,All minority-serving institutions -> El Paso Community C.,All minority-serving institutions,El Paso Community C.,2,165,324,0,0,0,0,0,0,324,0,0,0,0
